Temperature_K,Viscosity_uPas,SurfaceTension_Nm,Density_kgm3
179.60,2428.7,0.025472,1708.1
218.26,945.75,0.019972,1602.6
228.30,785.10,0.018589,1574.4
234.79,701.74,0.017705,1555.9
239.70,646.93,0.017043,1541.8
243.70,606.72,0.016507,1530.2
247.10,575.29,0.016054,1520.2
250.07,549.66,0.015661,1511.5
252.71,528.15,0.015312,1503.7
255.11,509.67,0.014998,1496.6
257.29,493.54,0.014712,1490.0
259.31,479.25,0.014449,1483.9
261.19,466.46,0.014205,1478.3
262.95,454.90,0.013977,1472.9
264.61,444.37,0.013764,1467.9
266.17,434.71,0.013563,1463.1
267.65,425.81,0.013373,1458.5
269.06,417.55,0.013192,1454.2
270.41,409.86,0.013020,1450.0
271.70,402.68,0.012856,1446.0
272.94,395.93,0.012699,1442.1
274.13,389.59,0.012548,1438.4
275.27,383.59,0.012404,1434.8
276.38,377.92,0.012264,1431.3
277.45,372.54,0.012130,1427.9
278.48,367.42,0.012000,1424.6
279.49,362.55,0.011874,1421.4
280.46,357.90,0.011753,1418.3
281.41,353.45,0.011635,1415.3
282.33,349.19,0.011520,1412.3
283.22,345.10,0.011409,1409.4
284.10,341.17,0.011301,1406.6
284.95,337.40,0.011196,1403.8
285.78,333.76,0.011093,1401.1
286.59,330.25,0.010993,1398.4
287.38,326.87,0.010895,1395.8
288.16,323.60,0.010800,1393.3
288.92,320.44,0.010707,1390.8
289.66,317.38,0.010616,1388.3
290.39,314.42,0.010527,1385.9
291.10,311.55,0.010440,1383.5
291.80,308.76,0.010355,1381.2
292.49,306.05,0.010271,1378.9
293.17,303.42,0.010189,1376.7
293.83,300.87,0.010109,1374.4
294.48,298.38,0.010030,1372.2
295.12,295.95,0.0099523,1370.1
295.75,293.59,0.0098763,1367.9
296.37,291.29,0.0098016,1365.8
296.98,289.05,0.0097283,1363.7
297.58,286.86,0.0096562,1361.7
298.17,284.73,0.0095853,1359.7
298.75,282.64,0.0095155,1357.7
299.33,280.60,0.0094469,1355.7
299.89,278.61,0.0093793,1353.8
300.45,276.66,0.0093128,1351.8
301.00,274.75,0.0092474,1349.9
301.54,272.89,0.0091829,1348.0
