Temperature_K,Viscosity_uPas,SurfaceTension_Nm,Density_kgm3
113.73,8767.3,0.031720,740.34
206.59,489.03,0.020653,651.16
217.50,411.04,0.019355,640.19
224.53,370.05,0.018521,633.03
229.85,342.85,0.017891,627.55
234.18,322.76,0.017379,623.05
237.86,306.98,0.016945,619.19
241.08,294.06,0.016566,615.80
243.96,283.17,0.016229,612.75
246.56,273.80,0.015924,609.98
248.94,265.60,0.015645,607.43
251.14,258.32,0.015387,605.06
253.18,251.79,0.015148,602.84
255.10,245.88,0.014925,600.75
256.91,240.50,0.014714,598.78
258.61,235.55,0.014516,596.90
260.23,230.98,0.014327,595.11
261.78,226.75,0.014148,593.40
263.25,222.80,0.013977,591.77
264.66,219.11,0.013814,590.19
266.02,215.64,0.013657,588.67
267.32,212.37,0.013507,587.20
268.58,209.29,0.013362,585.78
269.79,206.37,0.013222,584.41
270.97,203.59,0.013087,583.07
272.10,200.96,0.012956,581.78
273.20,198.44,0.012829,580.51
274.27,196.04,0.012706,579.28
275.31,193.74,0.012587,578.09
276.33,191.54,0.012471,576.92
277.31,189.43,0.012359,575.77
278.27,187.41,0.012249,574.65
279.21,185.46,0.012142,573.56
280.12,183.58,0.012037,572.49
281.02,181.76,0.011935,571.44
281.89,180.02,0.011836,570.41
282.75,178.33,0.011738,569.40
283.59,176.69,0.011643,568.40
284.41,175.11,0.011550,567.43
285.21,173.58,0.011459,566.47
286.00,172.09,0.011369,565.53
286.78,170.65,0.011282,564.60
287.54,169.24,0.011196,563.69
288.28,167.88,0.011111,562.79
289.02,166.56,0.011029,561.90
289.74,165.27,0.010947,561.03
290.45,164.01,0.010868,560.16
291.14,162.79,0.010789,559.32
291.83,161.60,0.010712,558.48
292.51,160.44,0.010636,557.65
293.17,159.30,0.010561,556.83
293.83,158.20,0.010488,556.03
294.47,157.11,0.010415,555.23
295.11,156.06,0.010344,554.44
295.74,155.02,0.010274,553.66
296.36,154.01,0.010205,552.89
296.97,153.02,0.010136,552.13
297.57,152.06,0.010069,551.38
298.16,151.11,0.010003,550.63
298.75,150.18,0.0099377,549.90
299.33,149.27,0.0098732,549.17
299.90,148.38,0.0098095,548.45
300.47,147.50,0.0097468,547.73
301.03,146.64,0.0096848,547.02
301.58,145.80,0.0096236,546.32
302.12,144.97,0.0095631,545.62
302.66,144.16,0.0095034,544.94
303.20,143.36,0.0094445,544.25
303.72,142.58,0.0093862,543.58
304.24,141.81,0.0093286,542.90
304.76,141.06,0.0092717,542.24
305.27,140.31,0.0092154,541.58
305.78,139.58,0.0091598,540.93
306.28,138.86,0.0091048,540.28
306.77,138.15,0.0090504,539.63
307.26,137.46,0.0089965,538.99
307.75,136.77,0.0089433,538.36
308.23,136.10,0.0088906,537.73
308.70,135.43,0.0088385,537.10
309.17,134.78,0.0087869,536.48
309.64,134.13,0.0087358,535.87
310.10,133.50,0.0086853,535.26
310.56,132.87,0.0086352,534.65
311.01,132.25,0.0085857,534.04
311.46,131.64,0.0085366,533.45
311.91,131.04,0.0084880,532.85
312.35,130.45,0.0084399,532.26
312.79,129.87,0.0083922,531.67
313.22,129.29,0.0083450,531.09
313.66,128.72,0.0082982,530.51
314.08,128.16,0.0082518,529.93
314.51,127.61,0.0082058,529.36
314.93,127.06,0.0081603,528.79
315.34,126.52,0.0081151,528.22
315.76,125.99,0.0080704,527.66
316.17,125.46,0.0080260,527.09
316.58,124.95,0.0079820,526.54
316.98,124.43,0.0079384,525.98
317.38,123.92,0.0078952,525.43
317.78,123.42,0.0078523,524.88
318.18,122.93,0.0078097,524.34
318.57,122.44,0.0077676,523.80
318.96,121.95,0.0077257,523.26
319.34,121.48,0.0076842,522.72
319.73,121.00,0.0076431,522.19
320.11,120.53,0.0076022,521.65
320.49,120.07,0.0075617,521.13
320.86,119.61,0.0075215,520.60
321.24,119.16,0.0074816,520.08
321.61,118.71,0.0074420,519.55
321.97,118.27,0.0074027,519.04
322.34,117.83,0.0073637,518.52
322.70,117.40,0.0073249,518.00
323.06,116.97,0.0072865,517.49
323.42,116.54,0.0072484,516.98
323.78,116.12,0.0072105,516.47
324.13,115.71,0.0071729,515.97
324.49,115.29,0.0071356,515.47
324.83,114.89,0.0070985,514.97
325.18,114.48,0.0070617,514.47
325.53,114.08,0.0070251,513.97
325.87,113.68,0.0069888,513.47
326.21,113.29,0.0069528,512.98
326.55,112.90,0.0069170,512.49
326.89,112.52,0.0068814,512.00
327.22,112.13,0.0068461,511.51
327.55,111.75,0.0068111,511.03
327.89,111.38,0.0067762,510.54
328.21,111.01,0.0067416,510.06
328.54,110.64,0.0067072,509.58
328.87,110.27,0.0066730,509.10
329.19,109.91,0.0066391,508.63
329.51,109.55,0.0066054,508.15
329.83,109.20,0.0065718,507.68
330.15,108.84,0.0065385,507.21
330.47,108.49,0.0065055,506.74
330.78,108.15,0.0064726,506.27
331.09,107.80,0.0064399,505.80
331.41,107.46,0.0064074,505.34
331.72,107.12,0.0063751,504.87
332.02,106.79,0.0063431,504.41
332.33,106.45,0.0063112,503.95
332.63,106.12,0.0062795,503.49
332.94,105.79,0.0062480,503.03
333.24,105.47,0.0062166,502.57
333.54,105.15,0.0061855,502.12
333.84,104.83,0.0061546,501.66
334.14,104.51,0.0061238,501.21
334.43,104.19,0.0060932,500.76
334.73,103.88,0.0060628,500.31
335.02,103.57,0.0060326,499.86
335.31,103.26,0.0060025,499.41
335.60,102.95,0.0059726,498.97
335.89,102.65,0.0059429,498.52
336.17,102.35,0.0059133,498.08
336.46,102.05,0.0058839,497.64
336.74,101.75,0.0058547,497.19
337.03,101.46,0.0058256,496.75
337.31,101.16,0.0057967,496.31
337.59,100.87,0.0057680,495.88
337.87,100.58,0.0057394,495.44
338.15,100.29,0.0057109,495.00
338.42,100.01,0.0056826,494.57
338.70,99.725,0.0056545,494.13
338.97,99.444,0.0056265,493.70
339.25,99.164,0.0055987,493.27
339.52,98.887,0.0055710,492.84
339.79,98.611,0.0055434,492.41
340.06,98.337,0.0055160,491.98
340.32,98.064,0.0054888,491.55
340.59,97.794,0.0054617,491.13
340.86,97.525,0.0054347,490.70
341.12,97.258,0.0054079,490.28
341.39,96.992,0.0053812,489.85
341.65,96.729,0.0053546,489.43
341.91,96.466,0.0053282,489.01
342.17,96.206,0.0053019,488.59
342.43,95.947,0.0052757,488.17
342.69,95.690,0.0052497,487.75
342.94,95.434,0.0052238,487.33
343.20,95.180,0.0051980,486.91
343.45,94.927,0.0051723,486.49
343.71,94.676,0.0051468,486.08
343.96,94.426,0.0051214,485.66
344.21,94.177,0.0050961,485.25
344.46,93.931,0.0050710,484.84
344.71,93.685,0.0050459,484.42
344.96,93.441,0.0050210,484.01
345.21,93.198,0.0049962,483.60
345.46,92.957,0.0049715,483.19
345.70,92.717,0.0049470,482.78
345.95,92.479,0.0049225,482.37
346.19,92.241,0.0048982,481.96
346.43,92.005,0.0048740,481.55
346.68,91.771,0.0048499,481.15
346.92,91.537,0.0048259,480.74
347.16,91.305,0.0048020,480.33
347.40,91.074,0.0047783,479.93
347.64,90.844,0.0047546,479.52
347.87,90.616,0.0047311,479.12
348.11,90.389,0.0047076,478.72
348.35,90.163,0.0046843,478.31
348.58,89.938,0.0046611,477.91
348.82,89.714,0.0046379,477.51
349.05,89.491,0.0046149,477.11
349.28,89.270,0.0045920,476.71
349.51,89.050,0.0045692,476.31
349.74,88.830,0.0045465,475.91
349.97,88.612,0.0045238,475.51
350.20,88.395,0.0045013,475.12
350.43,88.179,0.0044789,474.72
350.66,87.964,0.0044566,474.32
350.89,87.750,0.0044344,473.93
351.11,87.537,0.0044123,473.53
351.34,87.325,0.0043902,473.13
351.56,87.115,0.0043683,472.74
351.79,86.905,0.0043465,472.35
352.01,86.696,0.0043247,471.95
352.23,86.488,0.0043031,471.56
352.45,86.281,0.0042815,471.17
352.67,86.075,0.0042600,470.77
352.89,85.870,0.0042387,470.38
353.11,85.666,0.0042174,469.99
353.33,85.463,0.0041962,469.60
353.55,85.261,0.0041751,469.21
353.77,85.059,0.0041541,468.82
353.98,84.859,0.0041331,468.43
354.20,84.660,0.0041123,468.04
354.41,84.461,0.0040916,467.65
354.63,84.263,0.0040709,467.26
354.84,84.066,0.0040503,466.87
355.05,83.870,0.0040298,466.49
355.27,83.675,0.0040094,466.10
355.48,83.480,0.0039891,465.71
355.69,83.287,0.0039688,465.33
355.90,83.094,0.0039486,464.94
356.11,82.902,0.0039286,464.55
356.32,82.711,0.0039086,464.17
356.52,82.521,0.0038886,463.78
356.73,82.331,0.0038688,463.40
356.94,82.142,0.0038490,463.01
357.15,81.954,0.0038294,462.63
357.35,81.767,0.0038098,462.25
357.56,81.581,0.0037902,461.86
357.76,81.395,0.0037708,461.48
357.96,81.210,0.0037514,461.10
358.17,81.025,0.0037321,460.72
358.37,80.842,0.0037129,460.33
358.57,80.659,0.0036938,459.95
358.77,80.477,0.0036747,459.57
358.97,80.295,0.0036557,459.19
359.17,80.115,0.0036368,458.81
359.37,79.935,0.0036180,458.43
359.57,79.755,0.0035992,458.04
359.77,79.576,0.0035805,457.66
359.97,79.398,0.0035619,457.28
360.17,79.221,0.0035433,456.90
360.36,79.044,0.0035248,456.52
360.56,78.868,0.0035064,456.14
360.76,78.693,0.0034881,455.77
360.95,78.518,0.0034698,455.39
361.15,78.344,0.0034516,455.01
361.34,78.170,0.0034335,454.63
361.53,77.997,0.0034154,454.25
361.73,77.825,0.0033974,453.87
361.92,77.653,0.0033795,453.49
362.11,77.482,0.0033617,453.12
362.30,77.311,0.0033439,452.74
362.49,77.142,0.0033262,452.36
362.68,76.972,0.0033085,451.98
362.87,76.803,0.0032909,451.61
