Temperature_K,Viscosity_uPas,SurfaceTension_Nm,Density_kgm3
53.481,1271.0,0.022646,1706.7
68.329,449.70,0.018226,1613.0
72.223,374.12,0.017096,1587.9
74.761,335.54,0.016367,1571.4
76.691,310.39,0.015816,1558.7
78.269,292.05,0.015368,1548.1
79.614,277.77,0.014988,1539.1
80.793,266.17,0.014657,1531.1
81.845,256.46,0.014362,1523.9
82.800,248.14,0.014096,1517.4
83.675,240.89,0.013852,1511.3
84.484,234.49,0.013628,1505.7
85.238,228.76,0.013419,1500.4
85.945,223.60,0.013224,1495.4
86.611,218.91,0.013041,1490.7
87.241,214.61,0.012868,1486.2
87.840,210.65,0.012704,1481.9
88.411,206.98,0.012548,1477.8
88.957,203.58,0.012399,1473.9
89.479,200.39,0.012257,1470.1
89.982,197.41,0.012121,1466.4
90.465,194.61,0.011990,1462.9
90.932,191.96,0.011864,1459.5
91.382,189.46,0.011742,1456.2
91.818,187.09,0.011625,1452.9
92.240,184.84,0.011511,1449.8
92.650,182.70,0.011401,1446.8
93.048,180.66,0.011294,1443.8
93.435,178.71,0.011191,1440.9
93.812,176.84,0.011090,1438.0
94.179,175.05,0.010992,1435.3
94.537,173.33,0.010897,1432.6
94.886,171.68,0.010804,1429.9
95.228,170.09,0.010713,1427.3
95.561,168.56,0.010625,1424.7
95.888,167.09,0.010539,1422.2
96.207,165.67,0.010454,1419.8
96.520,164.29,0.010371,1417.4
96.827,162.96,0.010291,1415.0
97.128,161.67,0.010212,1412.7
97.423,160.42,0.010134,1410.4
97.712,159.21,0.010058,1408.1
97.997,158.03,0.0099834,1405.9
98.276,156.89,0.0099102,1403.7
98.551,155.78,0.0098384,1401.5
98.821,154.71,0.0097679,1399.4
99.086,153.66,0.0096987,1397.3
99.348,152.64,0.0096306,1395.2
99.605,151.64,0.0095637,1393.1
99.858,150.67,0.0094978,1391.1
100.11,149.73,0.0094331,1389.1
100.35,148.80,0.0093694,1387.2
100.60,147.90,0.0093066,1385.2
100.84,147.02,0.0092448,1383.3
101.07,146.16,0.0091840,1381.4
101.30,145.32,0.0091240,1379.5
101.53,144.50,0.0090649,1377.6
101.76,143.70,0.0090067,1375.8
101.98,142.91,0.0089492,1374.0
102.20,142.14,0.0088926,1372.1
102.42,141.38,0.0088367,1370.4
102.64,140.64,0.0087815,1368.6
102.85,139.92,0.0087271,1366.8
103.06,139.21,0.0086734,1365.1
103.27,138.51,0.0086203,1363.4
103.47,137.83,0.0085679,1361.7
103.68,137.16,0.0085162,1360.0
103.88,136.50,0.0084651,1358.3
104.08,135.85,0.0084145,1356.6
104.27,135.22,0.0083646,1355.0
104.47,134.59,0.0083153,1353.4
104.66,133.98,0.0082665,1351.7
104.85,133.38,0.0082183,1350.1
105.04,132.78,0.0081706,1348.5
105.22,132.20,0.0081234,1347.0
105.41,131.63,0.0080768,1345.4
105.59,131.06,0.0080306,1343.8
105.77,130.51,0.0079849,1342.3
105.95,129.96,0.0079397,1340.7
106.13,129.42,0.0078950,1339.2
106.31,128.89,0.0078507,1337.7
106.48,128.37,0.0078069,1336.2
106.66,127.86,0.0077635,1334.7
106.83,127.35,0.0077205,1333.2
107.00,126.85,0.0076780,1331.8
107.17,126.36,0.0076358,1330.3
107.33,125.87,0.0075941,1328.8
107.50,125.39,0.0075527,1327.4
107.66,124.92,0.0075117,1326.0
107.83,124.46,0.0074712,1324.5
107.99,124.00,0.0074309,1323.1
108.15,123.54,0.0073911,1321.7
108.31,123.10,0.0073515,1320.3
108.47,122.66,0.0073124,1318.9
108.62,122.22,0.0072735,1317.5
108.78,121.79,0.0072351,1316.1
108.93,121.37,0.0071969,1314.8
109.09,120.95,0.0071590,1313.4
109.24,120.53,0.0071215,1312.0
109.39,120.12,0.0070843,1310.7
109.54,119.72,0.0070474,1309.3
109.69,119.32,0.0070108,1308.0
109.84,118.92,0.0069745,1306.7
109.98,118.53,0.0069385,1305.4
110.13,118.15,0.0069027,1304.0
110.27,117.77,0.0068673,1302.7
110.42,117.39,0.0068321,1301.4
110.56,117.02,0.0067972,1300.1
110.70,116.65,0.0067625,1298.9
110.84,116.28,0.0067281,1297.6
110.98,115.92,0.0066940,1296.3
111.12,115.56,0.0066601,1295.0
111.26,115.21,0.0066265,1293.8
111.40,114.86,0.0065931,1292.5
111.53,114.52,0.0065600,1291.2
111.67,114.17,0.0065271,1290.0
111.80,113.84,0.0064944,1288.7
111.94,113.50,0.0064620,1287.5
112.07,113.17,0.0064298,1286.3
112.20,112.84,0.0063978,1285.0
112.33,112.51,0.0063660,1283.8
112.46,112.19,0.0063345,1282.6
112.59,111.87,0.0063032,1281.4
112.72,111.56,0.0062721,1280.2
112.85,111.24,0.0062412,1279.0
112.98,110.93,0.0062105,1277.8
113.11,110.63,0.0061800,1276.6
113.23,110.32,0.0061497,1275.4
113.36,110.02,0.0061196,1274.2
113.48,109.72,0.0060897,1273.0
113.61,109.43,0.0060599,1271.8
113.73,109.13,0.0060304,1270.7
113.85,108.84,0.0060011,1269.5
113.97,108.55,0.0059719,1268.3
114.09,108.27,0.0059430,1267.2
114.21,107.98,0.0059142,1266.0
114.33,107.70,0.0058856,1264.8
114.45,107.42,0.0058571,1263.7
114.57,107.15,0.0058289,1262.5
114.69,106.87,0.0058008,1261.4
114.81,106.60,0.0057729,1260.3
114.93,106.33,0.0057451,1259.1
115.04,106.06,0.0057175,1258.0
115.16,105.80,0.0056901,1256.9
115.27,105.54,0.0056628,1255.7
115.39,105.27,0.0056357,1254.6
115.50,105.02,0.0056087,1253.5
115.61,104.76,0.0055819,1252.4
115.73,104.50,0.0055553,1251.3
