Temperature_K,Viscosity_uPas,SurfaceTension_Nm,Density_kgm3
169.85,2153.5,0.027382,1591.1
201.67,835.71,0.022195,1505.9
211.12,686.91,0.020696,1480.0
217.28,611.43,0.019731,1462.8
221.95,562.48,0.019004,1449.7
225.76,526.93,0.018416,1438.9
228.99,499.34,0.017919,1429.7
231.82,476.99,0.017487,1421.5
234.35,458.30,0.017104,1414.2
236.63,442.33,0.016758,1407.6
238.72,428.42,0.016443,1401.5
240.65,416.15,0.016153,1395.8
242.44,405.18,0.015884,1390.5
244.12,395.29,0.015633,1385.5
245.70,386.30,0.015398,1380.8
247.19,378.07,0.015176,1376.3
248.61,370.49,0.014966,1372.1
249.96,363.47,0.014767,1368.0
251.24,356.95,0.014578,1364.1
252.48,350.85,0.014396,1360.3
253.66,345.14,0.014223,1356.7
254.80,339.76,0.014057,1353.2
255.89,334.69,0.013897,1349.8
256.95,329.89,0.013743,1346.6
257.97,325.34,0.013594,1343.4
258.96,321.02,0.013451,1340.3
259.92,316.90,0.013312,1337.3
260.85,312.98,0.013178,1334.4
261.76,309.22,0.013047,1331.5
262.64,305.62,0.012921,1328.8
263.49,302.17,0.012798,1326.0
264.33,298.86,0.012678,1323.4
265.14,295.68,0.012562,1320.8
265.94,292.61,0.012448,1318.2
266.71,289.65,0.012338,1315.8
267.47,286.80,0.012230,1313.3
268.21,284.04,0.012124,1310.9
268.94,281.38,0.012021,1308.6
269.65,278.80,0.011921,1306.2
270.35,276.30,0.011822,1304.0
271.03,273.87,0.011725,1301.7
271.70,271.52,0.011631,1299.5
272.36,269.24,0.011538,1297.4
273.01,267.02,0.011448,1295.3
273.64,264.86,0.011359,1293.2
274.26,262.76,0.011271,1291.1
274.88,260.71,0.011186,1289.0
275.48,258.72,0.011101,1287.0
276.07,256.78,0.011019,1285.1
276.66,254.88,0.010937,1283.1
277.23,253.03,0.010857,1281.2
277.80,251.23,0.010779,1279.3
278.36,249.46,0.010702,1277.4
278.90,247.74,0.010626,1275.5
279.45,246.05,0.010551,1273.7
279.98,244.40,0.010477,1271.9
280.51,242.79,0.010404,1270.1
281.03,241.21,0.010333,1268.3
281.54,239.66,0.010262,1266.5
282.04,238.14,0.010193,1264.8
282.54,236.66,0.010124,1263.1
283.04,235.20,0.010057,1261.3
283.52,233.77,0.0099902,1259.7
284.00,232.37,0.0099245,1258.0
284.48,230.99,0.0098597,1256.3
284.95,229.64,0.0097957,1254.7
285.41,228.31,0.0097325,1253.1
285.87,227.01,0.0096701,1251.5
286.33,225.73,0.0096085,1249.9
286.77,224.47,0.0095477,1248.3
287.22,223.23,0.0094876,1246.7
287.66,222.02,0.0094283,1245.1
288.09,220.82,0.0093696,1243.6
288.52,219.64,0.0093116,1242.1
288.95,218.48,0.0092543,1240.6
289.37,217.34,0.0091977,1239.0
289.78,216.22,0.0091416,1237.6
290.20,215.11,0.0090862,1236.1
290.60,214.02,0.0090314,1234.6
291.01,212.95,0.0089773,1233.1
291.41,211.89,0.0089236,1231.7
291.81,210.85,0.0088706,1230.2
292.20,209.83,0.0088181,1228.8
292.59,208.81,0.0087661,1227.4
292.98,207.82,0.0087147,1226.0
293.36,206.83,0.0086638,1224.6
293.74,205.86,0.0086134,1223.2
294.11,204.90,0.0085635,1221.8
294.49,203.96,0.0085141,1220.4
294.86,203.02,0.0084651,1219.0
295.22,202.10,0.0084167,1217.7
295.59,201.19,0.0083687,1216.3
295.95,200.29,0.0083211,1215.0
296.30,199.41,0.0082740,1213.7
296.66,198.53,0.0082273,1212.3
297.01,197.67,0.0081810,1211.0
297.36,196.81,0.0081352,1209.7
297.70,195.97,0.0080898,1208.4
298.05,195.14,0.0080447,1207.1
298.39,194.31,0.0080001,1205.8
298.73,193.50,0.0079558,1204.5
299.06,192.69,0.0079119,1203.3
299.39,191.89,0.0078684,1202.0
299.73,191.11,0.0078253,1200.7
300.05,190.33,0.0077825,1199.5
300.38,189.56,0.0077401,1198.2
300.70,188.80,0.0076980,1197.0
301.02,188.04,0.0076563,1195.7
301.34,187.30,0.0076149,1194.5
301.66,186.56,0.0075738,1193.3
301.98,185.83,0.0075331,1192.0
302.29,185.11,0.0074927,1190.8
302.60,184.39,0.0074525,1189.6
302.91,183.68,0.0074128,1188.4
303.21,182.98,0.0073733,1187.2
303.52,182.29,0.0073341,1186.0
303.82,181.60,0.0072952,1184.8
304.12,180.92,0.0072566,1183.7
304.42,180.25,0.0072183,1182.5
304.71,179.58,0.0071802,1181.3
305.01,178.92,0.0071425,1180.1
305.30,178.27,0.0071050,1179.0
305.59,177.62,0.0070678,1177.8
305.88,176.98,0.0070308,1176.7
306.17,176.34,0.0069941,1175.5
306.45,175.71,0.0069577,1174.4
306.74,175.08,0.0069215,1173.2
307.02,174.46,0.0068856,1172.1
307.30,173.85,0.0068500,1170.9
307.58,173.24,0.0068145,1169.8
307.86,172.64,0.0067793,1168.7
308.13,172.04,0.0067444,1167.6
308.41,171.45,0.0067097,1166.5
308.68,170.86,0.0066752,1165.3
308.95,170.28,0.0066409,1164.2
309.22,169.70,0.0066069,1163.1
309.49,169.12,0.0065731,1162.0
309.76,168.56,0.0065395,1160.9
310.02,167.99,0.0065062,1159.8
310.28,167.43,0.0064730,1158.7
310.55,166.88,0.0064401,1157.7
310.81,166.33,0.0064073,1156.6
311.07,165.78,0.0063748,1155.5
311.33,165.24,0.0063425,1154.4
311.58,164.70,0.0063103,1153.3
311.84,164.17,0.0062784,1152.3
312.09,163.64,0.0062467,1151.2
312.34,163.11,0.0062151,1150.1
312.60,162.59,0.0061838,1149.1
312.85,162.07,0.0061526,1148.0
313.10,161.56,0.0061217,1147.0
313.34,161.05,0.0060909,1145.9
313.59,160.54,0.0060603,1144.9
313.84,160.04,0.0060299,1143.8
314.08,159.54,0.0059996,1142.8
314.32,159.05,0.0059695,1141.7
314.56,158.56,0.0059397,1140.7
314.80,158.07,0.0059099,1139.7
315.04,157.58,0.0058804,1138.6
315.28,157.10,0.0058510,1137.6
315.52,156.62,0.0058218,1136.6
315.76,156.15,0.0057927,1135.6
315.99,155.68,0.0057638,1134.5
316.22,155.21,0.0057351,1133.5
316.46,154.74,0.0057066,1132.5
316.69,154.28,0.0056781,1131.5
316.92,153.82,0.0056499,1130.5
317.15,153.37,0.0056218,1129.5
317.38,152.91,0.0055938,1128.5
317.61,152.46,0.0055661,1127.5
317.83,152.02,0.0055384,1126.5
318.06,151.57,0.0055109,1125.5
318.28,151.13,0.0054836,1124.5
318.51,150.69,0.0054564,1123.5
318.73,150.26,0.0054293,1122.5
318.95,149.82,0.0054024,1121.5
319.17,149.39,0.0053756,1120.5
319.39,148.96,0.0053490,1119.5
319.61,148.54,0.0053225,1118.5
319.83,148.12,0.0052961,1117.5
320.05,147.70,0.0052699,1116.6
320.26,147.28,0.0052438,1115.6
320.48,146.86,0.0052178,1114.6
320.69,146.45,0.0051920,1113.6
320.91,146.04,0.0051663,1112.7
321.12,145.63,0.0051407,1111.7
321.33,145.23,0.0051153,1110.7
321.54,144.82,0.0050900,1109.8
321.75,144.42,0.0050648,1108.8
321.96,144.02,0.0050397,1107.8
322.17,143.63,0.0050148,1106.9
322.38,143.23,0.0049900,1105.9
322.58,142.84,0.0049653,1104.9
322.79,142.45,0.0049407,1104.0
322.99,142.07,0.0049162,1103.0
323.20,141.68,0.0048919,1102.1
323.40,141.30,0.0048677,1101.1
323.61,140.92,0.0048436,1100.2
323.81,140.54,0.0048196,1099.2
