Temperature_K,Viscosity_uPas,SurfaceTension_Nm,Density_kgm3
243.50,2433.7,0.028670,769.23
349.89,453.37,0.018621,685.96
365.54,389.31,0.017230,673.49
375.54,355.36,0.016354,665.42
383.06,332.70,0.015701,659.29
389.16,315.86,0.015177,654.27
394.33,302.57,0.014735,649.99
398.84,291.64,0.014353,646.23
402.85,282.39,0.014015,642.87
406.47,274.40,0.013711,639.81
409.78,267.37,0.013434,637.01
412.83,261.11,0.013181,634.40
415.66,255.48,0.012946,631.97
418.31,250.36,0.012727,629.68
420.80,245.68,0.012522,627.53
423.16,241.37,0.012330,625.48
425.39,237.38,0.012148,623.53
427.51,233.66,0.011975,621.66
429.54,230.19,0.011811,619.88
431.47,226.93,0.011654,618.16
433.33,223.86,0.011504,616.51
435.12,220.96,0.011361,614.92
436.83,218.21,0.011223,613.38
438.49,215.61,0.011091,611.89
440.09,213.13,0.010963,610.44
441.64,210.76,0.010840,609.04
443.15,208.50,0.010720,607.67
444.60,206.34,0.010605,606.34
446.02,204.26,0.010493,605.04
447.39,202.27,0.010385,603.78
448.73,200.35,0.010280,602.55
450.04,198.51,0.010178,601.34
451.31,196.73,0.010078,600.16
452.55,195.01,0.0099812,599.00
453.76,193.35,0.0098868,597.87
454.95,191.75,0.0097948,596.76
456.11,190.19,0.0097050,595.67
457.24,188.68,0.0096173,594.60
458.35,187.22,0.0095316,593.55
459.43,185.80,0.0094478,592.52
460.50,184.43,0.0093658,591.50
461.54,183.08,0.0092856,590.51
462.57,181.78,0.0092071,589.52
463.58,180.51,0.0091301,588.56
464.56,179.27,0.0090547,587.60
465.53,178.07,0.0089807,586.67
466.49,176.89,0.0089081,585.74
467.43,175.74,0.0088369,584.83
468.35,174.62,0.0087669,583.93
469.26,173.52,0.0086983,583.04
470.15,172.45,0.0086308,582.17
471.03,171.40,0.0085644,581.30
471.90,170.38,0.0084992,580.45
472.75,169.37,0.0084351,579.60
473.59,168.39,0.0083720,578.77
474.42,167.43,0.0083099,577.94
475.24,166.48,0.0082487,577.13
476.05,165.56,0.0081885,576.32
476.84,164.65,0.0081292,575.52
477.63,163.76,0.0080708,574.73
478.40,162.89,0.0080133,573.95
479.17,162.03,0.0079566,573.18
479.92,161.19,0.0079007,572.41
480.67,160.36,0.0078455,571.65
481.41,159.55,0.0077911,570.90
482.13,158.75,0.0077375,570.16
482.85,157.96,0.0076846,569.42
483.56,157.19,0.0076323,568.69
484.27,156.43,0.0075808,567.97
484.96,155.68,0.0075299,567.25
485.65,154.94,0.0074796,566.54
486.33,154.22,0.0074300,565.83
487.00,153.51,0.0073810,565.14
487.67,152.80,0.0073325,564.44
488.32,152.11,0.0072847,563.75
488.98,151.43,0.0072374,563.07
489.62,150.75,0.0071906,562.39
490.26,150.09,0.0071445,561.72
490.89,149.44,0.0070988,561.05
491.52,148.79,0.0070536,560.39
492.14,148.16,0.0070090,559.73
492.75,147.53,0.0069648,559.08
493.36,146.91,0.0069211,558.43
493.96,146.30,0.0068779,557.79
494.56,145.70,0.0068351,557.15
495.15,145.10,0.0067928,556.51
495.74,144.51,0.0067509,555.88
496.32,143.93,0.0067095,555.25
496.89,143.36,0.0066685,554.63
497.46,142.79,0.0066279,554.01
498.03,142.24,0.0065877,553.39
498.59,141.68,0.0065478,552.78
499.15,141.14,0.0065084,552.17
499.70,140.60,0.0064694,551.57
500.24,140.06,0.0064307,550.97
500.79,139.54,0.0063924,550.37
501.33,139.01,0.0063545,549.77
501.86,138.50,0.0063169,549.18
502.39,137.99,0.0062796,548.59
502.92,137.48,0.0062427,548.01
503.44,136.98,0.0062061,547.43
503.95,136.49,0.0061699,546.85
504.47,136.00,0.0061340,546.27
504.98,135.52,0.0060984,545.70
505.48,135.04,0.0060631,545.13
505.99,134.57,0.0060281,544.56
506.49,134.10,0.0059934,544.00
506.98,133.63,0.0059590,543.44
507.47,133.17,0.0059248,542.88
507.96,132.72,0.0058910,542.32
508.45,132.27,0.0058575,541.77
508.93,131.82,0.0058242,541.22
509.40,131.38,0.0057912,540.67
509.88,130.94,0.0057585,540.12
510.35,130.51,0.0057260,539.58
510.82,130.08,0.0056938,539.04
511.29,129.65,0.0056618,538.50
511.75,129.23,0.0056301,537.96
512.21,128.81,0.0055986,537.43
512.66,128.40,0.0055674,536.90
513.12,127.98,0.0055364,536.37
513.57,127.58,0.0055057,535.84
514.01,127.17,0.0054752,535.31
514.46,126.77,0.0054449,534.79
514.90,126.38,0.0054148,534.27
515.34,125.98,0.0053850,533.75
515.78,125.59,0.0053554,533.23
516.21,125.20,0.0053260,532.71
516.64,124.82,0.0052968,532.20
517.07,124.44,0.0052678,531.69
517.50,124.06,0.0052390,531.18
517.92,123.69,0.0052105,530.67
518.34,123.31,0.0051821,530.16
518.76,122.95,0.0051539,529.66
519.18,122.58,0.0051259,529.15
519.59,122.22,0.0050982,528.65
520.01,121.86,0.0050706,528.15
520.41,121.50,0.0050432,527.65
520.82,121.14,0.0050159,527.16
521.23,120.79,0.0049889,526.66
521.63,120.44,0.0049621,526.17
522.03,120.09,0.0049354,525.68
522.43,119.75,0.0049089,525.18
522.83,119.41,0.0048826,524.70
523.22,119.07,0.0048564,524.21
523.61,118.73,0.0048304,523.72
524.00,118.39,0.0048046,523.24
524.39,118.06,0.0047790,522.75
524.78,117.73,0.0047535,522.27
525.16,117.40,0.0047282,521.79
525.54,117.08,0.0047030,521.31
525.92,116.75,0.0046780,520.83
526.30,116.43,0.0046531,520.36
526.68,116.11,0.0046284,519.88
527.05,115.80,0.0046039,519.41
527.42,115.48,0.0045795,518.94
527.79,115.17,0.0045553,518.46
528.16,114.86,0.0045312,517.99
528.53,114.55,0.0045072,517.53
528.89,114.24,0.0044834,517.06
529.26,113.93,0.0044598,516.59
529.62,113.63,0.0044362,516.12
529.98,113.33,0.0044129,515.66
530.34,113.03,0.0043896,515.20
530.69,112.73,0.0043665,514.73
531.05,112.44,0.0043435,514.27
531.40,112.14,0.0043207,513.81
531.76,111.85,0.0042980,513.35
532.11,111.56,0.0042754,512.90
532.45,111.27,0.0042530,512.44
532.80,110.99,0.0042306,511.98
533.15,110.70,0.0042085,511.53
533.49,110.42,0.0041864,511.07
533.83,110.13,0.0041644,510.62
534.17,109.85,0.0041426,510.17
534.51,109.57,0.0041209,509.72
534.85,109.30,0.0040993,509.26
535.19,109.02,0.0040779,508.81
535.52,108.75,0.0040565,508.37
535.86,108.47,0.0040353,507.92
536.19,108.20,0.0040142,507.47
536.52,107.93,0.0039932,507.03
536.85,107.67,0.0039723,506.58
537.18,107.40,0.0039516,506.14
537.50,107.13,0.0039309,505.69
537.83,106.87,0.0039104,505.25
538.15,106.61,0.0038899,504.81
538.47,106.35,0.0038696,504.37
538.79,106.09,0.0038494,503.92
539.11,105.83,0.0038293,503.48
539.43,105.57,0.0038092,503.05
539.75,105.31,0.0037893,502.61
540.07,105.06,0.0037695,502.17
540.38,104.81,0.0037498,501.73
540.69,104.55,0.0037302,501.30
541.01,104.30,0.0037107,500.86
541.32,104.05,0.0036913,500.43
541.63,103.81,0.0036720,499.99
541.94,103.56,0.0036528,499.56
542.24,103.31,0.0036337,499.12
542.55,103.07,0.0036147,498.69
542.85,102.83,0.0035958,498.26
543.16,102.58,0.0035770,497.83
543.46,102.34,0.0035582,497.40
543.76,102.10,0.0035396,496.97
544.06,101.86,0.0035210,496.54
544.36,101.63,0.0035026,496.11
544.66,101.39,0.0034842,495.68
544.96,101.15,0.0034660,495.26
