Temperature_K,Viscosity_uPas,SurfaceTension_Nm,Density_kgm3
121.02,392.27,0.016502,1726.0
124.95,356.18,0.015751,1706.7
127.92,332.24,0.015186,1691.9
130.34,314.59,0.014729,1679.7
132.41,300.74,0.014342,1669.3
134.21,289.41,0.014006,1660.1
135.82,279.88,0.013707,1651.9
137.27,271.69,0.013438,1644.3
138.61,264.52,0.013192,1637.4
139.84,258.16,0.012966,1631.0
140.98,252.46,0.012756,1625.0
142.06,247.31,0.012560,1619.4
143.07,242.61,0.012376,1614.0
144.02,238.29,0.012203,1609.0
144.93,234.31,0.012038,1604.1
145.80,230.61,0.011882,1599.5
146.62,227.17,0.011734,1595.1
147.41,223.94,0.011592,1590.8
148.17,220.91,0.011456,1586.7
148.90,218.06,0.011325,1582.8
149.61,215.37,0.011199,1578.9
150.29,212.81,0.011078,1575.2
150.94,210.39,0.010962,1571.6
151.58,208.08,0.010849,1568.1
152.20,205.88,0.010740,1564.7
152.80,203.78,0.010634,1561.4
153.38,201.77,0.010531,1558.2
153.94,199.84,0.010431,1555.0
154.50,197.99,0.010334,1552.0
155.03,196.21,0.010240,1549.0
155.56,194.49,0.010148,1546.0
156.07,192.84,0.010059,1543.1
156.57,191.25,0.0099712,1540.3
157.06,189.71,0.0098859,1537.5
157.54,188.22,0.0098026,1534.8
158.01,186.78,0.0097211,1532.2
158.47,185.38,0.0096415,1529.5
158.92,184.03,0.0095635,1527.0
159.36,182.72,0.0094872,1524.4
159.80,181.44,0.0094124,1521.9
160.22,180.20,0.0093391,1519.5
160.64,178.99,0.0092672,1517.1
161.05,177.82,0.0091967,1514.7
161.45,176.68,0.0091274,1512.3
161.85,175.57,0.0090595,1510.0
162.24,174.48,0.0089927,1507.8
162.63,173.42,0.0089271,1505.5
163.00,172.39,0.0088626,1503.3
163.38,171.38,0.0087992,1501.1
163.74,170.39,0.0087368,1498.9
164.11,169.42,0.0086754,1496.8
164.46,168.48,0.0086149,1494.7
164.81,167.56,0.0085555,1492.6
165.16,166.65,0.0084969,1490.5
165.50,165.77,0.0084391,1488.5
165.84,164.90,0.0083823,1486.5
166.17,164.05,0.0083262,1484.5
166.50,163.22,0.0082709,1482.5
166.82,162.40,0.0082164,1480.6
167.15,161.60,0.0081627,1478.6
167.46,160.82,0.0081096,1476.7
167.77,160.04,0.0080573,1474.8
168.08,159.29,0.0080057,1472.9
168.39,158.54,0.0079547,1471.1
168.69,157.81,0.0079044,1469.2
168.99,157.09,0.0078546,1467.4
169.28,156.38,0.0078056,1465.6
169.58,155.69,0.0077571,1463.8
169.86,155.00,0.0077091,1462.0
170.15,154.33,0.0076618,1460.3
170.43,153.67,0.0076150,1458.5
170.71,153.02,0.0075687,1456.8
170.99,152.37,0.0075230,1455.1
171.26,151.74,0.0074777,1453.4
171.54,151.12,0.0074330,1451.7
171.80,150.50,0.0073888,1450.0
172.07,149.90,0.0073450,1448.3
172.33,149.30,0.0073017,1446.6
172.60,148.72,0.0072588,1445.0
172.85,148.14,0.0072164,1443.4
173.11,147.56,0.0071745,1441.7
173.37,147.00,0.0071329,1440.1
173.62,146.44,0.0070918,1438.5
173.87,145.89,0.0070511,1436.9
174.11,145.35,0.0070108,1435.4
174.36,144.82,0.0069709,1433.8
174.60,144.29,0.0069313,1432.2
174.84,143.77,0.0068922,1430.7
175.08,143.25,0.0068534,1429.2
175.32,142.74,0.0068149,1427.6
175.56,142.24,0.0067768,1426.1
175.79,141.75,0.0067391,1424.6
176.02,141.26,0.0067017,1423.1
176.25,140.77,0.0066646,1421.6
176.48,140.29,0.0066279,1420.1
176.70,139.82,0.0065915,1418.6
176.93,139.35,0.0065554,1417.2
177.15,138.89,0.0065196,1415.7
177.37,138.43,0.0064841,1414.2
177.59,137.97,0.0064489,1412.8
177.81,137.53,0.0064141,1411.4
178.03,137.08,0.0063795,1409.9
178.24,136.64,0.0063451,1408.5
178.46,136.21,0.0063111,1407.1
178.67,135.78,0.0062773,1405.7
178.88,135.35,0.0062438,1404.3
179.09,134.93,0.0062106,1402.9
179.29,134.52,0.0061777,1401.5
179.50,134.10,0.0061449,1400.1
179.70,133.70,0.0061125,1398.7
179.91,133.29,0.0060803,1397.4
180.11,132.89,0.0060483,1396.0
180.31,132.49,0.0060166,1394.6
180.51,132.10,0.0059851,1393.3
180.71,131.71,0.0059538,1392.0
180.90,131.32,0.0059228,1390.6
181.10,130.94,0.0058920,1389.3
181.29,130.56,0.0058615,1387.9
181.49,130.19,0.0058311,1386.6
181.68,129.82,0.0058010,1385.3
181.87,129.45,0.0057710,1384.0
182.06,129.08,0.0057413,1382.7
182.25,128.72,0.0057118,1381.4
182.43,128.36,0.0056825,1380.1
182.62,128.00,0.0056534,1378.8
182.81,127.65,0.0056245,1377.5
182.99,127.30,0.0055958,1376.2
183.17,126.95,0.0055673,1375.0
183.36,126.61,0.0055390,1373.7
183.54,126.26,0.0055108,1372.4
183.72,125.93,0.0054829,1371.2
183.90,125.59,0.0054551,1369.9
184.07,125.25,0.0054275,1368.6
184.25,124.92,0.0054001,1367.4
184.43,124.60,0.0053729,1366.1
184.60,124.27,0.0053459,1364.9
184.78,123.95,0.0053190,1363.7
184.95,123.62,0.0052923,1362.4
