Temperature_K,Viscosity_uPas,SurfaceTension_Nm,Density_kgm3
274.37,453.24,0.013730,1524.9
275.85,444.93,0.013554,1520.7
277.26,437.18,0.013386,1516.6
278.61,429.91,0.013225,1512.7
279.92,423.07,0.013071,1508.9
281.17,416.61,0.012922,1505.3
282.39,410.51,0.012779,1501.8
283.56,404.72,0.012641,1498.3
284.69,399.22,0.012508,1495.0
285.79,393.98,0.012379,1491.8
286.86,388.98,0.012254,1488.6
287.90,384.20,0.012133,1485.5
288.91,379.62,0.012015,1482.5
289.90,375.24,0.011900,1479.6
290.86,371.02,0.011789,1476.7
291.79,366.98,0.011681,1473.9
292.71,363.08,0.011575,1471.2
293.60,359.32,0.011472,1468.5
294.47,355.70,0.011372,1465.8
295.33,352.19,0.011274,1463.2
296.16,348.81,0.011178,1460.7
296.98,345.53,0.011084,1458.2
297.78,342.36,0.010992,1455.7
298.57,339.29,0.010902,1453.3
299.34,336.30,0.010814,1450.9
300.10,333.41,0.010728,1448.6
300.84,330.60,0.010643,1446.3
301.58,327.86,0.010561,1444.0
302.29,325.20,0.010479,1441.8
303.00,322.61,0.010399,1439.6
303.70,320.09,0.010321,1437.4
304.38,317.63,0.010244,1435.3
305.05,315.24,0.010168,1433.1
305.72,312.90,0.010094,1431.1
306.37,310.62,0.010020,1429.0
307.01,308.39,0.0099482,1426.9
307.65,306.21,0.0098773,1424.9
308.27,304.08,0.0098075,1422.9
308.89,302.00,0.0097388,1421.0
309.50,299.97,0.0096711,1419.0
310.10,297.97,0.0096044,1417.1
310.69,296.02,0.0095387,1415.2
311.27,294.11,0.0094739,1413.3
311.85,292.24,0.0094100,1411.4
312.42,290.41,0.0093470,1409.6
312.98,288.61,0.0092849,1407.8
313.54,286.85,0.0092236,1405.9
314.09,285.12,0.0091631,1404.1
314.63,283.42,0.0091034,1402.4
315.17,281.75,0.0090445,1400.6
315.70,280.12,0.0089863,1398.9
316.22,278.51,0.0089289,1397.1
316.74,276.93,0.0088721,1395.4
317.25,275.38,0.0088161,1393.7
317.76,273.86,0.0087607,1392.0
318.26,272.36,0.0087060,1390.3
318.76,270.88,0.0086519,1388.7
319.25,269.43,0.0085984,1387.0
319.74,268.01,0.0085455,1385.4
320.22,266.60,0.0084933,1383.8
320.70,265.22,0.0084416,1382.2
321.17,263.86,0.0083904,1380.6
321.64,262.52,0.0083399,1379.0
322.10,261.20,0.0082898,1377.4
322.56,259.90,0.0082403,1375.8
