Temperature_K,Viscosity_uPas,SurfaceTension_Nm,Density_kgm3
144.00,,0.024816,2047.9
211.59,1513.3,0.016533,1801.0
221.42,1094.9,0.015385,1767.3
227.74,921.09,0.014657,1745.8
232.50,818.61,0.014112,1729.6
236.37,748.49,0.013672,1716.4
239.66,696.34,0.013301,1705.2
242.53,655.43,0.012979,1695.4
245.09,622.11,0.012693,1686.6
247.40,594.22,0.012435,1678.7
249.51,570.38,0.012201,1671.5
251.46,549.66,0.011985,1664.8
253.28,531.41,0.011785,1658.5
254.97,515.15,0.011599,1652.6
256.57,500.53,0.011424,1647.1
258.08,487.28,0.011259,1641.9
259.51,475.19,0.011103,1636.9
260.88,464.08,0.010955,1632.1
262.18,453.83,0.010814,1627.6
263.43,444.33,0.010679,1623.2
264.62,435.48,0.010550,1619.0
265.77,427.21,0.010426,1615.0
266.88,419.45,0.010308,1611.1
267.95,412.15,0.010193,1607.3
268.98,405.27,0.010083,1603.6
269.98,398.76,0.0099759,1600.1
270.95,392.59,0.0098727,1596.6
271.90,386.73,0.0097728,1593.3
272.81,381.15,0.0096759,1590.0
273.70,375.83,0.0095818,1586.8
274.57,370.74,0.0094903,1583.7
275.41,365.88,0.0094014,1580.7
276.23,361.22,0.0093148,1577.7
277.04,356.75,0.0092304,1574.8
277.82,352.45,0.0091481,1572.0
278.59,348.32,0.0090679,1569.2
279.34,344.34,0.0089894,1566.4
280.07,340.50,0.0089128,1563.8
280.79,336.80,0.0088379,1561.1
281.50,333.22,0.0087646,1558.5
282.19,329.76,0.0086928,1556.0
282.87,326.41,0.0086226,1553.5
283.54,323.16,0.0085537,1551.1
284.19,320.02,0.0084862,1548.6
284.83,316.97,0.0084200,1546.3
285.46,314.01,0.0083550,1543.9
286.08,311.13,0.0082912,1541.6
286.69,308.33,0.0082286,1539.3
287.29,305.61,0.0081670,1537.1
287.88,302.96,0.0081065,1534.9
288.47,300.38,0.0080471,1532.7
289.04,297.87,0.0079886,1530.5
289.60,295.42,0.0079311,1528.4
290.16,293.03,0.0078745,1526.3
290.71,290.69,0.0078187,1524.2
291.25,288.42,0.0077639,1522.2
291.78,286.19,0.0077098,1520.1
292.31,284.02,0.0076566,1518.1
292.83,281.89,0.0076042,1516.2
293.34,279.81,0.0075524,1514.2
293.84,277.78,0.0075015,1512.3
294.34,275.78,0.0074512,1510.3
294.84,273.83,0.0074016,1508.4
295.32,271.92,0.0073527,1506.6
295.81,270.05,0.0073044,1504.7
296.28,268.21,0.0072568,1502.8
296.75,266.41,0.0072098,1501.0
297.22,264.65,0.0071634,1499.2
297.68,262.92,0.0071175,1497.4
298.13,261.22,0.0070722,1495.6
298.58,259.55,0.0070275,1493.9
299.02,257.91,0.0069833,1492.1
299.46,256.30,0.0069396,1490.4
299.90,254.72,0.0068964,1488.7
300.33,253.17,0.0068538,1487.0
300.76,251.64,0.0068116,1485.3
301.18,250.14,0.0067699,1483.6
301.60,248.66,0.0067286,1481.9
302.01,247.20,0.0066878,1480.3
302.42,245.77,0.0066475,1478.6
302.83,244.37,0.0066075,1477.0
303.23,242.98,0.0065680,1475.4
303.63,241.62,0.0065289,1473.8
304.02,240.28,0.0064902,1472.2
304.41,238.95,0.0064520,1470.6
304.80,237.65,0.0064140,1469.0
305.19,236.37,0.0063765,1467.5
305.57,235.10,0.0063393,1465.9
305.94,233.85,0.0063025,1464.4
306.32,232.62,0.0062661,1462.8
306.69,231.41,0.0062300,1461.3
307.06,230.21,0.0061942,1459.8
307.42,229.04,0.0061588,1458.3
307.79,227.87,0.0061237,1456.8
308.14,226.72,0.0060890,1455.3
308.50,225.59,0.0060545,1453.9
308.85,224.47,0.0060204,1452.4
309.21,223.37,0.0059865,1450.9
309.55,222.28,0.0059530,1449.5
309.90,221.20,0.0059197,1448.0
310.24,220.14,0.0058868,1446.6
310.58,219.09,0.0058541,1445.2
310.92,218.06,0.0058217,1443.7
311.26,217.03,0.0057895,1442.3
311.59,216.02,0.0057577,1440.9
311.92,215.02,0.0057261,1439.5
312.25,214.03,0.0056947,1438.1
312.57,213.06,0.0056636,1436.7
312.90,212.09,0.0056328,1435.4
313.22,211.14,0.0056022,1434.0
313.54,210.20,0.0055719,1432.6
313.85,209.26,0.0055418,1431.3
314.17,208.34,0.0055119,1429.9
314.48,207.43,0.0054822,1428.6
314.79,206.53,0.0054528,1427.2
315.10,205.63,0.0054236,1425.9
315.41,204.75,0.0053946,1424.6
315.71,203.88,0.0053659,1423.2
316.01,203.01,0.0053373,1421.9
316.31,202.16,0.0053090,1420.6
316.61,201.31,0.0052809,1419.3
316.91,200.47,0.0052530,1418.0
317.20,199.64,0.0052252,1416.7
317.50,198.82,0.0051977,1415.4
317.79,198.00,0.0051704,1414.1
318.08,197.20,0.0051433,1412.8
318.37,196.40,0.0051163,1411.5
318.65,195.61,0.0050896,1410.3
318.94,194.83,0.0050630,1409.0
319.22,194.05,0.0050366,1407.7
319.50,193.29,0.0050104,1406.5
319.78,192.53,0.0049844,1405.2
320.06,191.77,0.0049585,1404.0
320.34,191.03,0.0049328,1402.7
320.61,190.29,0.0049073,1401.5
320.89,189.55,0.0048820,1400.3
321.16,188.83,0.0048568,1399.0
321.43,188.11,0.0048318,1397.8
321.70,187.39,0.0048069,1396.6
321.96,186.68,0.0047822,1395.3
322.23,185.98,0.0047577,1394.1
322.49,185.29,0.0047333,1392.9
322.76,184.60,0.0047090,1391.7
323.02,183.91,0.0046850,1390.5
323.28,183.24,0.0046610,1389.3
323.54,182.56,0.0046373,1388.1
323.80,181.90,0.0046136,1386.9
324.05,181.24,0.0045901,1385.7
324.31,180.58,0.0045668,1384.5
324.56,179.93,0.0045436,1383.3
324.82,179.28,0.0045205,1382.2
325.07,178.64,0.0044976,1381.0
325.32,178.01,0.0044748,1379.8
325.57,177.38,0.0044521,1378.6
325.81,176.75,0.0044296,1377.5
326.06,176.13,0.0044072,1376.3
326.30,175.52,0.0043849,1375.1
326.55,174.91,0.0043628,1374.0
326.79,174.30,0.0043408,1372.8
327.03,173.70,0.0043189,1371.7
327.27,173.10,0.0042971,1370.5
327.51,172.51,0.0042755,1369.4
327.75,171.92,0.0042540,1368.2
327.99,171.34,0.0042326,1367.1
328.23,170.76,0.0042113,1365.9
328.46,170.18,0.0041902,1364.8
328.69,169.61,0.0041691,1363.7
328.93,169.04,0.0041482,1362.5
329.16,168.48,0.0041274,1361.4
329.39,167.92,0.0041067,1360.3
329.62,167.36,0.0040861,1359.1
329.85,166.81,0.0040656,1358.0
330.08,166.26,0.0040453,1356.9
330.30,165.72,0.0040250,1355.8
330.53,165.18,0.0040049,1354.7
330.76,164.64,0.0039848,1353.5
330.98,164.11,0.0039649,1352.4
331.20,163.58,0.0039451,1351.3
331.42,163.05,0.0039253,1350.2
331.65,162.53,0.0039057,1349.1
331.87,162.01,0.0038862,1348.0
332.08,161.49,0.0038667,1346.9
332.30,160.98,0.0038474,1345.8
332.52,160.47,0.0038282,1344.7
332.74,159.97,0.0038091,1343.6
332.95,159.46,0.0037900,1342.5
333.17,158.96,0.0037711,1341.4
333.38,158.47,0.0037522,1340.3
333.60,157.97,0.0037335,1339.3
333.81,157.48,0.0037148,1338.2
334.02,156.99,0.0036963,1337.1
334.23,156.51,0.0036778,1336.0
334.44,156.03,0.0036594,1334.9
334.65,155.55,0.0036411,1333.8
334.86,155.07,0.0036229,1332.8
335.06,154.60,0.0036048,1331.7
335.27,154.13,0.0035868,1330.6
335.48,153.66,0.0035688,1329.5
335.68,153.20,0.0035510,1328.5
335.89,152.74,0.0035332,1327.4
336.09,152.28,0.0035155,1326.3
336.29,151.82,0.0034979,1325.3
336.49,151.37,0.0034804,1324.2
336.69,150.92,0.0034629,1323.1
336.89,150.47,0.0034456,1322.1
337.09,150.02,0.0034283,1321.0
337.29,149.58,0.0034111,1320.0
337.49,149.13,0.0033940,1318.9
337.69,148.70,0.0033769,1317.8
337.89,148.26,0.0033600,1316.8
338.08,147.82,0.0033431,1315.7
338.28,147.39,0.0033263,1314.7
338.47,146.96,0.0033096,1313.6
338.67,146.54,0.0032929,1312.6
338.86,146.11,0.0032763,1311.5
339.05,145.69,0.0032598,1310.5
339.24,145.27,0.0032434,1309.4
339.43,144.85,0.0032271,1308.4
339.63,144.43,0.0032108,1307.3
339.82,144.02,0.0031946,1306.3
340.00,143.61,0.0031784,1305.3
340.19,143.20,0.0031624,1304.2
340.38,142.79,0.0031464,1303.2
340.57,142.38,0.0031304,1302.1
340.76,141.98,0.0031146,1301.1
340.94,141.58,0.0030988,1300.1
341.13,141.18,0.0030831,1299.0
341.31,140.78,0.0030674,1298.0
341.50,140.39,0.0030518,1297.0
341.68,139.99,0.0030363,1295.9
341.86,139.60,0.0030209,1294.9
342.04,139.21,0.0030055,1293.9
342.23,138.82,0.0029902,1292.8
342.41,138.44,0.0029749,1291.8
342.59,138.05,0.0029597,1290.8
342.77,137.67,0.0029446,1289.7
342.95,137.29,0.0029295,1288.7
343.13,136.91,0.0029145,1287.7
343.31,136.53,0.0028996,1286.6
343.48,136.16,0.0028847,1285.6
343.66,135.78,0.0028699,1284.6
343.84,135.41,0.0028552,1283.6
344.01,135.04,0.0028405,1282.5
344.19,134.67,0.0028258,1281.5
344.36,134.31,0.0028113,1280.5
344.54,133.94,0.0027968,1279.5
344.71,133.58,0.0027823,1278.5
344.89,133.22,0.0027679,1277.4
345.06,132.85,0.0027536,1276.4
345.23,132.50,0.0027393,1275.4
345.40,132.14,0.0027251,1274.4
345.57,131.78,0.0027110,1273.4
345.74,131.43,0.0026969,1272.3
345.91,131.08,0.0026828,1271.3
346.08,130.72,0.0026688,1270.3
346.25,130.37,0.0026549,1269.3
346.42,130.03,0.0026410,1268.3
346.59,129.68,0.0026272,1267.2
346.76,129.33,0.0026134,1266.2
346.92,128.99,0.0025997,1265.2
347.09,128.65,0.0025861,1264.2
347.26,128.31,0.0025725,1263.2
347.42,127.97,0.0025589,1262.2
347.59,127.63,0.0025454,1261.2
347.75,127.29,0.0025320,1260.1
347.92,126.96,0.0025186,1259.1
348.08,126.62,0.0025053,1258.1
348.25,126.29,0.0024920,1257.1
348.41,125.96,0.0024788,1256.1
348.57,125.63,0.0024656,1255.1
348.73,125.30,0.0024524,1254.1
348.89,124.97,0.0024394,1253.1
349.05,124.64,0.0024263,1252.0
349.22,124.32,0.0024134,1251.0
349.38,124.00,0.0024004,1250.0
349.54,123.67,0.0023876,1249.0
349.69,123.35,0.0023747,1248.0
349.85,123.03,0.0023619,1247.0
350.01,122.71,0.0023492,1246.0
350.17,122.39,0.0023365,1245.0
350.33,122.08,0.0023239,1243.9
350.48,121.76,0.0023113,1242.9
350.64,121.45,0.0022988,1241.9
350.80,121.14,0.0022863,1240.9
350.95,120.82,0.0022738,1239.9
351.11,120.51,0.0022614,1238.9
351.26,120.20,0.0022491,1237.9
351.42,119.89,0.0022368,1236.9
351.57,119.59,0.0022245,1235.9
351.73,119.28,0.0022123,1234.8
351.88,118.97,0.0022001,1233.8
352.03,118.67,0.0021880,1232.8
352.18,118.37,0.0021759,1231.8
352.34,118.06,0.0021639,1230.8
352.49,117.76,0.0021519,1229.8
352.64,117.46,0.0021400,1228.8
