compound_name,formula,has_viscosity,viscosity_points,has_surface_tension,surface_tension_points,dataset_ids
N-ethyl-N-methylmorpholinium N-acetyl-L-isoleucinate,C15H30N2O4,True,5,False,0,sRKIB
N-ethyl-N-methylmorpholinium N-acetyl-L-leucinate,C15H30N2O4,True,5,False,0,wCuEx
N-ethyl-N-methylmorpholinium N-acetyl-L-valinate,C14H28N2O4,True,5,False,0,yPIww
N-ethyl-N-methylmorpholinium dicyanamide,C9H16N4O,True,8,False,0,LsOiR
N-ethyl-N-methylmorpholinium glycolate,C9H19NO4,True,7,False,0,AeXcB
N-ethyl-N-methylpyrrolidinium dicyanamide,C9H16N4,True,1,False,0,EbTzn
N-ethyl-N-methylpyrrolidinium ethylphosphonate,C9H22NO3P,True,13,False,0,xIITO
N-ethylmorpholinium decanoate,C16H33NO3,False,0,True,11,guvFe
N-ethylmorpholinium hexanoate,C12H25NO3,False,0,True,11,liNOR
N-ethylpiperazinium propionate,C9H20N2O2,True,4,False,0,pUpzi
N-hexyl-N-methylmorpholinium N-acetyl-L-alaninate,C16H32N2O4,True,5,False,0,ASTsl
N-hexyl-N-methylmorpholinium N-acetyl-L-leucinate,C19H38N2O4,True,4,False,0,tOEAu
N-hexyl-N-methylmorpholinium N-acetyl-L-valinate,C18H36N2O4,True,5,False,0,EWUon
N-hexyl-N-methylpyrrolidinium hexylphosphonate,C17H38NO3P,True,13,False,0,npNrV
N-hexylethylenediammonium trifluoroacetate,C10H21F3N2O2,True,13,False,0,dGnJE
N-hexylethylenediammonium trifluoromethanesulfonate,C9H21F3N2O3S,True,6,False,0,vrEyT
N-hexylisoquinolinium bis(trifluoromethylsulfonyl)imide,C17H20F6N2O4S2,True,8,False,0,LcSFn
"N-isopropyl-N,N-dimethylbutan-1-aminium bis((trifluoromethyl)sulfonyl)amide",C11H22F6N2O4S2,True,13,True,1,gWzgv;tteOt
"N-isopropyl-N,N-dimethyldecan-1-aminium bis((trifluoromethyl)sulfonyl)amide",C17H34F6N2O4S2,True,13,True,1,ttjhP;aPBrs
"N-isopropyl-N,N-dimethylhexan-1-aminium bis((trifluoromethyl)sulfonyl)amide",C13H26F6N2O4S2,True,13,True,1,HOdnr;Fgryc
"N-isopropyl-N,N-dimethylpropan-1-aminium bis((trifluoromethyl)sulfonyl)amide",C10H20F6N2O4S2,True,13,True,1,kdWMc;jrPJC
N-methyl-2-hydroxyethylammonium acetate,C5H13NO3,True,8,False,0,aIZjX
N-methyl-2-hydroxyethylammonium butanoate,C7H17NO3,True,24,False,0,MINNE;oaLhL
N-methyl-2-hydroxyethylammonium hexanoate,C9H21NO3,True,9,False,0,uebmO
N-methyl-2-oxopyrrolidinium acetate,C7H13NO3,True,11,False,0,ajafs
N-methyl-2-oxopyrrolidinium butanoate,C9H17NO3,True,11,False,0,NqsfO
N-methyl-2-oxopyrrolidinium formate,C6H11NO3,True,11,False,0,Wmyqh
N-methyl-2-oxopyrrolidinium hexanoate,C11H21NO3,True,11,False,0,QPbQA
N-methyl-2-oxopyrrolidinium pentanoate,C10H19NO3,True,11,False,0,YCmBY
N-methyl-2-oxopyrrolidinium propionate,C8H15NO3,True,11,False,0,hKNcf
"N-methyl-N,N,N-tris(2-hydroxyethyl)ammonium bis(trifluoromethanesulfonyl)amide",C9H18F6N2O7S2,True,16,False,0,YUOpp
"N-methyl-N,N-dioctyl-1-octanaminium chloride",C25H54ClN,True,5,True,1,pUaam;LhBnj
"N-methyl-N,N-dipropylbutan-1-aminium bis((trifluoromethyl)sulfonyl)imide",C13H26F6N2O4S2,True,1,False,0,rLSYF
"N-methyl-N,N-dipropylpentan-1-aminium bis((trifluoromethyl)sulfonyl)imide",C14H28F6N2O4S2,True,1,False,0,otzIk
N-methyl-N-butylpyrrolidinium cyano(trifluoromethanesulfonyl)imide,C11H20F3N3O2S,True,7,False,0,YYhmA
N-methyl-N-octylmorpholinium N-acetyl-L-alaninate,C18H36N2O4,True,5,False,0,WlsAm
N-methyl-N-octylmorpholinium N-acetyl-L-valinate,C20H40N2O4,True,5,False,0,GFxvX
N-methyl-N-octylpyrrolidinium octylphosphonate,C21H46NO3P,True,13,False,0,efdMW
N-methyl-N-propylmorpholinium N-acetyl-L-alaninate,C13H26N2O4,True,5,False,0,TXAGu
N-methyl-N-propylmorpholinium N-acetyl-L-leucinate,C16H32N2O4,True,5,False,0,FeGOB
N-methyl-N-propylmorpholinium N-acetyl-L-valinate,C15H30N2O4,True,5,False,0,Gugcm
N-methyl-N-propylpropan-1-aminium trifluoromethanesulfonate,C8H18F3NO3S,True,7,False,0,dFuxr
N-methylmorpholinium decanoate,C15H31NO3,False,0,True,11,keDpi
N-methylmorpholinium hexanoate,C11H23NO3,False,0,True,11,MItJe
N-methylpyrrolidone tetrafluoroborate,C5H10BF4NO,True,11,False,0,uhBIF
N-octyl-3-methylpyridinium tetrafluoroborate,C14H24BF4N,True,67,True,21,lfQwN;Eugxl;pVNEi;zEgXz
N-octylethylenediammonium trifluoroacetate,C12H25F3N2O2,True,10,False,0,DmzKg
N-octylethylenediammonium trifluoromethanesulfonate,C11H25F3N2O3S,True,6,False,0,KumcF
"N1-(2-ethylhexyl)ethane-1,2-diamine trifluoromethanesulfonate",C11H25F3N2O3S,True,13,False,0,DBkmP
"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",C13H25F6N3O4S3,True,7,False,0,xXKjw
"S-octyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",C15H29F6N3O4S3,True,8,False,0,KKqeN
Tributylmethylphosphonium bis[(trifluoromethyl)sulfonyl]imide,C15H30F6NO4PS2,True,7,False,0,tgqTk
acetylcholine bis(trifluoromethylsulfonyl)imide,C9H16F6N2O6S2,True,6,False,0,OFioh
benzyldimethyldodecylammonium bis(trifluoromethylsulfonyl)imide,C23H38F6N2O4S2,True,11,True,7,lTMdl;uUCqF
bis(1-butyl-3-methylimidazolium) tetrathiocyanatocobaltate,C20H30CoN8S4,True,16,True,7,emVCq;HbfcB;xkhYw
bis(2-hydroxyethyl)ammonium chloride,C4H12ClNO2,True,7,False,0,BfASq
bis(2-hydroxyethyl)dimethylammonium methanesulfonate,C7H19NO5S,True,6,False,0,QssoT
bis(diethylamino)(butylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,C17H30F6N4O4S2,True,8,False,0,OXkWN
bis(diethylamino)(butylamino)cyclopropenium dicyanamide,C17H30N6,True,8,False,0,RNEzw
bis(diethylamino)(butylamino)cyclopropenium methylsulfate,C16H33N3O4S,True,8,False,0,yoxaL
bis(diethylamino)(butylamino)cyclopropenium tetrafluoroborate,C15H30BF4N3,True,8,False,0,CkMru
bis(diethylamino)(butylmethylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,C18H32F6N4O4S2,True,8,False,0,IfXWj
bis(diethylamino)(butylmethylamino)cyclopropenium dicyanamide,C18H32N6,True,8,False,0,Gmvqw
bis(diethylamino)(dibutylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,C21H38F6N4O4S2,True,8,False,0,UaAkf
bis(diethylamino)(dibutylamino)cyclopropenium dicyanamide,C21H38N6,True,7,False,0,uPOIM
bis(diethylamino)(dihexylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,C25H46F6N4O4S2,True,8,False,0,zCNrd
bis(diethylamino)(dihexylamino)cyclopropenium dicyanamide,C25H46N6,True,8,False,0,dolmJ
bis(diethylamino)(dimethylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,C15H26F6N4O4S2,True,8,False,0,SJEvT
bis(diethylamino)(dimethylamino)cyclopropenium dicyanamide,C15H26N6,True,6,False,0,twuQS
bis(diethylamino)(hexylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,C19H34F6N4O4S2,True,8,False,0,exMtE
bis(diethylamino)(hexylmethylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,C20H36F6N4O4S2,True,8,False,0,qXyzM
bis(diethylamino)(hexylmethylamino)cyclopropenium dicyanamide,C20H36N6,True,8,False,0,PmdHg
"bis(diethylamino)-(1S,2S)-(1-carboxy-2-hyroxylpropylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide",C17H28F6N4O7S2,True,1,False,0,nIwru
bis(diethylamino)-S-(1-carboxy-2-methylpropylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,C18H30F6N4O6S2,True,1,False,0,KqEdi
bis(diethylamino)-S-(1-carboxyethylamino)cyclopropenium methyl sulfate,C15H29N3O6S,True,1,False,0,ZfkLH
bis(diethylamino)-S-(2-carboxypyrrolidino)cyclopropenium bis(trifluoromethanesulfonyl)amide,C18H28F6N4O6S2,True,1,False,0,dwCWR
bis(diethylamino)-S-(2-carboxypyrrolidino)cyclopropenium methyl sulfate,C17H31N3O6S,True,1,False,0,MXrqc
bis(dimethylamino)(allylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,C12H18F6N4O4S2,True,8,False,0,XgLDj
bis(dimethylamino)(butylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,C13H22F6N4O4S2,True,8,False,0,XusEK
bis(dimethylamino)(butylmethylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,C14H24F6N4O4S2,True,8,False,0,QJTKc
bis(dimethylamino)(butylmethylamino)cyclopropenium dicyanamide,C14H24N6,True,8,False,0,kBEXV
bis(dimethylamino)(ethylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,C11H18F6N4O4S2,True,8,False,0,uzUqG
bis(dimethylamino)(ethylmethylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,C12H20F6N4O4S2,True,3,False,0,nUDOZ
bis(dimethylamino)(hexylmethylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,C16H28F6N4O4S2,True,8,False,0,USKJq
bis(dimethylamino)(methylpropylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,C13H22F6N4O4S2,True,8,False,0,MfFqc
bis(dimethylamino)(pentylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,C14H24F6N4O4S2,True,8,False,0,uPnsr
bis(dimethylamino)(propylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,C12H20F6N4O4S2,True,8,False,0,hLvXJ
bis(dimethylamino)(propylmethylamino)cyclopropenium dicyanamide,C13H22N6,True,8,False,0,feliO
bis(dimethylamino)-N-(methoxyethyl)aminocyclopropenium bis(trifluoromethanesulfonyl)amide,C12H20F6N4O5S2,True,8,False,0,ENxvP
bis(dimethylamino)dibutylaminocyclopropenium bis(trifluoromethanesulfonyl)amide,C17H30F6N4O4S2,True,6,False,0,osEMV
bis(dimethylamino)diethylaminocyclopropenium bis(trifluoromethanesulfonyl)amide,C13H22F6N4O4S2,True,5,False,0,PBiDz
bis(dimethylamino)dihexylaminocyclopropenium bis(trifluoromethanesulfonyl)amide,C21H38F6N4O4S2,True,7,False,0,yxZgh
bis(dimethylamino)dipropylaminocyclopropenium bis(trifluoromethanesulfonyl)amide,C15H26F6N4O4S2,True,5,False,0,cLCnA
butylammonium acetate,C6H15NO2,True,19,True,9,FhHZM;KVjrB;BSTYM;SsglJ
butylammonium formate,C5H13NO2,True,15,True,10,Unhab;dpyff;Qjykz;IgNYO;SQYjp
butyldimethylammonium bis(trifluoromethylsulfonyl)amide,C8H16F6N2O4S2,True,10,False,0,Luwkl
butyltriethylphosphonium 2-methyl-5-nitroimidazolide,C14H28N3O2P,True,12,False,0,jbGks
butyltriethylphosphonium 4-nitropyrazolide,C13H26N3O2P,True,10,False,0,AktrI
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,C9H18F6N2O4S2,True,154,True,22,mwKWs;bRjMz;KVOVd;SHBpi;nKbOq;DxEup;ZqWev;GLWHR;xxLRh;HecxT;pzHQZ;aANgb;imMJQ;wWIvV;VWlJF;jlzMq
choline bis(trifluoromethylsulfonyl)imide,C7H14F6N2O5S2,True,35,False,0,GoIyv;Lnskn;zbQjn;pAXbD
choline butanoate,C9H21NO3,True,13,False,0,WkFgU
choline glycolate,C7H17NO4,True,1,True,1,fCnjg;iaiEq
choline lactate,C8H19NO4,True,13,False,0,MEvtG
cholinium D-phenylalaninate,C14H24N2O3,True,12,False,0,BdDlM
cholinium L-threoninate,C9H22N2O4,True,3,False,0,TyiYb
cholinium bis(nonafluorobutylsulfonyl)imide,C13H14F18N2O5S2,True,10,True,5,BlHJI;TzzoM
cholinium propanoate,C8H19NO3,True,27,True,9,rqUdM;rnmHr;slmzR
decyldimethyl(4-vinylbenzyl)ammonium bis(trifluoromethanesulfonyl)amide,C23H36F6N2O4S2,True,1,False,0,PENNR
decyltriethylphosphonium 4-nitropyrazolide,C19H38N3O2P,True,12,False,0,kAgYc
diethanolammonium formate,C5H13NO4,True,18,True,1,RjkEs;RLvUh;JkLZr;BIEZu;AGwSw
diethylammonium acetate,C6H15NO2,True,10,False,0,vSgyU;FkNGD;CrDVD
diethylammonium hydrogen sulfate,C4H13NO4S,True,7,False,0,qoghf;EDhZC;hfIlq
diethylmethylammonium trifluoromethanesulfonate,C6H14F3NO3S,True,7,False,0,sDSEv
diethylmethylsulfonium bis[(trifluoromethyl)sulfonyl]imide,C7H13F6NO4S3,True,28,True,7,yKOky;VNibq;ddbrz
ethanolammonium nitrate,C2H8N2O4,True,9,True,2,ytEuP;rwPYY;dvPaB;Uqipi;KkHZl
ethyl(2-hydroxyethyl)dimethylammonium bis{(trifluomethyl)sulfonyl}imide,C8H16F6N2O5S2,True,19,False,0,xKlSO
ethylammonium butyrate,C6H15NO2,True,1,True,1,LcNLB;MlDGE
ethylammonium formate,C3H9NO2,True,2,True,2,XjDdQ;IjJxG;YHzND;BHdsg
ethylammonium glycolate,C4H11NO3,True,1,True,2,nYcqi;ZVnqK;FFnYk
ethylammonium hydrogen sulfate,C2H9NO4S,True,1,True,1,dZgOP;OnVEl
ethylammonium lactate,C5H13NO3,True,1,True,2,PpitK;AQyQA;sfrTh
ethylammonium nitrate,C2H8N2O3,True,95,True,11,bMoys;hXMYu;DGoVs;YNEpO;EiTDn;hTnOr;VuOYD;fazov;kwKLm;zMmRf;AhpHo;lasdL;hGHDS;FCqlE;WaPvk;UUGTP;jhRAI;LYyMB
ethylammonium propionate,C5H13NO2,True,1,True,1,XIGoh;DYHJg
ethyldiisopropylammonium formate,C9H21NO2,True,1,False,0,fqDRF
ethyldimethyl-(2-methoxyethyl)ammonium trifluorotris(perfluoroethyl)phosphate,C13H18F18NOP,True,6,False,0,EQfRm
ethylheptyl-di-(1-methylethyl)ammonium bis[(trifluoromethyl)sulfonyl]imide,C17H34F6N2O4S2,True,1,False,0,YKFGW
ethyltributylphosphonium bis(trifluoromethanesulfonyl)imide,C16H32F6NO4PS2,True,8,False,0,iVfal
heptyltrimethylammonium bis[(trifluoromethyl)sulfonyl]imide,C12H24F6N2O4S2,True,1,False,0,sanQj
hexyltrimethylammonium bis[(trifluoromethyl)sulfonyl]imide,C11H22F6N2O4S2,True,13,True,12,eGHfV;qDdeG;Gunst;ObMZr;xVYGM
lithium bis((trifluoromethyl)sulfonyl)amide,C2F6LiNO4S2,True,5,False,0,emjQU
methanaminium formate,C2H7NO2,True,1,True,1,sdgdQ;HyQFA
methyl L-phenylalaninate comp. with bis(trifluoromethylsulfonyl)imide,C12H14F6N2O6S2,True,1,False,0,PbzIW
"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C27H54F6N2O4S2,True,9,True,16,pMLcf;DQWla;EjKfn;rZKYm;zvKjs;ebHlj
methyltrioctylammonium 4-ethyloctanoate,C35H73NO2,True,15,False,0,QXfTb
methyltrioctylammonium acetate,C27H57NO2,True,16,False,0,gUUOJ
methyltrioctylammonium levulinate,C30H61NO3,True,11,False,0,dHdam
methyltrioctylammonium oleate,C43H87NO2,True,18,True,5,EAsil;caZRR;FFyTf
methyltrioctylammonium trifluoroacetate,C27H54F3NO2,True,13,False,0,ypTRp;OkDnt
methyltrioctylphosphonium levulinate,C30H61O3P,True,11,False,0,NUlcO
"n-butyl-4-(n',n'-dimethylammonium)pyridinium bis(trifluoromethylsulfonyl)imid",C13H19F6N3O4S2,True,8,False,0,ObxBC
n-butylammonium nitrate,C4H12N2O3,True,49,True,9,rmrJk;KodWG;mJdLO;zljmt;CBsph;HdRgn;TioDY;gMpgS;UAmPA;mDhqP
pentylammonium formate,C6H15NO2,True,2,True,2,HOvhU;zXaAg;XorwO;WabcQ
piperidinium bis(trifluoromethanesulfonyl)imide,C7H12F6N2O4S2,True,6,False,0,vcgwI
potassium bis(fluorosulfonyl)amide,F2KNO4S2,True,5,False,0,bwDXr
propylammonium acetate,C5H13NO2,True,12,True,10,iloHA;dsqlU;PWwfy;ITjWv
propylammonium formate,C4H11NO2,True,12,True,10,fRgBF;mtPUy;eIqao;FWIvP
pyrrolidinium bis(trifluoromethanesulfonyl)imide,C6H10F6N2O4S2,True,6,False,0,bvevD
pyrrolidinium nitrate,C4H10N2O3,True,9,False,0,DWrxL;XhCru
tetra-n-butylphosphonium p-toluenesulfonate,C23H43O3PS,True,2,False,0,xNeER
tetrabutylammonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate,C22H50N2O5S,True,9,False,0,pQlgE
tetrabutylammonium 2-hydroxy-3-morpholinopropanesulfonate,C23H50N2O5S,True,10,False,0,MyQVh
"tetrabutylammonium 3,4,5-tris(octyloxy)benzoate",C47H89NO5,True,2,False,0,YGnom
tetrabutylammonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate,C25H54N2O4S,True,10,False,0,YjtPZ
tetrabutylammonium L-prolinate,C21H44N2O2,True,13,False,0,ISOto
tetrabutylammonium di(2-ethylhexyl)phosphate,C32H70NO4P,True,8,False,0,PwPeE
tetrabutylammonium docusate,C36H73NO7S,True,8,False,0,fSHbn;RrhwM
tetrabutylammonium dodecyl sulfate,C28H61NO4S,True,2,False,0,hMxfI
tetrabutylammonium heptadecafluorooctanesulfonate,C24H36F17NO3S,False,0,True,6,SbwOp
tetrabutylammonium perfluorobutanesulfonate,C20H36F9NO3S,True,2,True,5,laCul;eHuDy;nKbbS
tetrabutylammonium picrate,C22H38N4O7,False,0,True,4,wofjZ
tetrabutylammonium pyridin-2-olate,C21H40N2O,True,1,False,0,tFkaE
tetrabutylammonium pyridin-3-olate,C21H40N2O,True,1,False,0,ECBxS
tetrabutylammonium stearate,C34H71NO2,True,7,False,0,FjncP
tetrabutylphosphonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate,C22H50NO5PS,True,14,False,0,DKzfb
tetrabutylphosphonium 2-aminoethanesulfonate,C18H42NO3PS,True,8,False,0,EeCRP
tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate,C23H50NO5PS,True,14,False,0,zYhVp
tetrabutylphosphonium 3-(cyclohexylamino)-2-hydroxypropanesulfonate,C25H54NO4PS,True,14,False,0,dgCdt
tetrabutylphosphonium 4-dodecylbenzenesulfonate,C34H65O3PS,True,2,False,0,ORMLq
tetrabutylphosphonium L-alaninate,C19H42NO2P,True,1,False,0,jJlar
tetrabutylphosphonium L-cysteinate,C19H42NO2PS,True,8,False,0,GWoHD
tetrabutylphosphonium L-lysinate,C22H49N2O2P,True,8,False,0,ZKcyT
tetrabutylphosphonium L-phenylalaninate,C25H46NO2P,True,1,False,0,sSXOy
tetrabutylphosphonium L-prolinate,C21H44NO2P,True,16,False,0,gIxYc;kbqcW
tetrabutylphosphonium L-serinate,C19H42NO3P,True,8,False,0,ldmQV
tetrabutylphosphonium L-threoninate,C20H44NO3P,True,8,False,0,dbPuL
tetrabutylphosphonium L-valinate,C21H46NO2P,True,6,False,0,ZyoDw
tetrabutylphosphonium di(2-ethylhexyl)phosphate,C32H70O4P2,True,8,False,0,oFinH
tetrabutylphosphonium dicyanamide,C18H36N3P,True,9,False,0,CAdpW
tetrabutylphosphonium docusate,C36H73O7PS,True,2,False,0,WxIUF
tetrabutylphosphonium dodecane-1-sulfonate,C28H61O3PS,True,2,False,0,PWlCE
tetrabutylphosphonium furan-2-carboxylate,C21H39O3P,True,9,False,0,ZLqYx
tetrabutylphosphonium methanesulfonate,C17H39O3PS,True,3,False,0,uJZMv
tetrabutylphosphonium pyridin-2-olate,C21H40NOP,True,1,False,0,nJXIk
tetrabutylphosphonium pyridin-3-olate,C21H40NOP,True,1,False,0,jFPYy
tetrabutylphosphonium tetrahydrofuran-2-carboxylate,C21H43O3P,True,9,False,0,kRzYH
tetrabutylphosphonium thiophene-2-carboxylate,C21H39O2PS,True,9,False,0,vSmIq
tetradecyl(trihexyl)phosphonium dicyanamide,C34H68N3P,True,88,True,64,uxWiE;JjfQB;hKjyi;zUYuV;QITFK;wnnzT;PMIAd;qoiQg;ytKEU;DxURS;MHGfw;qlglv;Nylbq;LzUPd;AIEWD;OpfhS;yFSGV;klxyD;jtGCj
tetradecyl(trihexyl)phosphonium tosylate,C39H75O3PS,False,0,True,1,djBTh
tetradecyltrihexylphosphonium bromide,C32H68BrP,True,25,True,17,Jcdnj;gfKuo;ynAgL;NAmdo
tetraethylammonium ((perfluorobutyl)sulfonyl)((trifluoromethyl)sulfonyl)amide,C13H20F12N2O4S2,True,1,False,0,JNcYS
tetraethylammonium diacetoxydifluoroborate,C12H26BF2NO4,True,13,False,0,euAJC
tetraethylammonium difluorobis(trifluoroacetato)borate,C12H20BF8NO4,True,12,False,0,unqrv
tetraethylammonium difluoromono(oxalato)borate,C10H20BF2NO4,True,8,False,0,GbXLo
tetraethylammonium stearate,C26H55NO2,True,7,False,0,hyuwA
tetrahexylammonium hexadecanoate,C40H83NO2,True,2,False,0,kkWsV
tetrahexylammonium octanoate,C32H67NO2,True,2,False,0,JKNat
tetrahexylammonium oleate,C42H85NO2,True,15,False,0,jhWrt
tetramethylammonium stearate,C22H47NO2,True,6,False,0,WDUrr
tetraoctylammonium oleate,C50H101NO2,True,15,False,0,FxafG
tetraoctylphosphonium bis((trifluoromethyl)sulfonyl)amide,C34H68F6NO4PS2,True,7,False,0,NTAGs
tetraoctylphosphonium bromide,C32H68BrP,True,8,True,4,lcMyZ;OFUht
tetraoctylphosphonium docusate,C52H105O7PS,True,2,False,0,vMLPK
tributyl((methylthio)methyl)phosphonium bis(fluorosulfonyl)amide,C14H32F2NO4PS3,True,1,True,1,jdggS;lGBeo
tributyl((methylthio)methyl)phosphonium bis(trifluoromethylsulfonyl)amide,C16H32F6NO4PS3,True,1,True,1,wkELv;lOexU
tributyl((methylthio)methyl)phosphonium tetrafluoroborate,C14H32BF4PS,True,1,True,1,YMrpV;lCVJY
"tributyl(1H,1H,2H,2H-perfluorobutyl)phosphonium dicyanamide",C18H31F5N3P,True,9,False,0,SgQrl
"tributyl(1H,1H,2H,2H-perfluorohexyl)phosphonium dicyanamide",C20H31F9N3P,True,9,False,0,puKmj
"tributyl(1H,1H,2H,2H-perfluorooctyl)phosphonium dicyanamide",C22H31F13N3P,True,9,False,0,kycTx
tributyl(2-(ethylthio)ethyl)phosphonium bis(fluorosulfonyl)amide,C16H36F2NO4PS3,True,1,True,1,sWbcX;dAIjX
tributyl(2-(ethylthio)ethyl)phosphonium bis(trifluoromethylsulfonyl)amide,C18H36F6NO4PS3,True,1,True,1,bgEyB;iqMmC
tributyl(2-(ethylthio)ethyl)phosphonium tetrafluoroborate,C16H36BF4PS,True,1,True,1,CcYrR;Qmzfq
tributyl(2-(methylthio)ethyl)phosphonium bis(fluorosulfonyl)amide,C15H34F2NO4PS3,True,1,True,1,RTgRG;IIhTV
tributyl(2-(methylthio)ethyl)phosphonium bis(trifluoromethylsulfonyl)amide,C17H34F6NO4PS3,True,1,True,1,jSbsg;thuls
"tributyl(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)phosphonium tris(perfluoroethyl)trifluorophosphate",C26H31F31P2,True,14,False,0,zHYOf
"tributyl(dodecyl)phosphonium 1,2,3-triazolide",C26H54N3P,True,13,False,0,eHoUF
tributyl(ethyl)phosphonium 2-oxo-2H-pyridin-1-ide,C19H36NOP,True,7,False,0,xqFcr
tributyl(ethyl)phosphonium benzenesulfonate,C20H37O3PS,True,7,False,0,bmmBb
tributyl(ethyl)phosphonium benzoate,C21H37O2P,True,7,False,0,vqMeJ
tributyl(ethyl)phosphonium butyrate,C18H39O2P,True,3,False,0,VnLml
tributyl(ethyl)phosphonium formate,C15H33O2P,True,3,False,0,ZNbmi
tributyl(ethyl)phosphonium heptadecanoate,C31H65O2P,True,3,False,0,bEUyY
tributyl(ethyl)phosphonium phenolate,C20H37OP,True,7,False,0,Ewwfv
tributyl(ethyl)phosphonium picolinate,C20H36NO2P,True,7,False,0,AOMSy
tributyl(ethyl)phosphonium pyridine-2-sulfonate,C19H36NO3PS,True,7,False,0,hPYBL
tributyl(ethyl)phosphonium undecanoate,C25H53O2P,True,3,False,0,qgPOq
"tributyl(methoxymethyl)phosphonium 1,2,3-triazolide",C16H34N3OP,True,8,False,0,PPPwX
"tributyl(octadecyl)phosphonium 1,2,3-triazolide",C32H66N3P,True,5,False,0,SZDtL
"tributyl(octyl)phosphonium 1,3-dioxo-1,3-diphenylpropan-2-ide",C35H55O2P,True,10,False,0,kZklM
"tributyl(octyl)phosphonium 1,3-dioxo-2,3-dihydro-1H-inden-2-ide",C29H49O2P,True,10,False,0,rSoJm
"tributyl(octyl)phosphonium 4,4-dimethyl-2,6-dioxocyclohexan-1-ide",C28H55O2P,True,10,False,0,rWOom
tributyl(octyl)phosphonium acetylacetonate,C25H51O2P,True,10,False,0,XqvAw
tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,C44H85O3PS,True,5,False,0,hCsLt
tributyldecylphosphonium bis(trifluoromethanesulfonyl)imide,C24H48F6NO4PS2,True,8,False,0,jQvwB
tributyldodecylphosphonium bis(trifluoromethylsulfonyl)imide,C26H52F6NO4PS2,True,1,False,0,wBToQ
tributyldodecylphosphonium dicyanamide,C26H52N3P,True,9,False,0,ixJbO
tributylethylphosphonium acetate,C16H35O2P,True,3,False,0,KjYoT
tributylethylphosphonium diethylphosphate,C18H42O4P2,True,30,True,25,nqFqB;yHtnx;phmMZ;qDdWR;BaZjl;oTmJz;myYDo
tributylethylphosphonium hexanoate,C20H43O2P,True,3,False,0,ZwQpB
tributylheptylammonium bis[(trifluoromethyl)sulfonyl]imide,C21H42F6N2O4S2,True,1,False,0,JeOPQ
tributylhexylammonium bis[(trifluoromethyl)sulfonyl]imide,C20H40F6N2O4S2,True,1,False,0,kArgl
tributylhexylphosphonium bis(trifluoromethanesulfonyl)imide,C20H40F6NO4PS2,True,8,False,0,kGSiF
tributylhexylphosphonium dicyanamide,C20H40N3P,True,9,False,0,UGAeB
"tributylmethylammonium 3,4,5-tris(octyloxy)benzoate",C44H83NO5,True,2,False,0,QeBaY
tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,C15H30F6N2O4S2,True,15,True,5,ovaPh;SGtfJ
tributylmethylammonium dicyanamide,C15H30N4,True,7,False,0,rihEE
tributylmethylammonium phenyltrifluoroborate,C19H35BF3N,True,13,False,0,ngBhP;QPxYh
tributylmethylphosphonium methyl sulfate,C14H33O4PS,True,31,True,6,pTEpp;dHBUe;DlISO;YFZGI;aedlr
tributyloctylammonium bis[(trifluoromethyl)sulfonyl]imide,C22H44F6N2O4S2,True,1,False,0,rAvXO
tributyloctylphosphonium bis(trifluoromethanesulfonyl)imide,C22H44F6NO4PS2,True,8,False,0,abwlv
tributyloctylphosphonium chloride,C20H44ClP,True,11,False,0,tKoeS
tributyloctylphosphonium dicyanamide,C22H44N3P,True,9,False,0,wTqWN
tributyloctylphosphonium tris(pentafluoroethyl)trifluorophosphate,C26H44F18P2,True,14,False,0,MkEow
