compound_name,formula,has_viscosity,viscosity_points,has_surface_tension,surface_tension_points,dataset_ids
tributyltetradecylphosphonium 4-dodecylbenzenesulfonate,C44H85O3PS,True,8,True,8,xYvVA;oxTXd;isXlG
"triethyl((2-methoxyethoxy)methyl)phosphonium 1,2,3-triazolide",C12H26N3O2P,True,7,False,0,dUKFK
triethyl((2-methoxyethoxy)methyl)phosphonium 2-methyl-5-nitroimidazolide,C14H28N3O4P,True,9,False,0,FyOSk
triethyl((2-methoxyethoxy)methyl)phosphonium 4-nitropyrazolide,C13H26N3O4P,True,7,False,0,bhmRV
triethyl((2-methoxyethoxy)methyl)phosphonium bis(trifluoromethylsulfonyl)imide,C12H24F6NO6PS2,True,6,False,0,qAPUc;bxNtt
triethyl((methylthio)methyl)phosphonium bis(fluorosulfonyl)amide,C8H20F2NO4PS3,True,1,True,1,ofxhd;RgDyl
triethyl((methylthio)methyl)phosphonium bis(trifluoromethylsulfonyl)amide,C10H20F6NO4PS3,True,1,True,1,kcmEF;PCvSF
triethyl(2-(ethylthio)ethyl)phosphonium bis(fluorosulfonyl)amide,C10H24F2NO4PS3,True,1,True,1,NdhVT;jRlAz
triethyl(2-(ethylthio)ethyl)phosphonium bis(trifluoromethylsulfonyl)amide,C12H24F6NO4PS3,True,1,True,1,UztCq;tMMPi
triethyl(2-(methylthio)ethyl)phosphonium bis(fluorosulfonyl)amide,C9H22F2NO4PS3,True,1,True,1,ZoFGK;hLELV
triethyl(2-(methylthio)ethyl)phosphonium bis(trifluoromethylsulfonyl)amide,C11H22F6NO4PS3,True,1,True,1,zPKnL;JMHAF
triethyl(2-methoxyethyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,C11H22F6NO5PS2,True,39,False,0,KAWQe;GGegL;pkmdb
triethyl(octyl)phosphonium 3-chloroindazolide,C21H36ClN2P,True,13,False,0,syMtL
triethyl(octyl)phosphonium 3-iodopyrazolide,C17H34IN2P,True,11,False,0,ESIwb
triethyl(octyl)phosphonium 4-bromo-3-methylpyrazolide,C18H36BrN2P,True,6,False,0,iiAPc
triethyl(octyl)phosphonium 4-bromoimidazolide,C17H34BrN2P,True,10,False,0,LxCIR
triethyl(octyl)phosphonium 4-bromoindazolide,C21H36BrN2P,True,14,False,0,VyeiQ
triethyl(octyl)phosphonium 5-bromoindazolide,C21H36BrN2P,True,10,False,0,qKccx
triethyl(octyl)phosphonium 6-bromoindazolide,C21H36BrN2P,True,9,False,0,jecxe
triethyl(octyl)phosphonium 6-cyanoindazolide,C22H36N3P,True,12,False,0,Fuphn
triethyl(octyl)phosphonium bis((perfluoroethyl)sulfonyl)amide,C18H32F10NO4PS2,True,13,False,0,neQGF
triethyl(pentyl)phosphonium bis((perfluoroethyl)sulfonyl)amide,C15H26F10NO4PS2,True,13,False,0,FMJbY
triethyl(pentyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,C13H26F6NO4PS2,True,232,False,0,psala;SHbzK;opHSF;dRlKV;SUJac;ELVKe;gnkBy
triethyl(pentyl)phosphonium bis(fluorosulfonyl)amide,C11H26F2NO4PS2,True,13,False,0,EcjfU
triethylammonium acetate,C8H19NO2,True,15,False,0,KkgHR;HKIhj;JbLki;ChObi;OUKmO
triethylammonium bis(trifluoromethanesulfonyl)imide,C8H16F6N2O4S2,True,22,False,0,mhkAV
triethylammonium dihydrogen phosphate,C6H18NO4P,True,13,False,0,AhLSz;bCeGH;Fnvyg
triethylammonium hydrogen sulfate,C6H17NO4S,True,5,False,0,cLrpZ;JuUWT;vEOEj
triethylheptylammonium bis[(trifluoromethyl)sulfonyl]imide,C15H30F6N2O4S2,True,17,False,0,riLgL;YAlGY
triethylheptylphosphonium 4-nitropyrazolide,C16H32N3O2P,True,10,False,0,lEHeC
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,C14H28F6N2O4S2,True,38,True,26,RHtkV;KWgiO;JoIwl;ZebHp;nhALn;KjlJG
triethylnonylphosphonium 4-nitropyrazolide,C18H36N3O2P,True,12,False,0,KVkiD
triethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide,C16H32F6N2O4S2,True,33,True,16,XzzaF;bWZwC;ZZBRL;MVmmg
triethyloctylphosphonium 2-methyl-5-nitroimidazolide,C18H36N3O2P,True,22,False,0,xXfvG;GsAjb
triethyloctylphosphonium 4-nitroimidazolide,C17H34N3O2P,True,22,False,0,gcdYp;ohNpM
triethyloctylphosphonium 4-nitropyrazolide,C17H34N3O2P,True,21,False,0,BPuhZ;KEXOP
triethyloctylphosphonium bis(trifluoromethylsulfonyl)imide,C16H32F6NO4PS2,True,193,False,0,cXPwV;yFAEB;oADPq;dPgDF;eGrXR
triethylpentylammonium bis(trifluoromethylsulfonyl)imide,C13H26F6N2O4S2,True,31,True,16,srphu;dfcEB;RMyfn
triethylsulfonium bis((trifluoromethyl)sulfonyl)imide,C8H15F6NO4S3,True,39,True,7,LOuqX;knXCl;GbtQX;mhRwW
trihexyl(isobutyl)phosphonium bromide,C22H48BrP,True,6,False,0,ifmGG
trihexyl(tetradecyl)phosphonium 2-methyl-5-nitroimidazolide,C36H72N3O2P,True,13,False,0,AqDpj
"trihexyl(tetradecyl)phosphonium 4,5-dichloroimidazolide",C35H69Cl2N2P,True,12,False,0,yoMCd
"trihexyl(tetradecyl)phosphonium 4,5-dicyanoimidazolide",C37H69N4P,True,13,False,0,xUzGW
trihexyl(tetradecyl)phosphonium 4-nitroimidazolide,C35H70N3O2P,True,14,False,0,DodDn
trihexyl(tetradecyl)phosphonium 4-nitropyrazolide,C35H70N3O2P,True,14,False,0,QFHEG
trihexyl(tetradecyl)phosphonium acetate,C34H71O2P,True,26,False,0,rUdFU;vKkRK
trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,C34H68F6NO4PS2,True,46,True,70,lohmX;ggOFg;PWVcD;HmzUD;RRHpY;LyxWz;vGgJk;MyLfe;XXhss;ItocA;nGJkg;RpunL;oRIUt;kGKdg;RAjFU
trihexyl(tetradecyl)phosphonium butyrate,C36H75O2P,True,16,False,0,jcneG
trihexyl(tetradecyl)phosphonium chloride,C32H68ClP,True,36,True,27,CkjrF;mrIRV;haJdK;LfrPo;XANJj;dgNcM;jKQtU;yjkXS;PNvAF;QgZNM
trihexyl(tetradecyl)phosphonium hexanoate,C38H79O2P,True,16,False,0,KoFHJ
trihexyl(tetradecyl)phosphonium octanoate,C40H83O2P,True,16,False,0,sIHsv
trihexyl(tetradecyl)phosphonium tetrazolide,C33H69N4P,True,12,False,0,OCZDB
trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C38H68F18P2,True,222,True,9,cNBtU;sjNRw;fNdfd;rLnui;ULseN;mbChn
trihexylammonium butanoate,C22H47NO2,True,12,False,0,EMMEF;YRIUw
trihexylammonium hexanoate,C24H51NO2,True,12,False,0,OdkUi;iEyYz
trihexylammonium octanoate,C26H55NO2,True,12,False,0,BrlGd;KMzfW
"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",C48H102O2P2,True,54,True,14,rlvsP;jajNw;eVcKu;mBYVH;IUXDD;kSGOb;MkSAv;mbJQV;VTUNO;voFtU;qpNIv;SbDPW;HatKH;ZPEDS
trihexyltetradecylphosphonium decanoate,C42H87O2P,True,34,True,6,aHvpY;MEkSy;AQSSw
trihexyltetradecylphosphonium heptadecafluorononanoate,C41H68F17O2P,True,14,False,0,YluOJ
trihexyltetradecylphosphonium heptadecafluorooctanesulfonate,C40H68F17O3PS,True,14,False,0,ZMiZY
trihexyltetradecylphosphonium methanesulfonate,C33H71O3PS,True,18,True,6,WdAns;uAUPw
trihexyltetradecylphosphonium nonafluorobutanesulfonate,C36H68F9O3PS,True,14,False,0,trdSY
trihexyltetradecylphosphonium nonafluoropentanoate,C37H68F9O2P,True,11,False,0,MLVBk
trihexyltetradecylphosphonium tetrachloroferrate,C32H68Cl4FeP,True,24,False,0,HzpWk;neCEp
triisobutylmethylphosphonium p-toluenesulfonate,C20H37O3PS,True,26,True,14,MHRhC;AWyyb;LDjNI;ZBOVA;yWUFV
trimethylammonium acetate,C5H13NO2,True,9,False,0,gXSUo;Ixptc;bgANN
trimethylammonium dihydrogen phosphate,C3H12NO4P,True,8,False,0,tVjEB;bDEDE
trimethylammonium hydrogen sulfate,C3H11NO4S,True,9,False,0,PQmYu;pcbdg;bTnBx
trimethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide,C13H26F6N2O4S2,True,11,True,1,UhjNf;AYaPV;pztJM;ixvWv
trioctylammonium 5-carboxypentanoate,C30H61NO4,True,10,False,0,NPtQS;fMkmC
trioctylammonium 9-carboxynonanoate,C34H69NO4,True,10,False,0,BonVt;aymBc
trioctylammonium butanoate,C28H59NO2,True,12,False,0,diqmL;jiUXx
trioctylammonium hexanoate,C30H63NO2,True,12,False,0,oKEPf;eWRki
trioctylammonium octanoate,C32H67NO2,True,12,False,0,rLghh;hgpOz
trioctylammonium phthalate,C32H57NO4,True,10,False,0,yWIZt;EqTPM
trioctyldecylammonium bis(salicylato)borate,C48H80BNO6,True,3,False,0,PmDAy
trioctylhexylammonium bis(salicylato)borate,C44H72BNO6,True,3,False,0,PrNjh
trioctylphosphonium decanoate,C34H71O2P,True,8,False,0,FwgxE
trioctylphosphonium hexanoate,C30H63O2P,True,8,False,0,kBuaD
trioctylphosphonium octanoate,C32H67O2P,True,8,False,0,cGfPj
trioctylphosphonium oleate,C42H85O2P,True,8,False,0,NcmfJ
tris(2-hydroxyethyl) methylammonium methylsulfate,C8H21NO7S,True,8,False,0,fqSpz;pqicG
tris(butylmethylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,C20H36F6N4O4S2,True,15,False,0,vmRZv;AcKSt
tris(butylmethylamino)cyclopropenium dicyanamide,C20H36N6,True,8,False,0,vcWqL
tris(dibutylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,C29H54F6N4O4S2,True,14,False,0,QRkDQ;MLfpD
tris(dibutylamino)cyclopropenium dicyanamide,C29H54N6,True,15,False,0,ggZsv;hwyAs
tris(didecylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,C65H126F6N4O4S2,True,8,False,0,dgPDQ
tris(didecylamino)cyclopropenium dicyanamide,C65H126N6,True,8,False,0,VCMca
tris(diethylamino)cyclopropenium bis(trifluoromethansulfonyl)amide,C17H30F6N4O4S2,True,14,False,0,BNiBs;lWaLZ
tris(dihexylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,C41H78F6N4O4S2,True,8,False,0,wqMcy
tris(dihexylamino)cyclopropenium dicyanamide,C41H78N6,True,8,False,0,noOQP
tris(dipentylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,C35H66F6N4O4S2,True,8,False,0,SkYog
tris(dipentylamino)cyclopropenium dicyanamide,C35H66N6,True,8,False,0,YxQrG
tris(dipropylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,C23H42F6N4O4S2,True,11,False,0,BBdAY;FSQAW
tris(dipropylamino)cyclopropenium dicyanamide,C23H42N6,True,4,False,0,PBgxv
tris(ethylmethylamino)cyclopropenium bis(trifluoromethanesulfonyl)amide,C14H24F6N4O4S2,True,8,False,0,pEvXP
