CAS,name,InChI,T_K,P_kPa,surface_tension_Nm
,2-chloro-2-methylpropane,"InChI=1S/C4H9Cl/c1-4(2,3)5/h1-3H3",298.15,,0.0189
,2-chloro-2-methylpropane,"InChI=1S/C4H9Cl/c1-4(2,3)5/h1-3H3",313.15,,0.01698
,1-butyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C8H15N2.F6P/c1-3-4-5-10-7-6-9(2)8-10;1-7(2,3,4,5)6/h6-8H,3-5H2,1-2H3;/q+1;-1",288.15,,0.0437
,1-butyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C8H15N2.F6P/c1-3-4-5-10-7-6-9(2)8-10;1-7(2,3,4,5)6/h6-8H,3-5H2,1-2H3;/q+1;-1",293.15,,0.0432
,1-butyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C8H15N2.F6P/c1-3-4-5-10-7-6-9(2)8-10;1-7(2,3,4,5)6/h6-8H,3-5H2,1-2H3;/q+1;-1",298.15,,0.0429
,1-butyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C8H15N2.F6P/c1-3-4-5-10-7-6-9(2)8-10;1-7(2,3,4,5)6/h6-8H,3-5H2,1-2H3;/q+1;-1",303.15,,0.0426
,1-butyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C8H15N2.F6P/c1-3-4-5-10-7-6-9(2)8-10;1-7(2,3,4,5)6/h6-8H,3-5H2,1-2H3;/q+1;-1",308.15,,0.0422
,1-butyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C8H15N2.F6P/c1-3-4-5-10-7-6-9(2)8-10;1-7(2,3,4,5)6/h6-8H,3-5H2,1-2H3;/q+1;-1",313.15,,0.0418
,1-octyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C12H23N2.F6P/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;1-7(2,3,4,5)6/h10-12H,3-9H2,1-2H3;/q+1;-1",293.15,,0.0365
,1-octyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C12H23N2.F6P/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;1-7(2,3,4,5)6/h10-12H,3-9H2,1-2H3;/q+1;-1",298.15,,0.0362
,1-octyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C12H23N2.F6P/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;1-7(2,3,4,5)6/h10-12H,3-9H2,1-2H3;/q+1;-1",303.15,,0.0359
,1-octyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C12H23N2.F6P/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;1-7(2,3,4,5)6/h10-12H,3-9H2,1-2H3;/q+1;-1",308.15,,0.0356
,1-octyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C12H23N2.F6P/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;1-7(2,3,4,5)6/h10-12H,3-9H2,1-2H3;/q+1;-1",313.15,,0.0352
,1-hexyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C10H19N2.F6P/c1-3-4-5-6-7-12-9-8-11(2)10-12;1-7(2,3,4,5)6/h8-10H,3-7H2,1-2H3;/q+1;-1",293.15,,0.0375
,1-hexyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C10H19N2.F6P/c1-3-4-5-6-7-12-9-8-11(2)10-12;1-7(2,3,4,5)6/h8-10H,3-7H2,1-2H3;/q+1;-1",298.15,,0.0371
,1-hexyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C10H19N2.F6P/c1-3-4-5-6-7-12-9-8-11(2)10-12;1-7(2,3,4,5)6/h8-10H,3-7H2,1-2H3;/q+1;-1",303.15,,0.0368
,1-hexyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C10H19N2.F6P/c1-3-4-5-6-7-12-9-8-11(2)10-12;1-7(2,3,4,5)6/h8-10H,3-7H2,1-2H3;/q+1;-1",308.15,,0.0365
,1-hexyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C10H19N2.F6P/c1-3-4-5-6-7-12-9-8-11(2)10-12;1-7(2,3,4,5)6/h8-10H,3-7H2,1-2H3;/q+1;-1",313.15,,0.0361
,pentan-3-one,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",283.15,,0.0265
,pentan-3-one,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",285.15,,0.0263
,pentan-3-one,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",287.15,,0.0261
,pentan-3-one,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",289.15,,0.026
,pentan-3-one,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",291.15,,0.0258
,pentan-3-one,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",293.15,,0.0256
,pentan-3-one,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",295.15,,0.0254
,pentan-3-one,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",297.15,,0.0252
,pentan-3-one,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",299.15,,0.025
,pentan-3-one,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",301.15,,0.0248
,pentan-3-one,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",303.15,,0.0246
,pentan-3-one,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",305.15,,0.0244
,pentan-3-one,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",307.15,,0.0242
,pentan-3-one,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",309.15,,0.024
,pentan-3-one,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",311.15,,0.0238
,pentan-3-one,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",313.15,,0.0236
,pentan-3-one,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",315.15,,0.0234
,pentan-3-one,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",317.15,,0.0233
,pentan-3-one,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",319.15,,0.0231
,pentan-3-one,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",321.15,,0.0229
,pentan-3-one,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",323.15,,0.0227
,pentan-3-one,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",325.15,,0.0225
,pentan-3-one,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",327.15,,0.0223
,pentan-3-one,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",329.15,,0.0221
,1-hexyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",298.15,,0.0368
,1-hexyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",308.15,,0.0356
,1-hexyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",318.15,,0.0342
,1-hexyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",328.15,,0.033
,1-hexyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",338.15,,0.0327
,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"InChI=1S/C10H19N2.C2F6NO4S2/c1-3-4-5-6-7-12-9-8-11(2)10-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h8-10H,3-7H2,1-2H3;/q+1;-1",298.15,,0.0325
,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"InChI=1S/C10H19N2.C2F6NO4S2/c1-3-4-5-6-7-12-9-8-11(2)10-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h8-10H,3-7H2,1-2H3;/q+1;-1",308.15,,0.0316
,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"InChI=1S/C10H19N2.C2F6NO4S2/c1-3-4-5-6-7-12-9-8-11(2)10-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h8-10H,3-7H2,1-2H3;/q+1;-1",318.15,,0.0305
,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"InChI=1S/C10H19N2.C2F6NO4S2/c1-3-4-5-6-7-12-9-8-11(2)10-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h8-10H,3-7H2,1-2H3;/q+1;-1",328.15,,0.0297
,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"InChI=1S/C10H19N2.C2F6NO4S2/c1-3-4-5-6-7-12-9-8-11(2)10-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h8-10H,3-7H2,1-2H3;/q+1;-1",338.15,,0.0286
,1-hexyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C10H19N2.F6P/c1-3-4-5-6-7-12-9-8-11(2)10-12;1-7(2,3,4,5)6/h8-10H,3-7H2,1-2H3;/q+1;-1",298.15,,0.0421
,1-hexyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C10H19N2.F6P/c1-3-4-5-6-7-12-9-8-11(2)10-12;1-7(2,3,4,5)6/h8-10H,3-7H2,1-2H3;/q+1;-1",308.15,,0.0407
,1-hexyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C10H19N2.F6P/c1-3-4-5-6-7-12-9-8-11(2)10-12;1-7(2,3,4,5)6/h8-10H,3-7H2,1-2H3;/q+1;-1",318.15,,0.0394
,1-hexyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C10H19N2.F6P/c1-3-4-5-6-7-12-9-8-11(2)10-12;1-7(2,3,4,5)6/h8-10H,3-7H2,1-2H3;/q+1;-1",328.15,,0.038
,1-hexyl-3-methylimidazolium hexafluorophosphate,"InChI=1S/C10H19N2.F6P/c1-3-4-5-6-7-12-9-8-11(2)10-12;1-7(2,3,4,5)6/h8-10H,3-7H2,1-2H3;/q+1;-1",338.15,,0.0366
,heptane,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",298.15,,0.02002
,benzene,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,298.15,,0.02873
,toluene,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",298.15,,0.02844
,butyl ethanoate,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",298.15,,0.02485
,pentyl ethanoate,"InChI=1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3",298.15,,0.02536
,hexyl ethanoate,"InChI=1S/C8H16O2/c1-3-4-5-6-7-10-8(2)9/h3-7H2,1-2H3",298.15,,0.02675
,hexane,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",283.15,,0.01963
,hexane,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",288.15,,0.01904
,hexane,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",293.15,,0.01852
,hexane,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",298.15,,0.01806
,hexane,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",303.15,,0.01753
,hexane,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",308.15,,0.01674
,hexane,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",313.15,,0.01647
,1-chlorobutane,"InChI=1S/C4H9Cl/c1-2-3-4-5/h2-4H2,1H3",283.15,,0.02473
,1-chlorobutane,"InChI=1S/C4H9Cl/c1-2-3-4-5/h2-4H2,1H3",288.15,,0.02424
,1-chlorobutane,"InChI=1S/C4H9Cl/c1-2-3-4-5/h2-4H2,1H3",293.15,,0.02364
,1-chlorobutane,"InChI=1S/C4H9Cl/c1-2-3-4-5/h2-4H2,1H3",298.15,,0.02329
,1-chlorobutane,"InChI=1S/C4H9Cl/c1-2-3-4-5/h2-4H2,1H3",303.15,,0.02262
,1-chlorobutane,"InChI=1S/C4H9Cl/c1-2-3-4-5/h2-4H2,1H3",308.15,,0.02203
,1-chlorobutane,"InChI=1S/C4H9Cl/c1-2-3-4-5/h2-4H2,1H3",313.15,,0.02153
,1-chloropentane,"InChI=1S/C5H11Cl/c1-2-3-4-5-6/h2-5H2,1H3",283.15,,0.02602
,1-chloropentane,"InChI=1S/C5H11Cl/c1-2-3-4-5-6/h2-5H2,1H3",288.15,,0.02558
,1-chloropentane,"InChI=1S/C5H11Cl/c1-2-3-4-5-6/h2-5H2,1H3",293.15,,0.02502
,1-chloropentane,"InChI=1S/C5H11Cl/c1-2-3-4-5-6/h2-5H2,1H3",298.15,,0.02446
,1-chloropentane,"InChI=1S/C5H11Cl/c1-2-3-4-5-6/h2-5H2,1H3",303.15,,0.02402
,1-chloropentane,"InChI=1S/C5H11Cl/c1-2-3-4-5-6/h2-5H2,1H3",308.15,,0.02351
,1-chloropentane,"InChI=1S/C5H11Cl/c1-2-3-4-5-6/h2-5H2,1H3",313.15,,0.02302
,diethyl carbonate,"InChI=1S/C5H10O3/c1-3-7-5(6)8-4-2/h3-4H2,1-2H3",298.15,,0.02543
,"1,4-dimethylbenzene","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",298.15,,0.02743
,decane,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",298.15,,0.0231
,"1,4-dimethylbenzene","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",298.15,,0.02811
,"1,4-dimethylbenzene","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",303.15,,0.02759
,"1,4-dimethylbenzene","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",308.15,,0.02707
,"1,2-dimethylbenzene","InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",298.15,,0.02986
,"1,2-dimethylbenzene","InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",303.15,,0.02918
,"1,2-dimethylbenzene","InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",308.15,,0.02861
,"1,2-dimethoxyethane","InChI=1S/C4H10O2/c1-5-3-4-6-2/h3-4H2,1-2H3",298.15,,0.02427
,"1,2-dimethoxyethane","InChI=1S/C4H10O2/c1-5-3-4-6-2/h3-4H2,1-2H3",303.15,,0.02373
,"1,2-dimethoxyethane","InChI=1S/C4H10O2/c1-5-3-4-6-2/h3-4H2,1-2H3",308.15,,0.02316
,dimethyl sulfoxide,InChI=1S/C2H6OS/c1-4(2)3/h1-2H3,298.15,,0.0425
,dimethyl sulfoxide,InChI=1S/C2H6OS/c1-4(2)3/h1-2H3,303.15,,0.042
,dimethyl sulfoxide,InChI=1S/C2H6OS/c1-4(2)3/h1-2H3,308.15,,0.0415
,dimethyl sulfoxide,InChI=1S/C2H6OS/c1-4(2)3/h1-2H3,313.15,,0.041
,tetrachloromethane,"InChI=1S/CCl4/c2-1(3,4)5",298.15,,0.0242
,tetrachloromethane,"InChI=1S/CCl4/c2-1(3,4)5",303.15,,0.0237
,tetrachloromethane,"InChI=1S/CCl4/c2-1(3,4)5",308.15,,0.023
,tetrachloromethane,"InChI=1S/CCl4/c2-1(3,4)5",313.15,,0.0223
,diethyl sulfoxide,"InChI=1S/C4H10OS/c1-3-6(5)4-2/h3-4H2,1-2H3",298.15,,0.0346
,diethyl sulfoxide,"InChI=1S/C4H10OS/c1-3-6(5)4-2/h3-4H2,1-2H3",303.15,,0.0343
,diethyl sulfoxide,"InChI=1S/C4H10OS/c1-3-6(5)4-2/h3-4H2,1-2H3",308.15,,0.034
,diethyl sulfoxide,"InChI=1S/C4H10OS/c1-3-6(5)4-2/h3-4H2,1-2H3",313.15,,0.0337
,dipropyl sulfoxide,"InChI=1S/C6H14OS/c1-3-5-8(7)6-4-2/h3-6H2,1-2H3",298.15,,0.0326
,dipropyl sulfoxide,"InChI=1S/C6H14OS/c1-3-5-8(7)6-4-2/h3-6H2,1-2H3",303.15,,0.032
,dipropyl sulfoxide,"InChI=1S/C6H14OS/c1-3-5-8(7)6-4-2/h3-6H2,1-2H3",308.15,,0.0315
,dipropyl sulfoxide,"InChI=1S/C6H14OS/c1-3-5-8(7)6-4-2/h3-6H2,1-2H3",313.15,,0.031
,dibutyl sulfoxide,"InChI=1S/C8H18OS/c1-3-5-7-10(9)8-6-4-2/h3-8H2,1-2H3",313.15,,0.0285
,pentane,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3",293.15,,0.01594
,pentane,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3",298.15,,0.0153
,pentane,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3",305.15,,0.01436
,pentane,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3",318.15,,0.0126
,pentane,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3",323.15,,0.01195
,heptane,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",283.15,,0.02111
,heptane,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",293.15,,0.02012
,heptane,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",303.15,,0.01913
,heptane,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",313.15,,0.01811
,heptane,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",323.15,,0.01715
,decane,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",293.15,,0.02383
,decane,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",303.15,,0.02291
,decane,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",313.15,,0.02191
,decane,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",323.15,,0.02107
,decane,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",333.15,,0.02015
,decane,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",343.15,,0.01923
,water,InChI=1S/H2O/h1H2,293.15,,0.07284
,water,InChI=1S/H2O/h1H2,298.15,,0.07203
,water,InChI=1S/H2O/h1H2,303.15,,0.07124
,water,InChI=1S/H2O/h1H2,308.15,,0.07044
,water,InChI=1S/H2O/h1H2,313.15,,0.06961
,water,InChI=1S/H2O/h1H2,323.15,,0.06796
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",284.17,,0.04529
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",288.28,,0.04498
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",293.32,,0.04456
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",298.48,,0.04426
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",303.41,,0.04384
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",308.38,,0.04368
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",313.79,,0.04321
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",318.15,,0.043
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",323.03,,0.04258
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",327.8,,0.04246
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",333.11,,0.04215
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",337.64,,0.04196
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",342.4,,0.04156
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",348.74,,0.0413
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",351.23,,0.04089
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",284.25,,0.04544
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",288.35,,0.04515
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",293.48,,0.04457
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",298.5,,0.04441
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",303.51,,0.04405
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",308.42,,0.04363
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",313.73,,0.04321
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",318.19,,0.04319
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",323.01,,0.04284
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",327.9,,0.04262
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",333.12,,0.04207
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",337.65,,0.04178
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",342.32,,0.04171
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",348.62,,0.04116
,1-butyl-3-methylimidazolium tetrafluoroborate,"InChI=1S/C8H15N2.BF4/c1-3-4-5-10-7-6-9(2)8-10;2-1(3,4)5/h6-8H,3-5H2,1-2H3;/q+1;-1",351.44,,0.04085
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",283.16,,0.03678
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",287.3,,0.03658
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",292.6,,0.03635
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",297.89,,0.03613
