CAS,name,InChI,T_K,P_kPa,surface_tension_Nm
,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C12H28N.C2F6NO4S2/c1-5-9-10-11-12-13(6-2,7-3)8-4;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-12H2,1-4H3;/q+1;-1",307.05,,0.03445
,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C12H28N.C2F6NO4S2/c1-5-9-10-11-12-13(6-2,7-3)8-4;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-12H2,1-4H3;/q+1;-1",313.73,,0.03388
,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C12H28N.C2F6NO4S2/c1-5-9-10-11-12-13(6-2,7-3)8-4;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-12H2,1-4H3;/q+1;-1",319.84,,0.03349
,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C12H28N.C2F6NO4S2/c1-5-9-10-11-12-13(6-2,7-3)8-4;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-12H2,1-4H3;/q+1;-1",324.94,,0.03298
,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C12H28N.C2F6NO4S2/c1-5-9-10-11-12-13(6-2,7-3)8-4;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-12H2,1-4H3;/q+1;-1",329.34,,0.03272
,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C12H28N.C2F6NO4S2/c1-5-9-10-11-12-13(6-2,7-3)8-4;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-12H2,1-4H3;/q+1;-1",335.04,,0.03247
,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C12H28N.C2F6NO4S2/c1-5-9-10-11-12-13(6-2,7-3)8-4;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-12H2,1-4H3;/q+1;-1",341.93,,0.03198
,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C12H28N.C2F6NO4S2/c1-5-9-10-11-12-13(6-2,7-3)8-4;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-12H2,1-4H3;/q+1;-1",347.11,,0.03145
,water,InChI=1S/H2O/h1H2,293.15,,0.07275
,water,InChI=1S/H2O/h1H2,298.15,,0.07201
,water,InChI=1S/H2O/h1H2,303.15,,0.07121
,water,InChI=1S/H2O/h1H2,308.15,,0.07042
,water,InChI=1S/H2O/h1H2,313.15,,0.06952
,water,InChI=1S/H2O/h1H2,318.15,,0.06884
,water,InChI=1S/H2O/h1H2,323.15,,0.06792
,methanol,"InChI=1S/CH4O/c1-2/h2H,1H3",303.15,,0.02175
,methanol,"InChI=1S/CH4O/c1-2/h2H,1H3",313.15,,0.0209
,methanol,"InChI=1S/CH4O/c1-2/h2H,1H3",323.15,,0.02004
,methanol,"InChI=1S/CH4O/c1-2/h2H,1H3",333.15,,0.01918
,methanol,"InChI=1S/CH4O/c1-2/h2H,1H3",343.15,,0.01832
,benzyl benzoate,"InChI=1S/C14H12O2/c15-14(13-9-5-2-6-10-13)16-11-12-7-3-1-4-8-12/h1-10H,11H2",353.15,,0.0396
,benzyl benzoate,"InChI=1S/C14H12O2/c15-14(13-9-5-2-6-10-13)16-11-12-7-3-1-4-8-12/h1-10H,11H2",373.15,,0.03753
,benzyl benzoate,"InChI=1S/C14H12O2/c15-14(13-9-5-2-6-10-13)16-11-12-7-3-1-4-8-12/h1-10H,11H2",393.15,,0.03533
,benzyl benzoate,"InChI=1S/C14H12O2/c15-14(13-9-5-2-6-10-13)16-11-12-7-3-1-4-8-12/h1-10H,11H2",413.15,,0.0333
,benzyl benzoate,"InChI=1S/C14H12O2/c15-14(13-9-5-2-6-10-13)16-11-12-7-3-1-4-8-12/h1-10H,11H2",433.15,,0.0311
,benzyl benzoate,"InChI=1S/C14H12O2/c15-14(13-9-5-2-6-10-13)16-11-12-7-3-1-4-8-12/h1-10H,11H2",453.15,,0.02895
,benzyl benzoate,"InChI=1S/C14H12O2/c15-14(13-9-5-2-6-10-13)16-11-12-7-3-1-4-8-12/h1-10H,11H2",473.15,,0.0268
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",278.75,,0.03731
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",288.15,,0.03658
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",298.15,,0.03571
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",308.15,,0.03517
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",318.15,,0.03468
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",328.15,,0.03425
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",278.75,,0.0338
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",288.15,,0.03337
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",298,,0.0328
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",298.15,,0.0328
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",308.15,,0.03232
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",318.15,,0.03189
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",328.15,,0.03128
,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C7H18N.C2F6NO4S2/c1-5-6-7-8(2,3)4;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-7H2,1-4H3;/q+1;-1",278.75,,0.03331
,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C7H18N.C2F6NO4S2/c1-5-6-7-8(2,3)4;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-7H2,1-4H3;/q+1;-1",288.15,,0.03304
,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C7H18N.C2F6NO4S2/c1-5-6-7-8(2,3)4;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-7H2,1-4H3;/q+1;-1",298.15,,0.03246
,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C7H18N.C2F6NO4S2/c1-5-6-7-8(2,3)4;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-7H2,1-4H3;/q+1;-1",308.15,,0.032
,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C7H18N.C2F6NO4S2/c1-5-6-7-8(2,3)4;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-7H2,1-4H3;/q+1;-1",318.15,,0.03121
,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C7H18N.C2F6NO4S2/c1-5-6-7-8(2,3)4;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-7H2,1-4H3;/q+1;-1",328.15,,0.03064
,1-ethyl-3-methylimidazolium ethyl sulfate,"InChI=1S/C6H11N2.C2H6O4S/c1-3-8-5-4-7(2)6-8;1-2-6-7(3,4)5/h4-6H,3H2,1-2H3;2H2,1H3,(H,3,4,5)/q+1;/p-1",278.75,,0.0467
,1-ethyl-3-methylimidazolium ethyl sulfate,"InChI=1S/C6H11N2.C2H6O4S/c1-3-8-5-4-7(2)6-8;1-2-6-7(3,4)5/h4-6H,3H2,1-2H3;2H2,1H3,(H,3,4,5)/q+1;/p-1",288.15,,0.04604
,1-ethyl-3-methylimidazolium ethyl sulfate,"InChI=1S/C6H11N2.C2H6O4S/c1-3-8-5-4-7(2)6-8;1-2-6-7(3,4)5/h4-6H,3H2,1-2H3;2H2,1H3,(H,3,4,5)/q+1;/p-1",298.15,,0.04543
,1-ethyl-3-methylimidazolium ethyl sulfate,"InChI=1S/C6H11N2.C2H6O4S/c1-3-8-5-4-7(2)6-8;1-2-6-7(3,4)5/h4-6H,3H2,1-2H3;2H2,1H3,(H,3,4,5)/q+1;/p-1",308.15,,0.04472
,1-ethyl-3-methylimidazolium ethyl sulfate,"InChI=1S/C6H11N2.C2H6O4S/c1-3-8-5-4-7(2)6-8;1-2-6-7(3,4)5/h4-6H,3H2,1-2H3;2H2,1H3,(H,3,4,5)/q+1;/p-1",318.15,,0.04374
,1-ethyl-3-methylimidazolium ethyl sulfate,"InChI=1S/C6H11N2.C2H6O4S/c1-3-8-5-4-7(2)6-8;1-2-6-7(3,4)5/h4-6H,3H2,1-2H3;2H2,1H3,(H,3,4,5)/q+1;/p-1",328.15,,0.04337
,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide","InChI=1S/C25H54N.C2F6NO4S2/c1-5-8-11-14-17-20-23-26(4,24-21-18-15-12-9-6-2)25-22-19-16-13-10-7-3;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-25H2,1-4H3;/q+1;-1",278.75,,0.02965
,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide","InChI=1S/C25H54N.C2F6NO4S2/c1-5-8-11-14-17-20-23-26(4,24-21-18-15-12-9-6-2)25-22-19-16-13-10-7-3;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-25H2,1-4H3;/q+1;-1",288.15,,0.02892
,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide","InChI=1S/C25H54N.C2F6NO4S2/c1-5-8-11-14-17-20-23-26(4,24-21-18-15-12-9-6-2)25-22-19-16-13-10-7-3;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-25H2,1-4H3;/q+1;-1",298.15,,0.02793
,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide","InChI=1S/C25H54N.C2F6NO4S2/c1-5-8-11-14-17-20-23-26(4,24-21-18-15-12-9-6-2)25-22-19-16-13-10-7-3;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-25H2,1-4H3;/q+1;-1",308.15,,0.02702
,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide","InChI=1S/C25H54N.C2F6NO4S2/c1-5-8-11-14-17-20-23-26(4,24-21-18-15-12-9-6-2)25-22-19-16-13-10-7-3;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-25H2,1-4H3;/q+1;-1",318.15,,0.02656
,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide","InChI=1S/C25H54N.C2F6NO4S2/c1-5-8-11-14-17-20-23-26(4,24-21-18-15-12-9-6-2)25-22-19-16-13-10-7-3;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-25H2,1-4H3;/q+1;-1",328.15,,0.02603
,1-butyl-3-methylimidazolium octyl sulfate,"InChI=1S/C8H15N2.C8H18O4S/c1-3-4-5-10-7-6-9(2)8-10;1-2-3-4-5-6-7-8-12-13(9,10)11/h6-8H,3-5H2,1-2H3;2-8H2,1H3,(H,9,10,11)/q+1;/p-1",278.75,,0.02808
,1-butyl-3-methylimidazolium octyl sulfate,"InChI=1S/C8H15N2.C8H18O4S/c1-3-4-5-10-7-6-9(2)8-10;1-2-3-4-5-6-7-8-12-13(9,10)11/h6-8H,3-5H2,1-2H3;2-8H2,1H3,(H,9,10,11)/q+1;/p-1",288.15,,0.02729
,1-butyl-3-methylimidazolium octyl sulfate,"InChI=1S/C8H15N2.C8H18O4S/c1-3-4-5-10-7-6-9(2)8-10;1-2-3-4-5-6-7-8-12-13(9,10)11/h6-8H,3-5H2,1-2H3;2-8H2,1H3,(H,9,10,11)/q+1;/p-1",298.15,,0.02671
,1-butyl-3-methylimidazolium octyl sulfate,"InChI=1S/C8H15N2.C8H18O4S/c1-3-4-5-10-7-6-9(2)8-10;1-2-3-4-5-6-7-8-12-13(9,10)11/h6-8H,3-5H2,1-2H3;2-8H2,1H3,(H,9,10,11)/q+1;/p-1",308.15,,0.02627
,1-butyl-3-methylimidazolium octyl sulfate,"InChI=1S/C8H15N2.C8H18O4S/c1-3-4-5-10-7-6-9(2)8-10;1-2-3-4-5-6-7-8-12-13(9,10)11/h6-8H,3-5H2,1-2H3;2-8H2,1H3,(H,9,10,11)/q+1;/p-1",318.15,,0.02572
,1-butyl-3-methylimidazolium octyl sulfate,"InChI=1S/C8H15N2.C8H18O4S/c1-3-4-5-10-7-6-9(2)8-10;1-2-3-4-5-6-7-8-12-13(9,10)11/h6-8H,3-5H2,1-2H3;2-8H2,1H3,(H,9,10,11)/q+1;/p-1",328.15,,0.02499
,propan-1-ol,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",298,,0.02334
,butan-1-ol,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",298,,0.02396
,tetrahydrofuran,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,288.15,,0.02837
,tetrahydrofuran,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,298.15,,0.02698
,tetrahydrofuran,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,308.15,,0.02595
,propan-2-ol,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",288.15,,0.02175
,propan-2-ol,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",298.15,,0.0209
,propan-2-ol,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",308.15,,0.02017
,"2,2,4-trimethylpentane","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",288.15,,0.01918
,"2,2,4-trimethylpentane","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",298.15,,0.01833
,"2,2,4-trimethylpentane","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",308.15,,0.01735
,N-methyldiethanolamine,"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",288.15,,0.03999
,N-methyldiethanolamine,"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",293.15,,0.03926
,N-methyldiethanolamine,"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",298.15,,0.03892
,N-methyldiethanolamine,"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",303.15,,0.03808
,N-methyldiethanolamine,"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",308.15,,0.03763
,N-methyldiethanolamine,"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",313.15,,0.03725
,triethanolamine,"InChI=1S/C6H15NO3/c8-4-1-7(2-5-9)3-6-10/h8-10H,1-6H2",288.15,,0.04764
,triethanolamine,"InChI=1S/C6H15NO3/c8-4-1-7(2-5-9)3-6-10/h8-10H,1-6H2",293.15,,0.04677
,triethanolamine,"InChI=1S/C6H15NO3/c8-4-1-7(2-5-9)3-6-10/h8-10H,1-6H2",298.15,,0.04588
,triethanolamine,"InChI=1S/C6H15NO3/c8-4-1-7(2-5-9)3-6-10/h8-10H,1-6H2",303.15,,0.04516
,triethanolamine,"InChI=1S/C6H15NO3/c8-4-1-7(2-5-9)3-6-10/h8-10H,1-6H2",308.15,,0.04442
,triethanolamine,"InChI=1S/C6H15NO3/c8-4-1-7(2-5-9)3-6-10/h8-10H,1-6H2",313.15,,0.0434
,ethanol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",298.15,,0.02185
,chlorobenzene,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,303.15,,0.0336
,chlorobenzene,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,313.15,,0.0323
,chlorobenzene,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,323.15,,0.03126
,4-methoxybenzaldehyde,"InChI=1S/C8H8O2/c1-10-8-4-2-7(6-9)3-5-8/h2-6H,1H3",303.15,,0.09908
,4-methoxybenzaldehyde,"InChI=1S/C8H8O2/c1-10-8-4-2-7(6-9)3-5-8/h2-6H,1H3",313.15,,0.09611
,4-methoxybenzaldehyde,"InChI=1S/C8H8O2/c1-10-8-4-2-7(6-9)3-5-8/h2-6H,1H3",323.15,,0.0941
,propan-2-ol,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",308.15,,0.02005
,2-phenylethanol,"InChI=1S/C8H10O/c9-7-6-8-4-2-1-3-5-8/h1-5,9H,6-7H2",308.15,,0.03893
,benzenemethanol,"InChI=1S/C7H8O/c8-6-7-4-2-1-3-5-7/h1-5,8H,6H2",308.15,,0.03773
,"1,2,4-trimethylbenzene","InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",298.15,,0.0293
,"1,2,4-trimethylbenzene","InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",308.15,,0.02824
,"1,2,4-trimethylbenzene","InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",313.15,,0.02771
,"1,3,5-trimethylbenzene","InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",298.15,,0.02805
,"1,3,5-trimethylbenzene","InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",308.15,,0.02721
,"1,3,5-trimethylbenzene","InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",313.15,,0.02678
,1-methylethyl ethanoate,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",298.15,,0.02189
,1-methylethyl ethanoate,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",308.15,,0.02081
,1-methylethyl ethanoate,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",313.15,,0.02029
,2-methylpropyl ethanoate,"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",298.15,,0.02315
,2-methylpropyl ethanoate,"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",308.15,,0.02216
,2-methylpropyl ethanoate,"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",313.15,,0.02164
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",293.15,,0.03694
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",303.15,,0.03643
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",313.15,,0.03592
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",323.15,,0.03551
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",333.15,,0.03496
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",343.15,,0.03457
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",293.15,,0.0336
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",303.15,,0.03309
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",313.15,,0.0325
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",323.15,,0.03192
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",333.15,,0.03135
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",343.15,,0.0309
,1-methyl-3-pentylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C9H17N2.C2F6NO4S2/c1-3-4-5-6-11-8-7-10(2)9-11;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h7-9H,3-6H2,1-2H3;/q+1;-1",293.15,,0.0329
,1-methyl-3-pentylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C9H17N2.C2F6NO4S2/c1-3-4-5-6-11-8-7-10(2)9-11;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h7-9H,3-6H2,1-2H3;/q+1;-1",303.15,,0.03241
,1-methyl-3-pentylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C9H17N2.C2F6NO4S2/c1-3-4-5-6-11-8-7-10(2)9-11;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h7-9H,3-6H2,1-2H3;/q+1;-1",313.15,,0.03183
,1-methyl-3-pentylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C9H17N2.C2F6NO4S2/c1-3-4-5-6-11-8-7-10(2)9-11;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h7-9H,3-6H2,1-2H3;/q+1;-1",323.15,,0.03127
,1-methyl-3-pentylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C9H17N2.C2F6NO4S2/c1-3-4-5-6-11-8-7-10(2)9-11;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h7-9H,3-6H2,1-2H3;/q+1;-1",333.15,,0.03077
,1-methyl-3-pentylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C9H17N2.C2F6NO4S2/c1-3-4-5-6-11-8-7-10(2)9-11;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h7-9H,3-6H2,1-2H3;/q+1;-1",343.15,,0.03031
,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"InChI=1S/C10H19N2.C2F6NO4S2/c1-3-4-5-6-7-12-9-8-11(2)10-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h8-10H,3-7H2,1-2H3;/q+1;-1",293.15,,0.03231
,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"InChI=1S/C10H19N2.C2F6NO4S2/c1-3-4-5-6-7-12-9-8-11(2)10-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h8-10H,3-7H2,1-2H3;/q+1;-1",303.15,,0.03176
,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"InChI=1S/C10H19N2.C2F6NO4S2/c1-3-4-5-6-7-12-9-8-11(2)10-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h8-10H,3-7H2,1-2H3;/q+1;-1",313.15,,0.0312
