CAS,name,SMILES,T_K,density_kgm3
100-21-0,terephthalic acid,C1=CC(=CC=C1C(=O)O)C(=O)O,700.15,1419.733
100-21-0,terephthalic acid,C1=CC(=CC=C1C(=O)O)C(=O)O,721.88,1391.9878
100-21-0,terephthalic acid,C1=CC(=CC=C1C(=O)O)C(=O)O,743.61,1363.694
100-21-0,terephthalic acid,C1=CC(=CC=C1C(=O)O)C(=O)O,765.34,1334.7976
100-21-0,terephthalic acid,C1=CC(=CC=C1C(=O)O)C(=O)O,787.07,1305.2355
100-21-0,terephthalic acid,C1=CC(=CC=C1C(=O)O)C(=O)O,808.79,1274.9333
100-21-0,terephthalic acid,C1=CC(=CC=C1C(=O)O)C(=O)O,830.52,1243.8024
100-21-0,terephthalic acid,C1=CC(=CC=C1C(=O)O)C(=O)O,852.25,1211.7363
100-21-0,terephthalic acid,C1=CC(=CC=C1C(=O)O)C(=O)O,873.98,1178.6043
100-21-0,terephthalic acid,C1=CC(=CC=C1C(=O)O)C(=O)O,895.71,1144.2438
100-21-0,terephthalic acid,C1=CC(=CC=C1C(=O)O)C(=O)O,917.44,1108.4484
100-21-0,terephthalic acid,C1=CC(=CC=C1C(=O)O)C(=O)O,939.17,1070.9493
100-21-0,terephthalic acid,C1=CC(=CC=C1C(=O)O)C(=O)O,960.9,1031.3861
100-21-0,terephthalic acid,C1=CC(=CC=C1C(=O)O)C(=O)O,982.63,989.2562
100-21-0,terephthalic acid,C1=CC(=CC=C1C(=O)O)C(=O)O,1004.36,943.8238
100-21-0,terephthalic acid,C1=CC(=CC=C1C(=O)O)C(=O)O,1026.08,893.9361
100-21-0,terephthalic acid,C1=CC(=CC=C1C(=O)O)C(=O)O,1047.81,837.6016
100-21-0,terephthalic acid,C1=CC(=CC=C1C(=O)O)C(=O)O,1069.54,770.7984
100-21-0,terephthalic acid,C1=CC(=CC=C1C(=O)O)C(=O)O,1091.27,682.5574
100-21-0,terephthalic acid,C1=CC(=CC=C1C(=O)O)C(=O)O,1113.0,391.7842
100-41-4,ethylbenzene,CCC1=CC=CC=C1,178.2,959.8099
100-41-4,ethylbenzene,CCC1=CC=CC=C1,201.3,942.1423
100-41-4,ethylbenzene,CCC1=CC=CC=C1,224.41,924.103
100-41-4,ethylbenzene,CCC1=CC=CC=C1,247.51,905.6556
100-41-4,ethylbenzene,CCC1=CC=CC=C1,270.61,886.7576
100-41-4,ethylbenzene,CCC1=CC=CC=C1,293.71,867.359
100-41-4,ethylbenzene,CCC1=CC=CC=C1,316.82,847.4003
100-41-4,ethylbenzene,CCC1=CC=CC=C1,339.92,826.8096
100-41-4,ethylbenzene,CCC1=CC=CC=C1,363.02,805.4991
100-41-4,ethylbenzene,CCC1=CC=CC=C1,386.12,783.3592
100-41-4,ethylbenzene,CCC1=CC=CC=C1,409.23,760.2511
100-41-4,ethylbenzene,CCC1=CC=CC=C1,432.33,735.9936
100-41-4,ethylbenzene,CCC1=CC=CC=C1,455.43,710.3437
100-41-4,ethylbenzene,CCC1=CC=CC=C1,478.53,682.9629
100-41-4,ethylbenzene,CCC1=CC=CC=C1,501.64,653.3548
100-41-4,ethylbenzene,CCC1=CC=CC=C1,524.74,620.7412
100-41-4,ethylbenzene,CCC1=CC=CC=C1,547.84,583.7769
100-41-4,ethylbenzene,CCC1=CC=CC=C1,570.94,539.7422
100-41-4,ethylbenzene,CCC1=CC=CC=C1,594.05,481.2066
100-41-4,ethylbenzene,CCC1=CC=CC=C1,617.15,284.2253
100-42-5,styrene,C=CC1=CC=CC=C1,242.54,948.678
100-42-5,styrene,C=CC1=CC=CC=C1,263.25,931.0121
100-42-5,styrene,C=CC1=CC=CC=C1,283.96,912.9948
100-42-5,styrene,C=CC1=CC=CC=C1,304.67,894.5913
100-42-5,styrene,C=CC1=CC=CC=C1,325.37,875.7612
100-42-5,styrene,C=CC1=CC=CC=C1,346.08,856.4569
100-42-5,styrene,C=CC1=CC=CC=C1,366.79,836.6216
100-42-5,styrene,C=CC1=CC=CC=C1,387.5,816.1869
100-42-5,styrene,C=CC1=CC=CC=C1,408.21,795.0691
100-42-5,styrene,C=CC1=CC=CC=C1,428.92,773.1641
100-42-5,styrene,C=CC1=CC=CC=C1,449.62,750.3395
100-42-5,styrene,C=CC1=CC=CC=C1,470.33,726.4232
100-42-5,styrene,C=CC1=CC=CC=C1,491.04,701.1843
100-42-5,styrene,C=CC1=CC=CC=C1,511.75,674.3009
100-42-5,styrene,C=CC1=CC=CC=C1,532.46,645.3022
100-42-5,styrene,C=CC1=CC=CC=C1,553.17,613.4505
100-42-5,styrene,C=CC1=CC=CC=C1,573.87,577.472
100-42-5,styrene,C=CC1=CC=CC=C1,594.58,534.7971
100-42-5,styrene,C=CC1=CC=CC=C1,615.29,478.4282
100-42-5,styrene,C=CC1=CC=CC=C1,636.0,295.9628
100-44-7,benzyl chloride,C1=CC=C(C=C1)CCl,200.0,150.046
100-44-7,benzyl chloride,C1=CC=C(C=C1)CCl,225.58,147.2222
100-44-7,benzyl chloride,C1=CC=C(C=C1)CCl,251.16,144.3388
100-44-7,benzyl chloride,C1=CC=C(C=C1)CCl,276.74,141.3901
100-44-7,benzyl chloride,C1=CC=C(C=C1)CCl,302.33,138.3698
100-44-7,benzyl chloride,C1=CC=C(C=C1)CCl,327.91,135.27
100-44-7,benzyl chloride,C1=CC=C(C=C1)CCl,353.49,132.0816
100-44-7,benzyl chloride,C1=CC=C(C=C1)CCl,379.07,128.7936
100-44-7,benzyl chloride,C1=CC=C(C=C1)CCl,404.65,125.3923
100-44-7,benzyl chloride,C1=CC=C(C=C1)CCl,430.23,121.8609
100-44-7,benzyl chloride,C1=CC=C(C=C1)CCl,455.82,118.1779
100-44-7,benzyl chloride,C1=CC=C(C=C1)CCl,481.4,114.3154
100-44-7,benzyl chloride,C1=CC=C(C=C1)CCl,506.98,110.2356
100-44-7,benzyl chloride,C1=CC=C(C=C1)CCl,532.56,105.886
100-44-7,benzyl chloride,C1=CC=C(C=C1)CCl,558.14,101.1894
100-44-7,benzyl chloride,C1=CC=C(C=C1)CCl,583.72,96.0247
100-44-7,benzyl chloride,C1=CC=C(C=C1)CCl,609.31,90.1816
100-44-7,benzyl chloride,C1=CC=C(C=C1)CCl,634.89,83.2343
100-44-7,benzyl chloride,C1=CC=C(C=C1)CCl,660.47,74.0164
100-47-0,benzonitrile,C1=CC=C(C=C1)C#N,260.4,1032.3229
100-47-0,benzonitrile,C1=CC=C(C=C1)C#N,283.5,1013.1937
100-47-0,benzonitrile,C1=CC=C(C=C1)C#N,306.61,993.6869
100-47-0,benzonitrile,C1=CC=C(C=C1)C#N,329.71,973.7649
100-47-0,benzonitrile,C1=CC=C(C=C1)C#N,352.81,953.3843
100-47-0,benzonitrile,C1=CC=C(C=C1)C#N,375.91,932.4938
100-47-0,benzonitrile,C1=CC=C(C=C1)C#N,399.02,911.0323
100-47-0,benzonitrile,C1=CC=C(C=C1)C#N,422.12,888.9262
100-47-0,benzonitrile,C1=CC=C(C=C1)C#N,445.22,866.0854
100-47-0,benzonitrile,C1=CC=C(C=C1)C#N,468.32,842.3979
100-47-0,benzonitrile,C1=CC=C(C=C1)C#N,491.43,817.7212
100-47-0,benzonitrile,C1=CC=C(C=C1)C#N,514.53,791.8703
100-47-0,benzonitrile,C1=CC=C(C=C1)C#N,537.63,764.5966
100-47-0,benzonitrile,C1=CC=C(C=C1)C#N,560.73,735.5541
100-47-0,benzonitrile,C1=CC=C(C=C1)C#N,583.84,704.2363
100-47-0,benzonitrile,C1=CC=C(C=C1)C#N,606.94,669.8501
100-47-0,benzonitrile,C1=CC=C(C=C1)C#N,630.04,631.0267
100-47-0,benzonitrile,C1=CC=C(C=C1)C#N,653.14,585.0051
100-47-0,benzonitrile,C1=CC=C(C=C1)C#N,676.25,524.273
100-47-0,benzonitrile,C1=CC=C(C=C1)C#N,699.35,329.249
100-51-6,benzyl alcohol,C1=CC=C(C=C1)CO,257.85,1071.1184
100-51-6,benzyl alcohol,C1=CC=C(C=C1)CO,282.18,1053.2346
100-51-6,benzyl alcohol,C1=CC=C(C=C1)CO,306.51,1034.8928
100-51-6,benzyl alcohol,C1=CC=C(C=C1)CO,330.84,1016.0486
100-51-6,benzyl alcohol,C1=CC=C(C=C1)CO,355.18,996.6501
100-51-6,benzyl alcohol,C1=CC=C(C=C1)CO,379.51,976.6362
100-51-6,benzyl alcohol,C1=CC=C(C=C1)CO,403.84,955.9342
100-51-6,benzyl alcohol,C1=CC=C(C=C1)CO,428.17,934.4561
100-51-6,benzyl alcohol,C1=CC=C(C=C1)CO,452.5,912.0942
100-51-6,benzyl alcohol,C1=CC=C(C=C1)CO,476.83,888.714
100-51-6,benzyl alcohol,C1=CC=C(C=C1)CO,501.17,864.1447
100-51-6,benzyl alcohol,C1=CC=C(C=C1)CO,525.5,838.163
100-51-6,benzyl alcohol,C1=CC=C(C=C1)CO,549.83,810.4687
100-51-6,benzyl alcohol,C1=CC=C(C=C1)CO,574.16,780.6422
100-51-6,benzyl alcohol,C1=CC=C(C=C1)CO,598.49,748.0664
100-51-6,benzyl alcohol,C1=CC=C(C=C1)CO,622.82,711.77
100-51-6,benzyl alcohol,C1=CC=C(C=C1)CO,647.16,670.0645
100-51-6,benzyl alcohol,C1=CC=C(C=C1)CO,671.49,619.5118
100-51-6,benzyl alcohol,C1=CC=C(C=C1)CO,695.82,550.6121
100-51-6,benzyl alcohol,C1=CC=C(C=C1)CO,720.15,283.3335
100-52-7,benzaldehyde,C1=CC=C(C=C1)C=O,200.0,119.1585
100-52-7,benzaldehyde,C1=CC=C(C=C1)C=O,226.06,116.924
100-52-7,benzaldehyde,C1=CC=C(C=C1)C=O,252.11,114.6439
100-52-7,benzaldehyde,C1=CC=C(C=C1)C=O,278.17,112.314
100-52-7,benzaldehyde,C1=CC=C(C=C1)C=O,304.22,109.929
100-52-7,benzaldehyde,C1=CC=C(C=C1)C=O,330.28,107.4829
100-52-7,benzaldehyde,C1=CC=C(C=C1)C=O,356.33,104.9682
100-52-7,benzaldehyde,C1=CC=C(C=C1)C=O,382.39,102.3764
100-52-7,benzaldehyde,C1=CC=C(C=C1)C=O,408.44,99.6964
100-52-7,benzaldehyde,C1=CC=C(C=C1)C=O,434.5,96.9149
100-52-7,benzaldehyde,C1=CC=C(C=C1)C=O,460.55,94.0146
100-52-7,benzaldehyde,C1=CC=C(C=C1)C=O,486.61,90.973
100-52-7,benzaldehyde,C1=CC=C(C=C1)C=O,512.66,87.7598
100-52-7,benzaldehyde,C1=CC=C(C=C1)C=O,538.72,84.3326
100-52-7,benzaldehyde,C1=CC=C(C=C1)C=O,564.77,80.629
100-52-7,benzaldehyde,C1=CC=C(C=C1)C=O,590.83,76.5505
100-52-7,benzaldehyde,C1=CC=C(C=C1)C=O,616.88,71.926
100-52-7,benzaldehyde,C1=CC=C(C=C1)C=O,642.94,66.4071
100-52-7,benzaldehyde,C1=CC=C(C=C1)C=O,668.99,59.0355
100-53-8,benzyl mercaptan,C1=CC=C(C=C1)CS,243.95,1100.7281
100-53-8,benzyl mercaptan,C1=CC=C(C=C1)CS,268.9,1078.587
100-53-8,benzyl mercaptan,C1=CC=C(C=C1)CS,293.85,1056.0659
100-53-8,benzyl mercaptan,C1=CC=C(C=C1)CS,318.8,1033.1262
100-53-8,benzyl mercaptan,C1=CC=C(C=C1)CS,343.75,1009.7229
100-53-8,benzyl mercaptan,C1=CC=C(C=C1)CS,368.7,985.8028
100-53-8,benzyl mercaptan,C1=CC=C(C=C1)CS,393.65,961.3028
100-53-8,benzyl mercaptan,C1=CC=C(C=C1)CS,418.6,936.1466
100-53-8,benzyl mercaptan,C1=CC=C(C=C1)CS,443.55,910.2413
100-53-8,benzyl mercaptan,C1=CC=C(C=C1)CS,468.5,883.4709
100-53-8,benzyl mercaptan,C1=CC=C(C=C1)CS,493.45,855.6882
100-53-8,benzyl mercaptan,C1=CC=C(C=C1)CS,518.4,826.7022
100-53-8,benzyl mercaptan,C1=CC=C(C=C1)CS,543.35,796.2563
100-53-8,benzyl mercaptan,C1=CC=C(C=C1)CS,568.3,763.9939
100-53-8,benzyl mercaptan,C1=CC=C(C=C1)CS,593.25,729.3933
100-53-8,benzyl mercaptan,C1=CC=C(C=C1)CS,618.2,691.6389
100-53-8,benzyl mercaptan,C1=CC=C(C=C1)CS,643.15,649.326
100-53-8,benzyl mercaptan,C1=CC=C(C=C1)CS,668.1,599.6292
100-53-8,benzyl mercaptan,C1=CC=C(C=C1)CS,693.05,534.8951
100-53-8,benzyl mercaptan,C1=CC=C(C=C1)CS,718.0,338.4354
100-61-8,n-methylaniline,CNC1=CC=CC=C1,200.0,112.8211
100-61-8,n-methylaniline,CNC1=CC=CC=C1,226.39,110.8576
100-61-8,n-methylaniline,CNC1=CC=CC=C1,252.79,108.843
100-61-8,n-methylaniline,CNC1=CC=CC=C1,279.18,106.7728
100-61-8,n-methylaniline,CNC1=CC=CC=C1,305.58,104.6421
100-61-8,n-methylaniline,CNC1=CC=CC=C1,331.97,102.4451
100-61-8,n-methylaniline,CNC1=CC=CC=C1,358.37,100.1747
100-61-8,n-methylaniline,CNC1=CC=CC=C1,384.76,97.8224
100-61-8,n-methylaniline,CNC1=CC=CC=C1,411.16,95.3779
100-61-8,n-methylaniline,CNC1=CC=CC=C1,437.55,92.8282
100-61-8,n-methylaniline,CNC1=CC=CC=C1,463.95,90.1566
100-61-8,n-methylaniline,CNC1=CC=CC=C1,490.34,87.3415
100-61-8,n-methylaniline,CNC1=CC=CC=C1,516.74,84.3534
100-61-8,n-methylaniline,CNC1=CC=CC=C1,543.13,81.1511
100-61-8,n-methylaniline,CNC1=CC=CC=C1,569.53,77.6733
100-61-8,n-methylaniline,CNC1=CC=CC=C1,595.92,73.8228
100-61-8,n-methylaniline,CNC1=CC=CC=C1,622.32,69.4287
100-61-8,n-methylaniline,CNC1=CC=CC=C1,648.71,64.1378
100-61-8,n-methylaniline,CNC1=CC=CC=C1,675.11,56.957
100-63-0,phenylhydrazine,C1=CC=C(C=C1)NN,200.0,126.0407
100-63-0,phenylhydrazine,C1=CC=C(C=C1)NN,229.53,123.7584
100-63-0,phenylhydrazine,C1=CC=C(C=C1)NN,259.05,121.4
100-63-0,phenylhydrazine,C1=CC=C(C=C1)NN,288.58,118.9605
100-63-0,phenylhydrazine,C1=CC=C(C=C1)NN,318.11,116.4339
100-63-0,phenylhydrazine,C1=CC=C(C=C1)NN,347.63,113.8133
100-63-0,phenylhydrazine,C1=CC=C(C=C1)NN,377.16,111.0907
100-63-0,phenylhydrazine,C1=CC=C(C=C1)NN,406.68,108.2562
100-63-0,phenylhydrazine,C1=CC=C(C=C1)NN,436.21,105.2978
100-63-0,phenylhydrazine,C1=CC=C(C=C1)NN,465.74,102.2008
100-63-0,phenylhydrazine,C1=CC=C(C=C1)NN,495.26,98.9465
100-63-0,phenylhydrazine,C1=CC=C(C=C1)NN,524.79,95.5102
100-63-0,phenylhydrazine,C1=CC=C(C=C1)NN,554.32,91.8591
100-63-0,phenylhydrazine,C1=CC=C(C=C1)NN,583.84,87.9471
100-63-0,phenylhydrazine,C1=CC=C(C=C1)NN,613.37,83.7061
100-63-0,phenylhydrazine,C1=CC=C(C=C1)NN,642.89,79.0279
100-63-0,phenylhydrazine,C1=CC=C(C=C1)NN,672.42,73.7228
100-63-0,phenylhydrazine,C1=CC=C(C=C1)NN,701.95,67.397
100-63-0,phenylhydrazine,C1=CC=C(C=C1)NN,731.47,58.934
100-66-3,anisole,COC1=CC=CC=C1,235.65,1045.4181
100-66-3,anisole,COC1=CC=CC=C1,257.23,1026.8786
100-66-3,anisole,COC1=CC=CC=C1,278.8,1007.9335
100-66-3,anisole,COC1=CC=CC=C1,300.38,988.5433
100-66-3,anisole,COC1=CC=CC=C1,321.96,968.6616
100-66-3,anisole,COC1=CC=CC=C1,343.53,948.2343
100-66-3,anisole,COC1=CC=CC=C1,365.11,927.1965
100-66-3,anisole,COC1=CC=CC=C1,386.68,905.47
100-66-3,anisole,COC1=CC=CC=C1,408.26,882.9594
100-66-3,anisole,COC1=CC=CC=C1,429.84,859.5454
100-66-3,anisole,COC1=CC=CC=C1,451.41,835.0769
100-66-3,anisole,COC1=CC=CC=C1,472.99,809.3567
100-66-3,anisole,COC1=CC=CC=C1,494.57,782.1203
100-66-3,anisole,COC1=CC=CC=C1,516.14,752.9987
100-66-3,anisole,COC1=CC=CC=C1,537.72,721.4511
100-66-3,anisole,COC1=CC=CC=C1,559.29,686.6292
100-66-3,anisole,COC1=CC=CC=C1,580.87,647.0652
100-66-3,anisole,COC1=CC=CC=C1,602.45,599.7892
100-66-3,anisole,COC1=CC=CC=C1,624.02,536.6768
100-66-3,anisole,COC1=CC=CC=C1,645.6,320.8771
10024-97-2,nitrous oxide,N#[N+][O-],182.3,1229.1754
10024-97-2,nitrous oxide,N#[N+][O-],189.0,1210.1957
10024-97-2,nitrous oxide,N#[N+][O-],195.7,1190.7609
10024-97-2,nitrous oxide,N#[N+][O-],202.4,1170.8267
10024-97-2,nitrous oxide,N#[N+][O-],209.09,1150.3417
10024-97-2,nitrous oxide,N#[N+][O-],215.79,1129.2449
10024-97-2,nitrous oxide,N#[N+][O-],222.49,1107.4641
10024-97-2,nitrous oxide,N#[N+][O-],229.19,1084.9119
10024-97-2,nitrous oxide,N#[N+][O-],235.89,1061.4814
10024-97-2,nitrous oxide,N#[N+][O-],242.59,1037.0392
10024-97-2,nitrous oxide,N#[N+][O-],249.28,1011.416
10024-97-2,nitrous oxide,N#[N+][O-],255.98,984.391
10024-97-2,nitrous oxide,N#[N+][O-],262.68,955.6677
10024-97-2,nitrous oxide,N#[N+][O-],269.38,924.8319
10024-97-2,nitrous oxide,N#[N+][O-],276.08,891.2766
10024-97-2,nitrous oxide,N#[N+][O-],282.78,854.048
10024-97-2,nitrous oxide,N#[N+][O-],289.47,811.4944
10024-97-2,nitrous oxide,N#[N+][O-],296.17,760.268
10024-97-2,nitrous oxide,N#[N+][O-],302.87,691.1914
10024-97-2,nitrous oxide,N#[N+][O-],309.57,449.2718
10026-04-7,tetrachlorosilane,[Si](Cl)(Cl)(Cl)Cl,200.0,280.645
10026-04-7,tetrachlorosilane,[Si](Cl)(Cl)(Cl)Cl,216.16,275.9027
10026-04-7,tetrachlorosilane,[Si](Cl)(Cl)(Cl)Cl,232.32,271.0431
10026-04-7,tetrachlorosilane,[Si](Cl)(Cl)(Cl)Cl,248.48,266.0559
10026-04-7,tetrachlorosilane,[Si](Cl)(Cl)(Cl)Cl,264.64,260.9291
10026-04-7,tetrachlorosilane,[Si](Cl)(Cl)(Cl)Cl,280.8,255.6486
10026-04-7,tetrachlorosilane,[Si](Cl)(Cl)(Cl)Cl,296.96,250.1976
10026-04-7,tetrachlorosilane,[Si](Cl)(Cl)(Cl)Cl,313.12,244.5558
10026-04-7,tetrachlorosilane,[Si](Cl)(Cl)(Cl)Cl,329.28,238.698
10026-04-7,tetrachlorosilane,[Si](Cl)(Cl)(Cl)Cl,345.44,232.5933
10026-04-7,tetrachlorosilane,[Si](Cl)(Cl)(Cl)Cl,361.61,226.202
10026-04-7,tetrachlorosilane,[Si](Cl)(Cl)(Cl)Cl,377.77,219.4721
10026-04-7,tetrachlorosilane,[Si](Cl)(Cl)(Cl)Cl,393.93,212.3338
10026-04-7,tetrachlorosilane,[Si](Cl)(Cl)(Cl)Cl,410.09,204.689
10026-04-7,tetrachlorosilane,[Si](Cl)(Cl)(Cl)Cl,426.25,196.393
10026-04-7,tetrachlorosilane,[Si](Cl)(Cl)(Cl)Cl,442.41,187.2173
10026-04-7,tetrachlorosilane,[Si](Cl)(Cl)(Cl)Cl,458.57,176.7624
10026-04-7,tetrachlorosilane,[Si](Cl)(Cl)(Cl)Cl,474.73,164.2102
10026-04-7,tetrachlorosilane,[Si](Cl)(Cl)(Cl)Cl,490.89,147.2853
10028-15-6,ozone,[O-][O+]=O,80.15,1601.2855
10028-15-6,ozone,[O-][O+]=O,89.67,1574.8485
10028-15-6,ozone,[O-][O+]=O,99.19,1547.8031
10028-15-6,ozone,[O-][O+]=O,108.71,1520.0901
10028-15-6,ozone,[O-][O+]=O,118.22,1491.6404
10028-15-6,ozone,[O-][O+]=O,127.74,1462.3728
10028-15-6,ozone,[O-][O+]=O,137.26,1432.1903
10028-15-6,ozone,[O-][O+]=O,146.78,1400.9761
10028-15-6,ozone,[O-][O+]=O,156.3,1368.5869
10028-15-6,ozone,[O-][O+]=O,165.82,1334.8447
10028-15-6,ozone,[O-][O+]=O,175.33,1299.5229
10028-15-6,ozone,[O-][O+]=O,184.85,1262.3262
10028-15-6,ozone,[O-][O+]=O,194.37,1222.8582
10028-15-6,ozone,[O-][O+]=O,203.89,1180.566
10028-15-6,ozone,[O-][O+]=O,213.41,1134.6384
10028-15-6,ozone,[O-][O+]=O,222.93,1083.8025
10028-15-6,ozone,[O-][O+]=O,232.44,1025.8543
10028-15-6,ozone,[O-][O+]=O,241.96,956.3307
10028-15-6,ozone,[O-][O+]=O,251.48,863.0073
10028-15-6,ozone,[O-][O+]=O,261.0,539.5381
10034-85-2,hydrogen iodide,I,200.0,377.1001
10034-85-2,hydrogen iodide,I,211.78,371.2202
10034-85-2,hydrogen iodide,I,223.56,365.187
10034-85-2,hydrogen iodide,I,235.34,358.9874
10034-85-2,hydrogen iodide,I,247.13,352.606
10034-85-2,hydrogen iodide,I,258.91,346.0244
10034-85-2,hydrogen iodide,I,270.69,339.2211
10034-85-2,hydrogen iodide,I,282.47,332.1698
10034-85-2,hydrogen iodide,I,294.25,324.8384
10034-85-2,hydrogen iodide,I,306.03,317.187
10034-85-2,hydrogen iodide,I,317.82,309.1644
10034-85-2,hydrogen iodide,I,329.6,300.7041
10034-85-2,hydrogen iodide,I,341.38,291.7164
10034-85-2,hydrogen iodide,I,353.16,282.0754
10034-85-2,hydrogen iodide,I,364.94,271.5957
10034-85-2,hydrogen iodide,I,376.72,259.9843
10034-85-2,hydrogen iodide,I,388.51,246.7297
10034-85-2,hydrogen iodide,I,400.29,230.7844
10034-85-2,hydrogen iodide,I,412.07,209.2373
10035-10-6,hydrogen bromide,Br,185.15,2264.3046
10035-10-6,hydrogen bromide,Br,194.52,2228.8665
10035-10-6,hydrogen bromide,Br,203.89,2192.5814
10035-10-6,hydrogen bromide,Br,213.26,2155.3672
10035-10-6,hydrogen bromide,Br,222.62,2117.1278
10035-10-6,hydrogen bromide,Br,231.99,2077.7503
10035-10-6,hydrogen bromide,Br,241.36,2037.0998
10035-10-6,hydrogen bromide,Br,250.73,1995.0138
10035-10-6,hydrogen bromide,Br,260.1,1951.2933
10035-10-6,hydrogen bromide,Br,269.47,1905.6902
10035-10-6,hydrogen bromide,Br,278.83,1857.8894
10035-10-6,hydrogen bromide,Br,288.2,1807.4798
10035-10-6,hydrogen bromide,Br,297.57,1753.9094
10035-10-6,hydrogen bromide,Br,306.94,1696.408
10035-10-6,hydrogen bromide,Br,316.31,1633.8449
10035-10-6,hydrogen bromide,Br,325.68,1564.4454
10035-10-6,hydrogen bromide,Br,335.04,1485.1343
10035-10-6,hydrogen bromide,Br,344.41,1389.6791
10035-10-6,hydrogen bromide,Br,353.78,1260.9897
10035-10-6,hydrogen bromide,Br,363.15,809.1194
10097-32-2,atomic bromine,[Br],200.0,273.3791
10097-32-2,atomic bromine,[Br],220.22,268.3332
10097-32-2,atomic bromine,[Br],240.44,263.1906
10097-32-2,atomic bromine,[Br],260.66,257.942
10097-32-2,atomic bromine,[Br],280.87,252.5766
10097-32-2,atomic bromine,[Br],301.09,247.0816
10097-32-2,atomic bromine,[Br],321.31,241.4419
10097-32-2,atomic bromine,[Br],341.53,235.6393
10097-32-2,atomic bromine,[Br],361.75,229.6512
10097-32-2,atomic bromine,[Br],381.97,223.4499
10097-32-2,atomic bromine,[Br],402.18,216.9999
10097-32-2,atomic bromine,[Br],422.4,210.2552
10097-32-2,atomic bromine,[Br],442.62,203.154
10097-32-2,atomic bromine,[Br],462.84,195.6102
10097-32-2,atomic bromine,[Br],483.06,187.4976
10097-32-2,atomic bromine,[Br],503.28,178.6188
10097-32-2,atomic bromine,[Br],523.49,168.633
10097-32-2,atomic bromine,[Br],543.71,156.8529
10097-32-2,atomic bromine,[Br],563.93,141.4117
101-81-5,diphenylmethane,C1=CC=C(C=C1)CC2=CC=CC=C2,200.0,179.994
101-81-5,diphenylmethane,C1=CC=C(C=C1)CC2=CC=CC=C2,229.47,176.6666
101-81-5,diphenylmethane,C1=CC=C(C=C1)CC2=CC=CC=C2,258.95,173.2562
101-81-5,diphenylmethane,C1=CC=C(C=C1)CC2=CC=CC=C2,288.42,169.7562
101-81-5,diphenylmethane,C1=CC=C(C=C1)CC2=CC=CC=C2,317.89,166.1584
101-81-5,diphenylmethane,C1=CC=C(C=C1)CC2=CC=CC=C2,347.37,162.4537
101-81-5,diphenylmethane,C1=CC=C(C=C1)CC2=CC=CC=C2,376.84,158.631
101-81-5,diphenylmethane,C1=CC=C(C=C1)CC2=CC=CC=C2,406.32,154.677
101-81-5,diphenylmethane,C1=CC=C(C=C1)CC2=CC=CC=C2,435.79,150.5754
101-81-5,diphenylmethane,C1=CC=C(C=C1)CC2=CC=CC=C2,465.26,146.306
101-81-5,diphenylmethane,C1=CC=C(C=C1)CC2=CC=CC=C2,494.74,141.8429
101-81-5,diphenylmethane,C1=CC=C(C=C1)CC2=CC=CC=C2,524.21,137.1528
101-81-5,diphenylmethane,C1=CC=C(C=C1)CC2=CC=CC=C2,553.68,132.1905
101-81-5,diphenylmethane,C1=CC=C(C=C1)CC2=CC=CC=C2,583.16,126.893
101-81-5,diphenylmethane,C1=CC=C(C=C1)CC2=CC=CC=C2,612.63,121.1676
101-81-5,diphenylmethane,C1=CC=C(C=C1)CC2=CC=CC=C2,642.11,114.8683
101-81-5,diphenylmethane,C1=CC=C(C=C1)CC2=CC=CC=C2,671.58,107.7408
101-81-5,diphenylmethane,C1=CC=C(C=C1)CC2=CC=CC=C2,701.05,99.2654
101-81-5,diphenylmethane,C1=CC=C(C=C1)CC2=CC=CC=C2,730.53,88.0018
101-84-8,diphenyl oxide,C1=CC=C(C=C1)OC2=CC=CC=C2,300.03,1066.3192
101-84-8,diphenyl oxide,C1=CC=C(C=C1)OC2=CC=CC=C2,324.6,1046.1515
101-84-8,diphenyl oxide,C1=CC=C(C=C1)OC2=CC=CC=C2,349.16,1025.5994
101-84-8,diphenyl oxide,C1=CC=C(C=C1)OC2=CC=CC=C2,373.73,1004.6249
101-84-8,diphenyl oxide,C1=CC=C(C=C1)OC2=CC=CC=C2,398.3,983.1833
101-84-8,diphenyl oxide,C1=CC=C(C=C1)OC2=CC=CC=C2,422.86,961.222
101-84-8,diphenyl oxide,C1=CC=C(C=C1)OC2=CC=CC=C2,447.43,938.6787
101-84-8,diphenyl oxide,C1=CC=C(C=C1)OC2=CC=CC=C2,472.0,915.478
101-84-8,diphenyl oxide,C1=CC=C(C=C1)OC2=CC=CC=C2,496.56,891.5277
101-84-8,diphenyl oxide,C1=CC=C(C=C1)OC2=CC=CC=C2,521.13,866.7132
101-84-8,diphenyl oxide,C1=CC=C(C=C1)OC2=CC=CC=C2,545.7,840.8889
101-84-8,diphenyl oxide,C1=CC=C(C=C1)OC2=CC=CC=C2,570.27,813.8653
101-84-8,diphenyl oxide,C1=CC=C(C=C1)OC2=CC=CC=C2,594.83,785.3884
101-84-8,diphenyl oxide,C1=CC=C(C=C1)OC2=CC=CC=C2,619.4,755.1046
101-84-8,diphenyl oxide,C1=CC=C(C=C1)OC2=CC=CC=C2,643.97,722.4962
101-84-8,diphenyl oxide,C1=CC=C(C=C1)OC2=CC=CC=C2,668.53,686.7534
