CAS,name,SMILES,T_K,density_kgm3
119-36-8,methyl salicylate,COC(=O)C1=CC=CC=C1O,441.11,157.657
119-36-8,methyl salicylate,COC(=O)C1=CC=CC=C1O,467.89,153.1394
119-36-8,methyl salicylate,COC(=O)C1=CC=CC=C1O,494.68,148.3875
119-36-8,methyl salicylate,COC(=O)C1=CC=CC=C1O,521.47,143.353
119-36-8,methyl salicylate,COC(=O)C1=CC=CC=C1O,548.26,137.9679
119-36-8,methyl salicylate,COC(=O)C1=CC=CC=C1O,575.05,132.1318
119-36-8,methyl salicylate,COC(=O)C1=CC=CC=C1O,601.84,125.6858
119-36-8,methyl salicylate,COC(=O)C1=CC=CC=C1O,628.63,118.3522
119-36-8,methyl salicylate,COC(=O)C1=CC=CC=C1O,655.42,109.5609
119-36-8,methyl salicylate,COC(=O)C1=CC=CC=C1O,682.21,97.7232
119-61-9,benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,321.35,1084.1302
119-61-9,benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,348.12,1064.7912
119-61-9,benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,374.89,1045.0239
119-61-9,benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,401.66,1024.7864
119-61-9,benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,428.43,1004.0302
119-61-9,benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,455.21,982.6979
119-61-9,benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,481.98,960.7212
119-61-9,benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,508.75,938.0176
119-61-9,benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,535.52,914.4863
119-61-9,benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,562.29,890.0016
119-61-9,benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,589.06,864.404
119-61-9,benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,615.83,837.4854
119-61-9,benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,642.6,808.9665
119-61-9,benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,669.37,778.4579
119-61-9,benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,696.14,745.3883
119-61-9,benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,722.92,708.8615
119-61-9,benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,749.69,667.3261
119-61-9,benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,776.46,617.641
119-61-9,benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,803.23,551.204
119-61-9,benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,830.0,320.9744
119-64-2,"1,2,3,4-tetrahydronaphthalene",C1CCC2=CC=CC=C2C1,237.38,1009.7565
119-64-2,"1,2,3,4-tetrahydronaphthalene",C1CCC2=CC=CC=C2C1,262.78,992.1106
119-64-2,"1,2,3,4-tetrahydronaphthalene",C1CCC2=CC=CC=C2C1,288.18,974.0793
119-64-2,"1,2,3,4-tetrahydronaphthalene",C1CCC2=CC=CC=C2C1,313.58,955.6249
119-64-2,"1,2,3,4-tetrahydronaphthalene",C1CCC2=CC=CC=C2C1,338.98,936.7034
119-64-2,"1,2,3,4-tetrahydronaphthalene",C1CCC2=CC=CC=C2C1,364.39,917.2633
119-64-2,"1,2,3,4-tetrahydronaphthalene",C1CCC2=CC=CC=C2C1,389.79,897.2429
119-64-2,"1,2,3,4-tetrahydronaphthalene",C1CCC2=CC=CC=C2C1,415.19,876.568
119-64-2,"1,2,3,4-tetrahydronaphthalene",C1CCC2=CC=CC=C2C1,440.59,855.1477
119-64-2,"1,2,3,4-tetrahydronaphthalene",C1CCC2=CC=CC=C2C1,465.99,832.8687
119-64-2,"1,2,3,4-tetrahydronaphthalene",C1CCC2=CC=CC=C2C1,491.39,809.5873
119-64-2,"1,2,3,4-tetrahydronaphthalene",C1CCC2=CC=CC=C2C1,516.79,785.1162
119-64-2,"1,2,3,4-tetrahydronaphthalene",C1CCC2=CC=CC=C2C1,542.19,759.204
119-64-2,"1,2,3,4-tetrahydronaphthalene",C1CCC2=CC=CC=C2C1,567.59,731.5
119-64-2,"1,2,3,4-tetrahydronaphthalene",C1CCC2=CC=CC=C2C1,592.99,701.4905
119-64-2,"1,2,3,4-tetrahydronaphthalene",C1CCC2=CC=CC=C2C1,618.4,668.3695
119-64-2,"1,2,3,4-tetrahydronaphthalene",C1CCC2=CC=CC=C2C1,643.8,630.7433
119-64-2,"1,2,3,4-tetrahydronaphthalene",C1CCC2=CC=CC=C2C1,669.2,585.7926
119-64-2,"1,2,3,4-tetrahydronaphthalene",C1CCC2=CC=CC=C2C1,694.6,525.81
119-64-2,"1,2,3,4-tetrahydronaphthalene",C1CCC2=CC=CC=C2C1,720.0,322.3514
120-61-6,dimethyl terephthalate,COC(=O)C1=CC=C(C=C1)C(=O)OC,413.8,1075.4298
120-61-6,dimethyl terephthalate,COC(=O)C1=CC=C(C=C1)C(=O)OC,432.65,1059.3414
120-61-6,dimethyl terephthalate,COC(=O)C1=CC=C(C=C1)C(=O)OC,451.51,1042.8344
120-61-6,dimethyl terephthalate,COC(=O)C1=CC=C(C=C1)C(=O)OC,470.36,1025.8681
120-61-6,dimethyl terephthalate,COC(=O)C1=CC=C(C=C1)C(=O)OC,489.21,1008.3953
120-61-6,dimethyl terephthalate,COC(=O)C1=CC=C(C=C1)C(=O)OC,508.06,990.3598
120-61-6,dimethyl terephthalate,COC(=O)C1=CC=C(C=C1)C(=O)OC,526.92,971.695
120-61-6,dimethyl terephthalate,COC(=O)C1=CC=C(C=C1)C(=O)OC,545.77,952.3203
120-61-6,dimethyl terephthalate,COC(=O)C1=CC=C(C=C1)C(=O)OC,564.62,932.1371
120-61-6,dimethyl terephthalate,COC(=O)C1=CC=C(C=C1)C(=O)OC,583.47,911.0222
120-61-6,dimethyl terephthalate,COC(=O)C1=CC=C(C=C1)C(=O)OC,602.33,888.819
120-61-6,dimethyl terephthalate,COC(=O)C1=CC=C(C=C1)C(=O)OC,621.18,865.3229
120-61-6,dimethyl terephthalate,COC(=O)C1=CC=C(C=C1)C(=O)OC,640.03,840.259
120-61-6,dimethyl terephthalate,COC(=O)C1=CC=C(C=C1)C(=O)OC,658.88,813.2428
120-61-6,dimethyl terephthalate,COC(=O)C1=CC=C(C=C1)C(=O)OC,677.74,783.7088
120-61-6,dimethyl terephthalate,COC(=O)C1=CC=C(C=C1)C(=O)OC,696.59,750.7674
120-61-6,dimethyl terephthalate,COC(=O)C1=CC=C(C=C1)C(=O)OC,715.44,712.8724
120-61-6,dimethyl terephthalate,COC(=O)C1=CC=C(C=C1)C(=O)OC,734.29,666.8774
120-61-6,dimethyl terephthalate,COC(=O)C1=CC=C(C=C1)C(=O)OC,753.15,604.0997
120-61-6,dimethyl terephthalate,COC(=O)C1=CC=C(C=C1)C(=O)OC,772.0,367.0897
121-44-8,triethylamine,CCN(CC)CC,158.45,838.2881
121-44-8,triethylamine,CCN(CC)CC,178.28,823.2997
121-44-8,triethylamine,CCN(CC)CC,198.1,807.9897
121-44-8,triethylamine,CCN(CC)CC,217.93,792.3269
121-44-8,triethylamine,CCN(CC)CC,237.76,776.2744
121-44-8,triethylamine,CCN(CC)CC,257.58,759.7892
121-44-8,triethylamine,CCN(CC)CC,277.41,742.8198
121-44-8,triethylamine,CCN(CC)CC,297.23,725.3041
121-44-8,triethylamine,CCN(CC)CC,317.06,707.1663
121-44-8,triethylamine,CCN(CC)CC,336.89,688.3119
121-44-8,triethylamine,CCN(CC)CC,356.71,668.6207
121-44-8,triethylamine,CCN(CC)CC,376.54,647.9364
121-44-8,triethylamine,CCN(CC)CC,396.37,626.0491
121-44-8,triethylamine,CCN(CC)CC,416.19,602.6662
121-44-8,triethylamine,CCN(CC)CC,436.02,577.3588
121-44-8,triethylamine,CCN(CC)CC,455.84,549.4546
121-44-8,triethylamine,CCN(CC)CC,475.67,517.7907
121-44-8,triethylamine,CCN(CC)CC,495.5,480.0161
121-44-8,triethylamine,CCN(CC)CC,515.32,429.7059
121-44-8,triethylamine,CCN(CC)CC,535.15,259.94
121-69-7,"n,n-dimethylaniline",CN(C)C1=CC=CC=C1,200.0,123.6296
121-69-7,"n,n-dimethylaniline",CN(C)C1=CC=CC=C1,225.64,121.5469
121-69-7,"n,n-dimethylaniline",CN(C)C1=CC=CC=C1,251.28,119.4038
121-69-7,"n,n-dimethylaniline",CN(C)C1=CC=CC=C1,276.93,117.1956
121-69-7,"n,n-dimethylaniline",CN(C)C1=CC=CC=C1,302.57,114.9165
121-69-7,"n,n-dimethylaniline",CN(C)C1=CC=CC=C1,328.21,112.5601
121-69-7,"n,n-dimethylaniline",CN(C)C1=CC=CC=C1,353.85,110.1184
121-69-7,"n,n-dimethylaniline",CN(C)C1=CC=CC=C1,379.49,107.5819
121-69-7,"n,n-dimethylaniline",CN(C)C1=CC=CC=C1,405.14,104.9389
121-69-7,"n,n-dimethylaniline",CN(C)C1=CC=CC=C1,430.78,102.1748
121-69-7,"n,n-dimethylaniline",CN(C)C1=CC=CC=C1,456.42,99.2709
121-69-7,"n,n-dimethylaniline",CN(C)C1=CC=CC=C1,482.06,96.2025
121-69-7,"n,n-dimethylaniline",CN(C)C1=CC=CC=C1,507.71,92.9366
121-69-7,"n,n-dimethylaniline",CN(C)C1=CC=CC=C1,533.35,89.4261
121-69-7,"n,n-dimethylaniline",CN(C)C1=CC=CC=C1,558.99,85.6016
121-69-7,"n,n-dimethylaniline",CN(C)C1=CC=CC=C1,584.63,81.352
121-69-7,"n,n-dimethylaniline",CN(C)C1=CC=CC=C1,610.27,76.4814
121-69-7,"n,n-dimethylaniline",CN(C)C1=CC=CC=C1,635.92,70.5825
121-69-7,"n,n-dimethylaniline",CN(C)C1=CC=CC=C1,661.56,62.5
122-39-4,diphenylamine,C1=CC=C(C=C1)NC2=CC=CC=C2,200.0,194.4029
122-39-4,diphenylamine,C1=CC=C(C=C1)NC2=CC=CC=C2,232.47,190.6355
122-39-4,diphenylamine,C1=CC=C(C=C1)NC2=CC=CC=C2,264.95,186.7868
122-39-4,diphenylamine,C1=CC=C(C=C1)NC2=CC=CC=C2,297.42,182.8496
122-39-4,diphenylamine,C1=CC=C(C=C1)NC2=CC=CC=C2,329.89,178.8156
122-39-4,diphenylamine,C1=CC=C(C=C1)NC2=CC=CC=C2,362.37,174.675
122-39-4,diphenylamine,C1=CC=C(C=C1)NC2=CC=CC=C2,394.84,170.4159
122-39-4,diphenylamine,C1=CC=C(C=C1)NC2=CC=CC=C2,427.32,166.0242
122-39-4,diphenylamine,C1=CC=C(C=C1)NC2=CC=CC=C2,459.79,161.4825
122-39-4,diphenylamine,C1=CC=C(C=C1)NC2=CC=CC=C2,492.26,156.7693
122-39-4,diphenylamine,C1=CC=C(C=C1)NC2=CC=CC=C2,524.74,151.8569
122-39-4,diphenylamine,C1=CC=C(C=C1)NC2=CC=CC=C2,557.21,146.7093
122-39-4,diphenylamine,C1=CC=C(C=C1)NC2=CC=CC=C2,589.68,141.2782
122-39-4,diphenylamine,C1=CC=C(C=C1)NC2=CC=CC=C2,622.16,135.4956
122-39-4,diphenylamine,C1=CC=C(C=C1)NC2=CC=CC=C2,654.63,129.2619
122-39-4,diphenylamine,C1=CC=C(C=C1)NC2=CC=CC=C2,687.11,122.4195
122-39-4,diphenylamine,C1=CC=C(C=C1)NC2=CC=CC=C2,719.58,114.6939
122-39-4,diphenylamine,C1=CC=C(C=C1)NC2=CC=CC=C2,752.05,105.5253
122-39-4,diphenylamine,C1=CC=C(C=C1)NC2=CC=CC=C2,784.53,93.363
123-19-3,4-heptanone,CCCC(=O)CCC,200.0,102.1476
123-19-3,4-heptanone,CCCC(=O)CCC,221.16,100.1912
123-19-3,4-heptanone,CCCC(=O)CCC,242.32,98.1953
123-19-3,4-heptanone,CCCC(=O)CCC,263.47,96.1561
123-19-3,4-heptanone,CCCC(=O)CCC,284.63,94.0693
123-19-3,4-heptanone,CCCC(=O)CCC,305.79,91.9298
123-19-3,4-heptanone,CCCC(=O)CCC,326.95,89.7316
123-19-3,4-heptanone,CCCC(=O)CCC,348.11,87.4673
123-19-3,4-heptanone,CCCC(=O)CCC,369.26,85.1281
123-19-3,4-heptanone,CCCC(=O)CCC,390.42,82.7026
123-19-3,4-heptanone,CCCC(=O)CCC,411.58,80.1766
123-19-3,4-heptanone,CCCC(=O)CCC,432.74,77.5317
123-19-3,4-heptanone,CCCC(=O)CCC,453.89,74.7427
123-19-3,4-heptanone,CCCC(=O)CCC,475.05,71.7746
123-19-3,4-heptanone,CCCC(=O)CCC,496.21,68.576
123-19-3,4-heptanone,CCCC(=O)CCC,517.37,65.0659
123-19-3,4-heptanone,CCCC(=O)CCC,538.53,61.1034
123-19-3,4-heptanone,CCCC(=O)CCC,559.68,56.402
123-19-3,4-heptanone,CCCC(=O)CCC,580.84,50.1737
123-38-6,propionaldehyde,CCC=O,170.0,925.1699
123-38-6,propionaldehyde,CCC=O,187.6,908.0931
123-38-6,propionaldehyde,CCC=O,205.2,890.6677
123-38-6,propionaldehyde,CCC=O,222.8,872.8594
123-38-6,propionaldehyde,CCC=O,240.4,854.6282
123-38-6,propionaldehyde,CCC=O,258.0,835.927
123-38-6,propionaldehyde,CCC=O,275.6,816.6998
123-38-6,propionaldehyde,CCC=O,293.2,796.879
123-38-6,propionaldehyde,CCC=O,310.8,776.3817
123-38-6,propionaldehyde,CCC=O,328.4,755.1051
123-38-6,propionaldehyde,CCC=O,346.0,732.9183
123-38-6,propionaldehyde,CCC=O,363.6,709.651
123-38-6,propionaldehyde,CCC=O,381.2,685.0749
123-38-6,propionaldehyde,CCC=O,398.8,658.8715
123-38-6,propionaldehyde,CCC=O,416.4,630.5745
123-38-6,propionaldehyde,CCC=O,434.0,599.4536
123-38-6,propionaldehyde,CCC=O,451.6,564.2466
123-38-6,propionaldehyde,CCC=O,469.2,522.4052
123-38-6,propionaldehyde,CCC=O,486.8,466.9804
123-38-6,propionaldehyde,CCC=O,504.4,284.6952
123-51-3,3-methyl-1-butanol,CC(C)CCO,155.95,903.839
123-51-3,3-methyl-1-butanol,CC(C)CCO,178.12,889.9381
123-51-3,3-methyl-1-butanol,CC(C)CCO,200.29,875.6619
123-51-3,3-methyl-1-butanol,CC(C)CCO,222.46,860.9738
123-51-3,3-methyl-1-butanol,CC(C)CCO,244.63,845.8312
123-51-3,3-methyl-1-butanol,CC(C)CCO,266.81,830.1839
123-51-3,3-methyl-1-butanol,CC(C)CCO,288.98,813.972
123-51-3,3-methyl-1-butanol,CC(C)CCO,311.15,797.123
123-51-3,3-methyl-1-butanol,CC(C)CCO,333.32,779.5483
123-51-3,3-methyl-1-butanol,CC(C)CCO,355.49,761.1369
123-51-3,3-methyl-1-butanol,CC(C)CCO,377.66,741.7479
123-51-3,3-methyl-1-butanol,CC(C)CCO,399.83,721.1969
123-51-3,3-methyl-1-butanol,CC(C)CCO,422.0,699.236
123-51-3,3-methyl-1-butanol,CC(C)CCO,444.17,675.5179
123-51-3,3-methyl-1-butanol,CC(C)CCO,466.34,649.5318
123-51-3,3-methyl-1-butanol,CC(C)CCO,488.52,620.4722
123-51-3,3-methyl-1-butanol,CC(C)CCO,510.69,586.9371
123-51-3,3-methyl-1-butanol,CC(C)CCO,532.86,546.0658
123-51-3,3-methyl-1-butanol,CC(C)CCO,555.03,489.9315
123-51-3,3-methyl-1-butanol,CC(C)CCO,577.2,266.021
123-62-6,propionic anhydride,CCC(=O)OC(=O)CC,200.0,143.984
123-62-6,propionic anhydride,CCC(=O)OC(=O)CC,222.26,141.135
123-62-6,propionic anhydride,CCC(=O)OC(=O)CC,244.53,138.2268
123-62-6,propionic anhydride,CCC(=O)OC(=O)CC,266.79,135.2543
123-62-6,propionic anhydride,CCC(=O)OC(=O)CC,289.05,132.2117
123-62-6,propionic anhydride,CCC(=O)OC(=O)CC,311.32,129.0922
123-62-6,propionic anhydride,CCC(=O)OC(=O)CC,333.58,125.8876
123-62-6,propionic anhydride,CCC(=O)OC(=O)CC,355.84,122.5882
123-62-6,propionic anhydride,CCC(=O)OC(=O)CC,378.11,119.1821
123-62-6,propionic anhydride,CCC(=O)OC(=O)CC,400.37,115.6545
123-62-6,propionic anhydride,CCC(=O)OC(=O)CC,422.63,111.9864
123-62-6,propionic anhydride,CCC(=O)OC(=O)CC,444.89,108.1536
123-62-6,propionic anhydride,CCC(=O)OC(=O)CC,467.16,104.123
123-62-6,propionic anhydride,CCC(=O)OC(=O)CC,489.42,99.8489
123-62-6,propionic anhydride,CCC(=O)OC(=O)CC,511.68,95.2641
123-62-6,propionic anhydride,CCC(=O)OC(=O)CC,533.95,90.2632
123-62-6,propionic anhydride,CCC(=O)OC(=O)CC,556.21,84.6634
123-62-6,propionic anhydride,CCC(=O)OC(=O)CC,578.47,78.0934
123-62-6,propionic anhydride,CCC(=O)OC(=O)CC,600.74,69.5327
123-63-7,paraldehyde,CC1OC(OC(O1)C)C,200.0,144.8623
123-63-7,paraldehyde,CC1OC(OC(O1)C)C,219.95,142.0403
123-63-7,paraldehyde,CC1OC(OC(O1)C)C,239.9,139.182
123-63-7,paraldehyde,CC1OC(OC(O1)C)C,259.85,136.2826
123-63-7,paraldehyde,CC1OC(OC(O1)C)C,279.8,133.3364
123-63-7,paraldehyde,CC1OC(OC(O1)C)C,299.75,130.3369
123-63-7,paraldehyde,CC1OC(OC(O1)C)C,319.7,127.2761
123-63-7,paraldehyde,CC1OC(OC(O1)C)C,339.65,124.1441
123-63-7,paraldehyde,CC1OC(OC(O1)C)C,359.6,120.929
123-63-7,paraldehyde,CC1OC(OC(O1)C)C,379.55,117.6157
123-63-7,paraldehyde,CC1OC(OC(O1)C)C,399.5,114.185
123-63-7,paraldehyde,CC1OC(OC(O1)C)C,419.45,110.6114
123-63-7,paraldehyde,CC1OC(OC(O1)C)C,439.4,106.8608
123-63-7,paraldehyde,CC1OC(OC(O1)C)C,459.35,102.8852
123-63-7,paraldehyde,CC1OC(OC(O1)C)C,479.3,98.6138
123-63-7,paraldehyde,CC1OC(OC(O1)C)C,499.25,93.9349
123-63-7,paraldehyde,CC1OC(OC(O1)C)C,519.2,88.6545
123-63-7,paraldehyde,CC1OC(OC(O1)C)C,539.15,82.3797
123-63-7,paraldehyde,CC1OC(OC(O1)C)C,559.1,74.0381
123-72-8,butyraldehyde,CCCC=O,176.75,907.7366
123-72-8,butyraldehyde,CCCC=O,195.72,891.5895
123-72-8,butyraldehyde,CCCC=O,214.69,875.0916
123-72-8,butyraldehyde,CCCC=O,233.66,858.2086
123-72-8,butyraldehyde,CCCC=O,252.63,840.9004
123-72-8,butyraldehyde,CCCC=O,271.61,823.1202
123-72-8,butyraldehyde,CCCC=O,290.58,804.8118
123-72-8,butyraldehyde,CCCC=O,309.55,785.9075
123-72-8,butyraldehyde,CCCC=O,328.52,766.3247
123-72-8,butyraldehyde,CCCC=O,347.49,745.9603
123-72-8,butyraldehyde,CCCC=O,366.46,724.6834
123-72-8,butyraldehyde,CCCC=O,385.43,702.3235
123-72-8,butyraldehyde,CCCC=O,404.4,678.6516
123-72-8,butyraldehyde,CCCC=O,423.37,653.3485
123-72-8,butyraldehyde,CCCC=O,442.34,625.9464
123-72-8,butyraldehyde,CCCC=O,461.32,595.7115
123-72-8,butyraldehyde,CCCC=O,480.29,561.3744
123-72-8,butyraldehyde,CCCC=O,499.26,520.3673
123-72-8,butyraldehyde,CCCC=O,518.23,465.6684
123-72-8,butyraldehyde,CCCC=O,537.2,279.4835
123-86-4,butyl acetate,CCCCOC(=O)C,199.65,968.3502
123-86-4,butyl acetate,CCCCOC(=O)C,219.43,950.5999
123-86-4,butyl acetate,CCCCOC(=O)C,239.2,932.4834
123-86-4,butyl acetate,CCCCOC(=O)C,258.98,913.9646
123-86-4,butyl acetate,CCCCOC(=O)C,278.76,895.0016
123-86-4,butyl acetate,CCCCOC(=O)C,298.53,875.545
123-86-4,butyl acetate,CCCCOC(=O)C,318.31,855.5359
123-86-4,butyl acetate,CCCCOC(=O)C,338.08,834.9034
123-86-4,butyl acetate,CCCCOC(=O)C,357.86,813.5607
123-86-4,butyl acetate,CCCCOC(=O)C,377.64,791.3996
123-86-4,butyl acetate,CCCCOC(=O)C,397.41,768.283
123-86-4,butyl acetate,CCCCOC(=O)C,417.19,744.0321
123-86-4,butyl acetate,CCCCOC(=O)C,436.97,718.4072
123-86-4,butyl acetate,CCCCOC(=O)C,456.74,691.0739
123-86-4,butyl acetate,CCCCOC(=O)C,476.52,661.5429
123-86-4,butyl acetate,CCCCOC(=O)C,496.29,629.047
123-86-4,butyl acetate,CCCCOC(=O)C,516.07,592.2609
123-86-4,butyl acetate,CCCCOC(=O)C,535.85,548.5072
123-86-4,butyl acetate,CCCCOC(=O)C,555.62,490.4827
123-86-4,butyl acetate,CCCCOC(=O)C,575.4,298.6285
123-91-1,"1,4-dioxane",C1COCCO1,284.95,1043.0116
123-91-1,"1,4-dioxane",C1COCCO1,300.85,1025.5066
123-91-1,"1,4-dioxane",C1COCCO1,316.74,1007.623
123-91-1,"1,4-dioxane",C1COCCO1,332.64,989.3238
123-91-1,"1,4-dioxane",C1COCCO1,348.54,970.5659
123-91-1,"1,4-dioxane",C1COCCO1,364.44,951.2983
123-91-1,"1,4-dioxane",C1COCCO1,380.33,931.4607
123-91-1,"1,4-dioxane",C1COCCO1,396.23,910.9799
123-91-1,"1,4-dioxane",C1COCCO1,412.13,889.7667
123-91-1,"1,4-dioxane",C1COCCO1,428.03,867.7099
123-91-1,"1,4-dioxane",C1COCCO1,443.92,844.6682
123-91-1,"1,4-dioxane",C1COCCO1,459.82,820.4577
123-91-1,"1,4-dioxane",C1COCCO1,475.72,794.8318
123-91-1,"1,4-dioxane",C1COCCO1,491.62,767.4465
123-91-1,"1,4-dioxane",C1COCCO1,507.51,737.7982
123-91-1,"1,4-dioxane",C1COCCO1,523.41,705.0976
123-91-1,"1,4-dioxane",C1COCCO1,539.31,667.9808
123-91-1,"1,4-dioxane",C1COCCO1,555.21,623.6935
123-91-1,"1,4-dioxane",C1COCCO1,571.1,564.7246
123-91-1,"1,4-dioxane",C1COCCO1,587.0,370.1793
123-96-6,2-octanol,CCCCCCC(C)O,241.55,854.6996
123-96-6,2-octanol,CCCCCCC(C)O,261.98,842.5378
123-96-6,2-octanol,CCCCCCC(C)O,282.42,830.0216
123-96-6,2-octanol,CCCCCCC(C)O,302.85,817.1165
123-96-6,2-octanol,CCCCCCC(C)O,323.29,803.782
123-96-6,2-octanol,CCCCCCC(C)O,343.72,789.9703
123-96-6,2-octanol,CCCCCCC(C)O,364.16,775.6243
123-96-6,2-octanol,CCCCCCC(C)O,384.59,760.6751
123-96-6,2-octanol,CCCCCCC(C)O,405.02,745.0379
123-96-6,2-octanol,CCCCCCC(C)O,425.46,728.607
123-96-6,2-octanol,CCCCCCC(C)O,445.89,711.2475
123-96-6,2-octanol,CCCCCCC(C)O,466.33,692.783
123-96-6,2-octanol,CCCCCCC(C)O,486.76,672.9755
123-96-6,2-octanol,CCCCCCC(C)O,507.19,651.4917
123-96-6,2-octanol,CCCCCCC(C)O,527.63,627.8396
123-96-6,2-octanol,CCCCCCC(C)O,548.06,601.2422
123-96-6,2-octanol,CCCCCCC(C)O,568.5,570.3425
123-96-6,2-octanol,CCCCCCC(C)O,588.93,532.3615
123-96-6,2-octanol,CCCCCCC(C)O,609.37,479.5541
123-96-6,2-octanol,CCCCCCC(C)O,629.8,254.3486
124-07-2,octanoic acid,CCCCCCCC(=O)O,289.65,910.0688
124-07-2,octanoic acid,CCCCCCCC(=O)O,310.95,894.5659
124-07-2,octanoic acid,CCCCCCCC(=O)O,332.24,878.7003
124-07-2,octanoic acid,CCCCCCCC(=O)O,353.54,862.4365
124-07-2,octanoic acid,CCCCCCCC(=O)O,374.83,845.7336
124-07-2,octanoic acid,CCCCCCCC(=O)O,396.13,828.543
124-07-2,octanoic acid,CCCCCCCC(=O)O,417.42,810.807
124-07-2,octanoic acid,CCCCCCCC(=O)O,438.72,792.4561
124-07-2,octanoic acid,CCCCCCCC(=O)O,460.01,773.4048
124-07-2,octanoic acid,CCCCCCCC(=O)O,481.31,753.5471
124-07-2,octanoic acid,CCCCCCCC(=O)O,502.6,732.7477
124-07-2,octanoic acid,CCCCCCCC(=O)O,523.9,710.8305
124-07-2,octanoic acid,CCCCCCCC(=O)O,545.19,687.5591
124-07-2,octanoic acid,CCCCCCCC(=O)O,566.49,662.6033
124-07-2,octanoic acid,CCCCCCCC(=O)O,587.78,635.4784
124-07-2,octanoic acid,CCCCCCCC(=O)O,609.08,605.4234
124-07-2,octanoic acid,CCCCCCCC(=O)O,630.37,571.1194
124-07-2,octanoic acid,CCCCCCCC(=O)O,651.67,529.8911
124-07-2,octanoic acid,CCCCCCCC(=O)O,672.96,474.394
124-07-2,octanoic acid,CCCCCCCC(=O)O,694.26,276.1687
124-11-8,1-nonene,CCCCCCCC=C,191.91,804.353
124-11-8,1-nonene,CCCCCCCC=C,213.03,789.519
124-11-8,1-nonene,CCCCCCCC=C,234.14,774.3745
124-11-8,1-nonene,CCCCCCCC=C,255.26,758.889
124-11-8,1-nonene,CCCCCCCC=C,276.37,743.027
124-11-8,1-nonene,CCCCCCCC=C,297.49,726.7466
124-11-8,1-nonene,CCCCCCCC=C,318.6,709.9982
124-11-8,1-nonene,CCCCCCCC=C,339.72,692.7216
124-11-8,1-nonene,CCCCCCCC=C,360.83,674.8434
124-11-8,1-nonene,CCCCCCCC=C,381.95,656.2721
124-11-8,1-nonene,CCCCCCCC=C,403.06,636.8915
124-11-8,1-nonene,CCCCCCCC=C,424.18,616.5503
124-11-8,1-nonene,CCCCCCCC=C,445.29,595.0453
124-11-8,1-nonene,CCCCCCCC=C,466.41,572.0936
124-11-8,1-nonene,CCCCCCCC=C,487.52,547.2803
124-11-8,1-nonene,CCCCCCCC=C,508.64,519.9553
124-11-8,1-nonene,CCCCCCCC=C,529.75,488.9944
124-11-8,1-nonene,CCCCCCCC=C,550.87,452.1255
124-11-8,1-nonene,CCCCCCCC=C,571.98,403.1426
124-11-8,1-nonene,CCCCCCCC=C,593.1,238.8199
124-13-0,octanal,CCCCCCCC=O,246.0,854.3814
124-13-0,octanal,CCCCCCCC=O,266.68,840.2486
124-13-0,octanal,CCCCCCCC=O,287.36,825.7736
124-13-0,octanal,CCCCCCCC=O,308.04,810.9234
124-13-0,octanal,CCCCCCCC=O,328.72,795.6591
124-13-0,octanal,CCCCCCCC=O,349.39,779.9351
124-13-0,octanal,CCCCCCCC=O,370.07,763.6971
124-13-0,octanal,CCCCCCCC=O,390.75,746.8792
124-13-0,octanal,CCCCCCCC=O,411.43,729.4012
124-13-0,octanal,CCCCCCCC=O,432.11,711.1628
124-13-0,octanal,CCCCCCCC=O,452.79,692.0366
124-13-0,octanal,CCCCCCCC=O,473.47,671.8563
124-13-0,octanal,CCCCCCCC=O,494.15,650.3987
124-13-0,octanal,CCCCCCCC=O,514.83,627.3517
124-13-0,octanal,CCCCCCCC=O,535.51,602.2573
124-13-0,octanal,CCCCCCCC=O,556.18,574.3958
124-13-0,octanal,CCCCCCCC=O,576.86,542.5184
124-13-0,octanal,CCCCCCCC=O,597.54,504.0897
124-13-0,octanal,CCCCCCCC=O,618.22,452.1365
124-13-0,octanal,CCCCCCCC=O,638.9,262.7333
124-18-5,decane,CCCCCCCCCC,243.51,767.2835
124-18-5,decane,CCCCCCCCCC,263.2,753.3531
