shift [ppm],Normalized I & background removal[au] 
188.86648,0
188.85919,0
188.85191,0
188.84462,0
188.83733,0
188.83004,0
188.82275,0
188.81546,0
188.80817,0
188.80088,0
188.7936,0
188.78631,0
188.77902,0
188.77173,0
188.76444,0
188.75715,0
188.74986,0
188.74257,0
188.73529,0
188.728,0
188.72071,0
188.71342,0
188.70613,0
188.69884,0
188.69155,0
188.68427,0
188.67698,0
188.66969,0
188.6624,0
188.65511,0
188.64782,0
188.64053,0
188.63324,0
188.62596,0
188.61867,0
188.61138,0
188.60409,0
188.5968,0
188.58951,0
188.58222,0
188.57493,0
188.56765,0
188.56036,0
188.55307,0
188.54578,0
188.53849,0
188.5312,0
188.52391,0
188.51662,0
188.50934,0
188.50205,0
188.49476,0
188.48747,0
188.48018,0
188.47289,0
188.4656,0
188.45831,0
188.45103,0
188.44374,0
188.43645,0
188.42916,0
188.42187,0
188.41458,0
188.40729,0
188.4,0
188.39272,0
188.38543,0
188.37814,0
188.37085,0
188.36356,0
188.35627,0
188.34898,0
188.34169,0
188.33441,0
188.32712,0
188.31983,0
188.31254,0
188.30525,0
188.29796,0
188.29067,0
188.28339,0
188.2761,0
188.26881,0
188.26152,0
188.25423,0
188.24694,0
188.23965,0
188.23236,0
188.22508,0
188.21779,0
188.2105,0
188.20321,0
188.19592,0
188.18863,0
188.18134,0
188.17405,0
188.16677,0
188.15948,0
188.15219,0
188.1449,0
188.13761,0
188.13032,0
188.12303,0
188.11574,0
188.10846,0
188.10117,0
188.09388,0
188.08659,0
188.0793,0
188.07201,0
188.06472,0
188.05743,0
188.05015,0
188.04286,0
188.03557,0
188.02828,0
188.02099,0
188.0137,0
188.00641,0
187.99912,0
187.99184,0
187.98455,0
187.97726,0
187.96997,0
187.96268,0
187.95539,0
187.9481,0
187.94082,0
187.93353,0
187.92624,0
187.91895,0
187.91166,0
187.90437,0
187.89708,0
187.88979,0
187.88251,0
187.87522,0
187.86793,0
187.86064,0
187.85335,0
187.84606,0
187.83877,0
187.83148,0
187.8242,0
187.81691,0
187.80962,0
187.80233,0
187.79504,0
187.78775,0
187.78046,0
187.77317,0
187.76589,0
187.7586,0
187.75131,0
187.74402,0
187.73673,0
187.72944,0
187.72215,0
187.71486,0
187.70758,0
187.70029,0
187.693,0
187.68571,0
187.67842,0
187.67113,0
187.66384,0
187.65655,0
187.64927,0
187.64198,0
187.63469,0
187.6274,0
187.62011,0
187.61282,0
187.60553,0
187.59824,0
187.59096,0
187.58367,0
187.57638,0
187.56909,0
187.5618,0
187.55451,0
187.54722,0
187.53994,0
187.53265,0
187.52536,0
187.51807,0
187.51078,0
187.50349,0
187.4962,0
187.48891,0
187.48163,0
187.47434,0
187.46705,0
187.45976,0
187.45247,0
187.44518,0
187.43789,0
187.4306,0
187.42332,0
187.41603,0
187.40874,0
187.40145,0
187.39416,0
187.38687,0
187.37958,0
187.37229,0
187.36501,0
187.35772,0
187.35043,0
187.34314,0
187.33585,0
187.32856,0
187.32127,0
187.31398,0
187.3067,0
187.29941,0
187.29212,0
187.28483,0
187.27754,0
187.27025,0
187.26296,0
187.25567,0
187.24839,0
187.2411,0
187.23381,0
187.22652,0
187.21923,0
187.21194,0
187.20465,0
187.19736,0
187.19008,0
187.18279,0
187.1755,0
187.16821,0
187.16092,0
187.15363,0
187.14634,0
187.13906,0
187.13177,0
187.12448,0
187.11719,0
187.1099,0
187.10261,0
187.09532,0
187.08803,0
187.08075,0
187.07346,0
187.06617,0
187.05888,0
187.05159,0
187.0443,0
187.03701,0
187.02972,0
187.02244,0
187.01515,0
187.00786,0
187.00057,0
186.99328,0
186.98599,0
186.9787,0
186.97141,0
186.96413,0
186.95684,0
186.94955,0
186.94226,0
186.93497,0
186.92768,0
186.92039,0
186.9131,0
186.90582,0
186.89853,0
186.89124,0
186.88395,0
186.87666,0
186.86937,0
186.86208,0
186.85479,0
186.84751,0
186.84022,0
186.83293,0
186.82564,0
186.81835,0
186.81106,0
186.80377,0
186.79648,0
186.7892,0
186.78191,0
186.77462,0
186.76733,0
186.76004,0
186.75275,0
186.74546,0
186.73818,0
186.73089,0
186.7236,0
186.71631,0
186.70902,0
186.70173,0
186.69444,0
186.68715,0
186.67987,0
186.67258,0
186.66529,0
186.658,0
186.65071,0
186.64342,0
186.63613,0
186.62884,0
186.62156,0
186.61427,0
186.60698,0
186.59969,0
186.5924,0
186.58511,0
186.57782,0
186.57053,0
186.56325,0
186.55596,0
186.54867,0
186.54138,0
186.53409,0
186.5268,0
186.51951,0
186.51222,0
186.50494,0
186.49765,0
186.49036,0
186.48307,0
186.47578,0
186.46849,0
186.4612,0
186.45391,0
186.44663,0
186.43934,0
186.43205,0
186.42476,0
186.41747,0
186.41018,0
186.40289,0
186.39561,0
186.38832,0
186.38103,0
186.37374,0
186.36645,0
186.35916,0
186.35187,0
186.34458,0
186.3373,0
186.33001,0
186.32272,0
186.31543,0
186.30814,0
186.30085,0
186.29356,0
186.28627,0
186.27899,0
186.2717,0
186.26441,0
186.25712,0
186.24983,0
186.24254,0
186.23525,0
186.22796,0
186.22068,0
186.21339,0
186.2061,0
186.19881,0
186.19152,0
186.18423,0
186.17694,0
186.16965,0
186.16237,0
186.15508,0
186.14779,0
186.1405,0
186.13321,0
186.12592,0
186.11863,0
186.11134,0
186.10406,0
186.09677,0
186.08948,0
186.08219,0
186.0749,0
186.06761,0
186.06032,0
186.05303,0
186.04575,0
186.03846,0
186.03117,0
186.02388,0
186.01659,0
186.0093,0
186.00201,0
185.99473,0
185.98744,0
185.98015,0
185.97286,0
185.96557,0
185.95828,0
185.95099,0
185.9437,0
185.93642,0
185.92913,0
185.92184,0
185.91455,0
185.90726,0
185.89997,0
185.89268,0
185.88539,0
185.87811,0
185.87082,0
185.86353,0
185.85624,0
185.84895,0
185.84166,0
185.83437,0
185.82708,0
185.8198,0
185.81251,0
185.80522,0
185.79793,0
185.79064,0
185.78335,0
185.77606,0
185.76877,0
185.76149,0
185.7542,0
185.74691,0
185.73962,0
185.73233,0
185.72504,0
185.71775,0
185.71046,0
185.70318,0
185.69589,0
185.6886,0
185.68131,0
185.67402,0
185.66673,0
185.65944,0
185.65215,0
185.64487,0
185.63758,0
185.63029,0
185.623,0
185.61571,0
185.60842,0
185.60113,0
185.59385,0
185.58656,0
185.57927,0
185.57198,0
185.56469,0
185.5574,0
185.55011,0
185.54282,0
185.53554,0
185.52825,0
185.52096,0
185.51367,0
185.50638,0
185.49909,0
185.4918,0
185.48451,0
185.47723,0
185.46994,0
185.46265,0
185.45536,0
185.44807,0
185.44078,0
185.43349,0
185.4262,0
185.41892,0
185.41163,0
185.40434,0
185.39705,0
185.38976,0
185.38247,0
185.37518,0
185.36789,0
185.36061,0
185.35332,0
185.34603,0
185.33874,0
185.33145,0
185.32416,0
185.31687,0
185.30958,0
185.3023,0
185.29501,0
185.28772,0
185.28043,0
185.27314,0
185.26585,0
185.25856,0
185.25127,0
185.24399,0
185.2367,0
185.22941,0
185.22212,0
185.21483,0
185.20754,0
185.20025,0
185.19297,0
185.18568,0
185.17839,0
185.1711,0
185.16381,0
185.15652,0
185.14923,0
185.14194,0
185.13466,0
185.12737,0
185.12008,0
185.11279,0
185.1055,0
185.09821,0
185.09092,0
185.08363,0
185.07635,0
185.06906,0
185.06177,0
185.05448,0
185.04719,0
185.0399,0
185.03261,0
185.02532,0
185.01804,0
185.01075,0
185.00346,0
184.99617,0
184.98888,0
184.98159,0
184.9743,0
184.96701,0
184.95973,0
184.95244,0
184.94515,0
184.93786,0
184.93057,0
184.92328,0
184.91599,0
184.9087,0
184.90142,0
184.89413,0
184.88684,0
184.87955,0
184.87226,0
184.86497,0
184.85768,0
184.8504,0
184.84311,0
184.83582,0
184.82853,0
184.82124,0
184.81395,0
184.80666,0
184.79937,0
184.79209,0
184.7848,0
184.77751,0
184.77022,0
184.76293,0
184.75564,0
184.74835,0
184.74106,0
184.73378,0
184.72649,0
184.7192,0
184.71191,0
184.70462,0
184.69733,0
184.69004,0
184.68275,0
184.67547,0
184.66818,0
184.66089,0
184.6536,0
184.64631,0
184.63902,0
184.63173,0
184.62444,0
184.61716,0
184.60987,0
184.60258,0
184.59529,0
184.588,0
184.58071,0
184.57342,0
184.56613,0
184.55885,0
184.55156,0
184.54427,0
184.53698,0
184.52969,0
184.5224,0
184.51511,0
184.50782,0
184.50054,0
184.49325,0
184.48596,0
184.47867,0
184.47138,0
184.46409,0
184.4568,0
184.44952,0
184.44223,0
184.43494,0
184.42765,0
184.42036,0
184.41307,0
184.40578,0
184.39849,0
184.39121,0
184.38392,0
184.37663,0
184.36934,0
184.36205,0
184.35476,0
184.34747,0
184.34018,0
184.3329,0
184.32561,0
184.31832,0
184.31103,0
184.30374,0
184.29645,0
184.28916,0
184.28187,0
184.27459,0
184.2673,0
184.26001,0
184.25272,0
184.24543,0
184.23814,0
184.23085,0
184.22356,0
184.21628,0
184.20899,0
184.2017,0
184.19441,0
184.18712,0
184.17983,0
184.17254,0
184.16525,0
184.15797,0
184.15068,0
184.14339,0
184.1361,0
184.12881,0
184.12152,0
184.11423,0
184.10694,0
184.09966,0
184.09237,0
184.08508,0
184.07779,0
184.0705,0
184.06321,0
184.05592,0
184.04864,0
184.04135,0
184.03406,0
184.02677,0
184.01948,0
184.01219,0
184.0049,0
183.99761,0
183.99033,0
183.98304,0
183.97575,0
183.96846,0
183.96117,0
183.95388,0
183.94659,0
183.9393,0
183.93202,0
183.92473,0
183.91744,0
183.91015,0
183.90286,0
183.89557,0
183.88828,0
183.88099,0
183.87371,0
183.86642,0
183.85913,0
183.85184,0
183.84455,0
183.83726,0
183.82997,0
183.82268,0
183.8154,0
183.80811,0
183.80082,0
183.79353,0
183.78624,0
183.77895,0
183.77166,0
183.76437,0
183.75709,0
183.7498,0
183.74251,0
183.73522,0
183.72793,0
183.72064,0
183.71335,0
183.70606,0
183.69878,0
183.69149,0
183.6842,0
183.67691,0
183.66962,0
183.66233,0
183.65504,0
183.64776,0
183.64047,0
183.63318,0
183.62589,0
183.6186,0
183.61131,0
183.60402,0
183.59673,0
183.58945,0
183.58216,0
183.57487,0
183.56758,0
183.56029,0
183.553,0
183.54571,0
183.53842,0
183.53114,0
183.52385,0
183.51656,0
183.50927,0
183.50198,0
183.49469,0
183.4874,0
183.48011,0
183.47283,0
183.46554,0
183.45825,0
183.45096,0
183.44367,0
183.43638,0
183.42909,0
183.4218,0
183.41452,0
183.40723,0
183.39994,0
183.39265,0
183.38536,0
183.37807,0
183.37078,0
183.36349,0
183.35621,0
183.34892,0
183.34163,0
183.33434,0
183.32705,0
183.31976,0
183.31247,0
183.30519,0
183.2979,0
183.29061,0
183.28332,0
183.27603,0
183.26874,0
183.26145,0
183.25416,0
183.24688,0
183.23959,0
183.2323,0
183.22501,0
183.21772,0
183.21043,0
183.20314,0
183.19585,0
183.18857,0
183.18128,0
183.17399,0
183.1667,0
183.15941,0
183.15212,0
183.14483,0
183.13754,0
183.13026,0
183.12297,0
183.11568,0
183.10839,0
183.1011,0
183.09381,0
183.08652,0
183.07923,0
183.07195,0
183.06466,0
183.05737,0
183.05008,0
183.04279,0
183.0355,0
183.02821,0
183.02092,0
183.01364,0
183.00635,0
182.99906,0
182.99177,0
182.98448,0
182.97719,0
182.9699,0
182.96261,0
182.95533,0
182.94804,0
182.94075,0
182.93346,0
182.92617,0
182.91888,0
182.91159,0
182.90431,0
182.89702,0
182.88973,0
182.88244,0
182.87515,0
182.86786,0
182.86057,0
182.85328,0
182.846,0
182.83871,0
182.83142,0
182.82413,0
182.81684,0
182.80955,0
182.80226,0
182.79497,0
182.78769,0
182.7804,0
182.77311,0
182.76582,0
182.75853,0
182.75124,0
182.74395,0
182.73666,0
182.72938,0
182.72209,0
182.7148,0
182.70751,0
182.70022,0
182.69293,0
182.68564,0
182.67835,0
182.67107,0
182.66378,0
182.65649,0
182.6492,0
182.64191,0
182.63462,0
182.62733,0
182.62004,0
182.61276,0
182.60547,0
182.59818,0
182.59089,0
182.5836,0
182.57631,0
182.56902,0
182.56173,0
182.55445,0
182.54716,0
182.53987,0
182.53258,0
182.52529,0
182.518,0
182.51071,0
182.50343,0
182.49614,0
182.48885,0
182.48156,0
182.47427,0
182.46698,0
182.45969,0
182.4524,0
182.44512,0
182.43783,0
182.43054,0
182.42325,0
182.41596,0
182.40867,0
182.40138,0
182.39409,0
182.38681,0
182.37952,0
182.37223,0
182.36494,0
182.35765,0
182.35036,0
182.34307,0
182.33578,0
182.3285,0
182.32121,0
182.31392,0
182.30663,0
182.29934,0
182.29205,0
182.28476,0
182.27747,0
182.27019,0
182.2629,0
182.25561,0
182.24832,0
182.24103,0
182.23374,0
182.22645,0
182.21916,0
182.21188,0
182.20459,0
182.1973,0
182.19001,0
182.18272,0
182.17543,0
182.16814,0
182.16086,0
182.15357,0
182.14628,0
182.13899,0
182.1317,0
182.12441,0
182.11712,0
182.10983,0
182.10255,0
182.09526,0
182.08797,0
182.08068,0
182.07339,0
182.0661,0
182.05881,0
182.05152,0
182.04424,0
182.03695,0
182.02966,0
182.02237,0
182.01508,0
182.00779,0
182.0005,0
181.99321,0
181.98593,0
181.97864,0
181.97135,0
181.96406,0
181.95677,0
181.94948,0
181.94219,0
181.9349,0
181.92762,0
181.92033,0
181.91304,0
181.90575,0
181.89846,0
181.89117,0
181.88388,0
181.87659,0
181.86931,0
181.86202,0
181.85473,0
181.84744,0
181.84015,0
181.83286,0
181.82557,0
181.81828,0
181.811,0
181.80371,0
181.79642,0
181.78913,0
181.78184,0
181.77455,0
181.76726,0
181.75998,0
181.75269,0
181.7454,0
181.73811,0
181.73082,0
181.72353,0.007623658
181.71624,0
181.70895,0
181.70167,0
181.69438,0
181.68709,0
181.6798,0
181.67251,0
181.66522,0
181.65793,0
181.65064,0
181.64336,0
181.63607,0
181.62878,0
181.62149,0
181.6142,0
181.60691,0
181.59962,0
181.59233,0
181.58505,0
181.57776,0
181.57047,0
181.56318,0
181.55589,0
181.5486,0
181.54131,0
181.53402,0
181.52674,0
181.51945,0
181.51216,0
181.50487,0
181.49758,0
181.49029,0
181.483,0
181.47571,0
181.46843,0
181.46114,0
181.45385,0
181.44656,0
181.43927,0
181.43198,0
181.42469,0
181.4174,0
181.41012,0
181.40283,0
181.39554,0
181.38825,0
181.38096,0
181.37367,0
181.36638,0
181.3591,0
181.35181,0
181.34452,0
181.33723,0
181.32994,0
181.32265,0
181.31536,0
181.30807,0
181.30079,0
181.2935,0
181.28621,0
181.27892,0
181.27163,0
181.26434,0
181.25705,0
181.24976,0
181.24248,0
181.23519,0
181.2279,0
181.22061,0
181.21332,0
181.20603,0
181.19874,0
181.19145,0
181.18417,0
181.17688,0
181.16959,0
181.1623,0
181.15501,0
181.14772,0
181.14043,0
181.13314,0
181.12586,0
181.11857,0
181.11128,0
181.10399,0
181.0967,0
181.08941,0
181.08212,0
181.07483,0
181.06755,0
181.06026,0
181.05297,0
181.04568,0
181.03839,0
181.0311,0
181.02381,0
181.01652,0
181.00924,0
181.00195,0
180.99466,0
180.98737,0
180.98008,0
180.97279,0
180.9655,0
180.95822,0
180.95093,0
180.94364,0
180.93635,0
180.92906,0
180.92177,0
180.91448,0
180.90719,0
180.89991,0
180.89262,0
180.88533,0
180.87804,0
180.87075,0
180.86346,0
180.85617,0
180.84888,0
180.8416,0
180.83431,0
180.82702,0
180.81973,0
180.81244,0
180.80515,0
180.79786,0
180.79057,0
180.78329,0
180.776,0
180.76871,0
180.76142,0
180.75413,0
180.74684,0
180.73955,0
180.73226,0
180.72498,0
180.71769,0
180.7104,0
180.70311,0
180.69582,0
180.68853,0
180.68124,0
180.67395,0
180.66667,0
180.65938,0
180.65209,0
180.6448,0
180.63751,0
180.63022,0
180.62293,0
180.61565,0
180.60836,0
180.60107,0
180.59378,0
180.58649,0
180.5792,0
180.57191,0
180.56462,0
180.55734,0
180.55005,0
180.54276,0
180.53547,0
180.52818,0
180.52089,0
180.5136,0
180.50631,0
180.49903,0
180.49174,0
180.48445,0
180.47716,0
180.46987,0
180.46258,0
180.45529,0
180.448,0
180.44072,0
180.43343,0
180.42614,0
180.41885,0
180.41156,0
180.40427,0
180.39698,0
180.38969,0
180.38241,0
180.37512,0
180.36783,0
180.36054,0
180.35325,0
180.34596,0
180.33867,0
180.33138,0
180.3241,0
180.31681,0
180.30952,0
180.30223,0
180.29494,0
180.28765,0
180.28036,0
180.27307,0
180.26579,0
180.2585,0
180.25121,0
180.24392,0
180.23663,0
180.22934,0
180.22205,0
180.21477,0
180.20748,0
180.20019,0
180.1929,0
180.18561,0
180.17832,0
180.17103,0
180.16374,0
180.15646,0
180.14917,0
180.14188,0
180.13459,0
180.1273,0
180.12001,0
180.11272,0
180.10543,0
180.09815,0
180.09086,0
180.08357,0
180.07628,0
180.06899,0
180.0617,0
180.05441,0
180.04712,0
180.03984,0
180.03255,0
180.02526,0
180.01797,0
180.01068,0
180.00339,0
179.9961,0
179.98881,0
179.98153,0
179.97424,0
179.96695,0
179.95966,0
179.95237,0
179.94508,0
179.93779,0
179.9305,0
179.92322,0
179.91593,0
179.90864,0
179.90135,0
179.89406,0
179.88677,0
179.87948,0
179.87219,0
179.86491,0
179.85762,0
179.85033,0
179.84304,0
179.83575,0
179.82846,0
179.82117,0
179.81389,0
179.8066,0
179.79931,0
179.79202,0
179.78473,0
179.77744,0
179.77015,0
179.76286,0
179.75558,0
179.74829,0
179.741,0
179.73371,0
179.72642,0
179.71913,0
179.71184,0
179.70455,0
179.69727,0
179.68998,0
179.68269,0
179.6754,0
179.66811,0
179.66082,0
179.65353,0
179.64624,0
179.63896,0
179.63167,0
179.62438,0
179.61709,0
179.6098,0
179.60251,0
179.59522,0
179.58793,0
179.58065,0
179.57336,0
179.56607,0
179.55878,0
179.55149,0
179.5442,0
179.53691,0
179.52962,0
179.52234,0
179.51505,0
179.50776,0
179.50047,0
179.49318,0
179.48589,0
179.4786,0
179.47131,0
179.46403,0
179.45674,0
179.44945,0
179.44216,0
179.43487,0
179.42758,0
179.42029,0
179.41301,0
179.40572,0
179.39843,0
179.39114,0
179.38385,0
179.37656,0
179.36927,0
179.36198,0
179.3547,0
179.34741,0
179.34012,0
179.33283,0
179.32554,0
179.31825,0
179.31096,0
179.30367,0
179.29639,0
179.2891,0
179.28181,0
179.27452,0
179.26723,0
179.25994,0
179.25265,0
179.24536,0
179.23808,0
179.23079,0
179.2235,0
179.21621,0
179.20892,0
179.20163,0
179.19434,0
179.18705,0
179.17977,0
179.17248,0
179.16519,0
179.1579,0
179.15061,0
179.14332,0
179.13603,0
179.12874,0
179.12146,0
179.11417,0
179.10688,0
179.09959,0
179.0923,0
179.08501,0
179.07772,0
179.07044,0
179.06315,0
179.05586,0
179.04857,0
179.04128,0
179.03399,0
179.0267,0
179.01941,0
179.01213,0
179.00484,0
178.99755,0
178.99026,0
178.98297,0
178.97568,0
178.96839,0
178.9611,0
178.95382,0
178.94653,0
178.93924,0
178.93195,0
178.92466,0
178.91737,0
178.91008,0
178.90279,0
178.89551,0
178.88822,0
178.88093,0
178.87364,0
178.86635,0
178.85906,0
178.85177,0
178.84448,0
178.8372,0
178.82991,0
178.82262,0
178.81533,0
178.80804,0
178.80075,0
178.79346,0
178.78617,0
178.77889,0
178.7716,0
178.76431,0
178.75702,0.007621248
178.74973,0
178.74244,0
178.73515,0
178.72786,0
178.72058,0
178.71329,0
178.706,0
178.69871,0
178.69142,0
178.68413,0
178.67684,0
178.66956,0
178.66227,0
178.65498,0
178.64769,0
178.6404,0
178.63311,0
178.62582,0
178.61853,0
178.61125,0
178.60396,0
178.59667,0
178.58938,0
178.58209,0
178.5748,0
178.56751,0
178.56022,0
178.55294,0
178.54565,0
178.53836,0
178.53107,0
178.52378,0
178.51649,0
178.5092,0
178.50191,0
178.49463,0
178.48734,0
178.48005,0
178.47276,0
178.46547,0
178.45818,0
178.45089,0
178.4436,0
178.43632,0
178.42903,0
178.42174,0
178.41445,0
178.40716,0
178.39987,0
178.39258,0
178.38529,0
178.37801,0
178.37072,0
178.36343,0
178.35614,0
178.34885,0
178.34156,0
178.33427,0
178.32698,0
178.3197,0
178.31241,0
178.30512,0
178.29783,0
178.29054,0
178.28325,0
178.27596,0
178.26868,0
178.26139,0
178.2541,0
178.24681,0
178.23952,0
178.23223,0
178.22494,0
178.21765,0
178.21037,0
178.20308,0
178.19579,0
178.1885,0
178.18121,0
178.17392,0
178.16663,0
178.15934,0
178.15206,0
178.14477,0
178.13748,0
178.13019,0
178.1229,0
178.11561,0
178.10832,0
178.10103,0
178.09375,0
178.08646,0
178.07917,0
178.07188,0
178.06459,0
178.0573,0
178.05001,0
178.04272,0
178.03544,0
178.02815,0
178.02086,0
178.01357,0
178.00628,0
177.99899,0
177.9917,0
177.98441,0
177.97713,0
177.96984,0
177.96255,0
177.95526,0
177.94797,0
177.94068,0
177.93339,0
177.9261,0
177.91882,0
177.91153,0
177.90424,0
177.89695,0
177.88966,0
177.88237,0
177.87508,0
177.8678,0
177.86051,0
177.85322,0
177.84593,0
177.83864,0
177.83135,0
177.82406,0
177.81677,0
177.80949,0
177.8022,0
177.79491,0
177.78762,0
177.78033,0
177.77304,0
177.76575,0
177.75846,0
177.75118,0
177.74389,0
177.7366,0
177.72931,0
177.72202,0
177.71473,0
177.70744,0
177.70015,0
177.69287,0
177.68558,0
177.67829,0
177.671,0
177.66371,0
177.65642,0
177.64913,0
177.64184,0
177.63456,0
177.62727,0
177.61998,0
177.61269,0
177.6054,0
177.59811,0
177.59082,0
177.58353,0
177.57625,0
177.56896,0
177.56167,0
177.55438,0
177.54709,0
177.5398,0
177.53251,0
177.52523,0
177.51794,0
177.51065,0
177.50336,0
177.49607,0
177.48878,0
177.48149,0
177.4742,0
177.46692,0
177.45963,0
177.45234,0
177.44505,0
177.43776,0
177.43047,0
177.42318,0
177.41589,0
177.40861,0
177.40132,0
177.39403,0
177.38674,0
177.37945,0
177.37216,0
177.36487,0
177.35758,0
177.3503,0
177.34301,0
177.33572,0
177.32843,0
177.32114,0
177.31385,0
177.30656,0
177.29927,0
177.29199,0
177.2847,0
177.27741,0
177.27012,0
177.26283,0
177.25554,0
177.24825,0
177.24096,0
177.23368,0
177.22639,0
177.2191,0
177.21181,0
177.20452,0
177.19723,0
177.18994,0
177.18265,0
177.17537,0
177.16808,0
177.16079,0
177.1535,0
177.14621,0
177.13892,0
177.13163,0
177.12435,0
177.11706,0
177.10977,0
177.10248,0
177.09519,0
177.0879,0
177.08061,0
177.07332,0
177.06604,0
177.05875,0
177.05146,0
177.04417,0
177.03688,0
177.02959,0
177.0223,0
177.01501,0
177.00773,0
177.00044,0
176.99315,0
176.98586,0
176.97857,0
176.97128,0
176.96399,0
176.9567,0
176.94942,0
176.94213,0
176.93484,0
176.92755,0
176.92026,0
176.91297,0
176.90568,0
176.89839,0
176.89111,0
176.88382,0
176.87653,0
176.86924,0
176.86195,0
176.85466,0
176.84737,0
176.84008,0
176.8328,0
176.82551,0
176.81822,0
176.81093,0
176.80364,0
176.79635,0
176.78906,0
176.78177,0
176.77449,0
176.7672,0
176.75991,0
176.75262,0
176.74533,0
176.73804,0
176.73075,0
176.72347,0
176.71618,0
176.70889,0
176.7016,0
176.69431,0
176.68702,0
176.67973,0
176.67244,0
176.66516,0
176.65787,0
176.65058,0
176.64329,0
176.636,0
176.62871,0
176.62142,0
176.61413,0
176.60685,0
176.59956,0
176.59227,0
176.58498,0
176.57769,0
176.5704,0
176.56311,0
176.55582,0
176.54854,0
176.54125,0
176.53396,0
176.52667,0
176.51938,0
176.51209,0
176.5048,0
176.49751,0
176.49023,0
176.48294,0
176.47565,0
176.46836,0
176.46107,0
176.45378,0
176.44649,0
176.4392,0
176.43192,0
176.42463,0
176.41734,0
176.41005,0
176.40276,0
176.39547,0
176.38818,0
176.38089,0
176.37361,0
176.36632,0
176.35903,0
176.35174,0
176.34445,0
176.33716,0
176.32987,0
176.32259,0
176.3153,0
176.30801,0
176.30072,0
176.29343,0
176.28614,0
176.27885,0
176.27156,0
176.26428,0
176.25699,0
176.2497,0
176.24241,0
176.23512,0
176.22783,0
176.22054,0
176.21325,0
176.20597,0
176.19868,0
176.19139,0
176.1841,0
176.17681,0
176.16952,0
176.16223,0
176.15494,0
176.14766,0
176.14037,0
176.13308,0
176.12579,0
176.1185,0
176.11121,0
176.10392,0
176.09663,0
176.08935,0
176.08206,0
176.07477,0
176.06748,0
176.06019,0
176.0529,0
176.04561,0
176.03832,0
176.03104,0
176.02375,0
176.01646,0
176.00917,0
176.00188,0
175.99459,0
175.9873,0
175.98002,0
175.97273,0
175.96544,0
175.95815,0
175.95086,0
175.94357,0
175.93628,0
175.92899,0
175.92171,0
175.91442,0
175.90713,0
175.89984,0
175.89255,0
175.88526,0
175.87797,0
175.87068,0
175.8634,0
175.85611,0
175.84882,0
175.84153,0
175.83424,0
175.82695,0
175.81966,0
175.81237,0
175.80509,0
175.7978,0
175.79051,0
175.78322,0
175.77593,0
175.76864,0
175.76135,0
175.75406,0
175.74678,0
175.73949,0
175.7322,0
175.72491,0
175.71762,0
175.71033,0
175.70304,0
175.69575,0
175.68847,0
175.68118,0
175.67389,0
175.6666,0
175.65931,0
175.65202,0
175.64473,0
175.63744,0
175.63016,0
175.62287,0
175.61558,0
175.60829,0
175.601,0
175.59371,0
175.58642,0
175.57914,0
175.57185,0
175.56456,0
175.55727,0
175.54998,0
175.54269,0
175.5354,0
175.52811,0
175.52083,0
175.51354,0
175.50625,0
175.49896,0
175.49167,0
175.48438,0
175.47709,0
175.4698,0
175.46252,0
175.45523,0
175.44794,0
175.44065,0
175.43336,0
175.42607,0
175.41878,0
175.41149,0
175.40421,0
175.39692,0
175.38963,0
175.38234,0
175.37505,0
175.36776,0
175.36047,0
175.35318,0
175.3459,0
175.33861,0
175.33132,0
175.32403,0
175.31674,0
175.30945,0
175.30216,0
175.29487,0
175.28759,0
175.2803,0
175.27301,0
175.26572,0
175.25843,0
175.25114,0
175.24385,0
175.23656,0
175.22928,0
175.22199,0
175.2147,0
175.20741,0
175.20012,0
175.19283,0
175.18554,0
175.17826,0
175.17097,0
175.16368,0
175.15639,0
175.1491,0
175.14181,0
175.13452,0
175.12723,0
175.11995,0
175.11266,0
175.10537,0
175.09808,0
175.09079,0
175.0835,0
175.07621,0
175.06892,0
175.06164,0
175.05435,0
175.04706,0
175.03977,0
175.03248,0
175.02519,0
175.0179,0
175.01061,0
175.00333,0
174.99604,0
174.98875,0
174.98146,0
174.97417,0
174.96688,0
174.95959,0
174.9523,0
174.94502,0
174.93773,0
174.93044,0
174.92315,0
174.91586,0
174.90857,0
174.90128,0
174.89399,0
174.88671,0
174.87942,0
174.87213,0
174.86484,0
174.85755,0
174.85026,0
174.84297,0
174.83568,0
174.8284,0
174.82111,0
174.81382,0
174.80653,0
174.79924,0
174.79195,0
174.78466,0
174.77738,0
174.77009,0
174.7628,0
174.75551,0
174.74822,0
174.74093,0
174.73364,0
174.72635,0
174.71907,0
174.71178,0
174.70449,0
174.6972,0
174.68991,0
174.68262,0
174.67533,0
174.66804,0
174.66076,0
174.65347,0
174.64618,0
174.63889,0
174.6316,0
174.62431,0
174.61702,0
174.60973,0
174.60245,0
174.59516,0
174.58787,0
174.58058,0
174.57329,0
174.566,0
174.55871,0
174.55142,0
174.54414,0
174.53685,0
174.52956,0
174.52227,0
174.51498,0
174.50769,0
174.5004,0
174.49311,0
174.48583,0
174.47854,0
174.47125,0
174.46396,0.006098989
174.45667,0.007301703
174.44938,0
174.44209,0
174.43481,0
174.42752,0
174.42023,0
174.41294,0
174.40565,0
174.39836,0
174.39107,0
174.38378,0
174.3765,0
174.36921,0
174.36192,0
174.35463,0
174.34734,0
174.34005,0
174.33276,0
174.32547,0
174.31819,0
