Shifts,Peaks
188.42864,0
188.42135,0
188.41406,0
188.40678,0
188.39949,0
188.3922,0
188.38491,0
188.37762,0
188.37033,0
188.36304,0
188.35575,0
188.34847,0
188.34118,0
188.33389,0
188.3266,0
188.31931,0
188.31202,0
188.30473,0
188.29744,0
188.29016,0
188.28287,0
188.27558,0
188.26829,0
188.261,0
188.25371,0
188.24642,0
188.23914,0
188.23185,0
188.22456,0
188.21727,0
188.20998,0
188.20269,0
188.1954,0
188.18811,0
188.18083,0
188.17354,0
188.16625,0
188.15896,0
188.15167,0
188.14438,0
188.13709,0
188.1298,0
188.12252,0
188.11523,0
188.10794,0
188.10065,0
188.09336,0
188.08607,0
188.07878,0
188.07149,0
188.06421,0
188.05692,0
188.04963,0
188.04234,0
188.03505,0
188.02776,0
188.02047,0
188.01318,0
188.0059,0
187.99861,0
187.99132,0
187.98403,0
187.97674,0
187.96945,0
187.96216,0
187.95487,0
187.94759,0
187.9403,0
187.93301,0
187.92572,0
187.91843,0
187.91114,0
187.90385,0
187.89657,0
187.88928,0
187.88199,0
187.8747,0
187.86741,0
187.86012,0
187.85283,0
187.84554,0
187.83826,0
187.83097,0
187.82368,0
187.81639,0
187.8091,0
187.80181,0
187.79452,0
187.78723,0
187.77995,0
187.77266,0
187.76537,0
187.75808,0
187.75079,0
187.7435,0
187.73621,0
187.72892,0
187.72164,0
187.71435,0
187.70706,0
187.69977,0
187.69248,0
187.68519,0
187.6779,0
187.67061,0
187.66333,0
187.65604,0
187.64875,0
187.64146,0
187.63417,0
187.62688,0
187.61959,0
187.6123,0
187.60502,0
187.59773,0
187.59044,0
187.58315,0
187.57586,0
187.56857,0
187.56128,0
187.55399,0
187.54671,0
187.53942,0
187.53213,0
187.52484,0
187.51755,0
187.51026,0
187.50297,0
187.49569,0
187.4884,0
187.48111,0
187.47382,0
187.46653,0
187.45924,0
187.45195,0
187.44466,0
187.43738,0
187.43009,0
187.4228,0
187.41551,0
187.40822,0
187.40093,0
187.39364,0
187.38635,0
187.37907,0
187.37178,0
187.36449,0
187.3572,0
187.34991,0
187.34262,0
187.33533,0
187.32804,0
187.32076,0
187.31347,0
187.30618,0
187.29889,0
187.2916,0
187.28431,0
187.27702,0
187.26973,0
187.26245,0
187.25516,0
187.24787,0
187.24058,0
187.23329,0
187.226,0
187.21871,0
187.21142,0
187.20414,0
187.19685,0
187.18956,0
187.18227,0
187.17498,0
187.16769,0
187.1604,0
187.15312,0
187.14583,0
187.13854,0
187.13125,0
187.12396,0
187.11667,0
187.10938,0
187.10209,0
187.09481,0
187.08752,0
187.08023,0
187.07294,0
187.06565,0
187.05836,0
187.05107,0
187.04378,0
187.0365,0
187.02921,0
187.02192,0
187.01463,0
187.00734,0
187.00005,0
186.99276,0
186.98547,0
186.97819,0
186.9709,0
186.96361,0
186.95632,0
186.94903,0
186.94174,0
186.93445,0
186.92716,0
186.91988,0
186.91259,0
186.9053,0
186.89801,0
186.89072,0
186.88343,0
186.87614,0
186.86885,0
186.86157,0
186.85428,0
186.84699,0
186.8397,0
186.83241,0
186.82512,0
186.81783,0
186.81054,0
186.80326,0
186.79597,0
186.78868,0
186.78139,0
186.7741,0
186.76681,0
186.75952,0
186.75224,0
186.74495,0
186.73766,0
186.73037,0
186.72308,0
186.71579,0
186.7085,0
186.70121,0
186.69393,0
186.68664,0
186.67935,0
186.67206,0
186.66477,0
186.65748,0
186.65019,0
186.6429,0
186.63562,0
186.62833,0
186.62104,0
186.61375,0
186.60646,0
186.59917,0
186.59188,0
186.58459,0
186.57731,0
186.57002,0
186.56273,0
186.55544,0
186.54815,0
186.54086,0
186.53357,0
186.52628,0
186.519,0
186.51171,0
186.50442,0
186.49713,0
186.48984,0
186.48255,0
186.47526,0
186.46797,0
186.46069,0
186.4534,0
186.44611,0
186.43882,0
186.43153,0
186.42424,0
186.41695,0
186.40967,0
186.40238,0
186.39509,0
186.3878,0
186.38051,0
186.37322,0
186.36593,0
186.35864,0
186.35136,0
186.34407,0
186.33678,0
186.32949,0
186.3222,0
186.31491,0
186.30762,0
186.30033,0
186.29305,0
186.28576,0
186.27847,0
186.27118,0
186.26389,0
186.2566,0
186.24931,0
186.24202,0
186.23474,0
186.22745,0
186.22016,0
186.21287,0
186.20558,0
186.19829,0
186.191,0
186.18371,0
186.17643,0
186.16914,0
186.16185,0
186.15456,0
186.14727,0
186.13998,0
186.13269,0
186.1254,0
186.11812,0
186.11083,0
186.10354,0
186.09625,0
186.08896,0
186.08167,0
186.07438,0
186.0671,0
186.05981,0
186.05252,0
186.04523,0
186.03794,0
186.03065,0
186.02336,0
186.01607,0
186.00879,0
186.0015,0
185.99421,0
185.98692,0
185.97963,0
185.97234,0
185.96505,0
185.95776,0
185.95048,0
185.94319,0
185.9359,0
185.92861,0
185.92132,0
185.91403,0
185.90674,0
185.89945,0
185.89217,0
185.88488,0
185.87759,0
185.8703,0
185.86301,0.004907151
185.85572,0
185.84843,0
185.84114,0
185.83386,0
185.82657,0
185.81928,0
185.81199,0
185.8047,0
185.79741,0
185.79012,0
185.78283,0
185.77555,0
185.76826,0
185.76097,0
185.75368,0
185.74639,0
185.7391,0
185.73181,0
185.72452,0
185.71724,0
185.70995,0
185.70266,0
185.69537,0
185.68808,0
185.68079,0
185.6735,0
185.66622,0
185.65893,0
185.65164,0
185.64435,0
185.63706,0
185.62977,0
185.62248,0
185.61519,0
185.60791,0
185.60062,0
185.59333,0
185.58604,0
185.57875,0
185.57146,0
185.56417,0
185.55688,0
185.5496,0
185.54231,0
185.53502,0
185.52773,0
185.52044,0
185.51315,0
185.50586,0
185.49857,0
185.49129,0
185.484,0
185.47671,0
185.46942,0
185.46213,0
185.45484,0
185.44755,0
185.44026,0
185.43298,0
185.42569,0
185.4184,0
185.41111,0
185.40382,0
185.39653,0
185.38924,0
185.38195,0
185.37467,0
185.36738,0
185.36009,0
185.3528,0
185.34551,0
185.33822,0
185.33093,0
185.32365,0
185.31636,0
185.30907,0
185.30178,0
185.29449,0
185.2872,0
185.27991,0
185.27262,0
185.26534,0
185.25805,0
185.25076,0
185.24347,0
185.23618,0
185.22889,0
185.2216,0
185.21431,0
185.20703,0
185.19974,0
185.19245,0
185.18516,0
185.17787,0
185.17058,0
185.16329,0
185.156,0
185.14872,0
185.14143,0
185.13414,0
185.12685,0
185.11956,0
185.11227,0
185.10498,0
185.09769,0
185.09041,0
185.08312,0
185.07583,0
185.06854,0
185.06125,0
185.05396,0
185.04667,0
185.03938,0
185.0321,0
185.02481,0
185.01752,0
185.01023,0
185.00294,0
184.99565,0
184.98836,0
184.98107,0
184.97379,0
184.9665,0
184.95921,0
184.95192,0
184.94463,0
184.93734,0
184.93005,0
184.92277,0
184.91548,0
184.90819,0
184.9009,0
184.89361,0
184.88632,0
184.87903,0
184.87174,0
184.86446,0
184.85717,0
184.84988,0
184.84259,0
184.8353,0
184.82801,0
184.82072,0
184.81343,0
184.80615,0
184.79886,0
184.79157,0
184.78428,0
184.77699,0
184.7697,0
184.76241,0
184.75512,0
184.74784,0
184.74055,0
184.73326,0
184.72597,0
184.71868,0
184.71139,0
184.7041,0
184.69681,0
184.68953,0
184.68224,0
184.67495,0
184.66766,0
184.66037,0
184.65308,0
184.64579,0
184.6385,0
184.63122,0
184.62393,0
184.61664,0
184.60935,0
184.60206,0
184.59477,0
184.58748,0
184.5802,0
184.57291,0
184.56562,0
184.55833,0
184.55104,0
184.54375,0
184.53646,0
184.52917,0
184.52189,0
184.5146,0
184.50731,0
184.50002,0
184.49273,0
184.48544,0
184.47815,0
184.47086,0
184.46358,0
184.45629,0
184.449,0
184.44171,0
184.43442,0
184.42713,0
184.41984,0
184.41255,0
184.40527,0
184.39798,0
184.39069,0
184.3834,0
184.37611,0
184.36882,0
184.36153,0
184.35424,0
184.34696,0
184.33967,0
184.33238,0
184.32509,0
184.3178,0
184.31051,0
184.30322,0
184.29593,0
184.28865,0
184.28136,0
184.27407,0
184.26678,0
184.25949,0
184.2522,0
184.24491,0
184.23762,0
184.23034,0
184.22305,0
184.21576,0
184.20847,0
184.20118,0
184.19389,0
184.1866,0
184.17932,0
184.17203,0
184.16474,0
184.15745,0
184.15016,0
184.14287,0
184.13558,0
184.12829,0
184.12101,0
184.11372,0
184.10643,0
184.09914,0
184.09185,0
184.08456,0
184.07727,0
184.06998,0
184.0627,0
184.05541,0
184.04812,0
184.04083,0
184.03354,0
184.02625,0
184.01896,0
184.01167,0
184.00439,0
183.9971,0
183.98981,0
183.98252,0
183.97523,0
183.96794,0
183.96065,0
183.95336,0
183.94608,0
183.93879,0
183.9315,0
183.92421,0
183.91692,0
183.90963,0
183.90234,0
183.89505,0
183.88777,0
183.88048,0
183.87319,0
183.8659,0
183.85861,0
183.85132,0
183.84403,0
183.83675,0
183.82946,0
183.82217,0
183.81488,0
183.80759,0
183.8003,0
183.79301,0
183.78572,0
183.77844,0
183.77115,0
183.76386,0
183.75657,0
183.74928,0
183.74199,0
183.7347,0
183.72741,0
183.72013,0
183.71284,0
183.70555,0
183.69826,0
183.69097,0
183.68368,0
183.67639,0
183.6691,0
183.66182,0
183.65453,0
183.64724,0
183.63995,0
183.63266,0
183.62537,0
183.61808,0
183.61079,0
183.60351,0
183.59622,0
183.58893,0
183.58164,0
183.57435,0
183.56706,0
183.55977,0
183.55248,0
183.5452,0
183.53791,0
183.53062,0
183.52333,0
183.51604,0
183.50875,0
183.50146,0
183.49417,0
183.48689,0
183.4796,0
183.47231,0
183.46502,0
183.45773,0
183.45044,0
183.44315,0
183.43587,0
183.42858,0
183.42129,0
183.414,0
183.40671,0
183.39942,0
183.39213,0
183.38484,0
183.37756,0
183.37027,0
183.36298,0
183.35569,0
183.3484,0
183.34111,0
183.33382,0
183.32653,0
183.31925,0
183.31196,0
183.30467,0
183.29738,0
183.29009,0
183.2828,0
183.27551,0
183.26822,0
183.26094,0
183.25365,0
183.24636,0
183.23907,0
183.23178,0
183.22449,0
183.2172,0
183.20991,0
183.20263,0
183.19534,0
183.18805,0
183.18076,0
183.17347,0
183.16618,0
183.15889,0
183.1516,0
183.14432,0
183.13703,0
183.12974,0
183.12245,0
183.11516,0
183.10787,0
183.10058,0
183.0933,0
183.08601,0
183.07872,0
183.07143,0
183.06414,0
183.05685,0
183.04956,0
183.04227,0
183.03499,0
183.0277,0
183.02041,0
183.01312,0
183.00583,0
182.99854,0
182.99125,0
182.98396,0
182.97668,0
182.96939,0
182.9621,0
182.95481,0
182.94752,0
182.94023,0
182.93294,0
182.92565,0
182.91837,0
182.91108,0
182.90379,0
182.8965,0
182.88921,0
182.88192,0
182.87463,0
182.86734,0
182.86006,0
182.85277,0
182.84548,0
182.83819,0
182.8309,0
182.82361,0
182.81632,0
182.80903,0
182.80175,0
182.79446,0
182.78717,0
182.77988,0
182.77259,0
182.7653,0
182.75801,0
182.75072,0
182.74344,0
182.73615,0
182.72886,0
182.72157,0
182.71428,0
182.70699,0
182.6997,0
182.69242,0
182.68513,0
182.67784,0
182.67055,0
182.66326,0
182.65597,0
182.64868,0
182.64139,0
182.63411,0
182.62682,0
182.61953,0
182.61224,0
182.60495,0
182.59766,0
182.59037,0
182.58308,0
182.5758,0
182.56851,0
182.56122,0
182.55393,0
182.54664,0
182.53935,0
182.53206,0
182.52477,0
182.51749,0
182.5102,0
182.50291,0
182.49562,0
182.48833,0
182.48104,0
182.47375,0
182.46646,0
182.45918,0
182.45189,0
182.4446,0
182.43731,0
182.43002,0
182.42273,0
182.41544,0
182.40815,0
182.40087,0
182.39358,0
182.38629,0
182.379,0
182.37171,0
182.36442,0
182.35713,0
182.34985,0
182.34256,0
182.33527,0
182.32798,0
182.32069,0
182.3134,0
182.30611,0
182.29882,0
182.29154,0
182.28425,0
182.27696,0
182.26967,0
182.26238,0
182.25509,0
182.2478,0
182.24051,0
182.23323,0
182.22594,0
182.21865,0
182.21136,0
182.20407,0
182.19678,0
182.18949,0
182.1822,0
182.17492,0
182.16763,0
182.16034,0
182.15305,0
182.14576,0
182.13847,0
182.13118,0
182.12389,0
182.11661,0
182.10932,0
182.10203,0
182.09474,0
182.08745,0
182.08016,0
182.07287,0
182.06558,0
182.0583,0
182.05101,0
182.04372,0
182.03643,0
182.02914,0
182.02185,0
182.01456,0
182.00728,0
181.99999,0
181.9927,0
181.98541,0
181.97812,0
181.97083,0
181.96354,0
181.95625,0
181.94897,0
181.94168,0
181.93439,0
181.9271,0
181.91981,0
181.91252,0
181.90523,0
181.89794,0
181.89066,0
181.88337,0
181.87608,0
181.86879,0
181.8615,0
181.85421,0
181.84692,0
181.83963,0
181.83235,0
181.82506,0
181.81777,0
181.81048,0
181.80319,0
181.7959,0
181.78861,0
181.78132,0
181.77404,0
181.76675,0
181.75946,0
181.75217,0
181.74488,0
181.73759,0
181.7303,0
181.72301,0
181.71573,0
181.70844,0
181.70115,0
181.69386,0
181.68657,0
181.67928,0
181.67199,0
181.6647,0
181.65742,0
181.65013,0
181.64284,0
181.63555,0
181.62826,0
181.62097,0
181.61368,0
181.6064,0
181.59911,0
181.59182,0
181.58453,0
181.57724,0
181.56995,0
181.56266,0
181.55537,0
181.54809,0
181.5408,0
181.53351,0
181.52622,0
181.51893,0
181.51164,0
181.50435,0
181.49706,0
181.48978,0
181.48249,0
181.4752,0
181.46791,0
181.46062,0
181.45333,0
181.44604,0
181.43875,0
181.43147,0
181.42418,0
181.41689,0
181.4096,0
181.40231,0
181.39502,0
181.38773,0
181.38044,0
181.37316,0
181.36587,0
181.35858,0
181.35129,0
181.344,0
181.33671,0
181.32942,0
181.32213,0
181.31485,0
181.30756,0
181.30027,0
181.29298,0
181.28569,0
181.2784,0
181.27111,0
181.26383,0
181.25654,0
181.24925,0
181.24196,0
181.23467,0
181.22738,0
181.22009,0
181.2128,0
181.20552,0
181.19823,0
181.19094,0
181.18365,0
181.17636,0
181.16907,0
181.16178,0
181.15449,0
181.14721,0
181.13992,0
181.13263,0
181.12534,0
181.11805,0
181.11076,0
181.10347,0
181.09618,0
181.0889,0
181.08161,0
181.07432,0
181.06703,0
181.05974,0
181.05245,0
181.04516,0
181.03787,0
181.03059,0
181.0233,0
181.01601,0
181.00872,0
181.00143,0
180.99414,0
180.98685,0
180.97956,0
180.97228,0
180.96499,0
180.9577,0
180.95041,0
180.94312,0
180.93583,0
180.92854,0
180.92125,0
180.91397,0
180.90668,0
180.89939,0
180.8921,0
180.88481,0
180.87752,0
180.87023,0
180.86295,0
180.85566,0
180.84837,0
180.84108,0
180.83379,0
180.8265,0
180.81921,0
180.81192,0
180.80464,0
180.79735,0
180.79006,0
180.78277,0
180.77548,0
180.76819,0
180.7609,0
180.75361,0
180.74633,0
180.73904,0
180.73175,0
180.72446,0
180.71717,0
180.70988,0
180.70259,0
180.6953,0
180.68802,0
180.68073,0
180.67344,0
180.66615,0
180.65886,0
180.65157,0
180.64428,0
180.63699,0
180.62971,0
180.62242,0
180.61513,0
180.60784,0
180.60055,0
180.59326,0
180.58597,0
180.57868,0
180.5714,0
180.56411,0
180.55682,0
180.54953,0
180.54224,0
180.53495,0
180.52766,0
180.52038,0
180.51309,0
180.5058,0
180.49851,0
180.49122,0
180.48393,0
180.47664,0
180.46935,0
180.46207,0
180.45478,0
180.44749,0
180.4402,0
180.43291,0
180.42562,0
180.41833,0
180.41104,0
180.40376,0
180.39647,0
180.38918,0
180.38189,0
180.3746,0
180.36731,0
180.36002,0
180.35273,0
180.34545,0
180.33816,0
180.33087,0
180.32358,0
180.31629,0
180.309,0
180.30171,0
180.29442,0
180.28714,0
180.27985,0
180.27256,0
180.26527,0
180.25798,0
180.25069,0
180.2434,0
180.23611,0
180.22883,0
180.22154,0
180.21425,0
180.20696,0
180.19967,0
180.19238,0
180.18509,0
180.1778,0
180.17052,0
180.16323,0
180.15594,0
180.14865,0
180.14136,0
180.13407,0
180.12678,0
180.1195,0
180.11221,0
180.10492,0
180.09763,0
180.09034,0
180.08305,0
180.07576,0
180.06847,0
180.06119,0
180.0539,0
180.04661,0
180.03932,0
180.03203,0
180.02474,0
180.01745,0
180.01016,0
180.00288,0
179.99559,0
179.9883,0
179.98101,0
179.97372,0
179.96643,0
179.95914,0
179.95185,0
179.94457,0
179.93728,0
179.92999,0
179.9227,0
179.91541,0
179.90812,0
179.90083,0
179.89354,0
179.88626,0
179.87897,0
179.87168,0
179.86439,0
179.8571,0
179.84981,0
179.84252,0
179.83523,0
179.82795,0
179.82066,0
179.81337,0
179.80608,0
179.79879,0
179.7915,0
179.78421,0
179.77693,0
179.76964,0
179.76235,0
179.75506,0
179.74777,0
179.74048,0
179.73319,0
179.7259,0
179.71862,0
179.71133,0
179.70404,0
179.69675,0
179.68946,0
179.68217,0
179.67488,0
179.66759,0
179.66031,0
179.65302,0
179.64573,0
179.63844,0
179.63115,0
179.62386,0
179.61657,0
179.60928,0
179.602,0
179.59471,0
179.58742,0
179.58013,0
179.57284,0
179.56555,0
179.55826,0
179.55097,0
179.54369,0
179.5364,0
179.52911,0
179.52182,0
179.51453,0
179.50724,0
179.49995,0
179.49266,0
179.48538,0
179.47809,0
179.4708,0
179.46351,0
179.45622,0
179.44893,0
179.44164,0
179.43435,0
179.42707,0
179.41978,0
179.41249,0
179.4052,0
179.39791,0
179.39062,0
179.38333,0
179.37605,0
179.36876,0
179.36147,0
179.35418,0
179.34689,0
179.3396,0
179.33231,0
179.32502,0
179.31774,0
179.31045,0
179.30316,0
179.29587,0
179.28858,0
179.28129,0
179.274,0
179.26671,0
179.25943,0
179.25214,0
179.24485,0
179.23756,0
179.23027,0
179.22298,0
179.21569,0
179.2084,0
179.20112,0
179.19383,0
179.18654,0
179.17925,0
179.17196,0
179.16467,0
179.15738,0
179.15009,0
179.14281,0
179.13552,0
179.12823,0
179.12094,0
179.11365,0
179.10636,0
179.09907,0
179.09178,0
179.0845,0
179.07721,0
179.06992,0
179.06263,0
179.05534,0
179.04805,0
179.04076,0
179.03348,0
179.02619,0
179.0189,0
179.01161,0
179.00432,0
178.99703,0
178.98974,0
178.98245,0
178.97517,0
178.96788,0
178.96059,0
178.9533,0
178.94601,0
178.93872,0
178.93143,0
178.92414,0
178.91686,0
178.90957,0
178.90228,0
178.89499,0
178.8877,0
178.88041,0
178.87312,0
178.86583,0
178.85855,0
178.85126,0
178.84397,0
178.83668,0
178.82939,0
178.8221,0
178.81481,0
178.80752,0
178.80024,0
178.79295,0
178.78566,0
178.77837,0
178.77108,0
178.76379,0
178.7565,0
178.74921,0
178.74193,0
178.73464,0
178.72735,0
178.72006,0
178.71277,0
178.70548,0
178.69819,0
178.6909,0
178.68362,0
178.67633,0
178.66904,0
178.66175,0
178.65446,0
178.64717,0
178.63988,0
178.6326,0
178.62531,0
178.61802,0
178.61073,0
178.60344,0
178.59615,0
178.58886,0
178.58157,0
178.57429,0
178.567,0
178.55971,0
178.55242,0
178.54513,0
178.53784,0
178.53055,0
178.52326,0
178.51598,0
178.50869,0
178.5014,0
178.49411,0
178.48682,0
178.47953,0
178.47224,0
178.46495,0
178.45767,0
178.45038,0
178.44309,0
178.4358,0
178.42851,0
178.42122,0
178.41393,0
178.40664,0
178.39936,0
178.39207,0
178.38478,0
178.37749,0
178.3702,0
178.36291,0
178.35562,0
178.34833,0
178.34105,0
178.33376,0
178.32647,0
178.31918,0
178.31189,0
178.3046,0
178.29731,0
178.29003,0
178.28274,0
178.27545,0
178.26816,0
178.26087,0
178.25358,0
178.24629,0
178.239,0
178.23172,0
178.22443,0
178.21714,0
178.20985,0
178.20256,0
178.19527,0
178.18798,0
178.18069,0
178.17341,0
178.16612,0
178.15883,0
178.15154,0
178.14425,0
178.13696,0
178.12967,0
178.12238,0
178.1151,0
178.10781,0
178.10052,0
178.09323,0
178.08594,0
178.07865,0
178.07136,0
178.06407,0
178.05679,0
178.0495,0
178.04221,0
178.03492,0
178.02763,0
178.02034,0
178.01305,0
178.00576,0
177.99848,0
177.99119,0
177.9839,0
177.97661,0
177.96932,0
177.96203,0
177.95474,0
177.94746,0
177.94017,0
177.93288,0
177.92559,0
177.9183,0
177.91101,0
177.90372,0
177.89643,0
177.88915,0
177.88186,0
177.87457,0
177.86728,0
177.85999,0
177.8527,0
177.84541,0
177.83812,0
177.83084,0
177.82355,0
177.81626,0
177.80897,0
177.80168,0
177.79439,0
177.7871,0
177.77981,0
177.77253,0
177.76524,0
177.75795,0
177.75066,0
177.74337,0
177.73608,0
177.72879,0
177.7215,0
177.71422,0
177.70693,0
177.69964,0
177.69235,0
177.68506,0
177.67777,0
177.67048,0
177.66319,0
177.65591,0
177.64862,0
177.64133,0
177.63404,0.004403893
177.62675,0
177.61946,0
177.61217,0
177.60488,0
177.5976,0
177.59031,0
177.58302,0
177.57573,0
177.56844,0
177.56115,0
177.55386,0
177.54658,0
177.53929,0
177.532,0
177.52471,0
177.51742,0
177.51013,0
177.50284,0
177.49555,0
177.48827,0
177.48098,0
177.47369,0
177.4664,0
177.45911,0
177.45182,0
177.44453,0
177.43724,0
177.42996,0
177.42267,0
177.41538,0
177.40809,0
177.4008,0
177.39351,0
177.38622,0
177.37893,0
177.37165,0
177.36436,0
177.35707,0
177.34978,0
177.34249,0
177.3352,0
177.32791,0
177.32062,0
177.31334,0
177.30605,0
177.29876,0
177.29147,0
177.28418,0
177.27689,0
177.2696,0
177.26231,0
177.25503,0
177.24774,0
177.24045,0
177.23316,0
177.22587,0
177.21858,0
177.21129,0
177.20401,0
177.19672,0
177.18943,0
177.18214,0
177.17485,0
177.16756,0
177.16027,0
177.15298,0
177.1457,0
177.13841,0
177.13112,0
177.12383,0
177.11654,0
177.10925,0
177.10196,0
177.09467,0
177.08739,0
177.0801,0
177.07281,0
177.06552,0
177.05823,0
177.05094,0
177.04365,0
177.03636,0
177.02908,0
177.02179,0
177.0145,0
177.00721,0
176.99992,0
176.99263,0
176.98534,0
176.97805,0
176.97077,0
176.96348,0
176.95619,0
176.9489,0
176.94161,0
176.93432,0
176.92703,0
176.91974,0
176.91246,0
176.90517,0
176.89788,0
176.89059,0
176.8833,0
176.87601,0
176.86872,0
176.86143,0
176.85415,0
176.84686,0
176.83957,0
176.83228,0
176.82499,0
176.8177,0
176.81041,0
176.80313,0
176.79584,0
176.78855,0
176.78126,0
176.77397,0
176.76668,0
176.75939,0
176.7521,0
176.74482,0
176.73753,0
176.73024,0
176.72295,0
176.71566,0
176.70837,0
176.70108,0
176.69379,0
176.68651,0
176.67922,0
176.67193,0
176.66464,0
176.65735,0
176.65006,0
176.64277,0
176.63548,0
176.6282,0
176.62091,0
176.61362,0
176.60633,0
176.59904,0
176.59175,0
176.58446,0
176.57717,0
176.56989,0
176.5626,0
176.55531,0
176.54802,0
176.54073,0
176.53344,0
176.52615,0
176.51886,0
176.51158,0
176.50429,0
176.497,0
176.48971,0
176.48242,0
176.47513,0
176.46784,0
176.46056,0
176.45327,0
176.44598,0
176.43869,0
176.4314,0
176.42411,0
176.41682,0
176.40953,0
176.40225,0
176.39496,0
176.38767,0
176.38038,0
176.37309,0
176.3658,0
176.35851,0
176.35122,0
176.34394,0
176.33665,0
176.32936,0
176.32207,0
176.31478,0
176.30749,0
176.3002,0
176.29291,0
176.28563,0
176.27834,0
176.27105,0
176.26376,0
176.25647,0
176.24918,0
176.24189,0
176.2346,0
176.22732,0
176.22003,0
176.21274,0
176.20545,0
176.19816,0
176.19087,0
176.18358,0
176.17629,0
176.16901,0
176.16172,0
176.15443,0
176.14714,0
176.13985,0
176.13256,0
176.12527,0
176.11798,0
176.1107,0
176.10341,0
176.09612,0
176.08883,0
176.08154,0
176.07425,0
176.06696,0
176.05968,0
176.05239,0
176.0451,0
176.03781,0
176.03052,0
176.02323,0
176.01594,0
176.00865,0
176.00137,0
175.99408,0
175.98679,0
175.9795,0
175.97221,0
175.96492,0
175.95763,0
175.95034,0
175.94306,0
175.93577,0
175.92848,0
175.92119,0
175.9139,0
175.90661,0
175.89932,0
175.89203,0
175.88475,0
175.87746,0.004364991
175.87017,0
175.86288,0
175.85559,0
175.8483,0
175.84101,0
175.83372,0
175.82644,0
175.81915,0
175.81186,0
175.80457,0
175.79728,0
175.78999,0
175.7827,0
175.77541,0
175.76813,0
175.76084,0
175.75355,0
175.74626,0
175.73897,0
175.73168,0
175.72439,0
175.71711,0
175.70982,0
175.70253,0
175.69524,0
175.68795,0
175.68066,0
175.67337,0
175.66608,0
175.6588,0
175.65151,0
175.64422,0
175.63693,0
175.62964,0
175.62235,0
175.61506,0
175.60777,0
175.60049,0
175.5932,0
175.58591,0
175.57862,0
175.57133,0
175.56404,0
175.55675,0
175.54946,0
175.54218,0
175.53489,0
175.5276,0
175.52031,0
175.51302,0
175.50573,0
175.49844,0
175.49115,0
175.48387,0
175.47658,0
175.46929,0
175.462,0
175.45471,0
175.44742,0
175.44013,0
175.43284,0
175.42556,0
175.41827,0
175.41098,0
175.40369,0
175.3964,0
175.38911,0
175.38182,0
175.37453,0
175.36725,0
175.35996,0
175.35267,0
175.34538,0
175.33809,0
175.3308,0
175.32351,0
175.31623,0
175.30894,0
175.30165,0
175.29436,0
175.28707,0
175.27978,0
175.27249,0
175.2652,0
175.25792,0
175.25063,0
175.24334,0
175.23605,0
175.22876,0
175.22147,0
175.21418,0
175.20689,0
175.19961,0
175.19232,0
175.18503,0
175.17774,0
175.17045,0
175.16316,0
175.15587,0
175.14858,0
175.1413,0
175.13401,0
175.12672,0
175.11943,0
175.11214,0
175.10485,0
175.09756,0
175.09027,0
175.08299,0
175.0757,0
175.06841,0
175.06112,0
175.05383,0
175.04654,0
175.03925,0
175.03196,0
175.02468,0
175.01739,0
175.0101,0
175.00281,0
174.99552,0
174.98823,0
174.98094,0
174.97366,0
174.96637,0
174.95908,0
174.95179,0
174.9445,0
174.93721,0
174.92992,0
174.92263,0
174.91535,0
174.90806,0
174.90077,0
174.89348,0
174.88619,0
174.8789,0
174.87161,0
174.86432,0
174.85704,0
174.84975,0
174.84246,0
174.83517,0
174.82788,0
174.82059,0
174.8133,0
174.80601,0
174.79873,0
174.79144,0
174.78415,0
174.77686,0
174.76957,0
174.76228,0
174.75499,0
174.7477,0
174.74042,0
174.73313,0
174.72584,0
174.71855,0
174.71126,0
174.70397,0
174.69668,0
174.68939,0
174.68211,0
174.67482,0
174.66753,0
174.66024,0
174.65295,0
174.64566,0
174.63837,0
174.63108,0
174.6238,0
174.61651,0
174.60922,0
174.60193,0
174.59464,0
174.58735,0
174.58006,0
174.57278,0
174.56549,0
174.5582,0
174.55091,0
174.54362,0
174.53633,0
174.52904,0
174.52175,0
174.51447,0
174.50718,0
174.49989,0
174.4926,0
174.48531,0
174.47802,0
174.47073,0
174.46344,0
174.45616,0
174.44887,0
174.44158,0
174.43429,0
174.427,0
174.41971,0
174.41242,0
174.40513,0
174.39785,0
174.39056,0
174.38327,0
174.37598,0
174.36869,0
174.3614,0
174.35411,0
174.34682,0
174.33954,0
174.33225,0
174.32496,0
174.31767,0
174.31038,0
174.30309,0
174.2958,0
174.28851,0
174.28123,0
174.27394,0
174.26665,0
174.25936,0
174.25207,0
174.24478,0
174.23749,0
174.23021,0
174.22292,0
174.21563,0
174.20834,0
174.20105,0
174.19376,0
174.18647,0
174.17918,0
174.1719,0
174.16461,0
174.15732,0
174.15003,0
174.14274,0
174.13545,0
174.12816,0
174.12087,0
174.11359,0
174.1063,0
174.09901,0
174.09172,0
174.08443,0
174.07714,0
174.06985,0
174.06256,0
174.05528,0
174.04799,0
174.0407,0
174.03341,0
174.02612,0
174.01883,0
174.01154,0
174.00425,0
173.99697,0
173.98968,0
173.98239,0
173.9751,0
173.96781,0
173.96052,0
173.95323,0
173.94594,0
173.93866,0
173.93137,0
173.92408,0
173.91679,0
173.9095,0
173.90221,0
173.89492,0
173.88764,0
173.88035,0
173.87306,0
173.86577,0
