CAS,SMILES,T_K,viscosity_Pas
54964-83-9,CCCCCCCCC1CCCC2C1C(CCC2C)C,388.89,0.0016853877730489326
54964-83-9,CCCCCCCCC1CCCC2C1C(CCC2C)C,416.67,0.0011464466995274975
54964-83-9,CCCCCCCCC1CCCC2C1C(CCC2C)C,444.44,0.0008183443195819911
54964-83-9,CCCCCCCCC1CCCC2C1C(CCC2C)C,472.22,0.0006077722461331943
54964-83-9,CCCCCCCCC1CCCC2C1C(CCC2C)C,500.0,0.00046651065011562643
54964-85-1,CCCCCCCCC1CC2CC(CCC2CC1C)C,333.33,0.0050831527820484725
54964-85-1,CCCCCCCCC1CC2CC(CCC2CC1C)C,361.11,0.00271421560739674
54964-85-1,CCCCCCCCC1CC2CC(CCC2CC1C)C,388.89,0.0016965363794180324
54964-85-1,CCCCCCCCC1CC2CC(CCC2CC1C)C,416.67,0.001143001957072829
54964-85-1,CCCCCCCCC1CC2CC(CCC2CC1C)C,444.44,0.000809061267717647
54964-85-1,CCCCCCCCC1CC2CC(CCC2CC1C)C,472.22,0.0005964470944049192
54964-85-1,CCCCCCCCC1CC2CC(CCC2CC1C)C,500.0,0.0004548290635373671
55-21-0,C1=CC=C(C=C1)C(=O)N,416.67,0.0019741182415045164
55-21-0,C1=CC=C(C=C1)C(=O)N,444.44,0.0013230333038366283
55-21-0,C1=CC=C(C=C1)C(=O)N,472.22,0.0009294186320050316
55-21-0,C1=CC=C(C=C1)C(=O)N,500.0,0.0006790047419435451
552-82-9,CN(C1=CC=CC=C1)C2=CC=CC=C2,277.78,0.014553871564028327
552-82-9,CN(C1=CC=CC=C1)C2=CC=CC=C2,305.56,0.004841978038109626
552-82-9,CN(C1=CC=CC=C1)C2=CC=CC=C2,333.33,0.002475695343355069
552-82-9,CN(C1=CC=CC=C1)C2=CC=CC=C2,361.11,0.0015758963391989496
552-82-9,CN(C1=CC=CC=C1)C2=CC=CC=C2,388.89,0.001106841556485745
552-82-9,CN(C1=CC=CC=C1)C2=CC=CC=C2,416.67,0.000814904357161211
552-82-9,CN(C1=CC=CC=C1)C2=CC=CC=C2,444.44,0.0006233738809804006
552-82-9,CN(C1=CC=CC=C1)C2=CC=CC=C2,472.22,0.000492109451691033
552-82-9,CN(C1=CC=CC=C1)C2=CC=CC=C2,500.0,0.0003987756979724262
554-12-1,CCC(=O)OC,250.0,0.0008011188646241134
554-12-1,CCC(=O)OC,277.78,0.0005503229545341106
554-12-1,CCC(=O)OC,305.56,0.00040134146761734425
554-12-1,CCC(=O)OC,333.33,0.00030625640342671036
554-12-1,CCC(=O)OC,361.11,9.006162994356054e-06
554-12-1,CCC(=O)OC,388.89,9.709937998951474e-06
554-12-1,CCC(=O)OC,416.67,1.0402451681331881e-05
554-12-1,CCC(=O)OC,444.44,1.1083914017687209e-05
554-12-1,CCC(=O)OC,472.22,1.1754600641615344e-05
554-12-1,CCC(=O)OC,500.0,1.2414826866713127e-05
554-84-7,C1=CC(=CC(=C1)O)[N+](=O)[O-],388.89,0.002380460414243487
555-44-2,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,361.11,0.0004338313401201594
555-44-2,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,388.89,0.0003868111216134255
555-44-2,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,416.67,0.0003502046837786968
555-44-2,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,444.44,0.00032102893079117314
555-44-2,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,472.22,0.00029731238440029587
555-44-2,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,500.0,0.000277707438282134
556-56-9,C=CCI,250.0,0.0012951507895602188
556-56-9,C=CCI,277.78,0.0008822806889784882
556-56-9,C=CCI,305.56,0.0006446601172330674
556-56-9,C=CCI,333.33,0.0004964187266459617
556-56-9,C=CCI,361.11,0.0003978969815171848
556-56-9,C=CCI,388.89,1.1743534967764804e-05
556-56-9,C=CCI,416.67,1.2754240072710597e-05
556-56-9,C=CCI,444.44,1.3697844725955359e-05
556-56-9,C=CCI,472.22,1.4585549760722428e-05
556-56-9,C=CCI,500.0,1.5426254785311383e-05
556-64-9,CSC#N,277.78,0.000983186562359
556-64-9,CSC#N,305.56,0.000680023717122553
556-64-9,CSC#N,333.33,0.0005066251158239064
556-64-9,CSC#N,361.11,0.00039830794509170084
556-64-9,CSC#N,388.89,0.0003258763503746762
556-64-9,CSC#N,416.67,9.214933129738453e-06
556-64-9,CSC#N,444.44,9.894928279707525e-06
556-64-9,CSC#N,472.22,1.0548095216259234e-05
556-64-9,CSC#N,500.0,1.1178868665643022e-05
557-17-5,CCCOC,250.0,0.00040359065123098234
557-17-5,CCCOC,277.78,0.0002928234571326167
557-17-5,CCCOC,305.56,0.00022497813256179645
557-17-5,CCCOC,333.33,8.477233219261437e-06
557-17-5,CCCOC,361.11,9.111905427059265e-06
557-17-5,CCCOC,388.89,9.741805761705312e-06
557-17-5,CCCOC,416.67,1.0367307829425132e-05
557-17-5,CCCOC,444.44,1.0988733028985045e-05
557-17-5,CCCOC,472.22,1.1606360657954482e-05
557-17-5,CCCOC,500.0,1.2220435581979899e-05
557-40-4,C=CCOCC=C,277.78,0.0005370579092730941
557-40-4,C=CCOCC=C,305.56,0.0003823781664131606
557-40-4,C=CCOCC=C,333.33,0.000284014491395789
557-40-4,C=CCOCC=C,361.11,0.00021802660545407272
557-40-4,C=CCOCC=C,388.89,8.31817936500574e-06
557-40-4,C=CCOCC=C,416.67,8.947034547151697e-06
557-40-4,C=CCOCC=C,444.44,9.547757380265083e-06
557-40-4,C=CCOCC=C,472.22,1.0125193647660819e-05
557-40-4,C=CCOCC=C,500.0,1.0683147873004717e-05
557-91-5,CC(Br)Br,250.0,0.002313537359676001
557-91-5,CC(Br)Br,277.78,0.0014888936571438231
557-91-5,CC(Br)Br,305.56,0.0010380838768643012
557-91-5,CC(Br)Br,333.33,0.0007685238121092632
557-91-5,CC(Br)Br,361.11,0.0005957343961695507
557-91-5,CC(Br)Br,388.89,1.45456251835187e-05
557-91-5,CC(Br)Br,416.67,1.5564265755598306e-05
557-91-5,CC(Br)Br,444.44,1.6571697327911246e-05
557-91-5,CC(Br)Br,472.22,1.7568486974959413e-05
557-91-5,CC(Br)Br,500.0,1.8555170022684047e-05
558-13-4,C(Br)(Br)(Br)Br,388.89,0.00019621300231023142
558-13-4,C(Br)(Br)(Br)Br,416.67,0.00013483675332073177
558-13-4,C(Br)(Br)(Br)Br,444.44,0.00010034153040264492
558-13-4,C(Br)(Br)(Br)Br,472.22,2.8467696292485902e-05
558-13-4,C(Br)(Br)(Br)Br,500.0,3.0155999999999997e-05
5582-82-1,CCCCC(C)(CC)O,250.0,0.13393699169255618
5582-82-1,CCCCC(C)(CC)O,277.78,0.014718488726089806
5582-82-1,CCCCC(C)(CC)O,305.56,0.003493872491552462
5582-82-1,CCCCC(C)(CC)O,333.33,0.001369351362902931
5582-82-1,CCCCC(C)(CC)O,361.11,0.0007087728240746796
5582-82-1,CCCCC(C)(CC)O,388.89,0.00043372706460926224
5582-82-1,CCCCC(C)(CC)O,416.67,0.00028705244599916516
5582-82-1,CCCCC(C)(CC)O,444.44,9.213009868864e-06
5582-82-1,CCCCC(C)(CC)O,472.22,9.799731092477484e-06
5582-82-1,CCCCC(C)(CC)O,500.0,1.0363541754206494e-05
5593-70-4,CCCCO,250.0,0.01095362049012703
5593-70-4,CCCCO,277.78,0.004441963951151748
5593-70-4,CCCCO,305.56,0.0021174800272212363
5593-70-4,CCCCO,333.33,0.0011297272822529056
5593-70-4,CCCCO,361.11,0.0006559792228572834
5593-70-4,CCCCO,388.89,0.0004068907660251733
5593-70-4,CCCCO,416.67,9.89612964754014e-06
5593-70-4,CCCCO,444.44,1.0566934767543933e-05
5593-70-4,CCCCO,472.22,1.1227864298036465e-05
5593-70-4,CCCCO,500.0,1.1878864859153537e-05
56-23-5,C(Cl)(Cl)(Cl)Cl,277.78,0.0012359870830249914
56-23-5,C(Cl)(Cl)(Cl)Cl,305.56,0.0008185676767158937
56-23-5,C(Cl)(Cl)(Cl)Cl,333.33,0.000578373436713568
56-23-5,C(Cl)(Cl)(Cl)Cl,361.11,1.2035761934322412e-05
56-23-5,C(Cl)(Cl)(Cl)Cl,388.89,1.2905600464254968e-05
56-23-5,C(Cl)(Cl)(Cl)Cl,416.67,1.3755065817591528e-05
56-23-5,C(Cl)(Cl)(Cl)Cl,444.44,1.4584623808865084e-05
56-23-5,C(Cl)(Cl)(Cl)Cl,472.22,1.5394821457826896e-05
56-23-5,C(Cl)(Cl)(Cl)Cl,500.0,1.6186255077620193e-05
56-81-5,C(C(CO)O)O,305.56,0.5660471599006368
56-81-5,C(C(CO)O)O,333.33,0.09508555751236483
56-81-5,C(C(CO)O)O,361.11,0.024927627549479636
56-81-5,C(C(CO)O)O,388.89,0.00864323239576513
56-81-5,C(C(CO)O)O,416.67,0.0035814999236520526
56-81-5,C(C(CO)O)O,444.44,0.001664732997650038
56-81-5,C(C(CO)O)O,472.22,0.0008442511115413113
56-81-5,C(C(CO)O)O,500.0,0.0004616882742849609
560-21-4,CCC(C)(C)C(C)C,250.0,0.0014081252076220154
560-21-4,CCC(C)(C)C(C)C,277.78,0.0008369439537426021
560-21-4,CCC(C)(C)C(C)C,305.56,0.0005409616267696282
560-21-4,CCC(C)(C)C(C)C,333.33,0.0003726416531485819
560-21-4,CCC(C)(C)C(C)C,361.11,0.0002697000702034932
560-21-4,CCC(C)(C)C(C)C,388.89,7.9779091380246e-06
560-21-4,CCC(C)(C)C(C)C,416.67,8.53185891500853e-06
560-21-4,CCC(C)(C)C(C)C,444.44,9.075064087897062e-06
560-21-4,CCC(C)(C)C(C)C,472.22,9.607745478729382e-06
560-21-4,CCC(C)(C)C(C)C,500.0,1.0130169085219018e-05
563-46-2,CCC(=C)C,250.0,0.00033784190244176836
563-46-2,CCC(=C)C,277.78,0.000254395647315967
563-46-2,CCC(=C)C,305.56,7.225281449421957e-06
563-46-2,CCC(=C)C,333.33,7.839468796543152e-06
563-46-2,CCC(=C)C,361.11,8.437235814279527e-06
563-46-2,CCC(=C)C,388.89,9.01941599579233e-06
563-46-2,CCC(=C)C,416.67,9.586843206075293e-06
563-46-2,CCC(=C)C,444.44,1.0140327559360813e-05
563-46-2,CCC(=C)C,472.22,1.068064235441007e-05
563-46-2,CCC(=C)C,500.0,1.1208517692777513e-05
563-80-4,CC(C)C(=O)C,250.0,0.0008472569378081745
563-80-4,CC(C)C(=O)C,277.78,0.000556978797418144
563-80-4,CC(C)C(=O)C,305.56,0.0003951541254118548
563-80-4,CC(C)C(=O)C,333.33,0.0002967938002777141
563-80-4,CC(C)C(=O)C,361.11,0.00023282024794156012
563-80-4,CC(C)C(=O)C,388.89,8.81233551189189e-06
563-80-4,CC(C)C(=O)C,416.67,9.417122091527521e-06
563-80-4,CC(C)C(=O)C,444.44,1.0013920160024733e-05
563-80-4,CC(C)C(=O)C,472.22,1.0603155321821046e-05
563-80-4,CC(C)C(=O)C,500.0,1.1185226451834268e-05
565-59-3,CCC(C)C(C)C,250.0,0.0008279862219866894
565-59-3,CCC(C)C(C)C,277.78,0.0005361154120018715
565-59-3,CCC(C)C(C)C,305.56,0.00037597387606714243
565-59-3,CCC(C)C(C)C,333.33,0.0002798451075178171
565-59-3,CCC(C)C(C)C,361.11,0.0002179199697337017
565-59-3,CCC(C)C(C)C,388.89,8.178487377515543e-06
565-59-3,CCC(C)C(C)C,416.67,8.705816567350455e-06
565-59-3,CCC(C)C(C)C,444.44,9.22075424502666e-06
565-59-3,CCC(C)C(C)C,472.22,9.723907385174764e-06
565-59-3,CCC(C)C(C)C,500.0,1.0215863106440556e-05
565-69-5,CCC(=O)C(C)C,416.67,8.795557163397556e-06
565-69-5,CCC(=O)C(C)C,444.44,9.357186281548569e-06
565-69-5,CCC(=O)C(C)C,472.22,9.911720640706389e-06
565-69-5,CCC(=O)C(C)C,500.0,1.0459518268023095e-05
565-80-0,CC(C)C(=O)C(C)C,250.0,0.0014387276406655303
565-80-0,CC(C)C(=O)C(C)C,277.78,0.0008584190811830466
565-80-0,CC(C)C(=O)C(C)C,305.56,0.0005652468922001229
565-80-0,CC(C)C(=O)C(C)C,333.33,0.0004005884535725772
565-80-0,CC(C)C(=O)C(C)C,361.11,0.00030027473331175827
565-80-0,CC(C)C(=O)C(C)C,388.89,0.00023508156858146237
565-80-0,CC(C)C(=O)C(C)C,416.67,8.474409248361704e-06
565-80-0,CC(C)C(=O)C(C)C,444.44,9.016210191991186e-06
565-80-0,CC(C)C(=O)C(C)C,472.22,9.551459692268347e-06
565-80-0,CC(C)C(=O)C(C)C,500.0,1.00804931053511e-05
57-10-3,CCCCCCCCCCCCCCCC(=O)O,361.11,0.0051738491835393845
57-10-3,CCCCCCCCCCCCCCCC(=O)O,388.89,0.0030997886962800293
57-10-3,CCCCCCCCCCCCCCCC(=O)O,416.67,0.001996297701407757
57-10-3,CCCCCCCCCCCCCCCC(=O)O,444.44,0.0013584105556688213
57-10-3,CCCCCCCCCCCCCCCC(=O)O,472.22,0.0009672457591442727
57-10-3,CCCCCCCCCCCCCCCC(=O)O,500.0,0.0007152612868657053
57-50-1,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,472.22,0.0002735411600096144
57-50-1,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,500.0,0.00022694600660191103
57-55-6,CC(CO)O,250.0,2.554405927564716
57-55-6,CC(CO)O,277.78,0.17063326444789226
57-55-6,CC(CO)O,305.56,0.02811250537033001
57-55-6,CC(CO)O,333.33,0.00825190735086449
57-55-6,CC(CO)O,361.11,0.0034988008081985656
57-55-6,CC(CO)O,388.89,0.0018649730047660715
57-55-6,CC(CO)O,416.67,0.00113775805126744
57-55-6,CC(CO)O,444.44,0.0007448174764151907
57-55-6,CC(CO)O,472.22,1.1417615893233075e-05
57-55-6,CC(CO)O,500.0,1.2109189199748798e-05
5756-43-4,CCCCCCOCC,250.0,0.0021864770571762885
5756-43-4,CCCCCCOCC,277.78,0.0012768051328316686
5756-43-4,CCCCCCOCC,305.56,0.0008220076744031742
5756-43-4,CCCCCCOCC,333.33,0.00056938604134247
5756-43-4,CCCCCCOCC,361.11,0.000417206654415307
5756-43-4,CCCCCCOCC,388.89,0.00031942550742773717
5756-43-4,CCCCCCOCC,416.67,0.0002531352072578262
5756-43-4,CCCCCCOCC,444.44,8.52223548661224e-06
5756-43-4,CCCCCCOCC,472.22,9.027113838047052e-06
5756-43-4,CCCCCCOCC,500.0,9.526401098780713e-06
578-54-1,CCC1=CC=CC=C1N,250.0,0.03202162087317036
578-54-1,CCC1=CC=CC=C1N,277.78,0.008563344910604105
578-54-1,CCC1=CC=CC=C1N,305.56,0.003071552680105192
578-54-1,CCC1=CC=CC=C1N,333.33,0.0016091534190062888
578-54-1,CCC1=CC=CC=C1N,361.11,0.0010448256744350303
578-54-1,CCC1=CC=CC=C1N,388.89,0.000765542856300665
578-54-1,CCC1=CC=CC=C1N,416.67,0.0005907316597872883
578-54-1,CCC1=CC=CC=C1N,444.44,0.00047077665797937276
578-54-1,CCC1=CC=CC=C1N,472.22,0.00038518497681180847
578-54-1,CCC1=CC=CC=C1N,500.0,1.0099020302592131e-05
579-66-8,CCC1=C(C(=CC=C1)CC)N,277.78,0.007426074937589329
579-66-8,CCC1=C(C(=CC=C1)CC)N,305.56,0.0030225105595445482
579-66-8,CCC1=C(C(=CC=C1)CC)N,333.33,0.0016426813546320492
579-66-8,CCC1=C(C(=CC=C1)CC)N,361.11,0.0010673622299188154
579-66-8,CCC1=C(C(=CC=C1)CC)N,388.89,0.000772966682160112
579-66-8,CCC1=C(C(=CC=C1)CC)N,416.67,0.0005893796682305062
579-66-8,CCC1=C(C(=CC=C1)CC)N,444.44,0.0004648944088129865
579-66-8,CCC1=C(C(=CC=C1)CC)N,472.22,0.00037703995539355064
579-66-8,CCC1=C(C(=CC=C1)CC)N,500.0,0.00031283092552664393
582-24-1,C1=CC=C(C=C1)C(=O)CO,333.33,0.0014653385113972909
582-24-1,C1=CC=C(C=C1)C(=O)CO,361.11,0.0009783485889894071
582-24-1,C1=CC=C(C=C1)C(=O)CO,388.89,0.0007031362892962048
582-24-1,C1=CC=C(C=C1)C(=O)CO,416.67,0.0005340194889668306
582-24-1,C1=CC=C(C=C1)C(=O)CO,444.44,0.0004231565698230776
582-24-1,C1=CC=C(C=C1)C(=O)CO,472.22,0.0003466682551214444
583-59-5,CC1CCCCC1O,277.78,0.06790610360497533
583-59-5,CC1CCCCC1O,305.56,0.010119736273972196
583-59-5,CC1CCCCC1O,333.33,0.0030198507661247506
583-59-5,CC1CCCCC1O,361.11,0.0013401573390269214
583-59-5,CC1CCCCC1O,388.89,0.0007331810246103086
583-59-5,CC1CCCCC1O,416.67,0.00043667865306256634
583-59-5,CC1CCCCC1O,444.44,9.719203682048717e-06
583-59-5,CC1CCCCC1O,472.22,1.0368539344562194e-05
583-59-5,CC1CCCCC1O,500.0,1.0991286473858497e-05
583-60-8,CC1CCCCC1=O,277.78,0.0024592296868441547
583-60-8,CC1CCCCC1=O,305.56,0.0013415913609312487
583-60-8,CC1CCCCC1=O,333.33,0.0009017960593774815
583-60-8,CC1CCCCC1=O,361.11,0.0006730401499332056
583-60-8,CC1CCCCC1=O,388.89,0.0005243906653040709
583-60-8,CC1CCCCC1=O,416.67,0.0004222647653548516
583-60-8,CC1CCCCC1=O,444.44,9.079581546119612e-06
583-60-8,CC1CCCCC1=O,472.22,9.69507660147154e-06
583-60-8,CC1CCCCC1=O,500.0,1.0286150533423278e-05
584-02-1,CCC(CC)O,250.0,0.10487249857834874
584-02-1,CCC(CC)O,277.78,0.01399291956326052
584-02-1,CCC(CC)O,305.56,0.002914563723671995
584-02-1,CCC(CC)O,333.33,0.0010728400864023352
584-02-1,CCC(CC)O,361.11,0.0005473275944099626
584-02-1,CCC(CC)O,388.89,1.0354208604314731e-05
584-02-1,CCC(CC)O,416.67,1.1147324131344808e-05
584-02-1,CCC(CC)O,444.44,1.1901713920074623e-05
584-02-1,CCC(CC)O,472.22,1.2624124506496284e-05
584-02-1,CCC(CC)O,500.0,1.331982926582632e-05
584-03-2,CCC(CO)O,250.0,3.0188906522054033
584-03-2,CCC(CO)O,277.78,0.20867394591687552
584-03-2,CCC(CO)O,305.56,0.03153122513855899
584-03-2,CCC(CO)O,333.33,0.008183324502039985
584-03-2,CCC(CO)O,361.11,0.003108756512595407
584-03-2,CCC(CO)O,388.89,0.0015498343717436967
584-03-2,CCC(CO)O,416.67,0.0009393607493269621
584-03-2,CCC(CO)O,444.44,0.0006553862723141721
584-03-2,CCC(CO)O,472.22,1.1237671675460794e-05
584-03-2,CCC(CO)O,500.0,1.1874224073081835e-05
589-34-4,CCCC(C)CC,250.0,0.0004149719631326687
589-34-4,CCCC(C)CC,277.78,0.00035051058801332684
589-34-4,CCCC(C)CC,305.56,0.0003052679496157224
589-34-4,CCCC(C)CC,333.33,0.0002719777789104602
589-34-4,CCCC(C)CC,361.11,0.0002464543918656025
589-34-4,CCCC(C)CC,388.89,7.972994799937246e-06
589-34-4,CCCC(C)CC,416.67,8.563846487065087e-06
589-34-4,CCCC(C)CC,444.44,9.129411016409979e-06
589-34-4,CCCC(C)CC,472.22,9.674028072700308e-06
589-34-4,CCCC(C)CC,500.0,1.0201110073119931e-05
589-38-8,CCCC(=O)CC,250.0,0.0012490432294794593
589-38-8,CCCC(=O)CC,277.78,0.0007746439898161529
589-38-8,CCCC(=O)CC,305.56,0.0005256380794930822
589-38-8,CCCC(=O)CC,333.33,0.00038144343801316683
589-38-8,CCCC(=O)CC,361.11,0.0002913718623908217
589-38-8,CCCC(=O)CC,388.89,0.00023159770676186927
589-38-8,CCCC(=O)CC,416.67,8.580031128539165e-06
589-38-8,CCCC(=O)CC,444.44,9.130682208786952e-06
589-38-8,CCCC(=O)CC,472.22,9.674584688399905e-06
589-38-8,CCCC(=O)CC,500.0,1.0212073265468304e-05
589-55-9,CCCC(CCC)O,250.0,0.06157827858004962
589-55-9,CCCC(CCC)O,277.78,0.011587549940947281
589-55-9,CCCC(CCC)O,305.56,0.0031050628403155064
589-55-9,CCCC(CCC)O,333.33,0.0012686407485325698
589-55-9,CCCC(CCC)O,361.11,0.0006730112271369022
589-55-9,CCCC(CCC)O,388.89,0.0004195321398861212
589-55-9,CCCC(CCC)O,416.67,0.00029086761689061904
589-55-9,CCCC(CCC)O,444.44,9.130946803891735e-06
589-55-9,CCCC(CCC)O,472.22,9.718116978396956e-06
589-55-9,CCCC(CCC)O,500.0,1.0283069412641785e-05
589-82-2,CCCCC(CC)O,250.0,0.060103232191352746
589-82-2,CCCCC(CC)O,277.78,0.013087579092908136
589-82-2,CCCCC(CC)O,305.56,0.003760127768515819
589-82-2,CCCCC(CC)O,333.33,0.001435652223203885
589-82-2,CCCCC(CC)O,361.11,0.0007352047265076665
589-82-2,CCCCC(CC)O,388.89,0.00045000224451933747
589-82-2,CCCCC(CC)O,416.67,0.00030903845162064483
589-82-2,CCCCC(CC)O,444.44,9.045131426313328e-06
589-82-2,CCCCC(CC)O,472.22,9.628600792159994e-06
589-82-2,CCCCC(CC)O,500.0,1.0190055583663132e-05
589-91-3,CC1CCC(O)CC1,277.78,0.12136744414792548
589-91-3,CC1CCC(O)CC1,305.56,0.021049633200198075
589-91-3,CC1CCC(O)CC1,333.33,0.005306444899096337
589-91-3,CC1CCC(O)CC1,361.11,0.0019446598205274123
589-91-3,CC1CCC(O)CC1,388.89,0.0008911901110137608
589-91-3,CC1CCC(O)CC1,416.67,0.00045505565044417454
589-91-3,CC1CCC(O)CC1,444.44,0.0002526208390100859
589-91-3,CC1CCC(O)CC1,472.22,1.0368539344562194e-05
589-91-3,CC1CCC(O)CC1,500.0,1.0991286473858497e-05
589-92-4,CC1CCC(=O)CC1,250.0,0.005527619225493226
589-92-4,CC1CCC(=O)CC1,277.78,0.0024872562922208666
589-92-4,CC1CCC(=O)CC1,305.56,0.0013800581533004752
589-92-4,CC1CCC(=O)CC1,333.33,0.0009301820975129673
589-92-4,CC1CCC(=O)CC1,361.11,0.0007012790225937439
589-92-4,CC1CCC(=O)CC1,388.89,0.0005640598838494514
589-92-4,CC1CCC(=O)CC1,416.67,0.00046753715922260306
589-92-4,CC1CCC(=O)CC1,444.44,9.079581546119612e-06
589-92-4,CC1CCC(=O)CC1,472.22,9.69507660147154e-06
589-92-4,CC1CCC(=O)CC1,500.0,1.0286150533423278e-05
590-01-2,CCCCOC(=O)CC,250.0,0.001794751502848113
590-01-2,CCCCOC(=O)CC,277.78,0.0010676594505265283
590-01-2,CCCCOC(=O)CC,305.56,0.0007059342093284785
590-01-2,CCCCOC(=O)CC,333.33,0.0005054244691387124
590-01-2,CCCCOC(=O)CC,361.11,0.0003836784232650671
590-01-2,CCCCOC(=O)CC,388.89,0.00030430911533148433
590-01-2,CCCCOC(=O)CC,416.67,8.451418733615874e-06
590-01-2,CCCCOC(=O)CC,444.44,9.058387429246881e-06
590-01-2,CCCCOC(=O)CC,472.22,9.638558300110278e-06
590-01-2,CCCCOC(=O)CC,500.0,1.0196203944574745e-05
590-18-1,C/C=C\C,250.0,0.0002983631058937678
590-18-1,C/C=C\C,277.78,7.090023812852666e-06
590-18-1,C/C=C\C,305.56,7.823373518570948e-06
590-18-1,C/C=C\C,333.33,8.535670029374706e-06
590-18-1,C/C=C\C,361.11,9.228179356628501e-06
590-18-1,C/C=C\C,388.89,9.897565731350087e-06
590-18-1,C/C=C\C,416.67,1.054874585592522e-05
590-18-1,C/C=C\C,444.44,1.1180852627989623e-05
590-18-1,C/C=C\C,472.22,1.1794966597324841e-05
590-18-1,C/C=C\C,500.0,1.2393375089612913e-05
590-19-2,CC=C=C,250.0,0.0002233509086483739
590-19-2,CC=C=C,277.78,0.00018419051246839043
590-19-2,CC=C=C,305.56,7.603034520516536e-06
590-19-2,CC=C=C,333.33,8.233633115128851e-06
590-19-2,CC=C=C,361.11,8.845943417199822e-06
590-19-2,CC=C=C,388.89,9.441001049581242e-06
590-19-2,CC=C=C,416.67,1.001981411659486e-05
590-19-2,CC=C=C,444.44,1.0583343517848495e-05
590-19-2,CC=C=C,472.22,1.1132493584188713e-05
590-19-2,CC=C=C,500.0,1.1668108765525069e-05
590-66-9,CC1(CCCCC1)C,250.0,0.0016353832048732757
590-66-9,CC1(CCCCC1)C,277.78,0.0010311885016431193
590-66-9,CC1(CCCCC1)C,305.56,0.000706765922231275
590-66-9,CC1(CCCCC1)C,333.33,0.0005156464173496429
590-66-9,CC1(CCCCC1)C,361.11,0.0003946592291035908
590-66-9,CC1(CCCCC1)C,388.89,0.0003135039129752451
590-66-9,CC1(CCCCC1)C,416.67,8.409223858296946e-06
590-66-9,CC1(CCCCC1)C,444.44,8.948320515142203e-06
590-66-9,CC1(CCCCC1)C,472.22,9.477242563909879e-06
590-66-9,CC1(CCCCC1)C,500.0,9.996229411535618e-06
590-67-0,CC1(CCCCC1)O,305.56,0.020023545768531333
590-67-0,CC1(CCCCC1)O,333.33,0.007336924607634465
590-67-0,CC1(CCCCC1)O,361.11,0.003108223995075221
590-67-0,CC1(CCCCC1)O,388.89,0.0014766640529800435
590-67-0,CC1(CCCCC1)O,416.67,0.000769174771271101
590-67-0,CC1(CCCCC1)O,444.44,9.332581395690902e-06
590-67-0,CC1(CCCCC1)O,472.22,9.90570598732367e-06
590-67-0,CC1(CCCCC1)O,500.0,1.0473145444263491e-05
590-86-3,CC(C)CC=O,250.0,0.0005137770739342073
590-86-3,CC(C)CC=O,277.78,0.0004233694376735154
590-86-3,CC(C)CC=O,305.56,0.00036135230145380626
590-86-3,CC(C)CC=O,333.33,0.000316609179936965
590-86-3,CC(C)CC=O,361.11,0.0002829373884090671
590-86-3,CC(C)CC=O,388.89,9.013663414821328e-06
590-86-3,CC(C)CC=O,416.67,9.685736913990161e-06
590-86-3,CC(C)CC=O,444.44,1.0328209002695964e-05
590-86-3,CC(C)CC=O,472.22,1.0946224280145103e-05
590-86-3,CC(C)CC=O,500.0,1.1543807923809803e-05
591-17-3,CC1=CC(=CC=C1)Br,250.0,0.002770066515592042
591-17-3,CC1=CC(=CC=C1)Br,277.78,0.0015971336572879388
591-17-3,CC1=CC(=CC=C1)Br,305.56,0.0010492419860864883
591-17-3,CC1=CC(=CC=C1)Br,333.33,0.0007595178282682705
591-17-3,CC1=CC(=CC=C1)Br,361.11,0.0005878192333354179
591-17-3,CC1=CC(=CC=C1)Br,388.89,0.0004770951995479205
591-17-3,CC1=CC(=CC=C1)Br,416.67,0.00039894839674138745
591-17-3,CC1=CC(=CC=C1)Br,444.44,0.00034102188506626567
591-17-3,CC1=CC(=CC=C1)Br,472.22,1.1873849071267045e-05
591-17-3,CC1=CC(=CC=C1)Br,500.0,1.2665974387691967e-05
591-19-5,C1=CC(=CC(=C1)Br)N,305.56,0.004506793321143012
591-19-5,C1=CC(=CC(=C1)Br)N,333.33,0.0023540872429653713
591-19-5,C1=CC(=CC(=C1)Br)N,361.11,0.0015130205570253832
591-19-5,C1=CC(=CC(=C1)Br)N,388.89,0.0010960749069714908
591-19-5,C1=CC(=CC(=C1)Br)N,416.67,0.0008372336181760329
