CAS,SMILES,T_K,viscosity_Pas
100-02-7,C1=CC(=CC=C1[N+](=O)[O-])O,388.89,0.003730177603126155
100-02-7,C1=CC(=CC=C1[N+](=O)[O-])O,416.67,0.0022986378193961834
100-02-7,C1=CC(=CC=C1[N+](=O)[O-])O,444.44,0.0015190709530768412
100-02-7,C1=CC(=CC=C1[N+](=O)[O-])O,472.22,0.00106148337764555
100-02-7,C1=CC(=CC=C1[N+](=O)[O-])O,500.0,0.0007760258543588705
100-41-4,CCC1=CC=CC=C1,250.0,0.0013005755701726383
100-41-4,CCC1=CC=CC=C1,277.78,0.000823418763972991
100-41-4,CCC1=CC=CC=C1,305.56,0.0005795857621243747
100-41-4,CCC1=CC=CC=C1,333.33,0.00043503768961932577
100-41-4,CCC1=CC=CC=C1,361.11,0.0003406047933885419
100-41-4,CCC1=CC=CC=C1,388.89,0.00027236154128248286
100-41-4,CCC1=CC=CC=C1,416.67,8.981362424698384e-06
100-41-4,CCC1=CC=CC=C1,444.44,9.581966698935993e-06
100-41-4,CCC1=CC=CC=C1,472.22,1.0183217733218888e-05
100-41-4,CCC1=CC=CC=C1,500.0,1.0783475931334207e-05
100-42-5,C=CC1=CC=CC=C1,250.0,0.0016279160826488301
100-42-5,C=CC1=CC=CC=C1,277.78,0.0009608954053532998
100-42-5,C=CC1=CC=CC=C1,305.56,0.0006338067806961507
100-42-5,C=CC1=CC=CC=C1,333.33,0.00045378779737199583
100-42-5,C=CC1=CC=CC=C1,361.11,0.00034569268779544726
100-42-5,C=CC1=CC=CC=C1,388.89,0.0002762440017401587
100-42-5,C=CC1=CC=CC=C1,416.67,0.00022913661906137848
100-42-5,C=CC1=CC=CC=C1,444.44,9.446388958530214e-06
100-42-5,C=CC1=CC=CC=C1,472.22,9.986527218751602e-06
100-42-5,C=CC1=CC=CC=C1,500.0,1.0515656884471744e-05
100-44-7,C1=CC=C(C=C1)CCl,472.22,1.0823275925925926e-05
100-44-7,C1=CC=C(C=C1)CCl,500.0,1.14606e-05
100-46-9,C1=CC=C(C=C1)CN,277.78,0.0024167438376577264
100-46-9,C1=CC=C(C=C1)CN,305.56,0.0014285607939640973
100-46-9,C1=CC=C(C=C1)CN,333.33,0.0009344168594528584
100-46-9,C1=CC=C(C=C1)CN,361.11,0.0006593210174297156
100-46-9,C1=CC=C(C=C1)CN,388.89,0.0004925627371241952
100-46-9,C1=CC=C(C=C1)CN,416.67,0.00038455803198659215
100-46-9,C1=CC=C(C=C1)CN,444.44,0.00031079595642864667
100-46-9,C1=CC=C(C=C1)CN,472.22,1.0868611524202643e-05
100-46-9,C1=CC=C(C=C1)CN,500.0,1.1558667114132587e-05
100-47-0,C1=CC=C(C=C1)C#N,277.78,0.0017177854315566282
100-47-0,C1=CC=C(C=C1)C#N,305.56,0.0011067599722053394
100-47-0,C1=CC=C(C=C1)C#N,333.33,0.0007752089025061001
100-47-0,C1=CC=C(C=C1)C#N,361.11,0.000578553372914829
100-47-0,C1=CC=C(C=C1)C#N,388.89,0.00045356160868253943
100-47-0,C1=CC=C(C=C1)C#N,416.67,0.0003696344646837176
100-47-0,C1=CC=C(C=C1)C#N,444.44,0.0003107049965885191
100-47-0,C1=CC=C(C=C1)C#N,472.22,1.127897596079453e-05
100-47-0,C1=CC=C(C=C1)C#N,500.0,1.1948006424984295e-05
100-48-1,C1=CN=CC=C1C#N,361.11,0.0004724139159416704
100-48-1,C1=CN=CC=C1C#N,388.89,0.0004144336307607839
100-48-1,C1=CN=CC=C1C#N,416.67,0.00036997011096575276
100-48-1,C1=CN=CC=C1C#N,444.44,0.000334982669411476
100-48-1,C1=CN=CC=C1C#N,472.22,0.0003068361796910996
100-48-1,C1=CN=CC=C1C#N,500.0,0.0002837383681941633
100-51-6,C1=CC=C(C=C1)CO,277.78,0.010012901958512985
100-51-6,C1=CC=C(C=C1)CO,305.56,0.004203785183295579
100-51-6,C1=CC=C(C=C1)CO,333.33,0.0020396027308678664
100-51-6,C1=CC=C(C=C1)CO,361.11,0.0011060535857170257
100-51-6,C1=CC=C(C=C1)CO,388.89,0.0006545909733135729
100-51-6,C1=CC=C(C=C1)CO,416.67,0.00041544466082979947
100-51-6,C1=CC=C(C=C1)CO,444.44,0.0002790382269944612
100-51-6,C1=CC=C(C=C1)CO,472.22,0.00019631893388262535
100-51-6,C1=CC=C(C=C1)CO,500.0,1.1117169972265899e-05
100-52-7,C1=CC=C(C=C1)C=O,250.0,0.003330238919264402
100-52-7,C1=CC=C(C=C1)C=O,277.78,0.0019202573282792695
100-52-7,C1=CC=C(C=C1)C=O,305.56,0.0012340967313870135
100-52-7,C1=CC=C(C=C1)C=O,333.33,0.0008598853639243626
100-52-7,C1=CC=C(C=C1)C=O,361.11,0.0006372036231217966
100-52-7,C1=CC=C(C=C1)C=O,388.89,0.0004953004568490151
100-52-7,C1=CC=C(C=C1)C=O,416.67,0.00039974937966197154
100-52-7,C1=CC=C(C=C1)C=O,444.44,0.0003324038353784807
100-52-7,C1=CC=C(C=C1)C=O,472.22,1.0454015432098765e-05
100-52-7,C1=CC=C(C=C1)C=O,500.0,1.10655e-05
100-53-8,C1=CC=C(C=C1)CS,250.0,0.002203767514037003
100-53-8,C1=CC=C(C=C1)CS,277.78,0.00129239415481161
100-53-8,C1=CC=C(C=C1)CS,305.56,0.0008351621695272334
100-53-8,C1=CC=C(C=C1)CS,333.33,0.0005804383672354258
100-53-8,C1=CC=C(C=C1)CS,361.11,0.00042663075640408693
100-53-8,C1=CC=C(C=C1)CS,388.89,0.0003276696244165825
100-53-8,C1=CC=C(C=C1)CS,416.67,0.00026065123391667025
100-53-8,C1=CC=C(C=C1)CS,444.44,0.00021330676309197144
100-53-8,C1=CC=C(C=C1)CS,472.22,0.00017863886147802732
100-53-8,C1=CC=C(C=C1)CS,500.0,1.0551509914526103e-05
100-54-9,C1=CC(=CN=C1)C#N,333.33,0.0014630048374980169
100-54-9,C1=CC(=CN=C1)C#N,361.11,0.0009888133070635628
100-54-9,C1=CC(=CN=C1)C#N,388.89,0.0007287204099908353
100-54-9,C1=CC(=CN=C1)C#N,416.67,0.0005689491490661452
100-54-9,C1=CC(=CN=C1)C#N,444.44,0.0004587146179168216
100-54-9,C1=CC(=CN=C1)C#N,472.22,0.00037918736517810457
100-54-9,C1=CC(=CN=C1)C#N,500.0,1.0196797736301476e-05
100-61-8,CNC1=CC=CC=C1,250.0,0.008889637949445974
100-61-8,CNC1=CC=CC=C1,277.78,0.0034355976296167015
100-61-8,CNC1=CC=CC=C1,305.56,0.001693743006819424
100-61-8,CNC1=CC=CC=C1,333.33,0.0009928322938226985
100-61-8,CNC1=CC=CC=C1,361.11,0.0006609857002291142
100-61-8,CNC1=CC=CC=C1,388.89,0.0004846370486426445
100-61-8,CNC1=CC=CC=C1,416.67,0.000383133993550976
100-61-8,CNC1=CC=CC=C1,444.44,0.000321817641382967
100-61-8,CNC1=CC=CC=C1,472.22,1.08218512345679e-05
100-61-8,CNC1=CC=CC=C1,500.0,1.1441199999999998e-05
100-66-3,COC1=CC=CC=C1,250.0,0.00245700722124009
100-66-3,COC1=CC=CC=C1,277.78,0.0014260436481217122
100-66-3,COC1=CC=CC=C1,305.56,0.0009187598759770915
100-66-3,COC1=CC=CC=C1,333.33,0.0006398432780819035
100-66-3,COC1=CC=CC=C1,361.11,0.0004729053256625769
100-66-3,COC1=CC=CC=C1,388.89,0.00036610009795089025
100-66-3,COC1=CC=CC=C1,416.67,0.00029398397680338226
100-66-3,COC1=CC=CC=C1,444.44,1.0121173722623914e-05
100-66-3,COC1=CC=CC=C1,472.22,1.0752284239690422e-05
100-66-3,COC1=CC=CC=C1,500.0,1.1375727990483355e-05
100-70-9,C1=CC=NC(=C1)C#N,305.56,0.0017387146924810197
100-70-9,C1=CC=NC(=C1)C#N,333.33,0.001137943992802064
100-70-9,C1=CC=NC(=C1)C#N,361.11,0.000815301011745683
100-70-9,C1=CC=NC(=C1)C#N,388.89,0.0006229424266190354
100-70-9,C1=CC=NC(=C1)C#N,416.67,0.0004981789886012878
100-70-9,C1=CC=NC(=C1)C#N,444.44,0.00041000128861546953
100-70-9,C1=CC=NC(=C1)C#N,472.22,0.00034522146144159917
100-70-9,C1=CC=NC(=C1)C#N,500.0,0.00029621921760182525
10022-50-1,O=[N+]([O-])F,250.0,1.1998170379877297e-05
10022-50-1,O=[N+]([O-])F,277.78,1.3388172733085827e-05
10022-50-1,O=[N+]([O-])F,305.56,1.4656879525161477e-05
10022-50-1,O=[N+]([O-])F,333.33,1.58342867132716e-05
10022-50-1,O=[N+]([O-])F,361.11,1.694129339717615e-05
10022-50-1,O=[N+]([O-])F,388.89,1.7992894527714074e-05
10022-50-1,O=[N+]([O-])F,416.67,1.900012174303602e-05
10022-50-1,O=[N+]([O-])F,444.44,1.997126805530808e-05
10022-50-1,O=[N+]([O-])F,472.22,2.0912685987842735e-05
10022-50-1,O=[N+]([O-])F,500.0,2.1829322573176002e-05
10024-97-2,N#[N+][O-],250.0,1.2491748211923455e-05
10024-97-2,N#[N+][O-],277.78,1.3860594239112022e-05
10024-97-2,N#[N+][O-],305.56,1.519751079779417e-05
10024-97-2,N#[N+][O-],333.33,1.6498680022898276e-05
10024-97-2,N#[N+][O-],361.11,1.7762817637630585e-05
10024-97-2,N#[N+][O-],388.89,1.8990433813726386e-05
10024-97-2,N#[N+][O-],416.67,2.0182875440401995e-05
10024-97-2,N#[N+][O-],444.44,2.1342114684235023e-05
10024-97-2,N#[N+][O-],472.22,2.2470411482361083e-05
10024-97-2,N#[N+][O-],500.0,2.3569955890896667e-05
10025-87-3,O=P(Cl)(Cl)Cl,277.78,0.0013864185657055487
10025-87-3,O=P(Cl)(Cl)Cl,305.56,0.0009255162287196428
10025-87-3,O=P(Cl)(Cl)Cl,333.33,0.0006781337363968936
10025-87-3,O=P(Cl)(Cl)Cl,361.11,0.0005297028159837018
10025-87-3,O=P(Cl)(Cl)Cl,388.89,1.1912666682093537e-05
10025-87-3,O=P(Cl)(Cl)Cl,416.67,1.2938284725118339e-05
10025-87-3,O=P(Cl)(Cl)Cl,444.44,1.3896593359625582e-05
10025-87-3,O=P(Cl)(Cl)Cl,472.22,1.4798980008226782e-05
10025-87-3,O=P(Cl)(Cl)Cl,500.0,1.565444518928894e-05
10026-04-7,[Si](Cl)(Cl)(Cl)Cl,250.0,0.0006987034217436208
10026-04-7,[Si](Cl)(Cl)(Cl)Cl,277.78,0.0005397167723285563
10026-04-7,[Si](Cl)(Cl)(Cl)Cl,305.56,0.00042316531655261044
10026-04-7,[Si](Cl)(Cl)(Cl)Cl,333.33,1.1446219753086422e-05
10026-04-7,[Si](Cl)(Cl)(Cl)Cl,361.11,1.2396762976061196e-05
10026-04-7,[Si](Cl)(Cl)(Cl)Cl,388.89,1.3332947786160646e-05
10026-04-7,[Si](Cl)(Cl)(Cl)Cl,416.67,1.4255407542438273e-05
10026-04-7,[Si](Cl)(Cl)(Cl)Cl,444.44,1.5164752598689224e-05
10026-04-7,[Si](Cl)(Cl)(Cl)Cl,472.22,1.6061570303450316e-05
10026-04-7,[Si](Cl)(Cl)(Cl)Cl,500.0,1.6946425000000003e-05
10028-15-6,[O-][O+]=O,250.0,1.2915534052829687e-05
10028-15-6,[O-][O+]=O,277.78,1.4122557384058553e-05
10028-15-6,[O-][O+]=O,305.56,1.5311336575645856e-05
10028-15-6,[O-][O+]=O,333.33,1.6483774674398927e-05
10028-15-6,[O-][O+]=O,361.11,1.764143433633949e-05
10028-15-6,[O-][O+]=O,388.89,1.878562023417396e-05
10028-15-6,[O-][O+]=O,416.67,1.9917437040214903e-05
10028-15-6,[O-][O+]=O,444.44,2.103783137460157e-05
10028-15-6,[O-][O+]=O,472.22,2.214762288055213e-05
10028-15-6,[O-][O+]=O,500.0,2.3247527719946016e-05
1003-73-2,CC1=C[N+](=CC=C1)[O-],333.33,0.0039147330188876875
1003-73-2,CC1=C[N+](=CC=C1)[O-],361.11,1.1082843459108106e-05
1003-73-2,CC1=C[N+](=CC=C1)[O-],388.89,1.2054704006355211e-05
1003-73-2,CC1=C[N+](=CC=C1)[O-],416.67,1.2964943898466763e-05
1003-73-2,CC1=C[N+](=CC=C1)[O-],444.44,1.382486172167896e-05
1003-73-2,CC1=C[N+](=CC=C1)[O-],472.22,1.4643176849943956e-05
1003-73-2,CC1=C[N+](=CC=C1)[O-],500.0,1.5426719458954636e-05
1003-78-7,CC1CC(S(=O)(=O)C1)C,277.78,0.018879343533598467
1003-78-7,CC1CC(S(=O)(=O)C1)C,305.56,0.0072186625130153965
1003-78-7,CC1CC(S(=O)(=O)C1)C,333.33,0.003606371072595522
1003-78-7,CC1CC(S(=O)(=O)C1)C,361.11,0.002151821908776979
1003-78-7,CC1CC(S(=O)(=O)C1)C,388.89,0.001443519666485956
1003-78-7,CC1CC(S(=O)(=O)C1)C,416.67,0.001046132223323743
1003-78-7,CC1CC(S(=O)(=O)C1)C,444.44,0.0007907839262091545
1003-78-7,CC1CC(S(=O)(=O)C1)C,472.22,0.0006177574086812311
1003-78-7,CC1CC(S(=O)(=O)C1)C,500.0,0.0004959773107646775
10034-85-2,I,250.0,1.6005762500000003e-05
10034-85-2,I,277.78,1.772962901234568e-05
10034-85-2,I,305.56,1.9438534104938275e-05
10034-85-2,I,333.33,2.113247777777778e-05
10034-85-2,I,361.11,2.2811460030864197e-05
10034-85-2,I,388.89,2.4475480864197536e-05
10034-85-2,I,416.67,2.612454027777778e-05
10034-85-2,I,444.44,2.7758638271604943e-05
10034-85-2,I,472.22,2.9377774845679017e-05
10034-85-2,I,500.0,3.098195e-05
10035-10-6,Br,250.0,1.534543152806428e-05
10035-10-6,Br,277.78,1.6920376667171385e-05
10035-10-6,Br,305.56,1.8483893759965945e-05
10035-10-6,Br,333.33,2.0037096794710334e-05
10035-10-6,Br,361.11,2.1580907203298463e-05
10035-10-6,Br,388.89,2.3116099448638537e-05
10035-10-6,Br,416.67,2.4643333319317373e-05
10035-10-6,Br,444.44,2.616317743990063e-05
10035-10-6,Br,472.22,2.767612678838689e-05
10035-10-6,Br,500.0,2.918261601241403e-05
10097-32-2,[Br],277.78,0.0011951013948704795
10097-32-2,[Br],305.56,0.0009068660351684336
10097-32-2,[Br],333.33,1.70883e-05
10097-32-2,[Br],361.11,1.8400431944444442e-05
10097-32-2,[Br],388.89,1.9720327777777777e-05
10097-32-2,[Br],416.67,2.1047987499999998e-05
10097-32-2,[Br],444.44,2.238341111111111e-05
10097-32-2,[Br],472.22,2.372659861111111e-05
10097-32-2,[Br],500.0,2.507755e-05
101-02-0,C1=CC=C(C=C1)OP(OC2=CC=CC=C2)OC3=CC=CC=C3,305.56,0.011973837430775727
101-02-0,C1=CC=C(C=C1)OP(OC2=CC=CC=C2)OC3=CC=CC=C3,333.33,0.005221181776679311
101-02-0,C1=CC=C(C=C1)OP(OC2=CC=CC=C2)OC3=CC=CC=C3,361.11,0.002958579921289082
101-02-0,C1=CC=C(C=C1)OP(OC2=CC=CC=C2)OC3=CC=CC=C3,388.89,0.001892105906775353
101-02-0,C1=CC=C(C=C1)OP(OC2=CC=CC=C2)OC3=CC=CC=C3,416.67,0.0012844028810006217
101-02-0,C1=CC=C(C=C1)OP(OC2=CC=CC=C2)OC3=CC=CC=C3,444.44,0.0009151585601019875
101-02-0,C1=CC=C(C=C1)OP(OC2=CC=CC=C2)OC3=CC=CC=C3,472.22,0.0006786031376404992
101-02-0,C1=CC=C(C=C1)OP(OC2=CC=CC=C2)OC3=CC=CC=C3,500.0,0.0005201936227115074
101-81-5,C1=CC=C(C=C1)CC2=CC=CC=C2,305.56,0.0024114232275953577
101-81-5,C1=CC=C(C=C1)CC2=CC=CC=C2,333.33,0.0015327435525558225
101-81-5,C1=CC=C(C=C1)CC2=CC=CC=C2,361.11,0.0010508753274853645
101-81-5,C1=CC=C(C=C1)CC2=CC=CC=C2,388.89,0.0007642790675135939
101-81-5,C1=CC=C(C=C1)CC2=CC=CC=C2,416.67,0.0005824303847665639
101-81-5,C1=CC=C(C=C1)CC2=CC=CC=C2,444.44,0.0004608213288153014
101-81-5,C1=CC=C(C=C1)CC2=CC=CC=C2,472.22,0.00037588597843999353
101-81-5,C1=CC=C(C=C1)CC2=CC=CC=C2,500.0,0.00031434790553710334
101-84-8,C1=CC=C(C=C1)OC2=CC=CC=C2,305.56,0.00312256898064091
101-84-8,C1=CC=C(C=C1)OC2=CC=CC=C2,333.33,0.0018012448488528272
101-84-8,C1=CC=C(C=C1)OC2=CC=CC=C2,361.11,0.0011308339819815672
101-84-8,C1=CC=C(C=C1)OC2=CC=CC=C2,388.89,0.000758772272806746
101-84-8,C1=CC=C(C=C1)OC2=CC=CC=C2,416.67,0.0005369436723714331
101-84-8,C1=CC=C(C=C1)OC2=CC=CC=C2,444.44,0.0003967392267470996
101-84-8,C1=CC=C(C=C1)OC2=CC=CC=C2,472.22,0.0003037377616565431
101-84-8,C1=CC=C(C=C1)OC2=CC=CC=C2,500.0,0.0002394836253873654
10102-43-9,[N]=O,250.0,1.6532575727700204e-05
10102-43-9,[N]=O,277.78,1.8052495904433534e-05
10102-43-9,[N]=O,305.56,1.9507405692323934e-05
10102-43-9,[N]=O,333.33,2.0903516017259297e-05
10102-43-9,[N]=O,361.11,2.224629081986761e-05
10102-43-9,[N]=O,388.89,2.3540524158634412e-05
10102-43-9,[N]=O,416.67,2.479042378650319e-05
10102-43-9,[N]=O,444.44,2.5999690197809224e-05
10102-43-9,[N]=O,472.22,2.7171587176715305e-05
10102-43-9,[N]=O,500.0,2.8309003003256748e-05
10102-44-0,[O]N=O,305.56,1.388355927069045e-05
10102-44-0,[O]N=O,333.33,1.596957407407408e-05
10102-44-0,[O]N=O,361.11,1.7914746342021034e-05
10102-44-0,[O]N=O,388.89,1.973232281664382e-05
10102-44-0,[O]N=O,416.67,2.1434847222222226e-05
10102-44-0,[O]N=O,444.44,2.3034160265203483e-05
10102-44-0,[O]N=O,472.22,2.454139963420211e-05
10102-44-0,[O]N=O,500.0,2.596700000000001e-05
102-86-3,CCCCCCN(CCCCCC)CCCCCC,333.33,0.0018484106000960182
102-86-3,CCCCCCN(CCCCCC)CCCCCC,361.11,0.001174140490750069
102-86-3,CCCCCCN(CCCCCC)CCCCCC,388.89,0.0008153784094486559
102-86-3,CCCCCCN(CCCCCC)CCCCCC,416.67,0.0006044317232528772
102-86-3,CCCCCCN(CCCCCC)CCCCCC,444.44,0.00047003094276121656
102-86-3,CCCCCCN(CCCCCC)CCCCCC,472.22,0.00037690648407868863
102-86-3,CCCCCCN(CCCCCC)CCCCCC,500.0,0.0003095987696778464
10294-34-5,B(Cl)(Cl)Cl,250.0,0.0003393670893001997
10294-34-5,B(Cl)(Cl)Cl,277.78,0.0003089783591917967
10294-34-5,B(Cl)(Cl)Cl,305.56,9.71042719365305e-06
10294-34-5,B(Cl)(Cl)Cl,333.33,1.0717347621370416e-05
10294-34-5,B(Cl)(Cl)Cl,361.11,1.1645209702994626e-05
10294-34-5,B(Cl)(Cl)Cl,388.89,1.2510214277725108e-05
10294-34-5,B(Cl)(Cl)Cl,416.67,1.3324500713900621e-05
10294-34-5,B(Cl)(Cl)Cl,444.44,1.4097319845507792e-05
10294-34-5,B(Cl)(Cl)Cl,472.22,1.483583130978273e-05
10294-34-5,B(Cl)(Cl)Cl,500.0,1.554565503670274e-05
103-50-4,C1=CC=C(C=C1)COCC2=CC=CC=C2,277.78,0.00880129942359978
103-50-4,C1=CC=C(C=C1)COCC2=CC=CC=C2,305.56,0.003838203680405554
103-50-4,C1=CC=C(C=C1)COCC2=CC=CC=C2,333.33,0.0021503466349992043
103-50-4,C1=CC=C(C=C1)COCC2=CC=CC=C2,361.11,0.0014024555964244432
103-50-4,C1=CC=C(C=C1)COCC2=CC=CC=C2,388.89,0.0010085518018270647
103-50-4,C1=CC=C(C=C1)COCC2=CC=CC=C2,416.67,0.0007630645263516653
103-50-4,C1=CC=C(C=C1)COCC2=CC=CC=C2,444.44,0.0005978217244611584
103-50-4,C1=CC=C(C=C1)COCC2=CC=CC=C2,472.22,0.00048199745593168896
103-50-4,C1=CC=C(C=C1)COCC2=CC=CC=C2,500.0,0.000397990939761536
103-65-1,CCCC1=CC=CC=C1,250.0,0.0018184874509262377
103-65-1,CCCC1=CC=CC=C1,277.78,0.0010923437350241001
103-65-1,CCCC1=CC=CC=C1,305.56,0.0007267658514355652
103-65-1,CCCC1=CC=CC=C1,333.33,0.0005216362894969748
103-65-1,CCCC1=CC=CC=C1,361.11,0.00039663411479962
103-65-1,CCCC1=CC=CC=C1,388.89,0.0003153771790517974
103-65-1,CCCC1=CC=CC=C1,416.67,0.00025972968304160146
103-65-1,CCCC1=CC=CC=C1,444.44,9.007221875523575e-06
103-65-1,CCCC1=CC=CC=C1,472.22,9.532035175799696e-06
103-65-1,CCCC1=CC=CC=C1,500.0,1.004760178887648e-05
103-69-5,CCNC1=CC=CC=C1,250.0,0.005235367867791186
103-69-5,CCNC1=CC=CC=C1,277.78,0.0027111643072336373
103-69-5,CCNC1=CC=CC=C1,305.56,0.0015824543539912162
103-69-5,CCNC1=CC=CC=C1,333.33,0.0010103741697772288
103-69-5,CCNC1=CC=CC=C1,361.11,0.0006912152962797983
103-69-5,CCNC1=CC=CC=C1,388.89,0.0005014384455517869
103-69-5,CCNC1=CC=CC=C1,416.67,0.00038526413557500377
103-69-5,CCNC1=CC=CC=C1,444.44,0.00030926101799863136
103-69-5,CCNC1=CC=CC=C1,472.22,0.00025668460393925773
103-69-5,CCNC1=CC=CC=C1,500.0,1.0562932883435204e-05
103-71-9,C1=CC=C(C=C1)N=C=O,250.0,0.0020521275292664375
103-71-9,C1=CC=C(C=C1)N=C=O,277.78,0.0012298846933681187
103-71-9,C1=CC=C(C=C1)N=C=O,305.56,0.0008090117027348435
103-71-9,C1=CC=C(C=C1)N=C=O,333.33,0.0005706422906857557
103-71-9,C1=CC=C(C=C1)N=C=O,361.11,0.00042469829291299545
103-71-9,C1=CC=C(C=C1)N=C=O,388.89,0.0003296652241789945
103-71-9,C1=CC=C(C=C1)N=C=O,416.67,0.0002646107743307488
103-71-9,C1=CC=C(C=C1)N=C=O,444.44,9.860931087426335e-06
103-71-9,C1=CC=C(C=C1)N=C=O,472.22,1.045838452056243e-05
103-71-9,C1=CC=C(C=C1)N=C=O,500.0,1.1049853411231833e-05
103-72-0,C1=CC=C(C=C1)N=C=S,277.78,0.002076913356514499
103-72-0,C1=CC=C(C=C1)N=C=S,305.56,0.001271795518170656
103-72-0,C1=CC=C(C=C1)N=C=S,333.33,0.000880523708060445
103-72-0,C1=CC=C(C=C1)N=C=S,361.11,0.0006615965371401429
103-72-0,C1=CC=C(C=C1)N=C=S,388.89,0.0005260398405546933
103-72-0,C1=CC=C(C=C1)N=C=S,416.67,0.0004325285548512473
103-72-0,C1=CC=C(C=C1)N=C=S,444.44,0.0003644084620278544
103-72-0,C1=CC=C(C=C1)N=C=S,472.22,0.0003131912497866588
103-72-0,C1=CC=C(C=C1)N=C=S,500.0,1.0624465997708825e-05
103-73-1,CCOC1=CC=CC=C1,250.0,0.0031728721445330402
103-73-1,CCOC1=CC=CC=C1,277.78,0.0017359890233195744
103-73-1,CCOC1=CC=CC=C1,305.56,0.0010624602296904324
103-73-1,CCOC1=CC=CC=C1,333.33,0.0007135595355376084
103-73-1,CCOC1=CC=CC=C1,361.11,0.0005138779209183968
103-73-1,CCOC1=CC=CC=C1,388.89,0.00039015398254297294
103-73-1,CCOC1=CC=CC=C1,416.67,0.0003085597989581891
103-73-1,CCOC1=CC=CC=C1,444.44,9.144956719050575e-06
103-73-1,CCOC1=CC=CC=C1,472.22,9.765804833131564e-06
103-73-1,CCOC1=CC=CC=C1,500.0,1.036120199447622e-05
104-51-8,CCCCC1=CC=CC=C1,250.0,0.0023607879297838598
104-51-8,CCCCC1=CC=CC=C1,277.78,0.0013483338762690453
104-51-8,CCCCC1=CC=CC=C1,305.56,0.0008671268503483726
104-51-8,CCCCC1=CC=CC=C1,333.33,0.0006087158768415609
104-51-8,CCCCC1=CC=CC=C1,361.11,0.0004565990711313895
104-51-8,CCCCC1=CC=CC=C1,388.89,0.00036047815823902156
104-51-8,CCCCC1=CC=CC=C1,416.67,0.0002962398696028714
104-51-8,CCCCC1=CC=CC=C1,444.44,0.000251297998286702
104-51-8,CCCCC1=CC=CC=C1,472.22,9.064469288315529e-06
104-51-8,CCCCC1=CC=CC=C1,500.0,9.555463043260421e-06
104-76-7,CCCCC(CC)CO,250.0,0.09010006958007098
104-76-7,CCCCC(CC)CO,277.78,0.016084374142037408
104-76-7,CCCCC(CC)CO,305.56,0.00472342292867165
104-76-7,CCCCC(CC)CO,333.33,0.0019727529282452818
104-76-7,CCCCC(CC)CO,361.11,0.0010261019825442866
104-76-7,CCCCC(CC)CO,388.89,0.0006163243293870419
104-76-7,CCCCC(CC)CO,416.67,0.00039993376650759556
104-76-7,CCCCC(CC)CO,444.44,0.00027379126760153274
104-76-7,CCCCC(CC)CO,472.22,9.014815556738081e-06
104-76-7,CCCCC(CC)CO,500.0,9.561998242842542e-06
104-85-8,CC1=CC=C(C=C1)C#N,305.56,0.0013779559903280055
104-85-8,CC1=CC=C(C=C1)C#N,333.33,0.0009181905847412107
104-85-8,CC1=CC=C(C=C1)C#N,361.11,0.0006630614613075856
104-85-8,CC1=CC=C(C=C1)C#N,388.89,0.0005077512715328398
104-85-8,CC1=CC=C(C=C1)C#N,416.67,0.0004063395143005705
104-85-8,CC1=CC=C(C=C1)C#N,444.44,0.00033566816582993817
104-85-8,CC1=CC=C(C=C1)C#N,472.22,0.00028351527957663867
104-85-8,CC1=CC=C(C=C1)C#N,500.0,9.466771970072717e-06
104-93-8,CC1=CC=C(C=C1)OC,250.0,0.002958674988639328
104-93-8,CC1=CC=C(C=C1)OC,277.78,0.00166554861848077
104-93-8,CC1=CC=C(C=C1)OC,305.56,0.0010439922794023215
104-93-8,CC1=CC=C(C=C1)OC,333.33,0.000711218310194346
104-93-8,CC1=CC=C(C=C1)OC,361.11,0.000515931620379397
104-93-8,CC1=CC=C(C=C1)OC,388.89,0.0003928648975498789
104-93-8,CC1=CC=C(C=C1)OC,416.67,0.0003107756263230148
104-93-8,CC1=CC=C(C=C1)OC,444.44,0.00025339795347222813
104-93-8,CC1=CC=C(C=C1)OC,472.22,9.820728909335084e-06
104-93-8,CC1=CC=C(C=C1)OC,500.0,1.043202031267136e-05
105-37-3,CCC(=O)OCC,250.0,0.00098596709836034
105-37-3,CCC(=O)OCC,277.78,0.0006512749625959449
105-37-3,CCC(=O)OCC,305.56,0.0004624967794816932
105-37-3,CCC(=O)OCC,333.33,0.00034680252711005705
105-37-3,CCC(=O)OCC,361.11,0.0002711169653312307
105-37-3,CCC(=O)OCC,388.89,1.2051080650646215e-05
105-37-3,CCC(=O)OCC,416.67,1.2921508151559622e-05
105-37-3,CCC(=O)OCC,444.44,1.3778348786330763e-05
105-37-3,CCC(=O)OCC,472.22,1.4621820273267183e-05
105-37-3,CCC(=O)OCC,500.0,1.5452213919251295e-05
105-40-8,CCOC(=O)NC,250.0,0.01663049132074663
105-40-8,CCOC(=O)NC,277.78,0.005850395129594643
105-40-8,CCOC(=O)NC,305.56,0.002533132650498503
105-40-8,CCOC(=O)NC,333.33,0.0013612524641110036
105-40-8,CCOC(=O)NC,361.11,0.0008481959334761652
105-40-8,CCOC(=O)NC,388.89,0.0005837830253009814
105-40-8,CCOC(=O)NC,416.67,0.00042484155291172294
105-40-8,CCOC(=O)NC,444.44,1.0602073152392577e-05
105-40-8,CCOC(=O)NC,472.22,1.1263393950910131e-05
105-40-8,CCOC(=O)NC,500.0,1.1899311506659137e-05
105-54-4,CCCC(=O)OCC,250.0,0.0013202129113037363
