CAS,SMILES,T_K,surface_tension_Nm
100-00-5,C1=CC(=CC=C1[N+](=O)[O-])Cl,250.0,0.04745628894517799
100-00-5,C1=CC(=CC=C1[N+](=O)[O-])Cl,277.78,0.0446040995162671
100-00-5,C1=CC(=CC=C1[N+](=O)[O-])Cl,305.56,0.041766387290250805
100-00-5,C1=CC(=CC=C1[N+](=O)[O-])Cl,333.33,0.03894397564986653
100-00-5,C1=CC(=CC=C1[N+](=O)[O-])Cl,361.11,0.03613779267382669
100-00-5,C1=CC(=CC=C1[N+](=O)[O-])Cl,388.89,0.0333488927150385
100-00-5,C1=CC(=CC=C1[N+](=O)[O-])Cl,416.67,0.0305784850691789
100-00-5,C1=CC(=CC=C1[N+](=O)[O-])Cl,444.44,0.027827971171477006
100-00-5,C1=CC(=CC=C1[N+](=O)[O-])Cl,472.22,0.02509899531785261
100-00-5,C1=CC(=CC=C1[N+](=O)[O-])Cl,500.0,0.022393515015725788
100-01-6,C1=CC(=CC=C1N)[N+](=O)[O-],250.0,0.06283524896691066
100-01-6,C1=CC(=CC=C1N)[N+](=O)[O-],277.78,0.06031317867857916
100-01-6,C1=CC(=CC=C1N)[N+](=O)[O-],305.56,0.05777849870981938
100-01-6,C1=CC(=CC=C1N)[N+](=O)[O-],333.33,0.05523052020461512
100-01-6,C1=CC(=CC=C1N)[N+](=O)[O-],361.11,0.05266847890531639
100-01-6,C1=CC(=CC=C1N)[N+](=O)[O-],388.89,0.05009152230746959
100-01-6,C1=CC(=CC=C1N)[N+](=O)[O-],416.67,0.04749869375245233
100-01-6,C1=CC(=CC=C1N)[N+](=O)[O-],444.44,0.04489038548235704
100-01-6,C1=CC(=CC=C1N)[N+](=O)[O-],472.22,0.04227901231673287
100-01-6,C1=CC(=CC=C1N)[N+](=O)[O-],500.0,0.039657496400231376
100-41-4,CCC1=CC=CC=C1,250.0,0.03385599290308686
100-41-4,CCC1=CC=CC=C1,277.78,0.03075728365639118
100-41-4,CCC1=CC=CC=C1,305.56,0.027713933257918665
100-41-4,CCC1=CC=CC=C1,333.33,0.024729763578270857
100-41-4,CCC1=CC=CC=C1,361.11,0.02180925824441281
100-41-4,CCC1=CC=CC=C1,388.89,0.018957761305858863
100-41-4,CCC1=CC=CC=C1,416.67,0.016181767060643202
100-41-4,CCC1=CC=CC=C1,444.44,0.013489361456758778
100-41-4,CCC1=CC=CC=C1,472.22,0.010890931962278699
100-41-4,CCC1=CC=CC=C1,500.0,0.008400393654393748
100-42-5,C=CC1=CC=CC=C1,250.0,0.03342609532064636
100-42-5,C=CC1=CC=CC=C1,277.78,0.031771081284578936
100-42-5,C=CC1=CC=CC=C1,305.56,0.03007406932884238
100-42-5,C=CC1=CC=CC=C1,333.33,0.028330302954499315
100-42-5,C=CC1=CC=CC=C1,361.11,0.026533990009353407
100-42-5,C=CC1=CC=CC=C1,388.89,0.02467794553887084
100-42-5,C=CC1=CC=CC=C1,416.67,0.022753056418780192
100-42-5,C=CC1=CC=CC=C1,444.44,0.02074744271601788
100-42-5,C=CC1=CC=CC=C1,472.22,0.018645067420430983
100-42-5,C=CC1=CC=CC=C1,500.0,0.016423280803322633
100-44-7,C1=CC=C(C=C1)CCl,250.0,0.0428959963629869
100-44-7,C1=CC=C(C=C1)CCl,277.78,0.03940965092191039
100-44-7,C1=CC=C(C=C1)CCl,305.56,0.0359710731087796
100-44-7,C1=CC=C(C=C1)CCl,333.33,0.032542090500541944
100-44-7,C1=CC=C(C=C1)CCl,361.11,0.029122313569182077
100-44-7,C1=CC=C(C=C1)CCl,388.89,0.025712616820839168
100-44-7,C1=CC=C(C=C1)CCl,416.67,0.02231405868571175
100-44-7,C1=CC=C(C=C1)CCl,444.44,0.018942850041557175
100-44-7,C1=CC=C(C=C1)CCl,472.22,0.015737312193056376
100-44-7,C1=CC=C(C=C1)CCl,500.0,0.012740692391376514
100-46-9,C1=CC=C(C=C1)CN,250.0,0.044529705548392536
100-46-9,C1=CC=C(C=C1)CN,277.78,0.041217684418936536
100-46-9,C1=CC=C(C=C1)CN,305.56,0.037944687075244996
100-46-9,C1=CC=C(C=C1)CN,333.33,0.0347130559586534
100-46-9,C1=CC=C(C=C1)CN,361.11,0.03152546935300128
100-46-9,C1=CC=C(C=C1)CN,388.89,0.028385021157779283
100-46-9,C1=CC=C(C=C1)CN,416.67,0.02529533264982709
100-46-9,C1=CC=C(C=C1)CN,444.44,0.022260703580161034
100-46-9,C1=CC=C(C=C1)CN,472.22,0.01928633305437063
100-46-9,C1=CC=C(C=C1)CN,500.0,0.0163786493346324
100-47-0,C1=CC=C(C=C1)C#N,250.0,0.04286567876702688
100-47-0,C1=CC=C(C=C1)C#N,277.78,0.03965205989439148
100-47-0,C1=CC=C(C=C1)C#N,305.56,0.036485286988560496
100-47-0,C1=CC=C(C=C1)C#N,333.33,0.03336790760033656
100-47-0,C1=CC=C(C=C1)C#N,361.11,0.03030280989884888
100-47-0,C1=CC=C(C=C1)C#N,388.89,0.02729330016976263
100-47-0,C1=CC=C(C=C1)C#N,416.67,0.02434320604113049
100-47-0,C1=CC=C(C=C1)C#N,444.44,0.02145701771131854
100-47-0,C1=CC=C(C=C1)C#N,472.22,0.018640086351098973
100-47-0,C1=CC=C(C=C1)C#N,500.0,0.01589891599332976
100-51-6,C1=CC=C(C=C1)CO,250.0,0.0428278997427829
100-51-6,C1=CC=C(C=C1)CO,277.78,0.03847343682393185
100-51-6,C1=CC=C(C=C1)CO,305.56,0.034291921734137865
100-51-6,C1=CC=C(C=C1)CO,333.33,0.030186218347194982
100-51-6,C1=CC=C(C=C1)CO,361.11,0.026154334629829135
100-51-6,C1=CC=C(C=C1)CO,388.89,0.022205600840023376
100-51-6,C1=CC=C(C=C1)CO,416.67,0.018351368719787486
100-51-6,C1=CC=C(C=C1)CO,444.44,0.014605677827907781
100-51-6,C1=CC=C(C=C1)CO,472.22,0.011093537716299392
100-51-6,C1=CC=C(C=C1)CO,500.0,0.008134140201446446
100-52-7,C1=CC=C(C=C1)C=O,250.0,0.043497757727091926
100-52-7,C1=CC=C(C=C1)C=O,277.78,0.04034074334350864
100-52-7,C1=CC=C(C=C1)C=O,305.56,0.03721907243597744
100-52-7,C1=CC=C(C=C1)C=O,333.33,0.034134831023201195
100-52-7,C1=CC=C(C=C1)C=O,361.11,0.03109039720123709
100-52-7,C1=CC=C(C=C1)C=O,388.89,0.02808850956836617
100-52-7,C1=CC=C(C=C1)C=O,416.67,0.025132360545269815
100-52-7,C1=CC=C(C=C1)C=O,444.44,0.022225723847122503
100-52-7,C1=CC=C(C=C1)C=O,472.22,0.019373136133143103
100-52-7,C1=CC=C(C=C1)C=O,500.0,0.016580166323506007
100-61-8,CNC1=CC=CC=C1,250.0,0.044254914658313396
100-61-8,CNC1=CC=CC=C1,277.78,0.04107915943355436
100-61-8,CNC1=CC=CC=C1,305.56,0.03793942035184853
100-61-8,CNC1=CC=CC=C1,333.33,0.034837772495248186
100-61-8,CNC1=CC=CC=C1,361.11,0.03177657522015034
100-61-8,CNC1=CC=CC=C1,388.89,0.02875853693498812
100-61-8,CNC1=CC=CC=C1,416.67,0.025786804130176158
100-61-8,CNC1=CC=CC=C1,444.44,0.022865079801549424
100-61-8,CNC1=CC=CC=C1,472.22,0.019997793243896993
100-61-8,CNC1=CC=CC=C1,500.0,0.017190347782176724
100-63-0,C1=CC=C(C=C1)NN,250.0,0.05049721753390271
100-63-0,C1=CC=C(C=C1)NN,277.78,0.046991415660702446
100-63-0,C1=CC=C(C=C1)NN,305.56,0.043538614571813496
100-63-0,C1=CC=C(C=C1)NN,333.33,0.040141252695845515
100-63-0,C1=CC=C(C=C1)NN,361.11,0.03680205003866508
100-63-0,C1=CC=C(C=C1)NN,388.89,0.03352406154082965
100-63-0,C1=CC=C(C=C1)NN,416.67,0.030310749957691153
100-63-0,C1=CC=C(C=C1)NN,444.44,0.027166075978393923
100-63-0,C1=CC=C(C=C1)NN,472.22,0.02409462227923669
100-63-0,C1=CC=C(C=C1)NN,500.0,0.021101762953054673
100-66-3,COC1=CC=CC=C1,250.0,0.04013392510648614
100-66-3,COC1=CC=CC=C1,277.78,0.036688128415239184
100-66-3,COC1=CC=CC=C1,305.56,0.03330308638861054
100-66-3,COC1=CC=CC=C1,333.33,0.029982552922729413
100-66-3,COC1=CC=CC=C1,361.11,0.02673086532776455
100-66-3,COC1=CC=CC=C1,388.89,0.02355310046152329
100-66-3,COC1=CC=CC=C1,416.67,0.020455293919088596
100-66-3,COC1=CC=CC=C1,444.44,0.01744475772524885
100-66-3,COC1=CC=CC=C1,472.22,0.014530565636782632
100-66-3,COC1=CC=CC=C1,500.0,0.011724323865352505
100-68-5,CSC1=CC=CC=C1,250.0,0.04574616895901605
100-68-5,CSC1=CC=CC=C1,277.78,0.04224275056233667
100-68-5,CSC1=CC=CC=C1,305.56,0.03879384684241057
100-68-5,CSC1=CC=CC=C1,333.33,0.035354845796614576
100-68-5,CSC1=CC=CC=C1,361.11,0.031915991126392054
100-68-5,CSC1=CC=CC=C1,388.89,0.028529495889067936
100-68-5,CSC1=CC=CC=C1,416.67,0.025241271268541265
100-68-5,CSC1=CC=CC=C1,444.44,0.02205750155484887
100-68-5,CSC1=CC=CC=C1,472.22,0.018985450556696343
100-68-5,CSC1=CC=CC=C1,500.0,0.01603379952734865
10022-50-1,O=[N+]([O-])F,250.0,0.013001346192572765
10022-50-1,O=[N+]([O-])F,277.78,0.0085991257870754
10022-50-1,O=[N+]([O-])F,305.56,0.004630478227530296
10022-50-1,O=[N+]([O-])F,333.33,0.0013052868965590127
10024-97-2,N#[N+][O-],250.0,0.009735704341802544
10024-97-2,N#[N+][O-],277.78,0.004567142480523554
10024-97-2,N#[N+][O-],305.56,0.0003731511210513184
10025-78-2,Cl[SiH](Cl)Cl,250.0,0.02273243171980234
10025-78-2,Cl[SiH](Cl)Cl,277.78,0.019591545346606568
10025-78-2,Cl[SiH](Cl)Cl,305.56,0.016515168627523585
10025-78-2,Cl[SiH](Cl)Cl,333.33,0.013512048891853782
10025-78-2,Cl[SiH](Cl)Cl,361.11,0.01059402579430501
10025-78-2,Cl[SiH](Cl)Cl,388.89,0.007778131809682744
10025-78-2,Cl[SiH](Cl)Cl,416.67,0.005091273318356381
10025-78-2,Cl[SiH](Cl)Cl,444.44,0.002583580930061952
10025-78-2,Cl[SiH](Cl)Cl,472.22,0.0003969681203922363
10026-04-7,[Si](Cl)(Cl)(Cl)Cl,250.0,0.02420951897781392
10026-04-7,[Si](Cl)(Cl)(Cl)Cl,277.78,0.02080961362842903
10026-04-7,[Si](Cl)(Cl)(Cl)Cl,305.56,0.017540482535641194
10026-04-7,[Si](Cl)(Cl)(Cl)Cl,333.33,0.014414136126378105
10026-04-7,[Si](Cl)(Cl)(Cl)Cl,361.11,0.011445760776356464
10026-04-7,[Si](Cl)(Cl)(Cl)Cl,388.89,0.008655325090178807
10026-04-7,[Si](Cl)(Cl)(Cl)Cl,416.67,0.006070562863526058
10026-04-7,[Si](Cl)(Cl)(Cl)Cl,444.44,0.0037333680555924537
10026-04-7,[Si](Cl)(Cl)(Cl)Cl,472.22,0.0017170455343875326
10026-04-7,[Si](Cl)(Cl)(Cl)Cl,500.0,0.00020592068615106224
10034-85-2,I,250.0,0.024466945993775704
10034-85-2,I,277.78,0.020291823540932057
10034-85-2,I,305.56,0.016175974140119807
10034-85-2,I,333.33,0.012132380478547868
10034-85-2,I,361.11,0.008181910234287696
10034-85-2,I,388.89,0.004364356638180695
10034-85-2,I,416.67,0.0007966882273226589
10035-10-6,Br,250.0,0.01960479385442219
10035-10-6,Br,277.78,0.015252296612161688
10035-10-6,Br,305.56,0.01074062173159356
10035-10-6,Br,333.33,0.005975857421622912
10035-10-6,Br,361.11,0.0005575735418898243
10097-32-2,[Br],250.0,0.04905559712532206
10097-32-2,[Br],277.78,0.044390899394764115
10097-32-2,[Br],305.56,0.0397447894648413
10097-32-2,[Br],333.33,0.03517378816538078
10097-32-2,[Br],361.11,0.030684820328485265
10097-32-2,[Br],388.89,0.026286390121770305
10097-32-2,[Br],416.67,0.021989218522677313
10097-32-2,[Br],444.44,0.017807288548921787
10097-32-2,[Br],472.22,0.013759695658593297
10097-32-2,[Br],500.0,0.009874292740442412
101-81-5,C1=CC=C(C=C1)CC2=CC=CC=C2,250.0,0.04331485476885514
101-81-5,C1=CC=C(C=C1)CC2=CC=CC=C2,277.78,0.04033456137420593
101-81-5,C1=CC=C(C=C1)CC2=CC=CC=C2,305.56,0.03740076572839799
101-81-5,C1=CC=C(C=C1)CC2=CC=CC=C2,333.33,0.03451551982044068
101-81-5,C1=CC=C(C=C1)CC2=CC=CC=C2,361.11,0.0316811051186406
101-81-5,C1=CC=C(C=C1)CC2=CC=CC=C2,388.89,0.02890007522779577
101-81-5,C1=CC=C(C=C1)CC2=CC=CC=C2,416.67,0.0261753113064141
101-81-5,C1=CC=C(C=C1)CC2=CC=CC=C2,444.44,0.023510093501332326
101-81-5,C1=CC=C(C=C1)CC2=CC=CC=C2,472.22,0.020908198046698752
101-81-5,C1=CC=C(C=C1)CC2=CC=CC=C2,500.0,0.018374024323553784
101-84-8,C1=CC=C(C=C1)OC2=CC=CC=C2,250.0,0.030512332089741894
101-84-8,C1=CC=C(C=C1)OC2=CC=CC=C2,277.78,0.02834060698291241
101-84-8,C1=CC=C(C=C1)OC2=CC=CC=C2,305.56,0.026175081400556466
101-84-8,C1=CC=C(C=C1)OC2=CC=CC=C2,333.33,0.024005322163828724
101-84-8,C1=CC=C(C=C1)OC2=CC=CC=C2,361.11,0.02185189299976137
101-84-8,C1=CC=C(C=C1)OC2=CC=CC=C2,388.89,0.019756699137206978
101-84-8,C1=CC=C(C=C1)OC2=CC=CC=C2,416.67,0.017725482320669932
101-84-8,C1=CC=C(C=C1)OC2=CC=CC=C2,444.44,0.01576113272788515
101-84-8,C1=CC=C(C=C1)OC2=CC=CC=C2,472.22,0.01386692768990193
101-84-8,C1=CC=C(C=C1)OC2=CC=CC=C2,500.0,0.012046624432898844
10102-44-0,[O]N=O,250.0,0.0354233054917953
10102-44-0,[O]N=O,277.78,0.03021655135639503
10102-44-0,[O]N=O,305.56,0.02496696418239113
10102-44-0,[O]N=O,333.33,0.019664526277257555
10102-44-0,[O]N=O,361.11,0.014293057245259434
10102-44-0,[O]N=O,388.89,0.00882226250156947
10102-44-0,[O]N=O,416.67,0.003172444196426764
102-69-2,CCCN(CCC)CCC,250.0,0.027078122932725397
102-69-2,CCCN(CCC)CCC,277.78,0.024381089322870485
102-69-2,CCCN(CCC)CCC,305.56,0.021768485721435585
102-69-2,CCCN(CCC)CCC,333.33,0.01924439983624665
102-69-2,CCCN(CCC)CCC,361.11,0.016813503130940564
102-69-2,CCCN(CCC)CCC,388.89,0.014481198702696938
102-69-2,CCCN(CCC)CCC,416.67,0.012253832785417846
102-69-2,CCCN(CCC)CCC,444.44,0.010138992575572377
102-69-2,CCCN(CCC)CCC,472.22,0.008145961239187182
102-69-2,CCCN(CCC)CCC,500.0,0.006286440872997725
102-76-1,CC(=O)OCC(COC(=O)C)OC(=O)C,250.0,0.0384048819457858
102-76-1,CC(=O)OCC(COC(=O)C)OC(=O)C,277.78,0.036374776623269774
102-76-1,CC(=O)OCC(COC(=O)C)OC(=O)C,305.56,0.034325275797057866
102-76-1,CC(=O)OCC(COC(=O)C)OC(=O)C,333.33,0.032254810753184086
102-76-1,CC(=O)OCC(COC(=O)C)OC(=O)C,361.11,0.030161556643242236
102-76-1,CC(=O)OCC(COC(=O)C)OC(=O)C,388.89,0.02804336637253067
102-76-1,CC(=O)OCC(COC(=O)C)OC(=O)C,416.67,0.025897679369428737
102-76-1,CC(=O)OCC(COC(=O)C)OC(=O)C,444.44,0.02372139348389348
102-76-1,CC(=O)OCC(COC(=O)C)OC(=O)C,472.22,0.02151067706511305
102-76-1,CC(=O)OCC(COC(=O)C)OC(=O)C,500.0,0.01926068715947388
102-82-9,CCCCN(CCCC)CCCC,250.0,0.028432491455426666
102-82-9,CCCCN(CCCC)CCCC,277.78,0.02608888077030994
102-82-9,CCCCN(CCCC)CCCC,305.56,0.02377413208054182
102-82-9,CCCCN(CCCC)CCCC,333.33,0.021466221911224215
102-82-9,CCCCN(CCCC)CCCC,361.11,0.01915831174190662
102-82-9,CCCCN(CCCC)CCCC,388.89,0.016873183881769338
102-82-9,CCCCN(CCCC)CCCC,416.67,0.014643395492763013
102-82-9,CCCCN(CCCC)CCCC,444.44,0.012474303909021888
102-82-9,CCCCN(CCCC)CCCC,472.22,0.010372432614211688
102-82-9,CCCCN(CCCC)CCCC,500.0,0.008346177353122824
102-85-2,CCCCOP(OCCCC)OCCCC,305.56,0.02476905396836333
102-85-2,CCCCOP(OCCCC)OCCCC,333.33,0.022367736208560144
103-49-1,C1=CC=C(C=C1)CNCC2=CC=CC=C2,250.0,0.04580308071569658
103-49-1,C1=CC=C(C=C1)CNCC2=CC=CC=C2,277.78,0.0426598103818503
103-49-1,C1=CC=C(C=C1)CNCC2=CC=CC=C2,305.56,0.039588036293831494
103-49-1,C1=CC=C(C=C1)CNCC2=CC=CC=C2,333.33,0.03658975654658964
103-49-1,C1=CC=C(C=C1)CNCC2=CC=CC=C2,361.11,0.033667137585863025
103-49-1,C1=CC=C(C=C1)CNCC2=CC=CC=C2,388.89,0.030822537751652904
103-49-1,C1=CC=C(C=C1)CNCC2=CC=CC=C2,416.67,0.028058540460473434
103-49-1,C1=CC=C(C=C1)CNCC2=CC=CC=C2,444.44,0.02537798867693691
103-49-1,C1=CC=C(C=C1)CNCC2=CC=CC=C2,472.22,0.02278403211222532
103-49-1,C1=CC=C(C=C1)CNCC2=CC=CC=C2,500.0,0.02028018612619733
103-65-1,CCCC1=CC=CC=C1,250.0,0.033787508108332906
103-65-1,CCCC1=CC=CC=C1,277.78,0.030683135231883325
103-65-1,CCCC1=CC=CC=C1,305.56,0.02764942587391507
103-65-1,CCCC1=CC=CC=C1,333.33,0.02469047534260053
103-65-1,CCCC1=CC=CC=C1,361.11,0.021811006731292153
103-65-1,CCCC1=CC=CC=C1,388.89,0.019016539499169448
103-65-1,CCCC1=CC=CC=C1,416.67,0.01631362865210253
103-65-1,CCCC1=CC=CC=C1,444.44,0.013710211048856568
103-65-1,CCCC1=CC=CC=C1,472.22,0.011216134458355611
103-65-1,CCCC1=CC=CC=C1,500.0,0.008844014043028422
103-69-5,CCNC1=CC=CC=C1,250.0,0.041686758324313344
103-69-5,CCNC1=CC=CC=C1,277.78,0.03864437759539375
103-69-5,CCNC1=CC=CC=C1,305.56,0.035639691324785686
103-69-5,CCNC1=CC=CC=C1,333.33,0.03267484079328957
103-69-5,CCNC1=CC=CC=C1,361.11,0.02975225934319893
103-69-5,CCNC1=CC=CC=C1,388.89,0.026874739472922186
103-69-5,CCNC1=CC=CC=C1,416.67,0.02404552355739278
103-69-5,CCNC1=CC=CC=C1,444.44,0.021268426922191986
103-69-5,CCNC1=CC=CC=C1,472.22,0.018548011874085262
103-69-5,CCNC1=CC=CC=C1,500.0,0.015889843427535168
103-70-8,C1=CC=C(C=C1)NC=O,250.0,0.04798201089591381
103-70-8,C1=CC=C(C=C1)NC=O,277.78,0.04501054244111062
103-70-8,C1=CC=C(C=C1)NC=O,305.56,0.04207191364345096
103-70-8,C1=CC=C(C=C1)NC=O,333.33,0.03916762618747564
103-70-8,C1=CC=C(C=C1)NC=O,361.11,0.03629934579951958
103-70-8,C1=CC=C(C=C1)NC=O,388.89,0.03346893317902631
103-70-8,C1=CC=C(C=C1)NC=O,416.67,0.030678480782848367
103-70-8,C1=CC=C(C=C1)NC=O,444.44,0.02793036205386676
103-70-8,C1=CC=C(C=C1)NC=O,472.22,0.02522729402228505
103-70-8,C1=CC=C(C=C1)NC=O,500.0,0.02257242216039513
103-72-0,C1=CC=C(C=C1)N=C=S,250.0,0.045926749609073635
103-72-0,C1=CC=C(C=C1)N=C=S,277.78,0.042665351123923445
103-72-0,C1=CC=C(C=C1)N=C=S,305.56,0.039456274589210735
103-72-0,C1=CC=C(C=C1)N=C=S,333.33,0.036301923673560506
103-72-0,C1=CC=C(C=C1)N=C=S,361.11,0.033204981423692055
103-72-0,C1=CC=C(C=C1)N=C=S,388.89,0.030168465529900504
103-72-0,C1=CC=C(C=C1)N=C=S,416.67,0.027195799560210582
103-72-0,C1=CC=C(C=C1)N=C=S,444.44,0.02429090651550164
103-72-0,C1=CC=C(C=C1)N=C=S,472.22,0.02145833383662535
103-72-0,C1=CC=C(C=C1)N=C=S,500.0,0.018703429134171536
103-73-1,CCOC1=CC=CC=C1,250.0,0.03778314423110824
103-73-1,CCOC1=CC=CC=C1,277.78,0.03442395406788416
103-73-1,CCOC1=CC=CC=C1,305.56,0.0311357372284138
103-73-1,CCOC1=CC=CC=C1,333.33,0.02792259185510993
103-73-1,CCOC1=CC=CC=C1,361.11,0.024789233171258696
103-73-1,CCOC1=CC=CC=C1,388.89,0.02174115532557853
103-73-1,CCOC1=CC=CC=C1,416.67,0.018784857469602505
103-73-1,CCOC1=CC=CC=C1,444.44,0.015928169915885807
103-73-1,CCOC1=CC=CC=C1,472.22,0.013180746220090958
103-73-1,CCOC1=CC=CC=C1,500.0,0.010554846765052977
103-81-1,C1=CC=C(C=C1)CC(=O)N,250.0,0.047429383762249734
103-81-1,C1=CC=C(C=C1)CC(=O)N,277.78,0.04541792195176172
103-81-1,C1=CC=C(C=C1)CC(=O)N,305.56,0.04338205173414169
103-81-1,C1=CC=C(C=C1)CC(=O)N,333.33,0.04131998318757742
103-81-1,C1=CC=C(C=C1)CC(=O)N,361.11,0.039229671350825196
103-81-1,C1=CC=C(C=C1)CC(=O)N,388.89,0.03710875979160625
103-81-1,C1=CC=C(C=C1)CC(=O)N,416.67,0.03495450657710995
103-81-1,C1=CC=C(C=C1)CC(=O)N,444.44,0.03276375573802728
103-81-1,C1=CC=C(C=C1)CC(=O)N,472.22,0.030533099708900405
103-81-1,C1=CC=C(C=C1)CC(=O)N,500.0,0.02825738431267778
103-84-4,CC(=O)NC1=CC=CC=C1,250.0,0.046905845401723475
103-84-4,CC(=O)NC1=CC=CC=C1,277.78,0.04459151156931043
103-84-4,CC(=O)NC1=CC=CC=C1,305.56,0.04227974862573765
103-84-4,CC(=O)NC1=CC=CC=C1,333.33,0.039970691089030515
103-84-4,CC(=O)NC1=CC=CC=C1,361.11,0.03766448852422852
103-84-4,CC(=O)NC1=CC=CC=C1,388.89,0.0353613082219048
103-84-4,CC(=O)NC1=CC=CC=C1,416.67,0.03306133856248895
103-84-4,CC(=O)NC1=CC=CC=C1,444.44,0.03076479335311459
103-84-4,CC(=O)NC1=CC=CC=C1,472.22,0.02847191730214248
103-84-4,CC(=O)NC1=CC=CC=C1,500.0,0.02618299335315147
104-51-8,CCCCC1=CC=CC=C1,250.0,0.033191204234682484
104-51-8,CCCCC1=CC=CC=C1,277.78,0.030467255286442195
104-51-8,CCCCC1=CC=CC=C1,305.56,0.027786909132464954
104-51-8,CCCCC1=CC=CC=C1,333.33,0.025152802626945036
104-51-8,CCCCC1=CC=CC=C1,361.11,0.022567967850733454
104-51-8,CCCCC1=CC=CC=C1,388.89,0.020035933556694665
104-51-8,CCCCC1=CC=CC=C1,416.67,0.01756086656976009
104-51-8,CCCCC1=CC=CC=C1,444.44,0.015147772307399618
104-51-8,CCCCC1=CC=CC=C1,472.22,0.012802792296970088
104-51-8,CCCCC1=CC=CC=C1,500.0,0.010533668604420544
104-85-8,CC1=CC=C(C=C1)C#N,250.0,0.04196416276601517
104-85-8,CC1=CC=C(C=C1)C#N,277.78,0.03897330286736969
104-85-8,CC1=CC=C(C=C1)C#N,305.56,0.036023550084203285
104-85-8,CC1=CC=C(C=C1)C#N,333.33,0.033117020395562045
104-85-8,CC1=CC=C(C=C1)C#N,361.11,0.030256097422732865
104-85-8,CC1=CC=C(C=C1)C#N,388.89,0.027443487357687507
104-85-8,CC1=CC=C(C=C1)C#N,416.67,0.02468229498270739
104-85-8,CC1=CC=C(C=C1)C#N,444.44,0.02197612249277714
104-85-8,CC1=CC=C(C=C1)C#N,472.22,0.019329206608930217
104-85-8,CC1=CC=C(C=C1)C#N,500.0,0.016746613164638508
104-93-8,CC1=CC=C(C=C1)OC,250.0,0.03871113424891793
104-93-8,CC1=CC=C(C=C1)OC,277.78,0.03570546364068232
104-93-8,CC1=CC=C(C=C1)OC,305.56,0.03272832848750795
104-93-8,CC1=CC=C(C=C1)OC,333.33,0.02975261565674714
104-93-8,CC1=CC=C(C=C1)OC,361.11,0.026777131893744865
104-93-8,CC1=CC=C(C=C1)OC,388.89,0.023829046175731058
104-93-8,CC1=CC=C(C=C1)OC,416.67,0.02094551922107344
104-93-8,CC1=CC=C(C=C1)OC,444.44,0.018132275812978074
104-93-8,CC1=CC=C(C=C1)OC,472.22,0.015396118755479126
104-93-8,CC1=CC=C(C=C1)OC,500.0,0.012745574471000116
105-30-6,CCCC(C)CO,250.0,0.02853694330928312
105-30-6,CCCC(C)CO,277.78,0.026461449750265143
105-30-6,CCCC(C)CO,305.56,0.02433528304409649
105-30-6,CCCC(C)CO,333.33,0.022123101386967325
105-30-6,CCCC(C)CO,361.11,0.019832853136886486
105-30-6,CCCC(C)CO,388.89,0.01747435060527247
105-30-6,CCCC(C)CO,416.67,0.015059942970413132
105-30-6,CCCC(C)CO,444.44,0.012630195043693886
105-30-6,CCCC(C)CO,472.22,0.01024119063353435
105-30-6,CCCC(C)CO,500.0,0.007901827605011152
105-34-0,COC(=O)CC#N,250.0,0.043820387733409565
105-34-0,COC(=O)CC#N,277.78,0.04082283280839416
105-34-0,COC(=O)CC#N,305.56,0.037837993649289976
105-34-0,COC(=O)CC#N,333.33,0.034854191383315115
105-34-0,COC(=O)CC#N,361.11,0.031870605032242386
105-34-0,COC(=O)CC#N,388.89,0.02888768405484274
105-34-0,COC(=O)CC#N,416.67,0.025906039584747888
105-34-0,COC(=O)CC#N,444.44,0.022937352116621536
105-34-0,COC(=O)CC#N,472.22,0.02000926315025774
105-34-0,COC(=O)CC#N,500.0,0.017127458139178976
105-37-3,CCC(=O)OCC,250.0,0.029451526662456255
105-37-3,CCC(=O)OCC,277.78,0.02612894023235
105-37-3,CCC(=O)OCC,305.56,0.02288036111081827
105-37-3,CCC(=O)OCC,333.33,0.019712402983940676
105-37-3,CCC(=O)OCC,361.11,0.016633203511086325
105-37-3,CCC(=O)OCC,388.89,0.013653059920952233
105-37-3,CCC(=O)OCC,416.67,0.010785481235561636
105-37-3,CCC(=O)OCC,444.44,0.008049102782982228
105-37-3,CCC(=O)OCC,472.22,0.005471597634778671
105-37-3,CCC(=O)OCC,500.0,0.0030993297167608573
105-39-5,CCOC(=O)CCl,250.0,0.03727929843974876
105-39-5,CCOC(=O)CCl,277.78,0.03380684966492198
105-39-5,CCOC(=O)CCl,305.56,0.030403457829882352
105-39-5,CCOC(=O)CCl,333.33,0.027073714675143863
105-39-5,CCOC(=O)CCl,361.11,0.02382299249331227
105-39-5,CCOC(=O)CCl,388.89,0.020657673362410832
105-39-5,CCOC(=O)CCl,416.67,0.01758548810935192
105-39-5,CCOC(=O)CCl,444.44,0.014616021981051995
105-39-5,CCOC(=O)CCl,472.22,0.01176152985400128
105-39-5,CCOC(=O)CCl,500.0,0.00903833328229302
105-45-3,CC(=O)CC(=O)OC,250.0,0.03710198219034629
105-45-3,CC(=O)CC(=O)OC,277.78,0.034518885235649256
105-45-3,CC(=O)CC(=O)OC,305.56,0.03192638843322787
105-45-3,CC(=O)CC(=O)OC,333.33,0.02931143521940052
105-45-3,CC(=O)CC(=O)OC,361.11,0.026671202473831934
105-45-3,CC(=O)CC(=O)OC,388.89,0.02400802992347968
