fluid,T_K,rho_liquid_kgm3,Pvap_Pa,viscosity_liquid_Pas,surface_tension_Nm,k_liquid_WmK,Cp_liquid_JkgK,Hvap_Jkg
o-Xylene,322.6189,855.1939655469331,3325.8131827399793,0.000559816285535334,0.026865362019854903,0.12452643980068907,1840.8855991481112,396016.204112702
o-Xylene,341.0274,839.328632482334,7711.1213858975925,0.00046146180334546023,0.024906492459468087,0.11979575222135432,1901.6220192942692,386229.7275208422
o-Xylene,359.4359,823.1762424226646,16152.639741241535,0.00038834873713537504,0.02297573726639374,0.1150735427911127,1964.7519598539448,376301.57012049796
o-Xylene,377.8443,806.6652113927169,31081.266636029042,0.00033213117132577734,0.02107456448018239,0.11038333530705999,2029.8361284598018,366108.4475352543
o-Xylene,396.2528,789.7159476198284,55680.01441556273,0.0002877404351561306,0.0192046308851061,0.10579113117943634,2096.556023607935,355535.80297496746
o-Xylene,414.6613,772.2363383612368,93880.33669261543,0.0002519108708018101,0.01736782297763166,0.10134834617807176,2164.746731443324,344478.55308682425
o-Xylene,433.0698,754.1164803076551,150317.3732129358,0.00022241745636884463,0.015566311077641908,0.09710151646271573,2234.4448523618626,332834.32473081973
o-Xylene,451.4782,735.2215977994982,230264.1950672107,0.0001976673195817458,0.01380262242314094,0.0930934764363821,2305.957150940051,320491.02891450346
o-Xylene,469.8867,715.381495009615,339568.6185686454,0.00017647166188926013,0.012079742555188065,0.08936413327271862,2379.9711355157333,307310.7367864389
o-Xylene,488.2952,694.3736569728546,484615.44509758655,0.00015791165724014257,0.010401260465015121,0.08595110336241968,2457.753891408236,293110.02755559643
o-Xylene,506.7037,671.8944355491566,672335.1446540346,0.00014125372516979635,0.008771584569848691,0.08289040445452588,2541.540393558914,277633.7013736148
o-Xylene,525.1121,647.5065848816005,910281.374038651,0.00012588953153961466,0.0071962799409444715,0.08021770933281305,2635.354972395682,260513.32583863704
o-Xylene,543.5206,620.5359120262602,1206810.5844161662,0.00011128434891602044,0.005682628524615628,0.07797172689324376,2746.933087840032,241189.29538288864
o-Xylene,561.9291,589.8459111374581,1571423.9888511968,9.691699006756026e-05,0.004240640423040719,0.07620516330010994,2892.893228258954,218741.20012848068
o-Xylene,580.3376,553.2734196273227,2015379.8438617731,8.21808316181318e-05,0.002885108276639946,0.07502630533431244,3115.8046843233155,191500.35784341826
o-Xylene,598.7461,505.9164903311999,2552757.1682766583,6.616968073397296e-05,0.0016406277126041818,0.07480294253654005,3561.5307123266234,155924.50175258244
R125,173.52,1687.4573225640686,3194.7038605445982,0.0011228350229415909,0.02164428001396053,0.1155490685475481,1035.351645945647,189782.51241833798
R125,181.3462,1662.1201930115647,6293.040599254398,0.0009280605252261301,0.020386519237571205,0.11187392361519423,1042.942493992791,186039.63489901065
R125,189.1725,1636.526018759833,11596.80773359118,0.0007817540023420604,0.01914345872381784,0.10817858414663777,1052.5947333743998,182287.7694239445
R125,196.9987,1610.5962605462078,20171.420670709485,0.0006680881568593169,0.01791568058896497,0.10447349995990868,1063.849546330055,178494.8639776716
R125,204.8249,1584.2514146458866,33366.5252909402,0.000577428292684551,0.016703823158864723,0.1007687962056011,1076.4414944119194,174630.76687780122
R125,212.6512,1557.4075411387887,52822.41855001909,0.0005035682296168197,0.015508589973763493,0.09707396795445164,1090.2456099792691,170666.35100291204
R125,220.4774,1529.972869967786,80464.52430405415,0.00044232673098221973,0.014330760880185615,0.0934248051160433,1105.2456209934728,166572.77401773504
R125,228.3036,1501.844165882506,118488.48890742887,0.00039078194668070874,0.013171205862882906,0.08979508388756136,1121.5161949771937,162320.7231978508
R125,236.1299,1472.9026169897759,169339.23757351816,0.00034682914735026626,0.012030902534657294,0.08619993824161712,1139.215709447382,157879.59409209518
R125,243.9561,1443.0090349175143,235687.65019027874,0.000308912885596207,0.01091095860239859,0.08264665526805057,1158.5967690207574,153216.66121005797
R125,251.7823,1411.9975767049998,320408.88301168254,0.0002758577482312916,0.009812641250422057,0.07914071741059024,1180.0464371837827,148295.92240497528
R125,259.6086,1379.6659407262975,426566.97742333164,0.00024675653737325933,0.00873741638151615,0.07568616494733263,1204.143522409309,143074.875272265
R125,267.4348,1345.759614491377,557409.4416991108,0.0002208935452231064,0.007687002319598698,0.07228525944539918,1231.7165965413337,137497.96925654227
R125,275.261,1309.9486565868253,716371.5230800904,0.00019769124330701286,0.006663445468652978,0.06893801045193966,1263.945181124179,131489.84801520643
R125,283.0873,1271.7945659628394,907087.401208614,0.00017667298787906287,0.005669230710505945,0.06564185436022163,1302.5982102328858,124952.21640841576
R125,290.9135,1230.699002844969,1133410.1030744358,0.00015743511423554262,0.004707449618873397,0.062391432585999135,1350.5389620248964,117761.38145897255
R125,298.7397,1185.8134335172977,1399451.8597902781,0.0001396219714380295,0.003782071227550876,0.0591781659179994,1412.785204336922,109757.09154731175
R125,306.566,1135.8595837934765,1709669.067258773,0.0001228966178979302,0.0028984104488871264,0.05598952722475246,1499.0148066016934,100710.18408673201
R125,314.3922,1078.723059838521,2069040.4174329585,0.00010689328838070404,0.002064023155375506,0.05280959174977198,1630.70548103703,90244.81358241863
R125,322.2184,1010.342460323031,2483463.759297564,9.11072741219614e-05,0.0012906893281554894,0.04963424411278693,1867.8797441626352,77631.55719225982
IsoButane,114.73,739.3942637307163,0.029607908693322672,0.00823253167784093,0.031601784383859764,0.15767188206494445,1691.9361308183982,479888.80986235046
IsoButane,129.0821,725.8429199949189,0.736315447782022,0.003854117066783628,0.029900076414817407,0.15454314002058725,1737.8720807359832,468440.0211685053
IsoButane,143.4342,712.2682467673375,9.051394887640868,0.002175071248018766,0.028192314285005377,0.1504647216398941,1783.882750880375,457230.33492041583
IsoButane,157.7862,698.6261524665048,67.10633377579904,0.0013850062346042742,0.026480210837805985,0.14565743532123676,1829.301375917855,446214.1016460284
IsoButane,172.1383,684.8748953271057,342.23787620270195,0.0009586989407415536,0.02476563314791462,0.14031034205548315,1874.87969482643,435346.8292922415
IsoButane,186.4904,670.9721765441707,1314.3023527285,0.0007039234230466064,0.02305062705105481,0.13458549352217228,1921.6728506448515,424565.9780962077
IsoButane,200.8425,656.8719765733654,4053.2244218397736,0.0005391593731529351,0.02133744743859599,0.1286210596335941,1970.7216586262512,413781.80552523566
IsoButane,215.1946,642.5219723107821,10521.31414069955,0.0004259018575086057,0.01962859616773632,0.1225340495470477,2022.9603095694386,402875.6306192775
IsoButane,229.5466,627.8610949780865,23811.164980218808,0.0003443143285914787,0.017926870214644897,0.11644143352424122,2079.2101121102282,391703.2315729973
IsoButane,243.8987,612.8166540327132,48257.640509084,0.000283386481253346,0.0162354238897156,0.11040877786694622,2140.2234782372693,380099.80951401195
IsoButane,258.2508,597.3004253930835,89415.20776778276,0.00023658790413404995,0.014557850818611641,0.1045064552598178,2206.7699635020876,367883.1708142877
IsoButane,272.6029,581.2029553217233,153934.87576899823,0.0001998073831041376,0.012898294478465881,0.09879186037890947,2279.7690607928826,354852.8730799987
IsoButane,286.9549,564.3849408297573,249393.0378543694,0.00017031522801876366,0.011261601341263089,0.0933103039235078,2360.4909605045677,340783.8553141646
IsoButane,301.307,546.6636958631358,384122.31559990096,0.00014621181395750788,0.009653540096970052,0.0880964731646459,2450.8791908520893,325412.93509399536
IsoButane,315.6591,527.7908824915044,567084.4712968651,0.0001261189597449703,0.008081128308189146,0.08317507591360425,2554.1239994759685,308415.9270718889
IsoButane,330.0112,507.41353663866306,807821.8326203615,0.00010899722221350991,0.006553144326083293,0.07856107764407906,2675.81079223958,289367.0862035872
IsoButane,344.3633,484.9999342986573,1116531.2097790698,9.402888466758675e-05,0.0050809839041699376,0.07425969571817195,2826.5709421349284,267633.7364450405
IsoButane,358.7153,459.6797525533244,1504283.8962510743,8.05295571191739e-05,0.003680227266685577,0.07026687056793948,3029.3952949888476,242178.95390076732
IsoButane,373.0674,429.82926133782007,1983472.3426099664,6.784866295852585e-05,0.0023739023526337328,0.0665765570655096,3344.9302009074686,211231.5567888554
IsoButane,387.4195,391.6722131614274,2568936.121937323,5.515876683312292e-05,0.0012008735477999233,0.06326636173290313,4003.174856197567,170989.29765263695
MDM,188.2,923.1907514272901,0.001324068736098073,,0.027543124213073165,,1634.0096770216928,250397.84048039847
MDM,206.5628,905.1811595216607,0.036299365060723045,,0.025594521536606202,,1640.470945082612,242192.72976467118
MDM,224.9256,887.2673929660856,0.52911001907145,,0.023691920655439735,,1655.4431097458476,234229.67730694785
MDM,243.2883,869.3676345814398,4.774537792304598,,0.021836638645120334,,1678.3462071949682,226479.1077723201
MDM,261.6511,851.4071212479238,29.712469857612632,,0.020030106967326797,,1708.1781652551304,218913.76479435453
MDM,280.0139,833.3144299829031,137.95410007998274,,0.01827388887275273,,1743.6915963271701,211506.3106947161
MDM,298.3767,815.0184761920775,506.782211805858,,0.016569700735178435,,1783.59092566786,204225.38089228192
MDM,316.7395,796.4455363476354,1540.4791284636299,,0.014919438534903393,,1826.684904746256,197031.09977442052
MDM,335.1023,777.5156952035308,4012.0952547612574,,0.013325211204761673,,1871.982709729627,189872.07061538292
MDM,353.465,758.1382363210314,9202.902716063887,,0.011789383303674256,,1918.7458509299317,182684.78843597544
MDM,371.8278,738.205484713076,19005.40297809619,,0.010314630658034646,,1966.5132571404897,175394.57776030066
MDM,390.1906,717.5844332075972,35969.80137506576,,0.008904014511937333,,2015.1159827564973,167916.09728305176
MDM,408.5534,696.1050717652494,63294.55259091149,,0.007561082924601761,,2064.698225599014,160151.54051760415
MDM,426.9162,673.5434763448153,104778.56228399232,,0.006290013789229338,,2115.767413567643,151985.1329557853
MDM,445.2789,649.5958178632337,164761.8344265503,,0.005095824358304125,,2169.316001437237,143272.3866294839
MDM,463.6417,623.8348903450419,248085.24177309012,,0.00398469317599455,,2227.115137938861,133820.8640783295
MDM,482.0045,595.6285151348014,360105.5854455571,,0.002964486224143622,,2292.458721086794,123354.01765014244
MDM,500.3673,563.9618106405379,506821.65933586215,,0.0020456918079173186,,2372.2786826706197,111434.44990700152
MDM,518.7301,526.9695261003579,695231.2198992787,,0.0012432948762204604,,2484.5052732897816,97269.92238852198
MDM,537.0929,480.3222746318984,934261.063502715,,0.0005813394333914181,,2695.346855601042,79074.45021571757
R245ca,197.0,1623.6942066611261,132.04150707361993,,0.029355119922315025,,1331.4975628705597,263227.86181922787
R245ca,209.0101,1596.2689174497034,447.2819191053777,,0.02786456270377074,,1320.9604171583621,255409.1394909887
R245ca,221.0202,1568.9412319359903,1285.9305384324057,,0.026349174357192667,,1316.683029762811,247970.39920795665
R245ca,233.0302,1541.5800736760814,3229.3605869214766,,0.024813038557259907,,1317.4553354579864,240838.70861057178
R245ca,245.0403,1514.0609231893293,7247.385850119385,,0.023260319171383884,,1322.342846403669,233941.10705508254
R245ca,257.0504,1486.2621862382744,14803.27901152419,,0.021695275567109006,,1330.6406729341882,227203.06932257707
R245ca,269.0605,1458.061179482554,27930.985801583043,,0.02012228161884673,,1341.8341472130833,220548.865285301
R245ca,281.0706,1429.3297096515598,49275.2040239708,,0.018545849598544925,,1355.5703778293048,213902.7573962583
R245ca,293.0806,1399.9290416166796,82094.344528424,,0.016970660624649185,,1371.6420368439813,207189.866487684
R245ca,305.0907,1369.7038207456262,130233.86154303406,,0.015401604089303035,,1389.9843087568906,200335.88503237613
R245ca,317.1008,1338.4742021397833,198081.77977399185,,0.013843829651568232,,1410.6875980028008,193265.2725675151
R245ca,329.1109,1306.024942953286,290519.6645478666,,0.012302817274513898,,1434.0323210384095,185897.8353006079
R245ca,341.1209,1272.0893305609968,412881.75731329666,,0.010784473961733708,,1460.5593667741755,178143.53569217597
R245ca,353.131,1236.3241236450021,570933.8545143631,,0.009295271436857221,,1491.2049237811293,169894.94273851236
R245ca,365.1411,1198.2682054978698,770883.3450784252,,0.007842449379745202,,1527.5630028140058,161015.79255927255
R245ca,377.1512,1157.2699587162554,1019435.140979568,,0.0064343293883590705,,1572.4271126427145,151322.12688471645
R245ca,389.1613,1112.3496398940606,1323919.8646153403,,0.005080829095027361,,1631.0171286719988,140546.01986531704
R245ca,401.1713,1061.9109693481673,1692542.8818518985,,0.0037943720062811694,,1714.1575447407204,128259.78488782048
R245ca,413.1814,1003.0454372301776,2134858.7174230986,,0.0025916836514577554,,1848.296402776761,113715.00024316146
R245ca,425.1915,929.4590738875011,2662789.7445458835,,0.001497985827511802,,2119.0776868746743,95360.64782001777
Cyclopentane,180.7,848.4203014466166,10.115202803295835,0.0012089398736174568,0.04014115513001485,0.17561480553887437,1429.2966448531376,485255.3124815081
Cyclopentane,196.7755,834.1675263742353,63.02949580984716,0.0009513569233594581,0.0374611464369062,0.16825429478649356,1452.1385644486968,473963.8601160943
Cyclopentane,212.851,819.8660581563319,287.4493803899027,0.0007663973609783988,0.03483370979979377,0.1611423802488413,1486.7382578436088,463030.74794166576
Cyclopentane,228.9264,805.4425944454767,1028.5245785546163,0.0006288479106361679,0.03226055945293288,0.1542468104783162,1531.2842289122543,452362.9989926191
Cyclopentane,245.0019,790.8320346553903,3038.000824673068,0.0005237449199263028,0.029743565245573936,0.14754458637027584,1584.499866284146,441858.0410773667
Cyclopentane,261.0774,775.9726028393609,7695.221299793104,0.0004416631964653169,0.027284776914842667,0.14101868659217343,1645.427752938392,431396.0415890548
Cyclopentane,277.1529,760.8017413179992,17208.691655818584,0.0003763775710343524,0.024886453931192203,0.13465603591805392,1713.2428695445092,420840.1930809515
Cyclopentane,293.2283,745.2528603225136,34751.57635757857,0.00032361956441235396,0.022551102662447923,0.12847182588181807,1787.1417046182457,410041.97561904945
Cyclopentane,309.3038,729.2528642486433,64508.13455142261,0.00028037193356768894,0.02028152331743004,0.12243859083664196,1866.3263202683881,398847.39532074897
Cyclopentane,325.3793,712.7200713417933,111635.68175368426,0.00024444776720724973,0.018080870217640887,0.11655194672121048,1950.0622335390256,387100.90715019504
Cyclopentane,341.4548,695.5618304163933,182166.50823625762,0.0002142293601275909,0.015952730648482936,0.11081608031226181,2037.776320689085,374645.31862028467
Cyclopentane,357.5302,677.6708336433819,282882.7629029888,0.00018850005961111628,0.01390123029924255,0.1052383372448674,2129.177743031149,361317.2246711657
Cyclopentane,373.6057,658.9186900119297,421197.1780161026,0.00016633157691171163,0.011931177945235918,0.09983092035824873,2224.4153700561947,346937.7798727201
Cyclopentane,389.6812,639.1444653284416,605068.5210930348,0.00014700521360768944,0.010048270217321785,0.09461101300264871,2324.323290894714,331297.7491728626
Cyclopentane,405.7567,618.1340234395617,842977.591853858,0.00012995413970858592,0.008259392582677428,0.08960032204740724,2430.8694292492855,314133.6549588791
Cyclopentane,421.8322,595.5816767698444,1143991.901447739,0.00011471820087691152,0.0065730831831451,0.08482439883259607,2548.0769076580314,295087.4689758406
Cyclopentane,437.9076,571.0146424887664,1517961.345982358,0.00010090397548641336,0.005000292691378756,0.08031265641579653,2684.1569664100216,273632.0091868972
Cyclopentane,453.9831,543.6285447655395,1975929.6566885067,8.814001834026418e-05,0.00355573586037167,0.07610232219450115,2857.294051551541,248914.9051190811
Cyclopentane,470.0586,511.8668945608806,2530974.264421903,7.600272121751065e-05,0.0022605961135209003,0.07226095257966231,3115.4338252917305,219370.18857764424
Cyclopentane,486.1341,472.01460782386795,3200156.919308007,6.381487910699865e-05,0.0011490475691636548,0.06902580346537335,3636.116021785796,181442.72299830912
p-Xylene,287.4,865.9729973753919,617.769526621815,0.0006926794151226275,0.028946164956592003,0.12935088962421276,1682.231513619722,405040.0378940949
p-Xylene,303.0821,852.3824070887155,1554.93073783315,0.0005716221695701188,0.027283969936829834,0.12532283215939885,1732.8259927076108,396626.1400148067
p-Xylene,318.7642,838.6983312812046,3516.9093040163325,0.00048005105220924355,0.02563917379447304,0.12130653400528423,1784.8613927359931,388285.273960122
p-Xylene,334.4463,824.8684421684462,7267.196879479295,0.0004096921131482019,0.024012497959290606,0.1173672436227031,1838.0331346954597,379944.05214449175
p-Xylene,350.1283,810.8413867262642,13905.732843878533,0.00035460800672747396,0.022404735434664542,0.11352641973247837,1892.1821661702495,371524.1515765472
p-Xylene,365.8104,796.5646557955756,24915.3183640765,0.0003105355200272151,0.02081676252229777,0.10980193454275147,1947.2482110683611,362946.08506853395
p-Xylene,381.4925,781.9825232054638,42187.31932893557,0.00027442455197849975,0.019249553320725976,0.10621605451979793,2003.2446666300095,354132.310117575
p-Xylene,397.1746,767.0339705264963,68026.16212789228,0.00024411110481825966,0.017704197882936822,0.10278693435673118,2060.2504232676815,345008.16940393124
p-Xylene,412.8567,751.6504235691261,105136.11987821202,0.00021808131436273865,0.016181925284672508,0.09953052427867128,2118.4149098297585,335500.16039152426
p-Xylene,428.5388,735.753043201614,156596.8168706006,0.00019529854360241018,0.014684133412856036,0.09646101174366668,2177.975591552862,325531.8228387111
p-Xylene,444.2208,719.249192406165,225835.42467940808,0.00017507480706180248,0.013212428157770803,0.09359097952027792,2239.2908450481627,315017.8228348281
p-Xylene,459.9029,702.0274855528119,316603.8101970364,0.00015697357509603303,0.011768676108009954,0.09093138377919453,2302.8962394068053,303856.5958877437
p-Xylene,475.585,683.950416372159,432968.44837472786,0.00014073469005976397,0.010355077227526006,0.08849132141099884,2369.6010170979625,291921.29635154863
p-Xylene,491.2671,664.84276101374,579320.5325170701,0.00012621448967062705,0.008974268180199129,0.08627750517283361,2440.659218335352,279047.82886926085
p-Xylene,506.9492,644.4723235707407,760414.5157460107,0.00011333567386598031,0.007629474733633587,0.08429334478902349,2518.089539059771,265017.41749473545
p-Xylene,522.6313,622.5160653128905,981448.4749124848,0.00010204201897555391,0.006324747054724073,0.08253757573561504,2605.3174205931728,249527.4223670569
p-Xylene,538.3133,598.496161640159,1248212.6674535002,9.225212140792811e-05,0.005065344767158327,0.08100261466145198,2708.5985061659126,232119.49561594537
p-Xylene,553.9954,571.6464591718651,1567322.623236589,8.380139030679295e-05,0.00385841764090837,0.07967376361791242,2840.601316328193,212042.9573269395
p-Xylene,569.6775,540.59553543277,1946566.819849558,7.634478019182355e-05,0.0027143459203584955,0.07853512673174026,3031.153896712656,188094.07918849192
p-Xylene,585.3596,502.4728224782854,2395603.3209816185,6.91247926141756e-05,0.0016498494745966349,0.07761785526877837,3370.9524047961304,158000.31616870785
ParaHydrogen,14.8033,76.16047546319636,12159.48893382025,2.281136003628792e-05,0.002822821973197816,0.09055665538743829,7233.01666453725,452049.99671210255
ParaHydrogen,15.6711,75.42161613227718,18556.78192934045,2.071518884733647e-05,0.00267984997698837,0.09302079392403316,7535.739565767736,453171.94588178326
ParaHydrogen,16.5388,74.64714190811347,27213.217296060382,1.893201531406855e-05,0.0025373086216199455,0.09515906745282932,7870.246177181884,453639.5984715185
ParaHydrogen,17.4066,73.83298129039174,38577.29186003207,1.739061781761292e-05,0.002395219312959721,0.0969698199991694,8239.615424622038,453365.95033258013
ParaHydrogen,18.2744,72.9762426182216,53118.983302053966,1.604244574136705e-05,0.0022536057766813266,0.09845362270830722,8645.742031270363,452261.0747218676
ParaHydrogen,19.1422,72.0742771818673,71325.19270079373,1.485218757393955e-05,0.0021124944620420933,0.09961311822314105,9090.010697908812,450234.21207714
ParaHydrogen,20.0099,71.1241578192966,93695.95173977407,1.3792848842822601e-05,0.001971915045840021,0.1004525883930815,9574.599254558234,447194.04195049335
ParaHydrogen,20.8777,70.12235571649897,120741.41204911516,1.2843021913990624e-05,0.0018319010698341423,0.10097747844786364,10103.550323577887,443047.1820864977
ParaHydrogen,21.7455,69.0644881972971,152979.61692867463,1.1985262103942118e-05,0.0016924907591800728,0.10119393109217306,10683.652272142956,437695.2681278017
ParaHydrogen,22.6132,67.94505846724995,190935.05411541223,1.1205047373276531e-05,0.0015537280914105299,0.10110831134171605,11325.37611337355,431030.7878794937
ParaHydrogen,23.481,66.75712706379053,235138.0014230468,1.0490059866483518e-05,0.001415664220353846,0.1007519910050503,12044.173979579537,422931.5394356929
ParaHydrogen,24.3488,65.49185123568219,286124.7077115308,9.829650345854364e-06,0.0012783594165857591,0.10019520824397918,12862.54937879653,413253.20287690056
ParaHydrogen,25.2166,64.13780176637786,344438.5081063082,9.214403967659591e-06,0.0011418857836252353,0.09932326723740599,13813.57810809718,401818.97444021795
ParaHydrogen,26.0843,62.67990463082842,410632.07377641567,8.635749626693103e-06,0.0010063311835608619,0.09817535789605089,14947.1910254274,388404.2913169755
ParaHydrogen,26.9521,61.09772267528012,485271.1848386242,8.085556754575519e-06,0.0008718051354454682,0.09675753717836692,16342.035229966243,372712.8838179159
ParaHydrogen,27.8199,59.362499433859185,568940.7854026572,7.555640322258518e-06,0.0007384481163864578,0.09506880955460424,18129.589551426994,354336.52445882885
ParaHydrogen,28.6876,57.43167769423902,662254.8651879099,7.0370226565725e-06,0.0006064471631596605,0.09310105349766708,20548.301179703165,332681.5726420732
ParaHydrogen,29.5554,55.2376599981542,765873.5441794995,6.518592999859628e-06,0.0004760642840770033,0.09083857232480007,24082.788119175788,306820.14578280866
ParaHydrogen,30.4232,52.66122803878496,880535.6035295587,5.984124883775368e-06,0.0003476945378861009,0.08826903317098857,29899.549838525458,275141.7233201714
ParaHydrogen,31.291,49.45305409239537,1007130.3889238908,5.403743957658984e-06,0.00022200780324872695,0.08549042430146965,41718.45427291549,234334.4439339833
MethylPalmitate,303.71,859.6791706943352,0.018538859701476722,,0.029632664985327815,,2140.4755012787914,345964.9261495896
MethylPalmitate,325.4753,843.715088182981,0.21134882044678924,,0.027536570594931475,,2188.0266200569736,333482.8156766483
MethylPalmitate,347.2405,828.0956953529336,1.646498077898173,,0.025523591525063498,,2239.202546066479,321819.9836874173
MethylPalmitate,369.0058,812.6930728488826,9.45809705627336,,0.02359046146123019,,2293.024262675173,310855.44310622686
MethylPalmitate,390.7711,797.3918336175129,42.439391865664795,,0.021733974114588297,,2348.8071695761846,300485.3793689135
MethylPalmitate,412.5363,782.0835021250922,155.51395601733705,,0.019950992462284402,,2406.067946436889,290615.5383655484
MethylPalmitate,434.3016,766.6614221938132,481.8828523602351,,0.018238460181510662,,2464.4649402285095,281154.66156788357
MethylPalmitate,456.0669,751.0159075490483,1298.1801995655817,,0.01659341598912502,,2523.7628384375867,272009.12299184216
MethylPalmitate,477.8321,735.0293215350539,3109.434748991419,,0.015013011899463484,,2583.814324343649,263078.9708813068
