fluid,T_K,rho_liquid_kgm3,Pvap_Pa,viscosity_liquid_Pas,surface_tension_Nm,k_liquid_WmK,Cp_liquid_JkgK,Hvap_Jkg
Ammonia,345.5374,521.5848772279635,3497914.7033252805,8.399480351146384e-05,0.010136516351046338,0.35702604825837553,5537.466801729976,924408.9255962835
Ammonia,355.4735,500.62145831492086,4354218.15311398,7.621325690245906e-05,0.008137343253794671,0.3311055605908719,5878.0205691251385,857952.3388421494
Ammonia,365.4097,477.2888343160099,5358758.7006487865,6.884706305731832e-05,0.006220099080191487,0.305241360185883,6384.819177959206,782606.9709397653
Ammonia,375.3458,450.5119078139772,6528984.168806849,6.17022588251084e-05,0.004401328344783617,0.2791457445783333,7222.5537113425235,694990.9148150621
Ammonia,385.282,418.130249291515,7885425.318186911,5.447298710222083e-05,0.002706987875773385,0.2524467086746617,8878.706466487396,588459.9481096083
Fluorine,54.4811,1700.1560052461978,326.1793740263919,,0.02234258953819268,,1478.7874259626522,198331.19811383678
Fluorine,58.8344,1672.6395219583162,1107.8396736437012,,0.021032342840999977,,1461.0219141618643,195277.70043598427
Fluorine,63.1877,1645.4452612769473,3130.9926064795663,,0.019736551130220104,,1473.7553823640428,192147.08852217437
Fluorine,67.541,1617.9782699334207,7640.32607200714,,0.018455817263419116,,1478.8913015312496,188914.5088046969
Fluorine,71.8943,1590.0756051219653,16556.722680083683,,0.017190804655966785,,1482.8868073125652,185567.72808538633
Fluorine,76.2476,1561.6034651603904,32560.793346804352,,0.015942247351738527,,1488.8619101476354,182070.32878465924
Fluorine,80.6009,1532.4190353820463,59106.291370307954,,0.014710962517116816,,1497.8783056722339,178377.56403243743
Fluorine,84.9542,1502.380053781834,100369.13364252259,,0.01349786614635804,,1510.3534101538628,174443.71901167138
Fluorine,89.3075,1471.348037278988,161148.91261654627,,0.012303993099202467,,1526.57336070359,170224.5040947356
Fluorine,93.6608,1439.1822948844556,246744.43380857943,,0.01113052310247043,,1546.9281401364087,165676.7011411334
Fluorine,98.0141,1405.7277765705546,362825.3183155122,,0.009978815155129222,,1572.0933587140348,160755.69847222188
Fluorine,102.3673,1370.7978461793737,515320.18474765687,,0.008850454097794414,,1603.235945246108,155411.08691858215
Fluorine,106.7206,1334.1503733781965,710339.3942202235,,0.007747315357378541,,1642.3051968637105,149580.24998671902
Fluorine,111.0739,1295.4527683056244,954147.0521833978,,0.006671657892309967,,1692.5094196909386,143179.4861517004
Fluorine,115.4272,1254.2274239578408,1253192.9793922403,,0.005626262945634923,,1759.1862482929332,136091.39115788153
Fluorine,119.7805,1209.760386739756,1614210.8885509428,,0.004614651564852688,,1851.5583815560146,128145.51494254466
Fluorine,124.1338,1160.9352282965212,2044384.398818339,,0.0036414477924104362,,1986.6903585548826,119085.33643832916
Fluorine,128.4871,1105.8975080729474,2551579.731035151,,0.0027130386961792693,,2199.7714524417806,108503.8225072426
Fluorine,132.8404,1041.2732399342958,3144658.7564490982,,0.0018389280675627665,,2577.046026380656,95693.46855677615
Fluorine,137.1937,959.8862032091563,3834034.147667928,,0.0010350956611398327,,3406.4776169814277,79188.82367596355
CycloPropane,274.0,654.8104991337287,354142.6075754713,,0.014748007836602354,,2531.5691951668623,440655.56908142404
CycloPropane,279.5136,646.9373571182653,422287.77615918295,,0.013894470713719007,,2430.8019736919423,431497.68533234857
CycloPropane,285.0271,638.9063218879573,499548.77901515755,,0.013053286978908353,,2363.108726976193,422743.2865259388
CycloPropane,290.5407,630.7030340722027,586683.3607320959,,0.012224866301876641,,2322.8948566050112,414217.75912203285
CycloPropane,296.0542,622.311376939756,684473.1041490627,,0.011409653455827813,,2305.6572169354026,405773.41501315794
CycloPropane,301.5678,613.7130556045043,793721.2828914686,,0.01060813336882318,,2307.8041883766027,397283.8637568517
CycloPropane,307.0813,604.8870800367954,915250.9605357163,,0.009820837229763756,,2326.5177145214557,388639.20848526555
CycloPropane,312.5949,595.8091147341618,1049903.4668745054,,0.009048349945927183,,2359.6517728218864,379741.8405810971
CycloPropane,318.1084,586.4506424247305,1198537.3912283606,,0.00829131935700466,,2405.6645141224258,370502.6277107609
CycloPropane,323.622,576.7778651776214,1362028.2507491296,,0.007550467767997923,,2463.584455185377,360837.29162003414
CycloPropane,329.1355,566.7502282093088,1541269.0221968247,,0.006826606598067871,,2533.015327396955,350662.751747417
CycloPropane,334.6491,556.3183895046373,1737171.7756874484,,0.006120655301641527,,2614.1907116372013,339893.1583036349
CycloPropane,340.1626,545.4213534507224,1950670.7305080616,,0.00543366628433417,,2708.1008703353186,328435.2340570312
CycloPropane,345.6762,533.9823025728615,2182727.187952753,,0.004766858459891869,,2816.735427748027,316182.34754990216
CycloPropane,351.1897,521.9023232196794,2434337.0246884264,,0.004121663662351958,,2943.5286191359114,303006.3684919263
CycloPropane,356.7033,509.05056474976334,2706541.8318214705,,0.0034997929183678187,,3094.1879281367974,288745.6257847924
CycloPropane,362.2168,495.2480114341942,3000445.5255147605,,0.0029033348431451917,,3278.3105205395505,273185.7695395861
CycloPropane,367.7304,480.2389869709498,3317239.7085370612,,0.0023349090532642667,,3512.7798405090557,256026.92237880407
CycloPropane,373.2439,463.6368788335974,3658244.154122309,,0.0017979209810914222,,3829.693500206078,236821.99621030135
CycloPropane,378.7575,444.8087192796773,4024976.102808553,,0.00129702287159724,,4297.8255030982355,214846.7440881065
R407C,201.0,1465.68482305917,20460.468325064576,0.0005212594352184376,0.02145501078241196,0.13056745746791404,1284.7318301709224,264638.9815882911
R407C,208.3883,1444.066645321818,32517.11895700511,0.00047388248571427475,0.02023045177015051,0.12648576187211658,1288.513712722016,259630.01726490227
R407C,215.7766,1422.20211340825,49818.6338263763,0.0004308272478815492,0.019019556136920798,0.12253904498669496,1294.957240378966,254560.6151578063
R407C,223.1649,1400.0297186101134,73882.03974619681,0.0003917010134065598,0.01782286371730466,0.11871436036981477,1303.5174272734214,249395.2738154731
R407C,230.5532,1377.4855590179416,106438.1337292177,0.0003561565706714045,0.01664096601234859,0.11500002980627438,1313.9495490472991,244101.42546461106
R407C,237.9415,1354.5007181115668,149420.01115651746,0.0003238823543016462,0.015474514373574036,0.11138514138960373,1326.203523715533,238647.44103120329
R407C,245.3298,1330.9986603154193,204948.21206048844,0.000294595478914926,0.014324230059409748,0.10785916952098504,1340.367070430084,233001.08634151734
R407C,252.7181,1306.8923877394084,275314.20290818537,0.00026803660150073375,0.01319091674149361,0.10441166304789946,1356.6398539444328,227128.18146926412
R407C,260.1064,1282.081078997237,362963.81854972255,0.0002439659260946212,0.012075476268789775,0.10103196031839125,1375.3295805129937,220991.29023837304
R407C,267.4947,1256.4458617273312,470482.1249189921,0.00022215989085011038,0.010978928844055831,0.09770889533660942,1396.8668197826737,214548.2864047852
R407C,274.883,1229.8442348132548,600580.9873591452,0.00020240821002992797,0.009902439302457005,0.09443045795178232,1421.8401722442834,207750.6238978179
R407C,282.2713,1202.1024118046992,756090.4905691051,0.00018451100910345028,0.008847352034424012,0.09118336176064794,1451.05905487195,200541.0796034026
R407C,289.6596,1173.0044165805516,939955.2896329769,0.00016827580075692158,0.007815238500760841,0.08795245187226314,1485.660346698094,192850.61841853047
R407C,297.0479,1142.2759403981393,1155236.9967756267,0.00015351399618048584,0.006807963704972545,0.08471984056184485,1527.292460340561,184593.80109038597
R407C,304.4362,1109.5593445555694,1405123.8130899123,0.00014003649319049345,0.005827782351852196,0.08146356757284062,1578.4483079475774,175661.69921834307
R407C,311.8245,1074.3727238453782,1692948.6919068468,0.00012764752724205467,0.0048774837827260395,0.078155381588035,1643.1106318685142,165910.31667328964
R407C,319.2128,1036.0377950346237,2022216.9311764468,0.00011613512405304557,0.003960622017521966,0.0747567607948747,1728.1227289004091,155140.29526990285
R407C,326.6011,993.5398360890913,2396641.502422795,0.0001052542694590483,0.003081906264722059,0.07121101651794101,1846.4725713218693,143057.9821623856
R407C,333.9894,945.2169122788969,2820172.195421714,9.46921974034762e-05,0.0022479273203905438,0.06742543101250682,2026.5597676137506,129191.0568753588
R407C,341.3778,887.9275275069126,3296944.6310797418,8.398041856875669e-05,0.0014687010834746898,0.06322288860689473,2345.4899507560554,112670.64631096966
CarbonDioxide,217.592,1174.8678185513563,540861.2651442012,0.00024914899463113384,0.016258495335180864,0.17590675784050183,1955.5632718071477,348788.68124310544
CarbonDioxide,221.3462,1161.2144466944335,633698.7497985958,0.00023397995217122288,0.015378921045722617,0.1712247667756212,1965.6173717926295,342711.97838962823
CarbonDioxide,225.1004,1147.2943482448818,738032.8057700022,0.00021985614529304148,0.014509423473718945,0.16658157079035438,1977.721661854317,336465.3169568854
CarbonDioxide,228.8546,1133.081965333,854717.7819128026,0.00020669016896941657,0.013650357838603253,0.16197407170425537,1992.0928263976195,330032.1089985763
CarbonDioxide,232.6088,1118.5487034082237,984625.6314566567,0.00019440175220131873,0.012802110135190909,0.15739926638184434,2008.9934338203966,323394.29503694107
CarbonDioxide,236.363,1103.662312830309,1128645.6286713576,0.00018291694351443467,0.011965101548285081,0.15285419516459695,2028.746339241475,316531.98036733514
CarbonDioxide,240.1172,1088.3860535185029,1287684.5397000636,0.00017216733550072606,0.011139793779285518,0.14833586931410195,2051.754916274526,309422.94827433076
CarbonDioxide,243.8714,1072.6775250607905,1462667.256475188,0.0001620892956780676,0.010326695537598638,0.14384116341669598,2078.5277278767085,302042.12149145023
CarbonDioxide,247.6256,1056.4870683822364,1654537.949442436,0.00015262321116650388,0.009526370539812938,0.13936667551433757,2109.7038193638336,294361.0661633027
CarbonDioxide,251.3798,1039.75578392229,1864261.93215097,0.00014371283023558674,0.00873944749005648,0.13490860274861988,2146.0814209817395,286347.459145985
CarbonDioxide,255.134,1022.4133598225033,2092828.5701836837,0.00013530481127016567,0.0079666327078509,0.13046271693927428,2188.670771435299,277964.2052721804
CarbonDioxide,258.8882,1004.3757672602015,2341255.589426258,0.00012734846712473622,0.0072087263621006354,0.12602448164644625,2238.804471193383,269167.8607280281
CarbonDioxide,262.6424,985.5422819475784,2610595.056162438,0.0001197954632914832,0.006466643725403053,0.12158922011012854,2298.3295135585495,259906.18451317868
CarbonDioxide,266.3966,965.790501663549,2901941.271691754,0.00011259910318265072,0.00574144359589695,0.11715213902900723,2369.889486374125,250114.72827811856
CarbonDioxide,270.1508,944.9675572248981,3216441.033027638,0.00010571296426585338,0.005034367258115436,0.11270808651574331,2457.3257167979496,239712.1915379546
CarbonDioxide,273.905,922.8756199580369,3555307.305205049,9.908891122313549e-05,0.00434689349037838,0.1082512032458426,2566.3265802749024,228593.77630830384
CarbonDioxide,277.6592,899.2490912800272,3919838.421129101,9.267454747206982e-05,0.0036808190532195044,0.1037750188327184,2705.7049727749554,216620.7717476342
CarbonDioxide,281.4134,873.7171012260578,4311446.323322354,8.640958609743476e-05,0.0030383817872726504,0.09927403753113466,2890.2212667390377,203602.37849435717
CarbonDioxide,285.1676,845.7346426358629,4731698.5273638405,8.021934850186079e-05,0.002422459771362637,0.09474903700284013,3146.876676813392,189261.15290953568
CarbonDioxide,288.9218,814.4456650062783,5182380.604026588,7.400227423316798e-05,0.0018369183655331067,0.09022329192941496,3528.9988358607015,173164.4428658937
MD4M,215.15,967.9217751537551,7.98494465104649e-07,,0.023958237088545265,,1447.1649273183345,207431.52091883833
MD4M,236.4863,946.6648768095263,8.528214174106545e-05,,0.02241623670469364,,1527.3081690820748,198401.64443850302
MD4M,257.8226,925.7101480908968,0.0036319146016775892,,0.02090025972670785,,1597.5454906519576,189844.98260393023
MD4M,279.1589,904.9540937995422,0.07603003313783847,,0.01941123634717973,,1659.7767967627997,181690.4202170323
MD4M,300.4953,884.3075587441102,0.9237317833197785,,0.01795018455644155,,1715.9970284047004,173880.38363193435
MD4M,321.8316,863.6871040360961,7.341093868180543,,0.016518224203673715,,1767.8790006070724,166365.85524143872
MD4M,343.1679,843.0084589588508,41.67487925495272,,0.015116594354449493,,1816.6681077174756,159103.88756278576
MD4M,364.5042,822.1825425573182,180.5791674573717,,0.013746674996336757,,1863.231950260783,152054.29688683676
MD4M,385.8405,801.1128332021084,628.4396196295841,,0.012410014581875111,,1908.1550400163967,145175.00199229046
MD4M,407.1768,779.6926607253833,1828.1497440258868,,0.011108365567530858,,1951.8317622598581,138417.5070478852
MD4M,428.5132,757.8012133095898,4589.404356480939,,0.00984373116137524,,1994.5466426243001,131724.1642806758
MD4M,449.8495,735.2970791991335,10202.071655050744,,0.008618428210227562,,2036.5456412951023,125027.37477873743
MD4M,471.1858,712.0077169336957,20508.384887536464,,0.007435174070873707,,2078.1080968624624,118249.20846630166
MD4M,492.5221,687.7120920845771,37928.347213346715,,0.006297210491362149,,2119.63491171221,111299.10995023439
MD4M,513.8584,662.1111408272836,65455.26189513332,,0.005208487282285728,,2161.7827141312555,104067.15040177401
MD4M,535.1947,634.7748165416658,106654.55878917071,,0.004173948256391969,,2205.7127201751264,96409.4867436119
MD4M,556.5311,605.0396644041133,165710.58567174064,,0.0032000054074176033,,2253.641132059383,88119.469151842
MD4M,577.8674,571.7884291541271,247582.0322262007,,0.0022953953252549033,,2310.296679725067,78868.04271394579
MD4M,599.2037,532.8960274547807,358361.58925084706,,0.001472928234711629,,2387.7834022931015,68059.6730056573
MD4M,620.54,483.43387335281784,505972.8493119327,,0.00075383555975307,,2529.1705772571668,54420.75597401886
Neon,25.56,1232.6711970954163,61875.694246357874,,0.00530981292561598,,1858.523590354342,87658.6139406635
Neon,26.4347,1217.5583973569433,82472.39098713505,,0.00501982520322072,,1876.7666019052115,86622.69798156025
Neon,27.3095,1202.1470410109455,107884.37753031422,,0.004731137156765629,,1898.6662776598125,85516.51576842381
Neon,28.1842,1186.393392913023,138771.13854504065,,0.004443947353648802,,1924.575339804753,84331.92892396195
Neon,29.0589,1170.2495052016798,175814.52699952407,,0.0041584738273413475,,1954.9695141445459,83060.2675427933
Neon,29.9337,1153.661968009323,219715.49525387448,,0.0038749571063374745,,1990.465929825176,81692.16512196884
Neon,30.8084,1136.5703217332061,271191.59314887185,,0.003593663917811926,,2031.8530315732016,80217.35108026685
Neon,31.6832,1118.9050618252945,330975.29115665215,,0.0033148917679612882,,2080.1383095067163,78624.38530047024
Neon,32.5579,1100.5851029043802,399813.18703151454,,0.003038974679146777,,2136.621291356425,76900.31387598132
Neon,33.4326,1081.5144793005888,478466.168344664,,0.002766290480197193,,2203.0030676413253,75030.21630044255
Neon,34.3074,1061.5779298360092,567710.6292517735,,0.0024972702236047287,,2281.551578390758,72996.59953470714
Neon,35.1821,1040.6348132230025,668340.8762489309,,0.0022324105819759524,,2375.356975121478,70778.5699992064
Neon,36.0568,1018.510462184095,781172.9031930756,,0.001972290528676219,,2488.7404832477387,68350.6730490464
Neon,36.9316,994.9834777493405,907049.7711406673,,0.001717594371959313,,2627.939659394732,65681.21489160307
Neon,37.8063,969.7663041595077,1046848.9030297044,,0.0014691445637160848,,2802.32364367442,62729.73820749052
Neon,38.6811,942.474031859113,1201491.7394414067,,0.0012279502312381916,,3026.7052919093044,59443.02243814131
Neon,39.5558,912.5709771039297,1371956.5588636096,,0.00099528243846331,,3326.1511917314447,55748.288837345885
Neon,40.4305,879.2709370604582,1559296.4075905834,,0.0007727982172986807,,3747.226725579472,51540.50737570303
Neon,41.3053,841.327013616739,1764668.007431174,,0.0005627623626071438,,4388.8168366242935,46655.39436393145
Neon,42.18,796.5031381815559,1989391.7119165391,,0.00036849300898242695,,5508.774071190785,40800.50690759993
R115,174.57,1742.2090877243663,2382.264688871453,,,,858.551668024438,145523.6877727751
R115,183.0372,1715.1414121668167,4856.160491651819,,,,865.7640004475406,142792.02137052797
R115,191.5044,1687.9641232343224,9195.649605456703,,,,874.1667764493828,140051.35509802477
R115,199.9716,1660.5800401855874,16344.061721984059,,,,883.7470614931448,137278.75041613856
R115,208.4388,1632.8911127326269,27502.766206250362,,,,894.500771667726,134450.82268623903
R115,216.906,1604.7959949258393,44134.3850668715,,,,906.4364469874813,131543.98259908464
R115,225.3732,1576.1874133606566,67954.06128533617,,,,919.5811024971551,128534.45636033211
R115,233.8404,1546.9491223239356,100911.63564009688,,,,933.9882848623287,125398.02034166091
R115,242.3076,1516.9521784893536,145168.2845475679,,,,949.7490658733335,122109.43602607297
R115,250.7748,1486.0501580975163,203071.30446952494,,,,967.0075114286722,118641.5844002493
R115,259.242,1454.072746885424,277130.5318944016,,,,985.9834553512169,114964.27352843076
R115,267.7092,1420.8167923207493,369999.61622732575,,,,1007.0077283656902,111042.62872246985
R115,276.1764,1386.033287391415,484465.2749906474,,,,1030.5795207226913,106834.86121168014
R115,284.6437,1349.4075752570034,623448.0572105958,,,,1057.4650418243746,102289.01282049195
R115,293.1109,1310.5276886112003,790019.4715394622,,,,1088.878067374068,97337.89870574183
R115,301.5781,1268.8306020378348,987443.4563912986,,,,1126.8359052845638,91890.68551734692
R115,310.0453,1223.5040203883866,1219257.0037378727,,,,1174.9306528005839,85817.71929418456
R115,318.5125,1173.2889313761236,1489420.217328512,,,,1240.224295945351,78920.42478689889
R115,326.9797,1116.0265153108778,1802604.6961818251,,,,1338.8175545426755,70863.272635333
R115,335.4469,1047.386576767319,2164802.90071571,,,,1517.516990776975,60986.541657209455
R123,167.0,1768.6400204586544,4.8736881648770085,0.004735854597635857,0.03198691109243101,0.11543714197196903,928.4850677228702,223234.66760855855
R123,181.052,1736.666289752247,32.018254720123025,0.0028742962208841,0.030080133432100798,0.11059111351350202,923.7949266953913,217075.1081789901
R123,195.1041,1705.2855034088266,153.55486515050558,0.0020000969401085793,0.028196223584720022,0.10687551437595695,923.9620234727031,211277.9561641619
R123,209.1561,1673.993019805487,575.8267214835671,0.0014911667454425418,0.02633611364171759,0.10312331734025676,929.569525480215,205744.16851487628
R123,223.2081,1642.4865765002223,1775.8276831622452,0.001158814905732247,0.02450082846601097,0.09908207347802432,939.3653103760817,200375.4870027488
R123,237.2601,1610.5623007185702,4678.088613787669,0.0009257968303564989,0.022691501038006944,0.09480559152655138,951.9406211155836,195085.73922155314
R123,251.3122,1578.065203568193,10837.881749640248,0.0007544087344812248,0.02090939148164816,0.0904239822450019,966.2102499171654,189799.89477402408
R123,265.3642,1544.8617009523791,22589.810820501087,0.0006239574427842592,0.019155910964548387,0.08606130400393185,981.4817582941572,184450.71266895466
R123,279.4162,1510.8214410156893,43132.69835542267,0.0005220869158227872,0.01743265216978201,0.08181081631924031,997.4084109479614,178975.44246818806
R123,293.4682,1475.8024957352131,76543.09425264019,0.0004409329152463551,0.01574142880957533,0.07773197221643124,1013.9282822785127,173312.68338553538
R123,307.5203,1439.6365413381034,127729.39609117007,0.0003752319402447578,0.01408432787255579,0.07385477228294601,1031.2225742149524,167399.02787723302
R123,321.5723,1402.1114395929887,202349.86285390798,0.0003213139779043074,0.012463780294106625,0.0701858185589569,1049.7046408713738,161165.11415569737
R123,335.6243,1362.9483030664246,306720.3117549409,0.0002765305548777529,0.010882659140392386,0.06671395469003223,1070.0495973475013,154530.63844283408
R123,349.6764,1321.7685873063367,447734.43362147687,0.00023891191890555228,0.009344420466070341,0.0634147854679125,1093.285016428158,147397.5413161654
R123,363.7284,1278.043156639743,632815.8868856459,0.00020695094653942176,0.00785331347076446,0.06025386455047011,1120.9911771982115,139639.81483517773
R123,377.7804,1231.007183920589,869920.769063417,0.00017945895355090977,0.006414709805626804,0.057188409604626046,1155.7303328924454,131086.72455007007
R123,391.8324,1179.5050853604077,1167616.1923540377,0.0001554606603930579,0.005035653288902458,0.05416718060507241,1202.029413009658,121492.32508810825
R123,405.8845,1121.6748426705803,1535283.952085847,0.0001341027096345232,0.0037258591237151967,0.05112753493030712,1268.9474471468372,110473.371971972
R123,419.9365,1054.1936090980166,1983563.4407470764,0.0001145380898414206,0.00249976554084437,0.04798755145669928,1378.385867454562,97361.38023315626
R123,433.9885,969.9282857772051,2525364.928871242,9.566295798380263e-05,0.0013816417893595578,0.044633472764289805,1603.910563081282,80747.13539588114
R236FA,180.6,1705.3907132829013,179.97847145750842,0.0039848893998372615,0.025326234616890268,0.1131451050389305,1197.6574976055167,204739.51496519553
R236FA,190.9982,1677.3681943319034,548.0736270001757,0.002292455006995667,0.023822854933104428,0.10891601620984986,1181.6968459013399,199003.69340163004
R236FA,201.3965,1649.1090208495268,1448.184467219047,0.0015800812450113527,0.022338162850637187,0.10485481498445756,1170.7236875841986,193546.0879734272
R236FA,211.7947,1620.5386485312308,3400.557685330159,0.0011825401043651298,0.020872896179224422,0.10094862067996724,1164.134477752955,188307.63457872943
R236FA,222.193,1591.5872450957363,7233.036571997713,0.0009288811483466762,0.01942786445612362,0.09719428609705152,1161.4711788805992,183228.36222094056
R236FA,232.5912,1562.1825665200085,14153.127941000024,0.0007535748150380034,0.018003960553132303,0.09357519165550693,1162.3660158704777,178247.63757268368
R236FA,242.9894,1532.2442823468787,25800.538070762697,0.0006256419119702784,0.016602175006673353,0.09007516957549278,1166.521397879314,173305.01465627173
R236FA,253.3877,1501.679141322441,44275.19524824789,0.0005284231386219633,0.015223613934810656,0.08668472917960911,1173.708690184563,168340.91449730252
R236FA,263.7859,1470.376254889892,72141.28111303762,0.0004521462147726068,0.013869521760868501,0.08339357086681878,1183.7771763332532,163296.6631599715
R236FA,274.1842,1438.2016642943674,112412.13597290094,0.0003907067745124697,0.01254131050464994,0.08019139455316,1196.6711237391662,158113.7070760927
R236FA,284.5824,1404.99105179473,168523.53330810292,0.0003401035656364734,0.011240598249582776,0.07706778732178682,1212.4587307759189,152731.95403404292
R236FA,294.9806,1370.5387077527243,244304.02021691995,0.0002976100628795956,0.009969260764567766,0.07401196452886231,1231.3766538753214,147086.78250900068
R236FA,305.3789,1334.5799787501985,343951.0282817414,0.0002613059854303008,0.008729502561737445,0.07101242316378975,1253.8890094160197,141103.75209970094
R236FA,315.7771,1296.7641238811964,472019.6875502041,0.00022979774464251113,0.007523957716844407,0.06805653178862914,1280.7879404700002,134691.86959260973
R236FA,326.1754,1256.612645344555,633429.4867454435,0.00020204360004267205,0.006355838279052095,0.06513011283610862,1313.4216882331284,127737.7775540761
R236FA,336.5736,1213.4504757770967,833497.6585415057,0.00017723849788397466,0.005229162943778179,0.062217081019232734,1354.1543569384876,120097.38146705262
R236FA,346.9718,1166.2836710010781,1078018.2502690637,0.00015473182881245396,0.004149130572239349,0.059299329537368974,1407.304924454849,111573.96985291183
R236FA,357.3701,1113.5610486599037,1373419.876461399,0.00013395731529994835,0.0031227794576899506,0.05635779976580274,1481.6124193990584,101868.2670644641
R236FA,367.7683,1052.605542321485,1727063.2996950743,0.00011434229405928022,0.002160284431678781,0.0533791248030409,1598.037244484131,90466.13156347157
R236FA,378.1665,977.8866121202376,2147823.932332641,9.510523524857533e-05,0.0012779691876177782,0.050398532768027235,1821.5336900753243,76331.20171659952
Ethane,91.368,650.427488756864,1.4816193974801328,0.0012247072565563265,0.03149567716293536,0.254812082044453,2318.853811432304,593617.6342770096
Ethane,101.8253,638.9472799893715,16.16970523995466,0.000818740574308566,0.02974530154557277,0.24626192110013817,2279.0826598680487,581961.400308888
Ethane,112.2825,627.4656052439558,108.87978040616233,0.0005931746485302415,0.028000430403777178,0.23703466021196815,2273.6262148149503,570722.0024401748
Ethane,122.7398,615.9141800913594,513.9605901144737,0.00045488846486897185,0.026262117061663287,0.2272942581174782,2282.796140130099,559631.085741411
Ethane,133.197,604.249445953273,1854.996305649044,0.00036356381337996734,0.024531531419306824,0.21721605621099938,2298.71574176966,548534.6338246521
Ethane,143.6543,592.432083066829,5442.280563387983,0.0002995592010709205,0.022809980098008997,0.2069522626522256,2318.704067435889,537319.3420398474
Ethane,154.1115,580.4195632482713,13570.209657448078,0.00025246005166629443,0.021098931546234025,0.19662463686444648,2342.358736107398,525866.1564739356
Ethane,164.5688,568.1631362891541,29729.031434641714,0.00021636912864237776,0.019400047747765242,0.18632671142146368,2370.267704758503,514007.8788532429
Ethane,175.0261,555.6059664860061,58683.88878679712,0.00018776314035903329,0.01771522487745515,0.17612850509535283,2403.4686478948506,501528.1066175739
Ethane,185.4833,542.6811206581013,106423.82347058404,0.00016443934172301238,0.0160466463358083,0.1661174136999205,2443.266509198874,488199.05258274695
Ethane,195.9406,529.3087373549777,180016.84559654846,0.00014496495111574175,0.014396853320257447,0.15631200160349346,2491.2422351291507,473808.08268884954
Ethane,206.3978,515.3917588830183,287420.5570886886,0.00012837417050212091,0.012768840933907727,0.14671772107774106,2549.39739559915,458146.4423477779
Ethane,216.8551,500.80928661973167,437296.00376610784,0.00011399375582633804,0.011166192708192777,0.13735822487501004,2620.4527002002897,440974.3147355849
Ethane,227.3124,485.4058167385267,638860.7795699823,0.00010133817013219903,0.00959327519203613,0.1282423083526605,2708.399625395862,421983.6728912374
Ethane,237.7696,468.9728870991164,901804.0540106198,9.004341782103795e-05,0.0080555310069106,0.11936834283490946,2819.5528747319654,400763.3654941779
Ethane,248.2269,451.21589341618267,1236280.0501852988,7.982224888334024e-05,0.006559943113442455,0.11072264979013223,2964.7073505857456,376751.7638029342
Ethane,258.6841,431.69028657956005,1653004.4724576648,7.042995545840295e-05,0.005115820244398091,0.1022752500330084,3163.98922155021,349145.2644155824
Ethane,269.1414,409.67057135068455,2163512.4837661297,6.163251586458439e-05,0.0037362494551423583,0.09397417957712749,3459.6763859558723,316690.16847668274
Ethane,279.5986,383.8261351595056,2780722.5017418736,5.315798149823387e-05,0.0024411521544015404,0.08574152370017075,3960.685042091533,277156.7549857919
Ethane,290.0559,351.10994619556294,3520254.3407293097,4.455210946453352e-05,0.0012652038514735261,0.07753953317672972,5071.067394656234,225645.3584727823
n-Decane,244.5,768.4394088797476,1.5718143338984931,0.002370794151114065,0.02857110594905368,0.1438088706273796,2015.3171651652513,392044.3269374883
n-Decane,262.5165,754.2238066770475,10.076673152166315,0.0015649450160239668,0.02680441901657706,0.1389011788416449,2069.2757024403095,381349.23395270034
n-Decane,280.533,740.1461580296179,48.69236595897097,0.0011174174419880827,0.025063539445700986,0.1340741427658081,2129.290633045172,370956.3776592219
n-Decane,298.5496,726.1332599371942,187.39267858744046,0.0008421821510492773,0.02334943968741449,0.1293352153287605,2194.095708929627,360814.41232001205
n-Decane,316.5661,712.1175040303433,599.0858122445526,0.0006603469852756079,0.021663185447945904,0.12470241386763892,2262.612625385518,350864.47809490707
n-Decane,334.5826,698.0338746002114,1644.060651599986,0.0005335261890812774,0.020005950713591507,0.12017687576150296,2333.943032974993,341037.03853563225
n-Decane,352.5991,683.8172833895622,3974.7610090065564,0.00044117266120328547,0.018379036301692096,0.11576883415286993,2407.3581112342536,331250.48852310923
n-Decane,370.6156,669.3999568180291,8643.844263988278,0.0003714794146889492,0.016783893060282683,0.11148870727474956,2482.2911153270525,321411.68306383723
n-Decane,388.6322,654.7085876236778,17196.18707472169,0.00031727537680296627,0.015222151304026382,0.10734650397561314,2558.335392982272,311417.5368610652
n-Decane,406.6487,639.6609037583087,31730.520693176946,0.00027400478633907046,0.013695658783571575,0.10335200066404648,2635.2500673827003,301156.3501965721
n-Decane,424.6652,624.1611759448621,54925.57657290397,0.0002386618576481458,0.01220653059982802,0.09951467051612423,2712.977034621901,290507.56532359344
n-Decane,442.6817,608.0939332441262,90034.95776700121,0.00020919695586401734,0.010757216284382799,0.09584354545785276,2791.676291428212,279338.92148706346
n-Decane,460.6983,591.3146775623184,140861.886438108,0.00018416966703625187,0.009350592323166748,0.09234701337361162,2871.7933858801252,267500.06161338085
n-Decane,478.7148,573.6354541140589,211729.06644244998,0.00016253737574871955,0.007990093803984319,0.08903253069685545,2954.1871525910465,254811.2243808717
n-Decane,496.7313,554.8012206493138,307461.2228631684,0.0001435207805316158,0.006679908967195162,0.08590622508554512,3040.3790522485197,241044.34198874404
