Sample,Paraffinic_CH3_wt%,Paraffinic_CH2_wt%,Paraffinic_CH_wt%,Olefinic_CH_CH2_wt%,Naphthenic_CH_CH2_wt%,Aromatic_C_CH_wt%
Sample 1 (Premium Gasoline),36.1,19.8,10.1,1.1,6.2,26.7
