canonical_smiles,T_K,value,source
C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,272.51,0.04003,thermoml
C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,278.08,0.03978,thermoml
C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,283.18,0.03955,thermoml
C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,288.8,0.03937,thermoml
C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,293.32,0.03902,thermoml
C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,298.24,0.0387,thermoml
FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.OCCC[n+]1ccccc1,327.25,0.03819,thermoml
FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.OCCC[n+]1ccccc1,333.18,0.03756,thermoml
FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.OCCC[n+]1ccccc1,338.12,0.03728,thermoml
FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.OCCC[n+]1ccccc1,342.94,0.03695,thermoml
FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.OCCC[n+]1ccccc1,348.54,0.03667,thermoml
FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.OCCC[n+]1ccccc1,352.09,0.03639,thermoml
FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.OCCC[n+]1ccccc1,359.98,0.03581,thermoml
FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.OCCC[n+]1ccccc1,362.69,0.03566,thermoml
c1ccccc1,280.25,0.03065,thermoml
c1ccccc1,283.13,0.03025,thermoml
c1ccccc1,285.64,0.0299,thermoml
c1ccccc1,288.11,0.02961,thermoml
c1ccccc1,290.58,0.02926,thermoml
c1ccccc1,293.08,0.02894,thermoml
c1ccccc1,295.46,0.02861,thermoml
c1ccccc1,298.09,0.02827,thermoml
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,357.52,0.03355,thermoml
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.58,0.03322,thermoml
Cc1ccc(C)o1,303.15,0.02405,thermoml
Cc1ccc(C)o1,283.15,0.02634,thermoml
Cc1ccc(C)o1,330.15,0.02058,thermoml
CC(C)OC(C)C,283.15,0.01888,thermoml
CC(C)OC(C)C,330.15,0.01388,thermoml
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318.33,0.0355,thermoml
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,322.22,0.0353,thermoml
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,328.16,0.03498,thermoml
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,334.44,0.03474,thermoml
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,338.32,0.03459,thermoml
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,342.97,0.03437,thermoml
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,348.17,0.03404,thermoml
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,352.87,0.03378,thermoml
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,277.94,0.03733,thermoml
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,283.04,0.03709,thermoml
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,287.99,0.03685,thermoml
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.34,0.03663,thermoml
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.06,0.03645,thermoml
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,302.9,0.03619,thermoml
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,308.3,0.03597,thermoml
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.89,0.0357,thermoml
c1ccccc1,298.18,0.02824,thermoml
c1ccccc1,302.95,0.02761,thermoml
c1ccccc1,308.17,0.02693,thermoml
c1ccccc1,311.45,0.02647,thermoml
c1ccccc1,313.7,0.02618,thermoml
CCCCCCCn1cc[n+](C)c1.[Br-],293.15,0.0378,thermoml
CCCCCCCn1cc[n+](C)c1.[Br-],298.15,0.0375,thermoml
CCCCCCCn1cc[n+](C)c1.[Br-],303.15,0.0372,thermoml
c1ccccc1,305.65,0.02724,thermoml
c1ccccc1,313.44,0.02624,thermoml
c1ccccc1,280.09,0.03065,thermoml
c1ccccc1,282.97,0.03026,thermoml
c1ccccc1,286.58,0.02978,thermoml
c1ccccc1,288.31,0.02956,thermoml
c1ccccc1,293.21,0.02888,thermoml
c1ccccc1,286.5,0.02979,thermoml
c1ccccc1,287.98,0.0296,thermoml
c1ccccc1,290.35,0.02928,thermoml
c1ccccc1,300.12,0.02799,thermoml
c1ccccc1,300.41,0.02795,thermoml
c1ccccc1,303.24,0.02759,thermoml
c1ccccc1,306.0,0.02721,thermoml
c1ccccc1,308.05,0.02695,thermoml
c1ccccc1,310.32,0.02664,thermoml
c1ccccc1,279.73,0.03069,thermoml
c1ccccc1,282.83,0.0303,thermoml
CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.1,0.0321,thermoml
CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.3,0.035,thermoml
CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.3,0.0347,thermoml
CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.3,0.0345,thermoml
CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,0.0339,thermoml
CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.2,0.0334,thermoml
CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.1,0.033,thermoml
CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.2,0.0325,thermoml
CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.3,0.0335,thermoml
CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.3,0.033,thermoml
CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.3,0.0345,thermoml
CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.2,0.0342,thermoml
CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,302.9,0.034,thermoml
CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,0.0335,thermoml
CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.2,0.033,thermoml
CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.0,0.0325,thermoml
CCO,303.15,0.0217,thermoml
CCCCCC,303.15,0.0174,thermoml
CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.4,0.0356,thermoml
CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.0,0.0353,thermoml
CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.1,0.0351,thermoml
CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,0.0345,thermoml
CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.2,0.034,thermoml
CCCCCCCn1cc[n+](C)c1.[Br-],308.15,0.0368,thermoml
CCCCCCCn1cc[n+](C)c1.[Br-],313.15,0.0365,thermoml
CCCCCCCn1cc[n+](C)c1.[Br-],318.15,0.0361,thermoml
CCCCCCCn1cc[n+](C)c1.[Br-],323.15,0.0359,thermoml
CCCCCCCn1cc[n+](C)c1.[Br-],328.15,0.0356,thermoml
CCCCCCCn1cc[n+](C)c1.[Br-],333.15,0.0353,thermoml
CCCCCCCn1cc[n+](C)c1.[Br-],338.15,0.035,thermoml
CCCCCCCn1cc[n+](C)c1.[Br-],343.15,0.0346,thermoml
CC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.1,0.0344,thermoml
CC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.0,0.034,thermoml
CC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.1,0.0334,thermoml
CC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.1,0.0329,thermoml
CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.2,0.0357,thermoml
CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.2,0.0355,thermoml
CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.2,0.0353,thermoml
CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.1,0.0348,thermoml
CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.3,0.0308,thermoml
CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.2,0.0306,thermoml
CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.2,0.0302,thermoml
CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,0.0297,thermoml
CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.2,0.0291,thermoml
CC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.3,0.0355,thermoml
CC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.2,0.0352,thermoml
CC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.2,0.035,thermoml
CCCCCCCCCCCCC,344.15,0.02156,thermoml
CCCCCCCCCCCCCC,344.15,0.02207,thermoml
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.2,0.0334,thermoml
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.2,0.0332,thermoml
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.2,0.033,thermoml
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.1,0.0325,thermoml
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.1,0.032,thermoml
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.1,0.0315,thermoml
CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.3,0.0339,thermoml
CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.3,0.0336,thermoml
CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.2,0.0334,thermoml
CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.1,0.0329,thermoml
CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.0,0.0324,thermoml
CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.2,0.0319,thermoml
CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.0,0.0314,thermoml
CCCCCCCCCCCC,344.15,0.02072,thermoml
CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,338.6,0.0391,thermoml
CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,343.0,0.03886,thermoml
CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,348.11,0.03864,thermoml
CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,353.3,0.0384,thermoml
CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,357.97,0.03811,thermoml
CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,362.98,0.03785,thermoml
CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,262.89,0.04304,thermoml
CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,268.06,0.04278,thermoml
CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,298.19,0.04124,thermoml
CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,303.12,0.04094,thermoml
CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,308.14,0.04068,thermoml
CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,313.06,0.0404,thermoml
CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,317.95,0.04017,thermoml
CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,323.2,0.03986,thermoml
CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,328.3,0.03963,thermoml
CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,333.52,0.03936,thermoml
CC(=O)[O-].CCCCn1cc[n+](C)c1,318.2,0.03663,thermoml
CC(=O)[O-].CCCCn1cc[n+](C)c1,323.2,0.03642,thermoml
CC(=O)[O-].CCCCn1cc[n+](C)c1,328.2,0.0362,thermoml
CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,273.2,0.04246,thermoml
CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,277.73,0.04219,thermoml
CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,283.17,0.04195,thermoml
CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,288.28,0.04153,thermoml
CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,292.81,0.04149,thermoml
CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.1,0.0344,thermoml
CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.1,0.0339,thermoml
CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.1,0.0334,thermoml
CC(=O)[O-].CCCCn1cc[n+](C)c1,293.2,0.03787,thermoml
CC(=O)[O-].CCCCn1cc[n+](C)c1,298.2,0.03761,thermoml
CC(=O)[O-].CCCCn1cc[n+](C)c1,303.2,0.03736,thermoml
CC(=O)[O-].CCCCn1cc[n+](C)c1,308.2,0.03711,thermoml
CC(=O)[O-].CCCCn1cc[n+](C)c1,313.2,0.03688,thermoml
CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,328.1,0.03439,thermoml
CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,333.37,0.03413,thermoml
CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,337.89,0.03391,thermoml
CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,343.34,0.03368,thermoml
CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,348.16,0.03332,thermoml
CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,353.04,0.03318,thermoml
CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,358.04,0.03296,thermoml
CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,364.61,0.03267,thermoml
CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,358.34,0.0381,thermoml
CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,293.26,0.03606,thermoml
CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,298.15,0.03589,thermoml
CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,303.15,0.0356,thermoml
CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,308.21,0.03541,thermoml
CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,313.22,0.03513,thermoml
CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,318.05,0.03487,thermoml
CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,323.22,0.03465,thermoml
CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,328.37,0.03969,thermoml
CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,277.78,0.04223,thermoml
CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,283.1,0.04197,thermoml
CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,308.16,0.04075,thermoml
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,338.37,0.03075,thermoml
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,343.34,0.0305,thermoml
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,347.87,0.03023,thermoml
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,352.81,0.02998,thermoml
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,357.85,0.02976,thermoml
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,365.22,0.0294,thermoml
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,288.18,0.03364,thermoml
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,293.07,0.03326,thermoml
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,298.16,0.0327,thermoml
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,303.11,0.03248,thermoml
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,308.11,0.03227,thermoml
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,313.16,0.03199,thermoml
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,318.03,0.03176,thermoml
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,323.07,0.03151,thermoml
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,328.04,0.03125,thermoml
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,332.95,0.03099,thermoml
CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,338.05,0.03375,thermoml
CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,348.26,0.03324,thermoml
CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,364.54,0.03262,thermoml
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,288.14,0.0332,thermoml
CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,293.23,0.03605,thermoml
CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,303.13,0.0356,thermoml
CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,313.26,0.03514,thermoml
CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,318.08,0.03474,thermoml
CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,328.18,0.0343,thermoml
CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,323.02,0.04324,thermoml
CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,327.6,0.04296,thermoml
CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,333.18,0.04258,thermoml
CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,338.24,0.04224,thermoml
CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,343.75,0.04189,thermoml
CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,348.09,0.04163,thermoml
CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,353.61,0.0413,thermoml
CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,358.09,0.04094,thermoml
CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,323.27,0.04316,thermoml
CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,333.13,0.0426,thermoml
CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,338.38,0.04238,thermoml
CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,343.51,0.04213,thermoml
CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,348.43,0.04189,thermoml
CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,353.08,0.04168,thermoml
CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,358.76,0.04141,thermoml
CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,364.84,0.04111,thermoml
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,338.49,0.03111,thermoml
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,343.59,0.03088,thermoml
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,352.87,0.03032,thermoml
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,358.12,0.03014,thermoml
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,365.11,0.02971,thermoml
CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,298.17,0.04442,thermoml
CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,313.07,0.04373,thermoml
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,298.13,0.03286,thermoml
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,318.06,0.03217,thermoml
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,332.93,0.03143,thermoml
CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,333.39,0.04583,thermoml
CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,338.46,0.04538,thermoml
CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,343.28,0.04484,thermoml
CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,348.2,0.0448,thermoml
CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,352.76,0.04438,thermoml
CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,358.22,0.04388,thermoml
CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,365.07,0.04364,thermoml
CC(C)O,298.15,0.02085,thermoml
CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,293.23,0.04798,thermoml
CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,298.23,0.04777,thermoml
CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,303.04,0.04803,thermoml
CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,308.21,0.04715,thermoml
CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,313.22,0.04718,thermoml
CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,318.17,0.04699,thermoml
CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,323.22,0.04676,thermoml
CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,328.22,0.04609,thermoml
CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,352.68,0.0445,thermoml
CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,364.96,0.04378,thermoml
CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,364.84,0.04051,thermoml
CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,318.07,0.04674,thermoml
CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,323.11,0.0464,thermoml
CC(C)C[P+](C)(CC(C)C)CC(C)C.Cc1ccc(S(=O)(=O)[O-])cc1,303.2,0.0366,thermoml
CC(C)C[P+](C)(CC(C)C)CC(C)C.Cc1ccc(S(=O)(=O)[O-])cc1,313.1,0.0355,thermoml
CC(C)C[P+](C)(CC(C)C)CC(C)C.Cc1ccc(S(=O)(=O)[O-])cc1,323.1,0.035,thermoml
CC(C)C[P+](C)(CC(C)C)CC(C)C.Cc1ccc(S(=O)(=O)[O-])cc1,333.1,0.0343,thermoml
CC(C)C[P+](C)(CC(C)C)CC(C)C.Cc1ccc(S(=O)(=O)[O-])cc1,343.1,0.0381,thermoml
CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],293.2,0.0355,thermoml
CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],298.2,0.0347,thermoml
CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],303.2,0.0341,thermoml
